timestamp,Fox_lodging_Helen
2016-01-04 06:00:00,288.93
2016-01-04 07:00:00,294.2
2016-01-04 08:00:00,301.35
2016-01-04 09:00:00,303.4
2016-01-04 10:00:00,297.6
2016-01-04 11:00:00,315.65
2016-01-04 12:00:00,314.82
2016-01-04 13:00:00,305.82
2016-01-04 14:00:00,309.72
2016-01-04 15:00:00,301.25
2016-01-04 16:00:00,311.37
2016-01-04 17:00:00,320.75
2016-01-04 18:00:00,314.7
2016-01-04 19:00:00,316.68
2016-01-04 20:00:00,327.52
2016-01-04 21:00:00,330.47
2016-01-04 22:00:00,316.9
2016-01-04 23:00:00,310.05
2016-01-05 00:00:00,297.22
2016-01-05 01:00:00,299.13
2016-01-05 02:00:00,297.2
2016-01-05 03:00:00,294.55
2016-01-05 04:00:00,296.35
2016-01-05 05:00:00,293.72
2016-01-05 06:00:00,295.23
2016-01-05 07:00:00,295.38
2016-01-05 08:00:00,305.15
2016-01-05 09:00:00,304.52
2016-01-05 10:00:00,307.57
2016-01-05 11:00:00,302.63
2016-01-05 12:00:00,301.88
2016-01-05 13:00:00,292.72
2016-01-05 14:00:00,327.25
2016-01-05 15:00:00,313.72
2016-01-05 16:00:00,328.68
2016-01-05 17:00:00,331.78
2016-01-05 18:00:00,334.43
2016-01-05 19:00:00,328.2
2016-01-05 20:00:00,321.93
2016-01-05 21:00:00,332.65
2016-01-05 22:00:00,315.92
2016-01-05 23:00:00,307.67
2016-01-06 00:00:00,303.67
2016-01-06 01:00:00,301.53
2016-01-06 02:00:00,296.32
2016-01-06 03:00:00,299.48
2016-01-06 04:00:00,297.55
2016-01-06 05:00:00,300.9
2016-01-06 06:00:00,293.95
2016-01-06 07:00:00,300.03
2016-01-06 08:00:00,312.53
2016-01-06 09:00:00,289.52
2016-01-06 10:00:00,275.42
2016-01-06 11:00:00,314.4
2016-01-06 12:00:00,283.17
2016-01-06 13:00:00,307.78
2016-01-06 14:00:00,296.52
2016-01-06 15:00:00,298.38
2016-01-06 16:00:00,314.4
2016-01-06 17:00:00,329.8
2016-01-06 18:00:00,330.38
2016-01-06 19:00:00,326.92
2016-01-06 20:00:00,326.97
2016-01-06 21:00:00,345.53
2016-01-06 22:00:00,329.03
2016-01-06 23:00:00,312.23
2016-01-07 00:00:00,304.97
2016-01-07 01:00:00,301.48
2016-01-07 02:00:00,302.17
2016-01-07 03:00:00,300.03
2016-01-07 04:00:00,297.1
2016-01-07 05:00:00,297.1
2016-01-07 06:00:00,296.57
2016-01-07 07:00:00,300.55
2016-01-07 08:00:00,303.62
2016-01-07 09:00:00,317.9
2016-01-07 10:00:00,313.6
2016-01-07 11:00:00,324.62
2016-01-07 12:00:00,313.2
2016-01-07 13:00:00,317.6
2016-01-07 14:00:00,308.27
2016-01-07 15:00:00,323.35
2016-01-07 16:00:00,348.53
2016-01-07 17:00:00,353.12
2016-01-07 18:00:00,342.83
2016-01-07 19:00:00,341.2
2016-01-07 20:00:00,360.02
2016-01-07 21:00:00,362.48
2016-01-07 22:00:00,339.7
2016-01-07 23:00:00,322.45
2016-01-08 00:00:00,319.37
2016-01-08 01:00:00,312.35
2016-01-08 02:00:00,308.93
2016-01-08 03:00:00,302.55
2016-01-08 04:00:00,304.3
2016-01-08 05:00:00,302.47
2016-01-08 06:00:00,303.25
2016-01-08 07:00:00,302.95
2016-01-08 08:00:00,308.58
2016-01-08 09:00:00,311.67
2016-01-08 10:00:00,306.88
2016-01-08 11:00:00,294.65
2016-01-08 12:00:00,304.68
2016-01-08 13:00:00,334.12
2016-01-08 14:00:00,346.53
2016-01-08 15:00:00,305.22
2016-01-08 16:00:00,331.58
2016-01-08 17:00:00,351.13
2016-01-08 18:00:00,358.35
2016-01-08 19:00:00,361.5
2016-01-08 20:00:00,352.92
2016-01-08 21:00:00,363.37
2016-01-08 22:00:00,357.37
2016-01-08 23:00:00,349.4
2016-01-09 00:00:00,342.78
2016-01-09 01:00:00,341.23
2016-01-09 02:00:00,328.75
2016-01-09 03:00:00,329.9
2016-01-09 04:00:00,313.92
2016-01-09 05:00:00,311.4
2016-01-09 06:00:00,311.9
2016-01-09 07:00:00,312.05
2016-01-09 08:00:00,310.7
2016-01-09 09:00:00,296.38
2016-01-09 10:00:00,285.72
2016-01-09 11:00:00,274.55
2016-01-09 12:00:00,274.7
2016-01-09 13:00:00,297.22
2016-01-09 14:00:00,314.58
2016-01-09 15:00:00,329.45
2016-01-09 16:00:00,365.25
2016-01-09 17:00:00,380.45
2016-01-09 18:00:00,411.18
2016-01-09 19:00:00,406.35
2016-01-09 20:00:00,406.82
2016-01-09 21:00:00,398.4
2016-01-09 22:00:00,396.22
2016-01-09 23:00:00,390.7
2016-01-10 00:00:00,387.27
2016-01-10 01:00:00,369.1
2016-01-10 02:00:00,358.35
2016-01-10 03:00:00,335.5
2016-01-10 04:00:00,332.4
2016-01-10 05:00:00,329.93
2016-01-10 06:00:00,325.23
2016-01-10 07:00:00,329.83
2016-01-10 08:00:00,333.65
2016-01-10 09:00:00,349.88
2016-01-10 10:00:00,354.68
2016-01-10 11:00:00,374.87
2016-01-10 12:00:00,377.9
2016-01-10 13:00:00,387.82
2016-01-10 14:00:00,403.9
2016-01-10 15:00:00,421.58
2016-01-10 16:00:00,439.45
2016-01-10 17:00:00,460.15
2016-01-10 18:00:00,472.03
2016-01-10 19:00:00,480.03
2016-01-10 20:00:00,508.5
2016-01-10 21:00:00,497.03
2016-01-10 22:00:00,480.15
2016-01-10 23:00:00,451.95
2016-01-11 00:00:00,404.43
2016-01-11 01:00:00,367.75
2016-01-11 02:00:00,350.75
2016-01-11 03:00:00,339.52
2016-01-11 04:00:00,330.43
2016-01-11 05:00:00,332.85
2016-01-11 06:00:00,346.43
2016-01-11 07:00:00,361.13
2016-01-11 08:00:00,391.02
2016-01-11 09:00:00,372.48
2016-01-11 10:00:00,357.67
2016-01-11 11:00:00,368.43
2016-01-11 12:00:00,348.73
2016-01-11 13:00:00,351.82
2016-01-11 14:00:00,364.33
2016-01-11 15:00:00,383.98
2016-01-11 16:00:00,427.67
2016-01-11 17:00:00,443.18
2016-01-11 18:00:00,470.97
2016-01-11 19:00:00,481.13
2016-01-11 20:00:00,490.78
2016-01-11 21:00:00,506.63
2016-01-11 22:00:00,486.3
2016-01-11 23:00:00,468.43
2016-01-12 00:00:00,426.3
2016-01-12 01:00:00,373.15
2016-01-12 02:00:00,356.0
2016-01-12 03:00:00,348.45
2016-01-12 04:00:00,341.55
2016-01-12 05:00:00,345.82
2016-01-12 06:00:00,350.7
2016-01-12 07:00:00,360.48
2016-01-12 08:00:00,396.05
2016-01-12 09:00:00,394.67
2016-01-12 10:00:00,363.83
2016-01-12 11:00:00,344.78
2016-01-12 12:00:00,328.98
2016-01-12 13:00:00,333.38
2016-01-12 14:00:00,348.15
2016-01-12 15:00:00,372.82
2016-01-12 16:00:00,433.8
2016-01-12 17:00:00,477.53
2016-01-12 18:00:00,499.73
2016-01-12 19:00:00,494.13
2016-01-12 20:00:00,494.67
2016-01-12 21:00:00,501.37
2016-01-12 22:00:00,498.02
2016-01-12 23:00:00,455.55
2016-01-13 00:00:00,414.1
2016-01-13 01:00:00,378.52
2016-01-13 02:00:00,367.28
2016-01-13 03:00:00,344.67
2016-01-13 04:00:00,338.98
2016-01-13 05:00:00,338.03
2016-01-13 06:00:00,338.12
2016-01-13 07:00:00,358.88
2016-01-13 08:00:00,398.22
2016-01-13 09:00:00,388.88
2016-01-13 10:00:00,364.77
2016-01-13 11:00:00,350.03
2016-01-13 12:00:00,363.68
2016-01-13 13:00:00,376.05
2016-01-13 14:00:00,383.15
2016-01-13 15:00:00,392.57
2016-01-13 16:00:00,442.67
2016-01-13 17:00:00,453.52
2016-01-13 18:00:00,474.35
2016-01-13 19:00:00,470.22
2016-01-13 20:00:00,499.72
2016-01-13 21:00:00,504.83
2016-01-13 22:00:00,488.63
2016-01-13 23:00:00,482.93
2016-01-14 00:00:00,451.3
2016-01-14 01:00:00,394.43
2016-01-14 02:00:00,360.17
2016-01-14 03:00:00,342.53
2016-01-14 04:00:00,344.63
2016-01-14 05:00:00,340.63
2016-01-14 06:00:00,341.47
2016-01-14 07:00:00,363.02
2016-01-14 08:00:00,406.75
2016-01-14 09:00:00,389.92
2016-01-14 10:00:00,366.97
2016-01-14 11:00:00,348.5
2016-01-14 12:00:00,352.78
2016-01-14 13:00:00,375.47
2016-01-14 14:00:00,371.43
2016-01-14 15:00:00,422.73
2016-01-14 16:00:00,477.1
2016-01-14 17:00:00,493.1
2016-01-14 18:00:00,497.73
2016-01-14 19:00:00,486.03
2016-01-14 20:00:00,491.77
2016-01-14 21:00:00,489.6
2016-01-14 22:00:00,506.55
2016-01-14 23:00:00,474.57
2016-01-15 00:00:00,425.57
2016-01-15 01:00:00,392.15
2016-01-15 02:00:00,369.37
2016-01-15 03:00:00,355.1
2016-01-15 04:00:00,342.08
2016-01-15 05:00:00,339.22
2016-01-15 06:00:00,341.78
2016-01-15 07:00:00,356.4
2016-01-15 08:00:00,392.88
2016-01-15 09:00:00,407.37
2016-01-15 10:00:00,412.25
2016-01-15 11:00:00,442.85
2016-01-15 12:00:00,413.98
2016-01-15 13:00:00,445.82
2016-01-15 14:00:00,459.05
2016-01-15 15:00:00,499.12
2016-01-15 16:00:00,498.85
2016-01-15 17:00:00,496.18
2016-01-15 18:00:00,484.8
2016-01-15 19:00:00,481.4
2016-01-15 20:00:00,489.4
2016-01-15 21:00:00,474.35
2016-01-15 22:00:00,455.35
2016-01-15 23:00:00,416.43
2016-01-16 00:00:00,419.75
2016-01-16 01:00:00,391.9
2016-01-16 02:00:00,371.7
2016-01-16 03:00:00,365.97
2016-01-16 04:00:00,348.08
2016-01-16 05:00:00,342.67
2016-01-16 06:00:00,339.23
2016-01-16 07:00:00,351.3
2016-01-16 08:00:00,360.67
2016-01-16 09:00:00,334.58
2016-01-16 10:00:00,331.18
2016-01-16 11:00:00,334.55
2016-01-16 12:00:00,372.28
2016-01-16 13:00:00,424.88
2016-01-16 14:00:00,442.05
2016-01-16 15:00:00,456.85
2016-01-16 16:00:00,476.72
2016-01-16 17:00:00,492.87
2016-01-16 18:00:00,479.62
2016-01-16 19:00:00,469.28
2016-01-16 20:00:00,472.5
2016-01-16 21:00:00,468.92
2016-01-16 22:00:00,450.95
2016-01-16 23:00:00,439.85
2016-01-17 00:00:00,411.5
2016-01-17 01:00:00,395.58
2016-01-17 02:00:00,385.73
2016-01-17 03:00:00,362.15
2016-01-17 04:00:00,346.7
2016-01-17 05:00:00,344.0
2016-01-17 06:00:00,337.93
2016-01-17 07:00:00,340.53
2016-01-17 08:00:00,343.48
2016-01-17 09:00:00,333.53
2016-01-17 10:00:00,346.5
2016-01-17 11:00:00,328.25
2016-01-17 12:00:00,353.83
2016-01-17 13:00:00,382.07
2016-01-17 14:00:00,395.63
2016-01-17 15:00:00,430.45
2016-01-17 16:00:00,471.82
2016-01-17 17:00:00,481.55
2016-01-17 18:00:00,473.67
2016-01-17 19:00:00,480.48
2016-01-17 20:00:00,469.48
2016-01-17 21:00:00,498.03
2016-01-17 22:00:00,503.47
2016-01-17 23:00:00,461.32
2016-01-18 00:00:00,441.13
2016-01-18 01:00:00,414.47
2016-01-18 02:00:00,396.05
2016-01-18 03:00:00,383.78
2016-01-18 04:00:00,357.52
2016-01-18 05:00:00,346.2
2016-01-18 06:00:00,338.93
2016-01-18 07:00:00,339.33
2016-01-18 08:00:00,346.97
2016-01-18 09:00:00,350.57
2016-01-18 10:00:00,396.47
2016-01-18 11:00:00,409.32
2016-01-18 12:00:00,420.48
2016-01-18 13:00:00,427.53
2016-01-18 14:00:00,466.07
2016-01-18 15:00:00,476.27
2016-01-18 16:00:00,505.92
2016-01-18 17:00:00,539.75
2016-01-18 18:00:00,530.45
2016-01-18 19:00:00,521.8
2016-01-18 20:00:00,523.43
2016-01-18 21:00:00,549.45
2016-01-18 22:00:00,533.95
2016-01-18 23:00:00,490.42
2016-01-19 00:00:00,458.92
2016-01-19 01:00:00,400.93
2016-01-19 02:00:00,392.27
2016-01-19 03:00:00,363.88
2016-01-19 04:00:00,346.28
2016-01-19 05:00:00,340.88
2016-01-19 06:00:00,342.57
2016-01-19 07:00:00,357.28
2016-01-19 08:00:00,416.97
2016-01-19 09:00:00,387.62
2016-01-19 10:00:00,376.88
2016-01-19 11:00:00,350.9
2016-01-19 12:00:00,386.23
2016-01-19 13:00:00,387.97
2016-01-19 14:00:00,409.53
2016-01-19 15:00:00,423.9
2016-01-19 16:00:00,476.73
2016-01-19 17:00:00,527.73
2016-01-19 18:00:00,524.13
2016-01-19 19:00:00,515.42
2016-01-19 20:00:00,533.4
2016-01-19 21:00:00,554.42
2016-01-19 22:00:00,531.53
2016-01-19 23:00:00,507.83
2016-01-20 00:00:00,468.82
2016-01-20 01:00:00,411.92
2016-01-20 02:00:00,374.38
2016-01-20 03:00:00,353.27
2016-01-20 04:00:00,343.58
2016-01-20 05:00:00,342.23
2016-01-20 06:00:00,342.95
2016-01-20 07:00:00,371.73
2016-01-20 08:00:00,403.02
2016-01-20 09:00:00,391.57
2016-01-20 10:00:00,381.2
2016-01-20 11:00:00,389.72
2016-01-20 12:00:00,404.9
2016-01-20 13:00:00,427.87
2016-01-20 14:00:00,416.93
2016-01-20 15:00:00,452.17
2016-01-20 16:00:00,454.1
2016-01-20 17:00:00,473.88
2016-01-20 18:00:00,509.42
2016-01-20 19:00:00,524.83
2016-01-20 20:00:00,533.43
2016-01-20 21:00:00,515.5
2016-01-20 22:00:00,522.13
2016-01-20 23:00:00,511.3
2016-01-21 00:00:00,491.1
2016-01-21 01:00:00,410.47
2016-01-21 02:00:00,382.73
2016-01-21 03:00:00,358.62
2016-01-21 04:00:00,355.73
2016-01-21 05:00:00,348.05
2016-01-21 06:00:00,346.72
2016-01-21 07:00:00,363.48
2016-01-21 08:00:00,396.07
2016-01-21 09:00:00,386.5
2016-01-21 10:00:00,379.83
2016-01-21 11:00:00,368.4
2016-01-21 12:00:00,372.22
2016-01-21 13:00:00,389.17
2016-01-21 14:00:00,392.18
2016-01-21 15:00:00,432.32
2016-01-21 16:00:00,472.07
2016-01-21 17:00:00,467.65
2016-01-21 18:00:00,497.77
2016-01-21 19:00:00,499.35
2016-01-21 20:00:00,517.28
2016-01-21 21:00:00,512.8
2016-01-21 22:00:00,498.42
2016-01-21 23:00:00,475.48
2016-01-22 00:00:00,454.3
2016-01-22 01:00:00,421.05
2016-01-22 02:00:00,386.18
2016-01-22 03:00:00,372.52
2016-01-22 04:00:00,352.53
2016-01-22 05:00:00,349.63
2016-01-22 06:00:00,342.4
2016-01-22 07:00:00,359.13
2016-01-22 08:00:00,394.87
2016-01-22 09:00:00,400.42
2016-01-22 10:00:00,395.8
2016-01-22 11:00:00,389.92
2016-01-22 12:00:00,409.93
2016-01-22 13:00:00,431.7
2016-01-22 14:00:00,450.58
2016-01-22 15:00:00,467.95
2016-01-22 16:00:00,465.7
2016-01-22 17:00:00,483.47
2016-01-22 18:00:00,479.2
2016-01-22 19:00:00,460.72
2016-01-22 20:00:00,452.82
2016-01-22 21:00:00,456.13
2016-01-22 22:00:00,475.67
2016-01-22 23:00:00,437.78
2016-01-23 00:00:00,431.65
2016-01-23 01:00:00,425.08
2016-01-23 02:00:00,367.95
2016-01-23 03:00:00,350.8
2016-01-23 04:00:00,339.4
2016-01-23 05:00:00,329.75
2016-01-23 06:00:00,329.78
2016-01-23 07:00:00,333.95
2016-01-23 08:00:00,349.82
2016-01-23 09:00:00,333.03
2016-01-23 10:00:00,356.88
2016-01-23 11:00:00,358.8
2016-01-23 12:00:00,354.45
2016-01-23 13:00:00,393.75
2016-01-23 14:00:00,448.73
2016-01-23 15:00:00,434.9
2016-01-23 16:00:00,471.5
2016-01-23 17:00:00,480.43
2016-01-23 18:00:00,482.48
2016-01-23 19:00:00,475.7
2016-01-23 20:00:00,496.15
2016-01-23 21:00:00,483.03
2016-01-23 22:00:00,479.38
2016-01-23 23:00:00,443.55
2016-01-24 00:00:00,428.48
2016-01-24 01:00:00,393.78
2016-01-24 02:00:00,368.92
2016-01-24 03:00:00,361.35
2016-01-24 04:00:00,341.1
2016-01-24 05:00:00,332.38
2016-01-24 06:00:00,332.95
2016-01-24 07:00:00,335.65
2016-01-24 08:00:00,362.05
2016-01-24 09:00:00,377.78
2016-01-24 10:00:00,353.17
2016-01-24 11:00:00,380.23
2016-01-24 12:00:00,387.43
2016-01-24 13:00:00,385.48
2016-01-24 14:00:00,401.55
2016-01-24 15:00:00,415.13
2016-01-24 16:00:00,440.75
2016-01-24 17:00:00,473.55
2016-01-24 18:00:00,482.8
2016-01-24 19:00:00,483.22
2016-01-24 20:00:00,512.15
2016-01-24 21:00:00,518.28
2016-01-24 22:00:00,509.68
2016-01-24 23:00:00,508.83
2016-01-25 00:00:00,457.65
2016-01-25 01:00:00,388.05
2016-01-25 02:00:00,368.18
2016-01-25 03:00:00,342.18
2016-01-25 04:00:00,329.17
2016-01-25 05:00:00,325.62
2016-01-25 06:00:00,338.07
2016-01-25 07:00:00,351.92
2016-01-25 08:00:00,370.97
2016-01-25 09:00:00,393.07
2016-01-25 10:00:00,388.48
2016-01-25 11:00:00,362.55
2016-01-25 12:00:00,369.15
2016-01-25 13:00:00,378.38
2016-01-25 14:00:00,425.87
2016-01-25 15:00:00,420.28
2016-01-25 16:00:00,463.85
2016-01-25 17:00:00,485.6
2016-01-25 18:00:00,514.1
2016-01-25 19:00:00,499.67
2016-01-25 20:00:00,522.12
2016-01-25 21:00:00,536.45
2016-01-25 22:00:00,515.85
2016-01-25 23:00:00,485.45
2016-01-26 00:00:00,461.63
2016-01-26 01:00:00,408.2
2016-01-26 02:00:00,363.03
2016-01-26 03:00:00,344.2
2016-01-26 04:00:00,331.45
2016-01-26 05:00:00,327.47
2016-01-26 06:00:00,332.7
2016-01-26 07:00:00,351.77
2016-01-26 08:00:00,395.45
2016-01-26 09:00:00,381.18
2016-01-26 10:00:00,349.72
2016-01-26 11:00:00,336.15
2016-01-26 12:00:00,356.07
2016-01-26 13:00:00,359.78
2016-01-26 14:00:00,371.57
2016-01-26 15:00:00,394.97
2016-01-26 16:00:00,412.98
2016-01-26 17:00:00,483.25
2016-01-26 18:00:00,501.03
2016-01-26 19:00:00,506.63
2016-01-26 20:00:00,486.83
2016-01-26 21:00:00,524.38
2016-01-26 22:00:00,502.62
2016-01-26 23:00:00,502.85
2016-01-27 00:00:00,458.65
2016-01-27 01:00:00,400.82
2016-01-27 02:00:00,367.55
2016-01-27 03:00:00,354.13
2016-01-27 04:00:00,328.63
2016-01-27 05:00:00,329.28
2016-01-27 06:00:00,338.9
2016-01-27 07:00:00,351.65
2016-01-27 08:00:00,380.58
2016-01-27 09:00:00,381.27
2016-01-27 10:00:00,370.82
2016-01-27 11:00:00,357.5
2016-01-27 12:00:00,363.62
2016-01-27 13:00:00,380.15
2016-01-27 14:00:00,403.8
2016-01-27 15:00:00,400.35
2016-01-27 16:00:00,428.3
2016-01-27 17:00:00,454.92
2016-01-27 18:00:00,486.08
2016-01-27 19:00:00,490.35
2016-01-27 20:00:00,479.18
2016-01-27 21:00:00,517.17
2016-01-27 22:00:00,520.22
2016-01-27 23:00:00,483.58
2016-01-28 00:00:00,461.3
2016-01-28 01:00:00,432.57
2016-01-28 02:00:00,374.87
2016-01-28 03:00:00,340.87
2016-01-28 04:00:00,330.92
2016-01-28 05:00:00,329.35
2016-01-28 06:00:00,327.78
2016-01-28 07:00:00,346.43
2016-01-28 08:00:00,389.23
2016-01-28 09:00:00,367.73
2016-01-28 10:00:00,352.47
2016-01-28 11:00:00,353.62
2016-01-28 12:00:00,357.97
2016-01-28 13:00:00,376.43
2016-01-28 14:00:00,364.17
2016-01-28 15:00:00,381.25
2016-01-28 16:00:00,439.93
2016-01-28 17:00:00,498.03
2016-01-28 18:00:00,476.97
2016-01-28 19:00:00,474.68
2016-01-28 20:00:00,485.05
2016-01-28 21:00:00,502.8
2016-01-28 22:00:00,503.78
2016-01-28 23:00:00,462.7
2016-01-29 00:00:00,429.33
2016-01-29 01:00:00,390.93
2016-01-29 02:00:00,361.75
2016-01-29 03:00:00,343.82
2016-01-29 04:00:00,327.07
2016-01-29 05:00:00,326.08
2016-01-29 06:00:00,322.8
2016-01-29 07:00:00,330.77
2016-01-29 08:00:00,356.0
2016-01-29 09:00:00,352.73
2016-01-29 10:00:00,346.88
2016-01-29 11:00:00,355.28
2016-01-29 12:00:00,399.3
2016-01-29 13:00:00,411.28
2016-01-29 14:00:00,434.95
2016-01-29 15:00:00,474.25
2016-01-29 16:00:00,476.52
2016-01-29 17:00:00,468.58
2016-01-29 18:00:00,492.1
2016-01-29 19:00:00,462.83
2016-01-29 20:00:00,493.62
2016-01-29 21:00:00,478.27
2016-01-29 22:00:00,477.75
2016-01-29 23:00:00,448.55
2016-01-30 00:00:00,418.28
2016-01-30 01:00:00,382.73
2016-01-30 02:00:00,373.6
2016-01-30 03:00:00,349.75
2016-01-30 04:00:00,336.17
2016-01-30 05:00:00,327.57
2016-01-30 06:00:00,324.28
2016-01-30 07:00:00,324.45
2016-01-30 08:00:00,345.48
2016-01-30 09:00:00,329.72
2016-01-30 10:00:00,334.23
2016-01-30 11:00:00,342.45
2016-01-30 12:00:00,349.57
2016-01-30 13:00:00,390.1
2016-01-30 14:00:00,415.85
2016-01-30 15:00:00,421.43
2016-01-30 16:00:00,441.37
2016-01-30 17:00:00,450.58
2016-01-30 18:00:00,441.35
2016-01-30 19:00:00,448.7
2016-01-30 20:00:00,481.97
2016-01-30 21:00:00,460.58
2016-01-30 22:00:00,456.28
2016-01-30 23:00:00,461.3
2016-01-31 00:00:00,446.42
2016-01-31 01:00:00,416.28
2016-01-31 02:00:00,403.02
2016-01-31 03:00:00,374.17
2016-01-31 04:00:00,358.48
2016-01-31 05:00:00,332.83
2016-01-31 06:00:00,327.8
2016-01-31 07:00:00,327.77
2016-01-31 08:00:00,353.93
2016-01-31 09:00:00,357.17
2016-01-31 10:00:00,334.63
2016-01-31 11:00:00,332.87
2016-01-31 12:00:00,353.57
2016-01-31 13:00:00,393.37
2016-01-31 14:00:00,450.72
2016-01-31 15:00:00,478.6
2016-01-31 16:00:00,488.4
2016-01-31 17:00:00,506.48
2016-01-31 18:00:00,504.8
2016-01-31 19:00:00,519.42
2016-01-31 20:00:00,520.62
2016-01-31 21:00:00,562.82
2016-01-31 22:00:00,549.58
2016-01-31 23:00:00,516.58
2016-02-01 00:00:00,462.23
2016-02-01 01:00:00,417.25
2016-02-01 02:00:00,365.45
2016-02-01 03:00:00,352.28
2016-02-01 04:00:00,348.28
2016-02-01 05:00:00,326.77
2016-02-01 06:00:00,337.68
2016-02-01 07:00:00,340.73
2016-02-01 08:00:00,371.93
2016-02-01 09:00:00,408.6
2016-02-01 10:00:00,423.02
2016-02-01 11:00:00,417.58
2016-02-01 12:00:00,411.63
2016-02-01 13:00:00,445.45
2016-02-01 14:00:00,449.7
2016-02-01 15:00:00,432.27
2016-02-01 16:00:00,476.15
2016-02-01 17:00:00,472.03
2016-02-01 18:00:00,474.32
2016-02-01 19:00:00,485.92
2016-02-01 20:00:00,508.45
2016-02-01 21:00:00,509.72
2016-02-01 22:00:00,529.83
2016-02-01 23:00:00,483.68
2016-02-02 00:00:00,449.58
2016-02-02 01:00:00,414.57
2016-02-02 02:00:00,366.22
2016-02-02 03:00:00,333.28
2016-02-02 04:00:00,323.38
2016-02-02 05:00:00,325.45
2016-02-02 06:00:00,323.98
2016-02-02 07:00:00,339.77
2016-02-02 08:00:00,380.25
2016-02-02 09:00:00,348.87
2016-02-02 10:00:00,326.58
2016-02-02 11:00:00,328.17
2016-02-02 12:00:00,327.87
2016-02-02 13:00:00,334.18
2016-02-02 14:00:00,334.0
2016-02-02 15:00:00,358.57
2016-02-02 16:00:00,420.87
2016-02-02 17:00:00,455.5
2016-02-02 18:00:00,450.08
2016-02-02 19:00:00,477.1
2016-02-02 20:00:00,499.1
2016-02-02 21:00:00,509.6
2016-02-02 22:00:00,531.38
2016-02-02 23:00:00,485.65
2016-02-03 00:00:00,452.33
2016-02-03 01:00:00,387.75
2016-02-03 02:00:00,372.65
2016-02-03 03:00:00,335.2
2016-02-03 04:00:00,331.25
2016-02-03 05:00:00,326.22
2016-02-03 06:00:00,323.87
2016-02-03 07:00:00,340.28
2016-02-03 08:00:00,368.33
2016-02-03 09:00:00,338.35
2016-02-03 10:00:00,343.12
2016-02-03 11:00:00,337.6
2016-02-03 12:00:00,334.48
2016-02-03 13:00:00,362.62
2016-02-03 14:00:00,391.93
2016-02-03 15:00:00,407.82
2016-02-03 16:00:00,425.97
2016-02-03 17:00:00,462.98
2016-02-03 18:00:00,468.18
2016-02-03 19:00:00,491.48
2016-02-03 20:00:00,487.28
2016-02-03 21:00:00,487.52
2016-02-03 22:00:00,525.43
2016-02-03 23:00:00,488.18
2016-02-04 00:00:00,437.72
2016-02-04 01:00:00,393.23
2016-02-04 02:00:00,369.07
2016-02-04 03:00:00,338.65
2016-02-04 04:00:00,329.6
