bldg_id,in.cluster_id,in.cluster_name,in.nhgis_tract_gisjoin,in.energy_code_followed_during_last_hvac_replacement,in.interior_lighting_generation,in.floor_area_category,in.service_water_heating_fuel,out.utility_bills.electricity_bill_mean..usd,out.utility_bills.fuel_oil_bill..usd,out.utility_bills.natural_gas_bill..usd,out.utility_bills.propane_bill..usd,weight,in.comstock_building_type_group,in.hvac_category,in.vintage,calc.segment,calc.weighted.sqft,calc.weighted.district_cooling.total.energy_consumption..tbtu,calc.weighted.district_heating.total.energy_consumption..tbtu,calc.weighted.electricity.total.energy_consumption..tbtu,calc.weighted.natural_gas.total.energy_consumption..tbtu,calc.weighted.other_fuel.total.energy_consumption..tbtu,calc.weighted.site_energy.total.energy_consumption..tbtu,calc.weighted.enduse_group.site_energy.hvac.energy_consumption..tbtu,calc.weighted.enduse_group.site_energy.lighting.energy_consumption..tbtu,calc.weighted.enduse_group.site_energy.interior_equipment.energy_consumption..tbtu,calc.weighted.enduse_group.site_energy.refrigeration.energy_consumption..tbtu,calc.weighted.enduse_group.site_energy.water_systems.energy_consumption..tbtu,calc.weighted.enduse_group.electricity.hvac.energy_consumption..tbtu,calc.weighted.enduse_group.electricity.lighting.energy_consumption..tbtu,calc.weighted.enduse_group.electricity.interior_equipment.energy_consumption..tbtu,calc.weighted.enduse_group.electricity.refrigeration.energy_consumption..tbtu,calc.weighted.enduse_group.electricity.water_systems.energy_consumption..tbtu,calc.weighted.enduse_group.natural_gas.hvac.energy_consumption..tbtu,calc.weighted.enduse_group.natural_gas.interior_equipment.energy_consumption..tbtu,calc.weighted.enduse_group.natural_gas.water_systems.energy_consumption..tbtu,calc.weighted.enduse_group.district_heating.hvac.energy_consumption..tbtu,calc.weighted.enduse_group.district_heating.interior_equipment.energy_consumption..tbtu,calc.weighted.enduse_group.district_heating.water_systems.energy_consumption..tbtu,calc.weighted.enduse_group.district_cooling.hvac.energy_consumption..tbtu,calc.weighted.enduse_group.other_fuel.hvac.energy_consumption..tbtu,calc.weighted.enduse_group.other_fuel.water_systems.energy_consumption..tbtu,calc.weighted.enduse_group.other_fuel.interior_equipment.energy_consumption..tbtu,calc.weighted.emissions.natural_gas..co2e_mmt,calc.weighted.emissions.fuel_oil..co2e_mmt,calc.weighted.emissions.propane..co2e_mmt,calc.weighted.emissions.electricity.egrid_2021_subregion..co2e_mmt,calc.weighted.emissions.total_with_cambium_mid_case_15y..co2e_mmt,calc.weighted.emissions.total_with_egrid..co2e_mmt,calc.weighted.enduse_group.electricity.hvac.emissions.egrid_2021_subregion..co2e_mmt,calc.weighted.enduse_group.electricity.lighting.emissions.egrid_2021_subregion..co2e_mmt,calc.weighted.enduse_group.electricity.interior_equipment.emissions.egrid_2021_subregion..co2e_mmt,calc.weighted.enduse_group.electricity.refrigeration.emissions.egrid_2021_subregion..co2e_mmt,calc.weighted.enduse_group.electricity.water_systems.emissions.egrid_2021_subregion..co2e_mmt,calc.weighted.enduse_group.natural_gas.hvac.emissions..co2e_mmt,calc.weighted.enduse_group.natural_gas.interior_equipment.emissions..co2e_mmt,calc.weighted.enduse_group.natural_gas.water_systems.emissions..co2e_mmt,calc.weighted.enduse_group.other_fuel.hvac.emissions..co2e_mmt,calc.weighted.enduse_group.other_fuel.water_systems.emissions..co2e_mmt,calc.weighted.enduse_group.other_fuel.interior_equipment.emissions..co2e_mmt,calc.weighted.enduse_group.site_energy.hvac.emissions..co2e_mmt,calc.weighted.enduse_group.site_energy.lighting.emissions..co2e_mmt,calc.weighted.enduse_group.site_energy.interior_equipment.emissions..co2e_mmt,calc.weighted.enduse_group.site_energy.refrigeration.emissions..co2e_mmt,calc.weighted.enduse_group.site_energy.water_systems.emissions..co2e_mmt
94559,50,the Greater Atlanta and Macon Area,G1300670030507,ComStock 90.1-2007,gen5_led,10001_25000,Electricity,30086,,,,8.72605822,Office,Zone-by-Zone,1990 to 1999,I: Non-Lodging Buildings with Zone-by-Zone Systems,152706.0189,0,0,0.00763287,0,0,0.00763287,0.002764897,0.00117138,0.003512239,0,0.000184354,0.002764897,0.00117138,0.003512239,0,0.000184354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000909591,0.000300006,0.000909591,0.000329486,0.000139591,0.000418545,0,2.20E-05,0,0,0,0,0,0,0.000329486,0.000139591,0.000418545,0,2.20E-05
94630,46,the Tallahassee-Valdosta Area,G1301850011000,ComStock 90.1-2007,gen5_led,10001_25000,Electricity,32464,,,,1.870652159,Mercantile,Small Packaged Unit,2000 to 2012,A: Non Food-Service Buildings with Small Packaged Units,32736.41277,0,0,0.00159435,0,0,0.00159435,0.000833522,0.000550794,0.000176594,0,3.34E-05,0.000833522,0.000550794,0.000176594,0,3.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189996,4.33E-05,0.000189996,9.93E-05,6.56E-05,2.10E-05,0,3.98E-06,0,0,0,0,0,0,9.93E-05,6.56E-05,2.10E-05,0,3.98E-06
94775,50,the Greater Atlanta and Macon Area,G1300670031114,ComStock 90.1-2007,gen5_led,50001_100000,Electricity,96374,,9220,,9.325022323,Office,Multizone CAV/VAV,1990 to 1999,D: Buildings with Hydronically Heated Multizone Systems,699376.6743,0,0,0.027103798,0.007816253,0,0.034920051,0.018134396,0.003727513,0.012486118,0,0.000572022,0.010318143,0.003727513,0.012486118,0,0.000572022,0.007816253,0,0,0,0,0,0,0,0,0,0.000522239,0,0,0.003229907,0.001660619,0.003752146,0.001229593,0.000444201,0.001487946,0,6.82E-05,0.000522239,0,0,0,0,0,0.001948534,0.00040052,0.001341629,0,6.15E-05
94778,50,the Greater Atlanta and Macon Area,G1301170130601,ComStock 90.1-2007,gen5_led,50001_100000,Electricity,113642,,7565,,1.870652159,Mercantile,Small Packaged Unit,2013 to 2018,C: Strip Malls with some Food-Service with Small Packaged Units,140298.9119,0,0,0.006312718,0.001286533,0,0.007599251,0.003507456,0.002100924,0.001133325,0,0.000857564,0.002810227,0.002100924,0.000544021,0,0.000857564,0.000697229,0.000589304,0,0,0,0,0,0,0,0,8.60E-05,0,0,0.000752275,0.000284811,0.000838234,0.00033489,0.000250363,6.48E-05,0,0.000102194,4.66E-05,3.94E-05,0,0,0,0,0.000386889,0.000231742,0.000125011,0,9.46E-05
94807,50,the Greater Atlanta and Macon Area,G1300670031206,ComStock 90.1-2007,gen5_led,100001_200000,Electricity,140502,,,,3.237924874,Warehouse and Storage,Small Packaged Unit,1990 to 1999,A: Non Food-Service Buildings with Small Packaged Units,485688.7311,0,0,0.012518536,0,0,0.012518536,0.004852057,0.002561846,0.005104633,0,0,0.004852057,0.002561846,0.005104633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149181,0.000496604,0.00149181,0.000578211,0.00030529,0.000608309,0,0,0,0,0,0,0,0,0.000578211,0.00030529,0.000608309,0,0
94920,50,the Greater Atlanta and Macon Area,G1301510070304,ComStock 90.1-2007,gen5_led,5001_10000,Electricity,9495,,,,8.72605822,Office,Zone-by-Zone,2000 to 2012,I: Non-Lodging Buildings with Zone-by-Zone Systems,65445.43665,0,0,0.002279986,0,0,0.002279986,0.001211659,0.000421723,0.000567288,0,7.92E-05,0.001211659,0.000421723,0.000567288,0,7.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271697,8.06E-05,0.000271697,0.000144389,5.03E-05,6.76E-05,0,9.44E-06,0,0,0,0,0,0,0.000144389,5.03E-05,6.76E-05,0,9.44E-06
94982,18,"the Knoxville-Chattanooga-Asheville and Greenville, SC Area",G1303130001300,ComStock 90.1-2007,gen5_led,10001_25000,Electricity,21069,,,,8.72605822,Office,Zone-by-Zone,1990 to 1999,I: Non-Lodging Buildings with Zone-by-Zone Systems,152706.0189,0,0,0.006196083,0,0,0.006196083,0.002683431,0.001140696,0.002171226,0,0.00020073,0.002683431,0.001140696,0.002171226,0,0.00020073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000738379,0.000243598,0.000738379,0.000319781,0.000135935,0.000258742,0,2.39E-05,0,0,0,0,0,0,0.000319781,0.000135935,0.000258742,0,2.39E-05
95032,50,the Greater Atlanta and Macon Area,G1302190030100,ComStock 90.1-2007,gen5_led,1001_5000,Electricity,5571,,,,8.72605822,Office,Zone-by-Zone,2013 to 2018,I: Non-Lodging Buildings with Zone-by-Zone Systems,26178.17466,0,0,0.001000507,0,0,0.001000507,0.000385084,0.00016194,0.000408738,0,4.47E-05,0.000385084,0.00016194,0.000408738,0,4.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119227,3.76E-05,0.000119227,4.59E-05,1.93E-05,4.87E-05,0,5.32E-06,0,0,0,0,0,0,4.59E-05,1.93E-05,4.87E-05,0,5.32E-06
95073,50,the Greater Atlanta and Macon Area,G1300670030344,ComStock 90.1-2007,gen5_led,50001_100000,Electricity,237990,,2449,,1.870652159,Mercantile,Small Packaged Unit,2000 to 2012,C: Strip Malls with some Food-Service with Small Packaged Units,140298.9119,0,0,0.011398264,0.000416398,0,0.011814662,0.004996239,0.002838879,0.002428528,0,0.001551034,0.004996239,0.002838879,0.00201213,0,0.001551034,0,0.000416398,0,0,0,0,0,0,0,0,2.78E-05,0,0,0.001358309,0.00039654,0.00138613,0.000595392,0.000338304,0.000239782,0,0.000184834,0,2.78E-05,0,0,0,0,0.000586173,0.000333065,0.000284922,0,0.000181972
95740,50,the Greater Atlanta and Macon Area,G1300670030700,ComStock 90.1-2007,gen5_led,5001_10000,Electricity,15744,,,,8.72605822,Office,Small Packaged Unit,2000 to 2012,A: Non Food-Service Buildings with Small Packaged Units,65445.43665,0,0,0.003908157,0,0,0.003908157,0.002577649,0.000628491,0.000621047,0,8.10E-05,0.002577649,0.000628491,0.000621047,0,8.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000465724,0.000157237,0.000465724,0.000307171,7.49E-05,7.40E-05,0,9.65E-06,0,0,0,0,0,0,0.000307171,7.49E-05,7.40E-05,0,9.65E-06
95833,35,Eastern Counties in South Carolina and Georgia,G1302450010506,ComStock 90.1-2007,gen5_led,1001_5000,Electricity,7283,,,,3.204584385,Mercantile,Multizone CAV/VAV,1990 to 1999,F: Buildings with Electric Resistance Multizone Systems,9613.753156,0,0,0.00051872,0,0,0.00051872,0.00033821,0.000140235,4.02E-05,0,0,0.00033821,0.000140235,4.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18E-05,1.82E-05,6.18E-05,4.03E-05,1.67E-05,4.80E-06,0,0,0,0,0,0,0,0,4.03E-05,1.67E-05,4.80E-06,0,0
96218,35,Eastern Counties in South Carolina and Georgia,G1300510011400,ComStock 90.1-2007,gen5_led,10001_25000,Electricity,40988,,855,,3.204584385,Mercantile,Small Packaged Unit,1980 to 1989,A: Non Food-Service Buildings with Small Packaged Units,56080.22674,0,0,0.003507179,0.000249185,0,0.003756333,0.002568392,0.000801863,0.000386109,0,0,0.002319207,0.000801863,0.000386109,0,0,0.000249185,0,0,0,0,0,0,0,0,0,1.66E-05,0,0,0.000417943,0.000132701,0.000434591,0.000276375,9.56E-05,4.60E-05,0,0,1.66E-05,0,0,0,0,0,0.000297152,9.28E-05,4.47E-05,0,0
96265,85,Rural Climate Zone 3A,G1302370960102,ComStock 90.1-2007,gen5_led,5001_10000,Electricity,14273,,,,8.72605822,Office,Small Packaged Unit,1990 to 1999,A: Non Food-Service Buildings with Small Packaged Units,65445.43665,0,0,0.00342705,0,0,0.00342705,0.002471287,0.000435949,0.000430573,0,8.92E-05,0.002471287,0.000435949,0.000430573,0,8.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000408398,0.000133641,0.000408398,0.000294501,5.20E-05,5.13E-05,0,1.06E-05,0,0,0,0,0,0,0.000294501,5.20E-05,5.13E-05,0,1.06E-05
96278,50,the Greater Atlanta and Macon Area,G1301530021104,ComStock 90.1-2007,gen5_led,50001_100000,Electricity,63179,,5,,3.237924874,Warehouse and Storage,Multizone CAV/VAV,2000 to 2012,G: Buildings with Furnace-Based Multizone Systems,242844.3655,0,0,0.00562921,1.47E-06,0,0.005630714,0.001586162,0.001384562,0.00265996,0,0,0.001584689,0.001384562,0.00265996,0,0,1.47E-06,0,0,0,0,0,0,0,0,0,9.94E-08,0,0,0.000670823,0.00022695,0.000670922,0.000188845,0.000164996,0.000316983,0,0,9.94E-08,0,0,0,0,0,0.000188998,0.000164976,0.000316945,0,0
96295,50,the Greater Atlanta and Macon Area,G1300670030311,ComStock 90.1-2007,gen5_led,5001_10000,Electricity,8535,,,,8.72605822,Office,Zone-by-Zone,2013 to 2018,I: Non-Lodging Buildings with Zone-by-Zone Systems,65445.43665,0,0,0.002077023,0,0,0.002077023,0.000659423,0.000332731,0.001006297,0,7.86E-05,0.000659423,0.000332731,0.001006297,0,7.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247516,7.45E-05,0.000247516,7.86E-05,3.97E-05,0.000119919,0,9.36E-06,0,0,0,0,0,0,7.86E-05,3.97E-05,0.000119919,0,9.36E-06
96321,35,Eastern Counties in South Carolina and Georgia,G1302450010203,ComStock 90.1-2007,gen5_led,1001_5000,Electricity,6255,,,,8.72605822,Office,Small Packaged Unit,1980 to 1989,A: Non Food-Service Buildings with Small Packaged Units,26178.17466,0,0,0.001171215,0,0,0.001171215,0.000755446,0.000171369,0.000203625,0,4.08E-05,0.000755446,0.000171369,0.000203625,0,4.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139572,4.20E-05,0.000139572,9.00E-05,2.04E-05,2.43E-05,0,4.86E-06,0,0,0,0,0,0,9.00E-05,2.04E-05,2.43E-05,0,4.86E-06
96338,33,Rural Lower Plains-Upper South Appalachia,G1301110050400,ComStock 90.1-2007,gen5_led,5001_10000,Electricity,44270,,3240,,7.566857517,Food Service,Small Packaged Unit,1980 to 1989,B: Food-Service Buildings with Small Packaged Units,56751.43138,0,0,0.010750106,0.002228626,0,0.012978805,0.004243097,0.000739074,0.005154084,0.000364983,0.002477566,0.004243097,0.000739074,0.002925458,0.000364983,0.002477566,0,0.002228626,0,0,0,0,0,0,0,0,0.000148905,0,0,0.001281071,0.000442166,0.001429977,0.000505642,8.81E-05,0.000348622,4.35E-05,0.000295247,0,0.000148905,0,0,0,0,0.000467495,8.14E-05,0.000567866,4.02E-05,0.000272973
96418,50,the Greater Atlanta and Macon Area,G1300670030229,ComStock 90.1-2007,gen5_led,5001_10000,Electricity,12808,,1238,,8.72605822,Office,Small Packaged Unit,1980 to 1989,A: Non Food-Service Buildings with Small Packaged Units,65445.43665,0,0,0.003075463,0.000982395,0,0.004057857,0.003039485,0.000407415,0.000525521,0,8.54E-05,0.00205709,0.000407415,0.000525521,0,8.54E-05,0.000982395,0,0,0,0,0,0,0,0,0,6.56E-05,0,0,0.000366498,0.000179408,0.000432136,0.00024514,4.86E-05,6.26E-05,0,1.02E-05,6.56E-05,0,0,0,0,0,0.000323686,4.34E-05,5.60E-05,0,9.10E-06
96424,50,the Greater Atlanta and Macon Area,G1301350050309,ComStock 90.1-2007,gen5_led,25001_50000,Electricity,34837,,,,3.237924874,Warehouse and Storage,Small Packaged Unit,1980 to 1989,A: Non Food-Service Buildings with Small Packaged Units,121422.1828,0,0,0.003011939,0,0,0.003011939,0.001213682,0.00068358,0.001114708,0,0,0.001213682,0.00068358,0.001114708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000358928,0.000126851,0.000358928,0.000144633,8.15E-05,0.000132838,0,0,0,0,0,0,0,0,0.000144633,8.15E-05,0.000132838,0,0
96457,50,the Greater Atlanta and Macon Area,G1300670031101,ComStock 90.1-2007,gen5_led,25001_50000,Electricity,48646,,7562,,3.204584385,Mercantile,Small Packaged Unit,1990 to 1999,A: Non Food-Service Buildings with Small Packaged Units,120171.9144,0,0,0.004674284,0.002202936,0,0.006877221,0.004688226,0.001618002,0.000570993,0,0,0.002485289,0.001618002,0.000570993,0,0,0.002202936,0,0,0,0,0,0,0,0,0,0.000147187,0,0,0.000557025,0.000305551,0.000704212,0.000296167,0.000192814,6.80E-05,0,0,0.000147187,0,0,0,0,0,0.000480064,0.00016568,5.85E-05,0,0
96458,50,the Greater Atlanta and Macon Area,G1301210011611,ComStock 90.1-2007,gen5_led,1001_5000,Electricity,5078,,,,8.72605822,Office,Small Packaged Unit,2000 to 2012,A: Non Food-Service Buildings with Small Packaged Units,26178.17466,0,0,0.00121935,0,0,0.00121935,0.000630393,0.000147467,0.000400385,0,4.11E-05,0.000630393,0.000147467,0.000400385,0,4.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014531,4.77E-05,0.00014531,7.51E-05,1.76E-05,4.77E-05,0,4.90E-06,0,0,0,0,0,0,7.51E-05,1.76E-05,4.77E-05,0,4.90E-06
96494,50,the Greater Atlanta and Macon Area,G1300630040308,ComStock 90.1-2007,gen5_led,100001_200000,Electricity,173444,,,,3.237924874,Warehouse and Storage,Small Packaged Unit,1980 to 1989,A: Non Food-Service Buildings with Small Packaged Units,485688.7311,0,0,0.014423072,0,0,0.014423072,0.006674897,0.002535913,0.005212292,0,0,0.006674897,0.002535913,0.005212292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171877,0.000595932,0.00171877,0.000795435,0.0003022,0.000621139,0,0,0,0,0,0,0,0,0.000795435,0.0003022,0.000621139,0,0
