timestamp,Robin_education_Audrea,Rat_education_Carmela,Rat_education_Salvatore,Rat_education_Candida,Bear_education_Merrill,Cockatoo_education_Melanie,Cockatoo_education_Julia
2016-01-02 13:00:00,174.25,49.71,10.63,124.05,,48.475,32.925
2016-01-02 14:00:00,173.813,51.74,10.11,129.69,,46.45,32.875
2016-01-02 15:00:00,174.062,52.08,10.29,123.1,,48.45,32.7
2016-01-02 16:00:00,176.375,51.76,10.28,125.15,,46.125,35.5
2016-01-02 17:00:00,189.938,51.41,10.86,121.19,,47.65,32.475
2016-01-02 18:00:00,172.0,50.89,11.21,116.62,,49.175,32.825
2016-01-02 19:00:00,177.5,50.77,11.39,121.21,,33.7,42.175
2016-01-02 20:00:00,172.375,50.97,11.07,126.35,,31.875,31.825
2016-01-02 21:00:00,173.875,50.79,11.45,127.3,,34.25,27.4
2016-01-02 22:00:00,182.375,51.24,11.76,117.48,,29.325,27.0
2016-01-02 23:00:00,183.312,51.3,11.29,114.37,,29.45,26.15
2016-01-03 00:00:00,170.562,51.78,11.63,114.88,,31.475,27.65
2016-01-03 01:00:00,169.438,51.45,11.87,105.87,,31.725,25.85
2016-01-03 02:00:00,172.125,51.87,11.66,103.7,,29.875,25.875
2016-01-03 03:00:00,170.625,51.74,11.62,109.45,,34.475,25.8
2016-01-03 04:00:00,185.5,52.69,12.07,118.41,,31.975,25.5
2016-01-03 05:00:00,173.812,52.46,11.9,130.07,,31.9,26.675
2016-01-03 06:00:00,168.563,51.95,11.88,135.2,,40.3,37.375
2016-01-03 07:00:00,166.312,52.43,11.74,130.56,,58.125,28.275
2016-01-03 08:00:00,168.813,64.86,11.96,128.42,,48.1,28.4
2016-01-03 09:00:00,166.75,60.62,11.16,130.58,,45.1,30.275
2016-01-03 10:00:00,190.062,53.52,10.94,116.73,,47.6,31.425
2016-01-03 11:00:00,169.5,49.63,10.62,117.76,,75.975,34.2
2016-01-03 12:00:00,169.5,58.26,10.5,115.43,,71.375,31.075
2016-01-03 13:00:00,172.063,57.83,10.15,113.38,,70.125,34.05
2016-01-03 14:00:00,170.0,57.64,10.18,118.43,,74.6,32.775
2016-01-03 15:00:00,176.125,56.0,9.81,120.49,,70.35,33.225
2016-01-03 16:00:00,190.625,52.69,9.82,125.87,,70.05,34.725
2016-01-03 17:00:00,172.437,57.59,10.19,120.1,,73.425,37.625
2016-01-03 18:00:00,171.188,56.73,11.23,132.55,,73.625,33.725
2016-01-03 19:00:00,172.437,56.6,11.25,133.32,,55.075,34.35
2016-01-03 20:00:00,168.25,57.23,11.63,140.51,,54.525,26.75
2016-01-03 21:00:00,178.5,57.53,11.51,137.21,,56.7,26.75
2016-01-03 22:00:00,176.875,57.8,11.74,121.97,,35.6,31.925
2016-01-03 23:00:00,167.625,57.84,11.7,112.75,,35.625,25.425
2016-01-04 00:00:00,143.875,57.9,11.98,117.49,,34.75,24.95
2016-01-04 01:00:00,165.312,57.49,12.14,117.25,,33.825,25.55
2016-01-04 02:00:00,167.813,57.54,11.78,114.05,,32.4,27.75
2016-01-04 03:00:00,182.312,58.02,11.92,114.0,,33.425,24.175
2016-01-04 04:00:00,171.688,57.67,11.94,130.12,,42.45,36.6
2016-01-04 05:00:00,168.687,59.09,12.27,142.86,,51.375,38.525
2016-01-04 06:00:00,171.875,102.38,12.04,137.61,,47.425,34.275
2016-01-04 07:00:00,172.188,123.52,16.51,174.24,,78.075,36.35
2016-01-04 08:00:00,173.0,149.44,26.68,202.59,,86.1,38.275
2016-01-04 09:00:00,197.062,160.94,31.66,208.8,,100.05,43.5
2016-01-04 10:00:00,185.25,152.75,32.74,212.58,,93.75,40.35
2016-01-04 11:00:00,178.438,145.15,30.67,194.15,,88.7,44.625
2016-01-04 12:00:00,174.75,142.34,30.0,189.8,,88.625,45.725
2016-01-04 13:00:00,178.812,145.95,29.31,174.46,,88.525,47.65
2016-01-04 14:00:00,182.625,137.82,28.42,154.81,,88.4,45.85
2016-01-04 15:00:00,194.125,135.95,28.87,180.74,,86.65,40.125
2016-01-04 16:00:00,175.875,141.8,30.17,181.63,,85.375,42.675
2016-01-04 17:00:00,172.438,139.32,26.55,184.21,,76.975,38.6
2016-01-04 18:00:00,148.687,109.26,26.29,195.02,,74.725,37.6
2016-01-04 19:00:00,137.313,99.42,26.57,187.94,,63.375,32.85
2016-01-04 20:00:00,138.562,74.47,26.6,176.68,,70.075,26.175
2016-01-04 21:00:00,132.0,79.22,26.34,179.07,,63.725,27.3
2016-01-04 22:00:00,119.875,69.5,26.26,169.64,,55.525,27.0
2016-01-04 23:00:00,120.313,63.8,26.1,156.18,,37.775,26.7
2016-01-05 00:00:00,142.375,58.9,26.26,157.95,,40.1,25.55
2016-01-05 01:00:00,116.625,58.61,26.71,159.4,,34.875,26.3
2016-01-05 02:00:00,132.125,58.7,26.68,161.48,,32.5,25.95
2016-01-05 03:00:00,118.938,58.84,27.19,165.53,,48.825,30.8
2016-01-05 04:00:00,119.187,58.77,27.23,175.82,,47.775,27.475
2016-01-05 05:00:00,115.313,59.76,27.55,198.07,,47.35,29.875
2016-01-05 06:00:00,119.187,114.76,27.63,195.85,,52.975,41.775
2016-01-05 07:00:00,116.563,117.65,31.86,224.71,,74.825,47.075
2016-01-05 08:00:00,136.625,147.94,34.16,256.63,,85.825,38.025
2016-01-05 09:00:00,126.437,170.67,35.98,268.85,,81.6,46.3
2016-01-05 10:00:00,169.625,161.12,36.9,241.27,,83.925,42.025
2016-01-05 11:00:00,172.938,155.72,35.51,223.21,,82.1,42.525
2016-01-05 12:00:00,181.437,146.67,34.54,212.89,,83.65,41.625
2016-01-05 13:00:00,195.313,141.86,33.12,213.17,,90.925,41.725
2016-01-05 14:00:00,214.125,136.07,33.03,192.67,,82.575,40.15
2016-01-05 15:00:00,212.0,137.16,34.33,193.03,,89.35,38.525
2016-01-05 16:00:00,203.5,137.05,33.73,184.34,,84.725,37.1
2016-01-05 17:00:00,205.187,138.41,30.35,179.05,,76.55,35.425
2016-01-05 18:00:00,200.063,107.02,31.37,186.34,,76.575,34.75
2016-01-05 19:00:00,192.375,101.96,30.5,176.54,,65.525,32.525
2016-01-05 20:00:00,205.812,79.58,30.37,185.16,,66.875,25.825
2016-01-05 21:00:00,183.938,75.53,29.97,185.06,,61.575,26.45
2016-01-05 22:00:00,178.437,67.77,30.12,176.76,,52.8,24.375
2016-01-05 23:00:00,173.25,59.52,30.28,159.69,,33.4,31.15
2016-01-06 00:00:00,200.301,59.22,30.12,161.46,,39.85,24.725
2016-01-06 01:00:00,227.3519,59.27,30.34,163.3,,40.925,24.575
2016-01-06 02:00:00,227.3519,58.97,30.33,163.38,,36.675,31.775
2016-01-06 03:00:00,227.3519,59.62,30.72,169.77,,44.525,24.625
2016-01-06 04:00:00,227.3519,59.6,30.37,180.57,,38.45,25.925
2016-01-06 05:00:00,227.3519,60.57,30.35,202.39,,57.8,30.3
2016-01-06 06:00:00,227.3519,105.54,30.42,200.74,,56.575,35.0
2016-01-06 07:00:00,227.3519,110.66,34.47,219.54,,78.5,39.425
2016-01-06 08:00:00,227.3519,147.05,37.6,251.41,,84.875,41.025
2016-01-06 09:00:00,227.3519,152.72,37.8,256.33,,81.075,43.575
2016-01-06 10:00:00,227.3519,152.44,37.22,232.67,,85.675,40.05
2016-01-06 11:00:00,227.3519,145.65,35.32,233.31,,83.525,39.0
2016-01-06 12:00:00,227.3519,134.26,34.94,217.75,,83.15,48.725
2016-01-06 13:00:00,227.3519,129.96,32.72,192.18,,83.425,41.65
2016-01-06 14:00:00,227.3519,128.39,33.88,181.78,,84.225,42.3
2016-01-06 15:00:00,227.3519,131.73,34.77,175.95,,88.95,43.925
2016-01-06 16:00:00,227.3519,128.57,32.3,173.05,,75.825,40.725
2016-01-06 17:00:00,227.3519,123.84,27.3,181.23,,81.35,36.075
2016-01-06 18:00:00,227.3519,105.56,26.67,180.0,,74.2,44.575
2016-01-06 19:00:00,227.3519,96.01,26.6,172.39,,67.25,33.3
2016-01-06 20:00:00,227.3519,77.41,26.04,163.69,,59.85,25.375
2016-01-06 21:00:00,227.3519,76.95,25.49,171.52,,65.75,28.7
2016-01-06 22:00:00,227.3519,71.1,25.63,154.95,,52.05,28.275
2016-01-06 23:00:00,227.3519,66.78,26.58,137.98,,41.45,27.125
2016-01-07 00:00:00,227.3519,59.82,26.74,142.8,,39.85,26.875
2016-01-07 01:00:00,227.3519,59.85,27.19,140.72,,40.05,25.175
2016-01-07 02:00:00,227.3519,59.69,26.34,144.09,,37.225,25.35
2016-01-07 03:00:00,227.3519,59.98,25.77,144.06,,45.0,25.375
2016-01-07 04:00:00,227.3519,59.55,25.8,151.97,,44.45,30.9
2016-01-07 05:00:00,227.3519,60.24,26.4,166.63,,54.15,28.775
2016-01-07 06:00:00,227.3519,104.12,25.92,159.22,,49.275,40.35
2016-01-07 07:00:00,227.3519,93.0,29.33,188.2,,83.65,42.1
2016-01-07 08:00:00,227.3519,111.06,31.78,210.83,,84.15,49.725
2016-01-07 09:00:00,227.3519,134.42,32.85,237.95,,88.525,39.7
2016-01-07 10:00:00,227.3519,147.42,32.05,237.04,,81.925,41.125
2016-01-07 11:00:00,227.3519,144.02,31.84,216.7,,83.55,42.175
2016-01-07 12:00:00,227.3519,139.88,31.74,214.73,,79.575,45.925
2016-01-07 13:00:00,227.3519,133.36,30.81,213.38,,80.35,37.2
2016-01-07 14:00:00,227.3519,145.62,30.02,192.26,,85.875,43.1
2016-01-07 15:00:00,227.3519,142.9,30.52,179.99,,76.375,38.95
2016-01-07 16:00:00,227.3519,129.26,28.84,185.32,,78.125,39.575
2016-01-07 17:00:00,227.3519,121.73,25.51,183.1,,82.3,38.75
2016-01-07 18:00:00,227.3519,110.31,25.18,183.64,,83.15,36.95
2016-01-07 19:00:00,227.3519,95.49,25.91,177.83,,71.0,35.0
2016-01-07 20:00:00,227.3519,80.8,25.82,161.92,,65.275,25.625
2016-01-07 21:00:00,227.3519,81.87,25.24,159.31,,68.15,27.325
2016-01-07 22:00:00,227.3519,74.6,25.69,146.8,,54.4,24.05
2016-01-07 23:00:00,227.3519,65.48,25.83,139.6,,42.45,28.65
2016-01-08 00:00:00,227.3519,59.44,25.89,139.34,,39.375,24.375
2016-01-08 01:00:00,227.3519,59.36,26.24,136.48,,36.175,29.775
2016-01-08 02:00:00,227.3519,59.13,25.81,142.23,,39.85,26.1
2016-01-08 03:00:00,227.3519,59.36,25.39,136.96,,38.3,24.925
2016-01-08 04:00:00,227.3519,59.03,25.76,148.44,,46.975,25.625
2016-01-08 05:00:00,227.3519,59.86,25.23,160.4,,53.775,28.5
2016-01-08 06:00:00,227.3519,89.59,25.2,161.96,,49.075,30.25
2016-01-08 07:00:00,227.3519,98.21,28.5,183.41,,82.375,31.225
2016-01-08 08:00:00,227.3519,115.79,32.03,196.18,,84.725,31.425
2016-01-08 09:00:00,227.3519,140.07,31.48,219.6,,84.275,32.025
2016-01-08 10:00:00,227.3519,143.05,31.64,199.84,,84.975,40.9
2016-01-08 11:00:00,227.3519,145.48,31.38,197.67,,81.9,45.75
2016-01-08 12:00:00,227.3519,146.53,31.22,195.54,,84.6,45.75
2016-01-08 13:00:00,227.3519,137.2,30.18,180.61,,79.675,41.9
2016-01-08 14:00:00,227.3519,137.37,30.07,177.47,,82.625,35.3
2016-01-08 15:00:00,227.3519,144.65,30.61,174.84,,76.3,31.375
2016-01-08 16:00:00,227.3519,131.68,29.95,180.49,,81.2,37.325
2016-01-08 17:00:00,227.3519,120.01,26.28,174.57,,71.425,35.375
2016-01-08 18:00:00,227.3519,103.82,25.91,165.23,,73.125,33.35
2016-01-08 19:00:00,227.3519,96.39,25.94,158.63,,58.625,32.325
2016-01-08 20:00:00,227.3519,73.24,25.83,155.91,,54.0,26.625
2016-01-08 21:00:00,227.3519,77.46,25.0,144.95,,53.15,25.075
2016-01-08 22:00:00,227.3519,67.77,24.88,133.49,,47.35,24.8
2016-01-08 23:00:00,227.3519,61.74,25.72,124.77,,30.175,28.575
2016-01-09 00:00:00,227.3519,59.53,25.46,122.92,,29.5,24.3
2016-01-09 01:00:00,227.3519,55.94,25.71,132.46,,37.725,24.05
2016-01-09 02:00:00,227.3519,55.98,25.35,122.77,,32.55,24.975
2016-01-09 03:00:00,227.3519,55.61,25.25,127.98,,30.55,24.45
2016-01-09 04:00:00,227.3519,51.41,25.36,139.83,,31.95,23.25
2016-01-09 05:00:00,227.3519,54.47,25.16,146.86,,38.225,25.7
2016-01-09 06:00:00,227.3519,56.35,24.94,149.33,,38.8,27.75
2016-01-09 07:00:00,227.3519,56.4,25.93,145.45,,46.275,26.15
2016-01-09 08:00:00,227.3519,54.35,25.91,151.83,,51.25,26.4
2016-01-09 09:00:00,227.3519,50.08,25.96,140.79,,47.35,38.05
2016-01-09 10:00:00,227.3519,55.96,26.05,143.99,,47.825,32.825
2016-01-09 11:00:00,227.3519,53.28,25.21,155.34,,70.55,25.275
2016-01-09 12:00:00,227.3519,49.28,24.86,143.66,,70.45,24.9
2016-01-09 13:00:00,227.3519,55.64,25.04,139.4,,69.6,22.05
2016-01-09 14:00:00,227.3519,55.15,25.55,135.26,,70.625,19.025
2016-01-09 15:00:00,227.3519,56.07,24.83,137.8,,73.25,19.85
2016-01-09 16:00:00,227.3519,56.0,24.86,138.23,,66.925,26.775
2016-01-09 17:00:00,227.3519,55.71,24.21,138.17,,69.0,23.275
2016-01-09 18:00:00,227.3519,54.39,24.38,130.95,,71.25,23.525
2016-01-09 19:00:00,227.3519,55.21,24.88,130.86,,57.1,23.5
2016-01-09 20:00:00,227.3519,55.18,25.12,130.72,,55.775,21.275
2016-01-09 21:00:00,227.3519,55.09,24.66,131.9,,57.85,22.725
2016-01-09 22:00:00,227.3519,55.5,25.03,123.82,,31.325,21.325
2016-01-09 23:00:00,227.3519,55.49,24.3,116.69,,34.25,21.875
2016-01-10 00:00:00,227.3519,55.54,24.91,121.2,,29.8,23.0
2016-01-10 01:00:00,227.3519,55.74,25.4,117.28,,35.575,22.9
2016-01-10 02:00:00,227.3519,55.53,24.75,111.1,,33.6,23.05
2016-01-10 03:00:00,227.3519,55.43,24.6,114.46,,31.45,23.55
2016-01-10 04:00:00,227.3519,56.06,24.68,119.11,,33.175,25.95
2016-01-10 05:00:00,227.3519,51.52,24.24,124.12,,34.85,22.975
2016-01-10 06:00:00,227.3519,47.55,24.72,118.44,,37.75,25.05
2016-01-10 07:00:00,227.3519,51.37,24.24,115.66,,48.5,24.45
2016-01-10 08:00:00,227.3519,51.63,24.11,118.6,,47.85,25.325
2016-01-10 09:00:00,227.3519,45.98,23.64,117.14,,44.9,24.45
2016-01-10 10:00:00,227.3519,45.96,23.79,117.05,,44.675,25.625
2016-01-10 11:00:00,227.3519,50.78,23.7,111.03,,69.525,24.5
2016-01-10 12:00:00,227.3519,59.98,23.47,107.09,,67.3,21.075
2016-01-10 13:00:00,227.3519,53.21,23.95,116.67,,65.425,19.625
2016-01-10 14:00:00,227.3519,53.49,23.28,115.89,,72.8,20.775
2016-01-10 15:00:00,227.3519,53.0,23.37,116.57,,69.3,21.025
2016-01-10 16:00:00,227.3519,58.43,23.46,110.81,,70.075,25.3
2016-01-10 17:00:00,227.3519,63.03,23.8,114.0,,70.175,25.1
2016-01-10 18:00:00,227.3519,58.88,23.57,122.75,,73.7,29.925
2016-01-10 19:00:00,227.3519,54.33,23.98,136.17,,61.925,26.275
2016-01-10 20:00:00,227.3519,54.49,24.6,142.37,,60.575,26.275
2016-01-10 21:00:00,227.3519,54.57,24.5,140.03,,55.85,26.1
2016-01-10 22:00:00,227.3519,54.78,24.43,136.21,,39.15,30.9
2016-01-10 23:00:00,227.3519,54.39,25.58,127.61,,34.4,26.175
2016-01-11 00:00:00,227.3519,54.77,25.32,135.75,,34.825,24.975
2016-01-11 01:00:00,227.3519,55.14,25.45,140.91,,36.4,27.85
2016-01-11 02:00:00,227.3519,54.73,25.64,145.86,,30.175,25.825
2016-01-11 03:00:00,227.3519,54.68,25.59,149.39,,38.475,25.175
2016-01-11 04:00:00,227.3519,55.52,26.32,162.19,,40.125,33.725
2016-01-11 05:00:00,227.3519,56.03,25.84,178.86,,41.9,35.45
2016-01-11 06:00:00,227.3519,104.35,25.72,176.92,,54.6,38.45
2016-01-11 07:00:00,227.3519,102.09,30.14,214.56,,76.025,31.9
2016-01-11 08:00:00,227.3519,149.88,31.11,235.08,,83.0,38.3
2016-01-11 09:00:00,227.3519,173.72,35.75,243.47,,83.125,36.925
2016-01-11 10:00:00,227.3519,165.48,34.85,219.07,,83.05,38.625
2016-01-11 11:00:00,227.3519,153.59,33.71,195.38,,76.775,44.125
2016-01-11 12:00:00,227.3519,148.39,33.22,174.77,,79.55,45.85
2016-01-11 13:00:00,227.3519,140.16,32.79,175.09,,77.575,42.725
2016-01-11 14:00:00,227.3519,138.17,31.1,171.95,,82.8,50.475
2016-01-11 15:00:00,227.3519,137.57,30.91,174.34,,75.975,41.175
2016-01-11 16:00:00,227.3519,127.26,31.57,165.54,,76.25,44.35
2016-01-11 17:00:00,227.3519,132.9,28.9,158.92,,74.3,37.425
2016-01-11 18:00:00,227.3519,113.89,29.05,161.95,,72.375,36.1
2016-01-11 19:00:00,227.3519,98.34,29.87,177.44,,61.6,34.875
2016-01-11 20:00:00,227.3519,73.37,29.49,162.58,,58.4,27.825
2016-01-11 21:00:00,227.3519,76.43,29.49,160.16,,56.55,29.275
2016-01-11 22:00:00,227.3519,67.12,29.49,146.25,,45.7,40.85
2016-01-11 23:00:00,227.3519,60.46,29.67,139.96,,33.3,27.8
2016-01-12 00:00:00,227.3519,59.15,29.15,134.95,,34.35,32.525
2016-01-12 01:00:00,227.3519,58.65,29.31,137.32,,31.8,24.775
2016-01-12 02:00:00,227.3519,58.79,29.56,134.27,,36.725,24.625
2016-01-12 03:00:00,227.3519,59.23,29.44,139.25,,36.925,29.1
2016-01-12 04:00:00,227.3519,58.72,29.12,151.24,,39.375,27.05
2016-01-12 05:00:00,227.3519,59.3,29.27,160.24,,45.0,30.85
2016-01-12 06:00:00,227.3519,107.94,29.67,164.95,,48.2,31.0
2016-01-12 07:00:00,227.3519,105.48,33.2,181.24,,81.725,30.025
2016-01-12 08:00:00,227.3519,127.83,35.22,216.11,,81.55,35.325
2016-01-12 09:00:00,227.3519,149.35,35.94,222.76,,77.625,41.4
2016-01-12 10:00:00,227.3519,151.32,35.48,209.5,,78.725,44.925
2016-01-12 11:00:00,227.3519,146.16,35.81,200.91,,77.0,45.2
2016-01-12 12:00:00,227.3519,137.67,34.52,204.23,,77.225,44.125
2016-01-12 13:00:00,227.3519,142.12,33.47,191.87,,81.175,55.4
2016-01-12 14:00:00,227.3519,131.31,33.2,179.77,,75.8,49.9
2016-01-12 15:00:00,227.3519,127.47,33.52,175.42,,76.375,48.025
2016-01-12 16:00:00,227.3519,127.49,32.23,160.06,,87.525,39.175
2016-01-12 17:00:00,227.3519,126.61,29.38,158.9,,70.825,37.825
2016-01-12 18:00:00,227.3519,110.72,28.71,170.26,,79.65,35.05
2016-01-12 19:00:00,227.3519,95.05,28.39,169.68,,58.95,39.4
2016-01-12 20:00:00,227.3519,73.22,28.72,169.39,,57.95,26.125
2016-01-12 21:00:00,227.3519,78.47,28.67,165.58,,62.375,27.425
2016-01-12 22:00:00,227.3519,67.8,28.05,151.59,,47.325,24.525
2016-01-12 23:00:00,227.3519,62.98,28.4,147.97,,41.65,23.625
2016-01-13 00:00:00,227.3519,59.36,28.15,156.81,,35.075,24.925
2016-01-13 01:00:00,227.3519,58.87,28.61,156.2,,33.175,27.475
2016-01-13 02:00:00,227.3519,58.95,28.41,159.14,,37.925,24.525
2016-01-13 03:00:00,227.3519,58.72,29.59,161.24,,40.15,24.7
2016-01-13 04:00:00,227.3519,59.09,28.84,181.29,,45.75,25.0
2016-01-13 05:00:00,227.3519,60.29,29.79,198.28,,46.625,31.625
2016-01-13 06:00:00,227.3519,112.11,29.87,202.33,,45.475,34.65
2016-01-13 07:00:00,227.3519,110.41,32.88,229.7,,81.3,44.975
2016-01-13 08:00:00,227.3519,139.68,36.13,256.43,,76.2,37.525
2016-01-13 09:00:00,227.3519,159.17,36.93,274.71,,81.125,38.475
2016-01-13 10:00:00,227.3519,153.35,36.59,244.59,,79.725,39.95
2016-01-13 11:00:00,227.3519,153.52,34.25,241.63,,82.275,51.55
2016-01-13 12:00:00,227.3519,148.19,35.1,225.5,,76.875,44.475
2016-01-13 13:00:00,227.3519,138.25,33.68,202.1,,80.225,47.8
2016-01-13 14:00:00,227.3519,137.87,32.91,192.46,,83.65,38.325
2016-01-13 15:00:00,227.3519,136.16,32.66,198.58,,79.65,35.975
2016-01-13 16:00:00,227.3519,146.44,33.33,192.41,,78.925,56.925
2016-01-13 17:00:00,227.3519,129.69,30.23,204.89,,72.9,39.175
2016-01-13 18:00:00,227.3519,106.95,29.65,197.93,,80.6,34.5
2016-01-13 19:00:00,227.3519,99.41,30.02,192.31,,65.25,32.825
2016-01-13 20:00:00,227.3519,75.72,29.76,188.09,,66.0,27.325
2016-01-13 21:00:00,227.3519,77.69,29.99,188.39,,64.825,27.7
2016-01-13 22:00:00,227.3519,71.36,30.12,171.89,,56.15,24.7
2016-01-13 23:00:00,227.3519,66.49,29.9,161.15,,36.85,25.025
2016-01-14 00:00:00,227.3519,59.93,30.65,161.68,,35.225,24.475
2016-01-14 01:00:00,227.3519,58.32,30.23,160.42,,41.35,24.575
2016-01-14 02:00:00,227.3519,58.64,30.65,163.61,,37.925,29.375
2016-01-14 03:00:00,227.3519,58.82,29.88,158.11,,35.6,23.475
2016-01-14 04:00:00,227.3519,58.62,29.94,169.0,,50.325,31.225
2016-01-14 05:00:00,227.3519,59.19,29.97,187.07,,46.25,34.025
2016-01-14 06:00:00,227.3519,107.15,29.74,183.86,,49.05,33.475
2016-01-14 07:00:00,227.3519,99.09,33.8,203.67,,81.025,38.175
2016-01-14 08:00:00,227.3519,127.67,35.82,226.93,,76.6,34.225
2016-01-14 09:00:00,227.3519,142.1,35.61,237.82,,92.175,50.125
2016-01-14 10:00:00,227.3519,142.67,35.17,221.91,,75.05,44.075
2016-01-14 11:00:00,227.3519,148.12,34.12,202.34,,79.6,46.825
2016-01-14 12:00:00,227.3519,147.61,33.25,183.16,,80.05,45.2
2016-01-14 13:00:00,227.3519,133.78,32.02,170.86,,77.35,46.225
2016-01-14 14:00:00,227.3519,130.76,32.85,159.32,,75.15,42.575
2016-01-14 15:00:00,227.3519,131.74,33.2,156.23,,78.475,42.3
2016-01-14 16:00:00,227.3519,129.62,32.37,158.32,,87.55,42.55
2016-01-14 17:00:00,227.3519,122.01,29.36,152.31,,80.475,46.0
2016-01-14 18:00:00,227.3519,106.75,29.13,147.96,,72.35,36.975
2016-01-14 19:00:00,227.3519,92.76,28.92,140.3,,62.9,35.075
2016-01-14 20:00:00,227.3519,77.52,29.21,137.28,,57.025,29.375
2016-01-14 21:00:00,227.3519,81.78,28.89,134.46,,59.55,24.825
2016-01-14 22:00:00,227.3519,68.55,28.66,124.65,,46.9,26.2
2016-01-14 23:00:00,227.3519,64.9,29.18,117.88,,34.5,24.95
2016-01-15 00:00:00,244.488,59.85,29.02,123.32,,33.525,25.45
2016-01-15 01:00:00,235.551,58.67,28.72,118.05,,33.85,28.625
2016-01-15 02:00:00,245.437,58.71,29.41,121.8,,31.325,25.075
2016-01-15 03:00:00,242.625,58.14,28.58,125.55,,35.075,24.575
2016-01-15 04:00:00,257.063,51.77,29.16,129.2,,39.725,26.825
2016-01-15 05:00:00,249.625,56.95,28.87,147.32,,34.825,27.1
2016-01-15 06:00:00,249.5,91.86,28.96,146.37,,46.0,32.15
2016-01-15 07:00:00,246.375,97.7,31.67,174.63,,74.325,43.5
2016-01-15 08:00:00,247.25,117.65,33.17,202.76,,79.475,34.85
2016-01-15 09:00:00,244.312,134.92,33.66,204.7,,76.65,33.575
2016-01-15 10:00:00,265.25,139.18,33.01,195.28,,73.8,34.075
2016-01-15 11:00:00,261.063,130.67,33.63,180.08,,75.45,31.375
2016-01-15 12:00:00,262.75,133.69,33.02,168.0,,76.2,32.95
2016-01-15 13:00:00,267.312,130.91,31.63,150.42,,72.175,30.85
2016-01-15 14:00:00,263.375,125.05,32.01,155.92,,71.3,37.325
2016-01-15 15:00:00,266.813,130.11,31.26,164.03,,71.2,30.15
2016-01-15 16:00:00,294.75,130.67,32.28,165.22,,71.925,30.8
2016-01-15 17:00:00,289.0,118.47,31.03,157.62,,68.875,30.775
2016-01-15 18:00:00,290.375,102.67,29.27,155.48,,68.0,31.15
2016-01-15 19:00:00,278.375,90.43,29.33,148.4,,56.125,31.775
2016-01-15 20:00:00,270.75,74.3,28.64,146.41,,60.775,24.675
