timestamp,Fox_assembly_Cathy,Fox_assembly_Boyce,Fox_assembly_Dixie,Cockatoo_assembly_Heath,Cockatoo_assembly_Valencia
2016-01-02 04:00:00,43.63,209.0,17.15,158.375,153.5
2016-01-02 05:00:00,44.75,223.11,16.83,151.95,105.925
2016-01-02 06:00:00,45.06,228.46,17.14,158.1,146.8
2016-01-02 07:00:00,44.22,230.61,17.24,151.325,135.375
2016-01-02 08:00:00,42.79,226.08,24.82,150.4,144.675
2016-01-02 09:00:00,47.92,236.13,46.55,143.05,168.15
2016-01-02 10:00:00,56.95,246.29,60.16,143.625,169.625
2016-01-02 11:00:00,65.56,249.35,68.24,141.425,156.05
2016-01-02 12:00:00,66.1,256.36,77.56,140.8,162.675
2016-01-02 13:00:00,66.23,256.76,145.06,142.15,162.95
2016-01-02 14:00:00,67.75,258.52,142.48,147.9,161.075
2016-01-02 15:00:00,68.07,253.86,130.99,149.9,168.75
2016-01-02 16:00:00,69.5,249.17,112.91,149.975,181.375
2016-01-02 17:00:00,65.33,241.61,28.01,149.025,129.175
2016-01-02 18:00:00,63.89,246.3,16.4,148.05,154.175
2016-01-02 19:00:00,61.97,242.24,16.46,151.4,125.55
2016-01-02 20:00:00,61.98,243.0,16.43,153.825,122.05
2016-01-02 21:00:00,62.27,242.35,16.47,150.5,91.85
2016-01-02 22:00:00,53.18,235.02,16.64,151.85,78.725
2016-01-02 23:00:00,48.77,211.7,16.81,156.85,116.9
2016-01-03 00:00:00,45.61,208.69,16.7,69.35,52.125
2016-01-03 01:00:00,45.92,206.83,16.65,66.6,108.9
2016-01-03 02:00:00,45.63,240.28,16.83,62.925,88.025
2016-01-03 03:00:00,45.55,236.68,16.77,169.425,68.7
2016-01-03 04:00:00,45.38,253.07,17.44,154.725,100.975
2016-01-03 05:00:00,45.63,259.15,16.71,155.475,49.225
2016-01-03 06:00:00,45.19,236.27,16.87,150.85,116.4
2016-01-03 07:00:00,44.53,239.19,16.82,148.875,81.65
2016-01-03 08:00:00,42.36,236.38,24.09,151.3,141.075
2016-01-03 09:00:00,42.55,240.45,44.51,141.675,157.25
2016-01-03 10:00:00,53.23,250.46,58.8,141.625,150.4
2016-01-03 11:00:00,59.78,267.63,66.79,143.6,128.725
2016-01-03 12:00:00,60.68,299.51,70.04,137.55,156.65
2016-01-03 13:00:00,61.81,250.7,63.84,140.425,137.45
2016-01-03 14:00:00,62.51,255.17,50.83,139.375,72.925
2016-01-03 15:00:00,62.61,249.6,29.73,139.525,145.125
2016-01-03 16:00:00,62.97,247.21,21.9,143.75,114.8
2016-01-03 17:00:00,54.51,242.64,16.22,147.95,124.925
2016-01-03 18:00:00,50.43,251.96,16.04,148.075,143.55
2016-01-03 19:00:00,50.07,247.94,16.17,149.125,140.875
2016-01-03 20:00:00,50.08,245.97,16.03,156.225,152.775
2016-01-03 21:00:00,50.14,244.36,16.11,154.675,132.0
2016-01-03 22:00:00,50.9,239.24,16.55,151.375,129.1
2016-01-03 23:00:00,50.16,217.38,16.5,155.475,107.0
2016-01-04 00:00:00,47.34,213.76,16.16,66.15,76.925
2016-01-04 01:00:00,47.29,212.19,16.2,67.725,75.2
2016-01-04 02:00:00,45.45,212.2,16.34,71.2,100.825
2016-01-04 03:00:00,45.33,213.37,16.31,163.775,40.3
2016-01-04 04:00:00,45.16,226.63,65.93,155.925,119.475
2016-01-04 05:00:00,44.89,248.64,84.23,155.4,99.7
2016-01-04 06:00:00,54.27,258.51,16.79,156.075,102.5
2016-01-04 07:00:00,60.19,273.57,16.08,156.925,123.8
2016-01-04 08:00:00,61.96,272.99,18.48,165.625,82.325
2016-01-04 09:00:00,66.14,292.43,21.54,188.7,125.975
2016-01-04 10:00:00,67.82,302.17,22.76,186.525,133.95
2016-01-04 11:00:00,68.83,312.45,20.87,188.025,134.175
2016-01-04 12:00:00,69.45,308.31,18.91,187.875,133.475
2016-01-04 13:00:00,68.9,335.32,27.35,193.75,107.425
2016-01-04 14:00:00,70.42,345.79,28.62,187.8,144.825
2016-01-04 15:00:00,70.45,331.48,29.43,187.275,134.125
2016-01-04 16:00:00,68.46,320.95,23.2,174.175,133.0
2016-01-04 17:00:00,64.45,302.89,15.77,172.35,142.4
2016-01-04 18:00:00,63.67,275.25,15.6,156.875,131.425
2016-01-04 19:00:00,64.08,257.1,16.37,157.625,100.075
2016-01-04 20:00:00,65.95,253.83,15.76,160.525,129.5
2016-01-04 21:00:00,66.92,252.94,15.99,159.4,61.575
2016-01-04 22:00:00,55.29,251.29,16.12,158.125,100.575
2016-01-04 23:00:00,49.2,232.24,16.36,159.125,79.025
2016-01-05 00:00:00,44.94,227.34,16.52,70.45,77.625
2016-01-05 01:00:00,45.18,225.14,15.99,72.825,102.525
2016-01-05 02:00:00,44.63,218.47,16.18,72.425,41.7
2016-01-05 03:00:00,44.11,211.43,16.61,163.55,105.95
2016-01-05 04:00:00,43.64,224.52,48.48,159.075,77.05
2016-01-05 05:00:00,43.08,245.41,16.47,155.725,127.275
2016-01-05 06:00:00,54.43,249.97,28.96,159.625,130.125
2016-01-05 07:00:00,61.34,279.64,89.39,156.7,68.625
2016-01-05 08:00:00,64.25,282.93,90.63,161.2,147.325
2016-01-05 09:00:00,70.19,295.81,95.95,177.0,136.525
2016-01-05 10:00:00,71.58,302.99,100.93,177.85,123.925
2016-01-05 11:00:00,73.92,308.57,103.43,181.4,147.0
2016-01-05 12:00:00,73.1,308.0,102.62,193.125,120.6
2016-01-05 13:00:00,73.7,312.8,108.57,191.625,105.35
2016-01-05 14:00:00,76.3,342.98,96.5,175.075,136.4
2016-01-05 15:00:00,75.87,331.56,93.73,185.3,170.6
2016-01-05 16:00:00,73.26,332.86,90.32,165.775,149.45
2016-01-05 17:00:00,70.29,312.82,89.16,160.05,141.8
2016-01-05 18:00:00,70.16,298.97,88.93,162.15,179.825
2016-01-05 19:00:00,69.73,277.12,18.73,156.175,175.4
2016-01-05 20:00:00,67.34,273.15,15.66,160.025,186.05
2016-01-05 21:00:00,66.22,276.57,16.53,158.65,135.05
2016-01-05 22:00:00,56.16,265.95,15.82,158.675,121.825
2016-01-05 23:00:00,50.29,238.24,15.82,160.625,91.225
2016-01-06 00:00:00,46.55,230.67,15.96,72.6,56.8
2016-01-06 01:00:00,46.8,230.68,15.9,71.25,113.875
2016-01-06 02:00:00,46.73,229.93,16.44,70.925,57.875
2016-01-06 03:00:00,45.94,220.06,15.93,171.975,99.9
2016-01-06 04:00:00,45.56,227.02,44.13,154.475,108.675
2016-01-06 05:00:00,44.52,246.26,16.28,159.95,98.425
2016-01-06 06:00:00,56.1,251.25,16.56,160.475,130.25
2016-01-06 07:00:00,63.3,264.45,16.35,162.0,83.975
2016-01-06 08:00:00,65.31,275.83,18.73,185.525,127.9
2016-01-06 09:00:00,70.12,320.91,33.21,179.2,124.1
2016-01-06 10:00:00,73.57,310.82,91.87,176.55,93.1
2016-01-06 11:00:00,76.17,310.94,102.77,181.675,168.875
2016-01-06 12:00:00,76.56,328.74,113.88,176.65,138.825
2016-01-06 13:00:00,76.45,318.43,106.55,178.05,141.15
2016-01-06 14:00:00,76.2,305.05,108.35,179.6,152.65
2016-01-06 15:00:00,76.13,305.05,113.22,175.325,150.1
2016-01-06 16:00:00,73.27,309.43,100.54,165.8,145.45
2016-01-06 17:00:00,67.52,336.28,90.93,178.825,108.725
2016-01-06 18:00:00,64.89,299.62,83.4,159.975,156.125
2016-01-06 19:00:00,64.92,273.48,16.13,163.825,135.95
2016-01-06 20:00:00,66.92,245.54,16.15,168.7,113.725
2016-01-06 21:00:00,67.52,244.85,16.27,164.0,108.35
2016-01-06 22:00:00,56.0,247.31,16.57,158.15,52.725
2016-01-06 23:00:00,49.97,225.43,16.77,150.875,98.1
2016-01-07 00:00:00,45.93,219.39,16.78,65.025,88.425
2016-01-07 01:00:00,46.14,220.62,16.21,64.525,62.5
2016-01-07 02:00:00,45.41,220.11,16.34,70.175,101.2
2016-01-07 03:00:00,44.31,211.47,16.59,182.5,55.6
2016-01-07 04:00:00,43.64,218.94,63.75,166.175,102.025
2016-01-07 05:00:00,43.14,242.48,44.14,168.875,131.7
2016-01-07 06:00:00,54.63,248.66,16.54,165.025,68.85
2016-01-07 07:00:00,62.17,260.75,16.15,155.325,129.575
2016-01-07 08:00:00,65.04,272.5,16.8,149.9,92.025
2016-01-07 09:00:00,69.96,291.77,17.14,158.1,133.15
2016-01-07 10:00:00,71.81,301.19,69.88,161.425,137.0
2016-01-07 11:00:00,75.02,302.29,90.19,163.975,90.625
2016-01-07 12:00:00,76.3,301.25,102.93,176.625,167.0
2016-01-07 13:00:00,76.48,319.48,103.65,173.925,113.95
2016-01-07 14:00:00,77.45,318.73,52.26,171.125,139.725
2016-01-07 15:00:00,75.03,303.7,28.12,160.875,160.075
2016-01-07 16:00:00,74.08,321.35,17.3,162.675,137.525
2016-01-07 17:00:00,67.47,333.13,16.24,165.925,134.775
2016-01-07 18:00:00,63.78,303.68,85.71,161.925,116.15
2016-01-07 19:00:00,63.99,266.75,90.07,157.85,72.025
2016-01-07 20:00:00,65.12,260.84,49.42,157.95,134.375
2016-01-07 21:00:00,66.92,256.18,16.25,161.825,83.0
2016-01-07 22:00:00,57.53,255.33,17.09,162.325,73.825
2016-01-07 23:00:00,51.01,235.47,16.37,156.175,105.1
2016-01-08 00:00:00,46.62,226.38,16.34,72.5,48.525
2016-01-08 01:00:00,46.63,225.81,16.38,77.3,100.875
2016-01-08 02:00:00,46.49,218.18,16.85,70.575,73.9
2016-01-08 03:00:00,44.79,214.2,16.68,175.95,81.375
2016-01-08 04:00:00,43.98,226.11,45.25,157.0,104.4
2016-01-08 05:00:00,43.49,241.81,16.69,162.475,64.5
2016-01-08 06:00:00,55.4,250.94,16.42,163.475,91.275
2016-01-08 07:00:00,62.77,269.5,16.56,159.4,109.9
2016-01-08 08:00:00,65.54,273.81,16.84,158.675,84.675
2016-01-08 09:00:00,70.03,289.29,22.92,159.25,134.575
2016-01-08 10:00:00,72.77,304.24,73.77,162.825,137.4
2016-01-08 11:00:00,74.84,309.97,97.68,159.05,138.425
2016-01-08 12:00:00,74.95,309.68,44.24,179.025,149.05
2016-01-08 13:00:00,75.94,310.64,46.42,204.35,142.225
2016-01-08 14:00:00,77.18,313.99,104.07,196.925,125.175
2016-01-08 15:00:00,76.07,307.91,111.22,167.05,120.675
2016-01-08 16:00:00,73.6,302.56,102.8,146.35,150.375
2016-01-08 17:00:00,74.72,338.88,92.06,168.275,147.55
2016-01-08 18:00:00,70.72,273.95,90.64,168.325,146.625
2016-01-08 19:00:00,66.12,245.33,92.39,150.475,174.15
2016-01-08 20:00:00,66.17,241.94,90.71,148.675,187.775
2016-01-08 21:00:00,67.51,245.0,90.48,168.575,190.525
2016-01-08 22:00:00,58.33,230.25,91.0,168.925,176.1
2016-01-08 23:00:00,52.71,208.12,91.23,154.1,132.85
2016-01-09 00:00:00,48.51,202.23,91.04,63.05,112.7
2016-01-09 01:00:00,48.8,203.04,91.57,81.775,60.375
2016-01-09 02:00:00,47.97,200.54,91.0,83.875,104.725
2016-01-09 03:00:00,47.43,200.68,90.66,163.325,102.0
2016-01-09 04:00:00,46.87,206.19,90.44,148.575,74.225
2016-01-09 05:00:00,46.46,219.1,90.21,156.275,116.075
2016-01-09 06:00:00,46.12,223.9,89.86,166.875,86.05
2016-01-09 07:00:00,44.9,231.0,89.51,152.5,118.675
2016-01-09 08:00:00,43.48,233.62,97.58,155.375,145.525
2016-01-09 09:00:00,48.24,241.09,118.0,155.175,146.825
2016-01-09 10:00:00,57.35,240.63,132.51,151.1,156.15
2016-01-09 11:00:00,67.97,249.19,139.93,154.75,150.875
2016-01-09 12:00:00,69.87,275.32,146.69,157.075,178.9
2016-01-09 13:00:00,69.53,291.63,140.55,151.45,170.725
2016-01-09 14:00:00,69.5,300.49,139.87,158.625,153.225
2016-01-09 15:00:00,69.18,275.11,121.76,145.85,154.275
2016-01-09 16:00:00,68.45,268.36,114.35,155.975,156.525
2016-01-09 17:00:00,66.22,260.98,90.33,153.1,159.125
2016-01-09 18:00:00,64.85,254.56,61.87,160.15,157.275
2016-01-09 19:00:00,64.25,243.79,17.09,167.025,202.875
2016-01-09 20:00:00,64.18,242.15,17.28,152.2,196.6
2016-01-09 21:00:00,64.13,237.91,17.42,156.125,194.375
2016-01-09 22:00:00,55.24,230.93,16.7,164.125,145.925
2016-01-09 23:00:00,50.31,209.65,16.62,158.025,122.55
2016-01-10 00:00:00,46.66,205.95,17.21,66.95,117.25
2016-01-10 01:00:00,46.5,204.42,16.88,64.975,117.55
2016-01-10 02:00:00,46.59,206.33,16.84,63.8,99.175
2016-01-10 03:00:00,46.64,206.08,16.93,164.0,90.3
2016-01-10 04:00:00,46.49,209.89,16.78,149.275,114.375
2016-01-10 05:00:00,45.97,223.71,16.91,154.7,118.325
2016-01-10 06:00:00,45.56,229.75,17.72,160.1,86.05
2016-01-10 07:00:00,44.74,234.94,16.97,155.2,120.15
2016-01-10 08:00:00,43.01,240.22,21.25,151.25,149.875
2016-01-10 09:00:00,43.07,244.75,23.75,140.525,167.65
2016-01-10 10:00:00,53.67,245.12,30.03,157.975,172.025
2016-01-10 11:00:00,60.47,252.35,36.32,146.425,195.125
2016-01-10 12:00:00,62.04,258.07,48.05,140.125,194.725
2016-01-10 13:00:00,62.02,257.49,42.61,153.15,173.6
2016-01-10 14:00:00,61.79,260.25,44.97,148.525,169.0
2016-01-10 15:00:00,62.08,257.06,34.98,135.325,165.675
2016-01-10 16:00:00,61.52,253.69,21.82,140.225,167.225
2016-01-10 17:00:00,53.25,250.73,17.83,151.05,169.775
2016-01-10 18:00:00,50.35,274.65,16.5,154.875,182.75
2016-01-10 19:00:00,50.52,278.78,16.51,155.975,168.45
2016-01-10 20:00:00,50.46,268.74,16.43,154.85,190.6
2016-01-10 21:00:00,50.5,252.88,16.95,147.65,164.525
2016-01-10 22:00:00,51.05,243.85,17.22,154.275,136.125
2016-01-10 23:00:00,50.16,221.95,16.72,150.825,89.9
2016-01-11 00:00:00,46.24,216.4,16.98,75.45,131.2
2016-01-11 01:00:00,46.06,218.75,17.06,63.725,118.8
2016-01-11 02:00:00,46.2,215.78,17.32,72.65,70.65
2016-01-11 03:00:00,45.51,215.8,17.1,170.875,124.275
2016-01-11 04:00:00,45.37,228.12,50.23,156.025,124.65
2016-01-11 05:00:00,45.02,253.75,18.12,161.775,85.7
2016-01-11 06:00:00,55.21,264.77,17.25,158.525,142.325
2016-01-11 07:00:00,61.73,277.73,17.46,153.525,134.575
2016-01-11 08:00:00,65.91,294.7,25.98,156.575,137.3
2016-01-11 09:00:00,68.37,311.79,46.14,151.975,91.975
2016-01-11 10:00:00,69.49,358.09,60.03,172.45,206.875
2016-01-11 11:00:00,72.48,352.59,70.68,177.4,157.35
2016-01-11 12:00:00,70.19,356.97,134.06,174.3,106.0
2016-01-11 13:00:00,73.75,343.31,125.43,186.95,182.45
2016-01-11 14:00:00,76.24,331.59,67.64,168.65,168.1
2016-01-11 15:00:00,75.65,321.21,109.39,181.775,159.725
2016-01-11 16:00:00,73.75,317.09,114.36,170.1,169.4
2016-01-11 17:00:00,67.72,300.03,26.17,158.275,160.775
2016-01-11 18:00:00,67.32,288.94,16.46,165.75,169.45
2016-01-11 19:00:00,67.1,268.92,16.69,165.7,152.325
2016-01-11 20:00:00,67.67,262.68,16.63,149.55,69.675
2016-01-11 21:00:00,66.79,255.99,16.86,147.45,132.025
2016-01-11 22:00:00,56.62,244.75,17.21,161.925,106.025
2016-01-11 23:00:00,51.12,224.24,17.87,165.3,80.65
2016-01-12 00:00:00,46.7,214.79,17.25,73.65,119.025
2016-01-12 01:00:00,46.64,215.48,17.23,65.9,70.675
2016-01-12 02:00:00,45.35,214.29,17.31,76.6,114.825
2016-01-12 03:00:00,44.44,211.26,17.49,168.925,102.35
2016-01-12 04:00:00,43.89,223.39,46.28,156.775,101.85
2016-01-12 05:00:00,43.61,247.13,32.46,156.8,152.4
2016-01-12 06:00:00,54.83,261.36,17.66,157.15,98.7
2016-01-12 07:00:00,63.62,274.0,18.26,155.125,150.25
2016-01-12 08:00:00,67.46,290.06,25.67,155.775,149.7
2016-01-12 09:00:00,72.02,367.56,46.44,160.0,89.15
2016-01-12 10:00:00,75.15,365.89,60.36,170.2,181.15
2016-01-12 11:00:00,76.58,327.26,69.25,164.075,169.175
2016-01-12 12:00:00,76.76,323.41,73.46,179.0,169.025
2016-01-12 13:00:00,80.09,337.09,126.89,176.525,173.2
2016-01-12 14:00:00,82.4,320.44,143.35,171.65,160.4
2016-01-12 15:00:00,81.23,323.07,119.09,164.275,180.45
2016-01-12 16:00:00,81.18,319.35,40.53,172.7,157.675
2016-01-12 17:00:00,75.01,302.3,20.27,167.5,174.625
2016-01-12 18:00:00,75.34,290.93,16.35,158.825,140.0
2016-01-12 19:00:00,75.3,273.14,16.53,147.225,141.45
2016-01-12 20:00:00,71.08,274.26,16.67,154.625,49.475
2016-01-12 21:00:00,67.97,258.94,16.79,164.45,131.55
2016-01-12 22:00:00,56.65,242.88,17.6,165.05,94.55
2016-01-12 23:00:00,51.73,223.82,17.01,164.225,91.2
2016-01-13 00:00:00,46.64,219.23,17.09,65.6,117.075
2016-01-13 01:00:00,46.66,216.54,17.17,61.625,64.075
2016-01-13 02:00:00,45.15,216.07,17.33,66.275,111.225
2016-01-13 03:00:00,44.79,216.44,17.32,171.575,99.875
2016-01-13 04:00:00,44.1,227.02,55.54,157.975,100.15
2016-01-13 05:00:00,43.95,247.36,20.28,160.075,151.525
2016-01-13 06:00:00,55.76,264.53,17.56,164.525,136.55
2016-01-13 07:00:00,63.49,280.02,17.49,160.95,126.175
2016-01-13 08:00:00,67.32,292.91,25.89,154.8,152.55
2016-01-13 09:00:00,73.44,314.26,46.36,167.4,117.025
2016-01-13 10:00:00,81.84,365.44,59.75,182.4,164.25
2016-01-13 11:00:00,84.83,365.43,67.77,180.425,162.275
2016-01-13 12:00:00,84.99,339.18,71.21,183.35,164.075
2016-01-13 13:00:00,86.48,386.17,72.78,186.5,162.0
2016-01-13 14:00:00,83.1,333.3,67.81,198.85,176.575
2016-01-13 15:00:00,84.77,357.99,57.08,188.05,200.9
2016-01-13 16:00:00,88.53,338.73,40.11,179.55,158.125
2016-01-13 17:00:00,81.47,314.29,20.13,161.55,162.575
2016-01-13 18:00:00,75.61,297.41,16.37,157.5,112.75
2016-01-13 19:00:00,77.19,263.61,16.56,155.025,154.35
2016-01-13 20:00:00,77.87,259.83,16.49,161.625,126.0
2016-01-13 21:00:00,76.32,258.68,16.74,156.8,59.25
2016-01-13 22:00:00,73.97,235.2,16.97,155.225,136.775
2016-01-13 23:00:00,68.02,212.98,17.39,153.65,85.725
2016-01-14 00:00:00,65.09,205.8,17.49,71.85,97.15
2016-01-14 01:00:00,64.26,204.1,17.12,73.45,118.225
2016-01-14 02:00:00,60.66,204.23,17.23,69.325,49.625
2016-01-14 03:00:00,59.68,203.76,17.39,158.35,119.475
2016-01-14 04:00:00,58.92,221.55,75.46,157.35,84.975
2016-01-14 05:00:00,57.9,261.78,90.98,160.9,109.0
2016-01-14 06:00:00,57.96,291.72,90.63,155.375,151.425
2016-01-14 07:00:00,65.87,289.0,90.91,152.15,99.025
2016-01-14 08:00:00,69.03,279.95,99.56,153.025,163.375
2016-01-14 09:00:00,76.84,305.15,119.37,168.1,120.375
2016-01-14 10:00:00,77.63,320.46,99.34,175.625,172.2
2016-01-14 11:00:00,80.12,330.69,68.76,174.975,160.625
2016-01-14 12:00:00,80.0,336.32,96.84,175.8,161.05
2016-01-14 13:00:00,81.05,381.69,73.43,191.9,192.9
2016-01-14 14:00:00,82.29,366.94,66.87,199.25,146.4
2016-01-14 15:00:00,82.84,371.38,43.66,191.75,127.275
2016-01-14 16:00:00,82.15,360.94,82.57,164.725,179.775
2016-01-14 17:00:00,80.24,343.91,25.02,156.125,161.325
2016-01-14 18:00:00,80.57,285.8,17.7,156.775,122.425
2016-01-14 19:00:00,76.81,272.66,17.2,158.875,164.425
2016-01-14 20:00:00,70.64,267.79,17.14,160.975,123.925
2016-01-14 21:00:00,68.57,268.16,17.4,157.35,120.8
2016-01-14 22:00:00,57.76,255.86,17.56,151.0,56.475
2016-01-14 23:00:00,50.83,225.07,17.54,155.4,122.8
2016-01-15 00:00:00,44.97,215.99,18.17,71.775,100.775
2016-01-15 01:00:00,45.38,215.28,17.62,70.45,78.1
2016-01-15 02:00:00,45.87,216.77,17.7,71.0,119.425
2016-01-15 03:00:00,45.24,217.68,17.8,166.375,73.475
2016-01-15 04:00:00,44.03,232.52,63.6,155.225,138.55
2016-01-15 05:00:00,43.44,260.69,90.33,143.25,156.125
2016-01-15 06:00:00,55.17,285.44,89.89,143.4,97.975
2016-01-15 07:00:00,62.58,296.18,90.12,159.6,159.6
2016-01-15 08:00:00,66.09,295.34,91.3,156.925,155.15
2016-01-15 09:00:00,71.43,316.08,100.85,166.65,82.2
2016-01-15 10:00:00,74.21,327.09,113.81,160.325,169.1
2016-01-15 11:00:00,77.22,322.29,103.13,166.375,161.3
2016-01-15 12:00:00,79.04,348.19,147.52,177.6,170.6
2016-01-15 13:00:00,80.24,374.15,123.77,173.925,153.775
2016-01-15 14:00:00,78.78,366.74,116.26,157.9,145.45
2016-01-15 15:00:00,77.49,370.73,98.83,143.525,137.85
2016-01-15 16:00:00,76.07,324.49,107.83,161.025,175.2
2016-01-15 17:00:00,68.31,293.55,92.97,145.225,164.025
2016-01-15 18:00:00,67.01,286.07,90.13,151.85,172.325
2016-01-15 19:00:00,66.97,257.29,90.31,145.875,178.55
2016-01-15 20:00:00,67.37,253.0,90.18,144.275,208.5
2016-01-15 21:00:00,67.46,245.75,90.33,155.475,186.75
2016-01-15 22:00:00,58.47,242.19,78.4,159.525,144.25
2016-01-15 23:00:00,51.91,214.08,17.35,143.775,127.125
2016-01-16 00:00:00,47.71,204.04,17.53,59.95,70.65
2016-01-16 01:00:00,48.08,202.54,18.07,65.0,134.65
2016-01-16 02:00:00,48.16,202.75,17.68,55.65,124.575
2016-01-16 03:00:00,47.37,201.57,17.69,161.475,56.075
2016-01-16 04:00:00,46.84,207.82,17.69,146.15,135.975
2016-01-16 05:00:00,46.87,222.34,18.21,149.9,127.925
2016-01-16 06:00:00,46.35,227.05,17.93,155.2,63.025
2016-01-16 07:00:00,45.69,240.51,18.09,139.95,129.75
2016-01-16 08:00:00,43.64,241.21,26.3,148.0,159.5
2016-01-16 09:00:00,49.09,248.97,105.96,135.125,163.025
2016-01-16 10:00:00,58.14,259.79,132.97,143.775,196.9
2016-01-16 11:00:00,70.25,270.97,142.56,142.025,220.825
2016-01-16 12:00:00,71.77,323.14,142.77,143.775,193.0
2016-01-16 13:00:00,71.66,292.11,102.11,144.55,164.35
2016-01-16 14:00:00,72.12,281.05,62.88,152.3,165.3
2016-01-16 15:00:00,72.24,270.12,38.59,139.325,163.375
2016-01-16 16:00:00,71.49,257.69,22.88,142.725,209.475
2016-01-16 17:00:00,67.36,246.03,17.41,153.075,198.15
2016-01-16 18:00:00,65.38,253.69,80.22,148.125,189.975
2016-01-16 19:00:00,65.63,246.27,90.58,158.425,198.45
2016-01-16 20:00:00,65.74,246.49,90.37,143.225,204.6
2016-01-16 21:00:00,66.63,245.15,91.14,157.2,190.025
2016-01-16 22:00:00,57.13,236.1,51.28,155.9,190.975
2016-01-16 23:00:00,51.78,217.08,17.04,146.15,87.7
2016-01-17 00:00:00,47.93,211.03,17.11,64.75,133.1
2016-01-17 01:00:00,47.76,208.99,17.33,62.75,104.85
2016-01-17 02:00:00,47.78,207.93,17.44,71.45,96.775
2016-01-17 03:00:00,47.47,207.92,17.46,143.175,119.225
2016-01-17 04:00:00,47.47,211.67,18.19,153.475,86.95
2016-01-17 05:00:00,47.55,225.67,17.67,151.15,101.0
2016-01-17 06:00:00,47.17,228.74,17.61,153.5,124.025
2016-01-17 07:00:00,46.35,236.91,17.83,149.425,77.2
2016-01-17 08:00:00,45.02,237.57,26.21,153.85,148.375
2016-01-17 09:00:00,45.5,249.57,117.15,139.4,153.2
2016-01-17 10:00:00,55.99,248.37,133.15,149.2,169.85
2016-01-17 11:00:00,64.08,252.53,142.99,144.7,167.575
2016-01-17 12:00:00,64.31,265.32,147.29,146.05,193.95
2016-01-17 13:00:00,64.26,267.11,147.14,142.625,185.325
2016-01-17 14:00:00,64.55,281.78,140.85,147.1,184.875
2016-01-17 15:00:00,64.04,275.32,130.41,143.0,162.125
2016-01-17 16:00:00,64.0,269.67,113.85,153.1,95.1
2016-01-17 17:00:00,54.59,252.04,52.51,148.1,106.45
2016-01-17 18:00:00,52.86,260.12,17.32,152.6,148.8
2016-01-17 19:00:00,52.85,257.08,16.89,155.5,148.175
2016-01-17 20:00:00,53.13,259.58,16.95,152.25,147.7
2016-01-17 21:00:00,52.62,252.26,17.07,148.6,137.75
2016-01-17 22:00:00,52.53,237.88,17.31,160.85,120.0
2016-01-17 23:00:00,51.62,212.09,17.94,147.725,100.475
2016-01-18 00:00:00,47.66,207.31,17.35,73.575,93.95
2016-01-18 01:00:00,47.3,206.06,17.38,78.75,114.275
2016-01-18 02:00:00,47.3,206.02,17.7,61.725,79.65
2016-01-18 03:00:00,46.82,207.07,17.43,155.15,112.05
2016-01-18 04:00:00,47.22,211.54,17.51,149.65,115.925
2016-01-18 05:00:00,46.83,224.91,17.49,161.925,52.2
2016-01-18 06:00:00,56.55,230.46,17.34,161.55,130.125
2016-01-18 07:00:00,63.05,245.04,17.69,147.2,100.8
2016-01-18 08:00:00,62.17,272.29,20.79,136.05,80.65
2016-01-18 09:00:00,62.45,263.74,32.14,149.8,149.2
2016-01-18 10:00:00,62.16,271.16,39.05,156.2,155.425
