timestamp,Fox_education_Melinda,Fox_education_Otilia,Fox_education_Maureen,Fox_education_Leona,Fox_education_Wendell,Rat_education_Lee,Rat_education_Kathryn,Rat_education_Conrad,Rat_education_Beverly,Rat_education_Elsie,Rat_education_Tania,Bear_education_Bulah,Bear_education_Wilton,Moose_education_Florence,Cockatoo_education_Brigitte,Cockatoo_education_Terrence,Cockatoo_education_Janet,Cockatoo_education_Tyler
2016-01-06 02:00:00,416.91,839.09,,194.52,495.92,273.03,547.4,,488.95,134.74,302.27,1249.6,1428.9278,0.0,591.025,407.15,874.575,759.65
2016-01-06 03:00:00,412.33,835.93,,193.23,489.42,272.73,544.26,,499.99,119.98,278.35,1254.0,1405.7176,0.0,589.275,399.05,887.725,757.125
2016-01-06 04:00:00,406.39,832.67,,192.4,491.52,281.94,547.79,,493.97,364.42,285.8,1197.68,1358.3747,0.0,598.2,391.575,878.725,771.725
2016-01-06 05:00:00,412.47,829.63,,200.17,492.49,287.19,668.52,,505.37,378.97,349.75,1189.76,1342.0289,0.0,672.625,427.05,915.275,767.95
2016-01-06 06:00:00,411.34,854.45,,241.8,492.08,385.92,677.26,,564.5,373.0,351.78,1217.92,1391.5309,0.0,765.275,417.4,963.625,784.175
2016-01-06 07:00:00,419.51,860.79,,248.82,492.36,604.11,700.9,,841.46,392.02,366.88,1236.84,1413.9279,0.0,786.05,435.5,994.4,798.6
2016-01-06 08:00:00,428.47,869.14,,259.64,500.51,683.43,730.39,,1042.91,429.46,394.4,1251.36,1475.1927,0.0,845.2,432.525,1021.25,808.075
2016-01-06 09:00:00,443.43,919.54,,266.06,527.14,598.29,798.41,,1204.34,424.0,455.84,1256.2,1541.4679999999994,0.0,891.825,435.825,1089.175,823.2
2016-01-06 10:00:00,455.84,949.8,,276.35,549.8,516.15,815.54,,1189.31,418.36,525.94,1296.68,1558.9189,0.0,931.475,449.975,1096.3,840.2
2016-01-06 11:00:00,466.76,964.57,,278.41,553.99,450.99,822.46,,1253.96,417.85,540.29,1285.02,1577.9462,0.0,934.15,449.075,1108.475,846.0
2016-01-06 12:00:00,473.31,962.93,,287.37,563.32,389.61,809.76,,1218.56,391.0,544.29,1349.26,1585.9878,0.0,929.15,452.975,1094.75,827.7
2016-01-06 13:00:00,473.14,971.07,,294.17,553.7,358.8,796.14,,1284.79,376.75,534.71,1336.28,1577.0189,0.0,919.525,437.625,1101.35,822.475
2016-01-06 14:00:00,480.34,974.81,,307.98,558.3,381.12,796.28,,1230.11,362.2,525.04,1329.68,1580.9608,0.0,894.1,438.3,1104.275,827.175
2016-01-06 15:00:00,474.66,978.26,,302.17,556.83,432.51,785.94,,1112.96,363.37,521.48,1332.1,1575.5102,0.0,879.725,433.825,1084.875,827.475
2016-01-06 16:00:00,468.7,973.98,,299.32,555.05,483.39,777.33,,1045.51,360.4,522.61,1303.28,1571.0179,0.0,855.4,437.9,1048.0,838.775
2016-01-06 17:00:00,451.48,951.44,,287.98,542.02,475.68,778.37,,1052.94,397.18,498.55,1267.2,1558.5956,0.0,854.3,439.75,1025.55,815.15
2016-01-06 18:00:00,446.66,930.98,,272.51,527.65,496.35,768.58,,820.37,394.3,480.66,1254.22,1518.1519,0.0,774.425,429.3,983.575,789.825
2016-01-06 19:00:00,437.08,916.7,,262.01,514.16,492.54,767.19,,539.88,395.65,385.48,1241.9,1484.0359,0.0,742.3,415.95,978.325,777.775
2016-01-06 20:00:00,437.43,902.42,,249.66,512.02,441.66,767.29,,550.77,392.98,376.01,1196.8,1479.6199,0.0,680.075,417.125,908.725,776.75
2016-01-06 21:00:00,429.35,879.51,,226.01,506.87,442.14,735.44,,557.91,202.66,360.53,1187.78,1442.5143,0.0,644.675,417.675,901.775,770.4
2016-01-06 22:00:00,428.5,877.42,,215.64,502.53,409.95,612.18,,581.29,177.31,321.1,1166.88,1426.4398,0.0,618.35,418.05,894.9,769.65
2016-01-06 23:00:00,422.67,877.5,,214.87,499.69,281.94,619.67,,566.48,132.58,337.56,1171.28,1394.7313,0.0,613.725,415.3,855.3,767.325
2016-01-07 00:00:00,409.33,875.94,,216.39,496.36,247.74,587.69,,502.65,133.96,314.2,1178.1,1392.9925,0.0,599.525,410.775,851.55,763.35
2016-01-07 01:00:00,416.37,864.24,,211.77,496.39,249.96,587.56,,455.67,94.69,311.16,1186.02,1381.0097,0.0,592.325,418.25,869.325,762.875
2016-01-07 02:00:00,418.31,853.75,,201.88,497.69,260.31,585.04,,466.85,89.53,310.73,1178.32,1370.0197,0.0,593.575,409.55,864.925,763.275
2016-01-07 03:00:00,408.18,849.99,,200.71,497.79,259.08,589.21,,469.8,88.24,310.53,1158.08,1361.0246,0.0,597.65,414.525,868.1,760.475
2016-01-07 04:00:00,411.84,851.22,,199.73,496.51,258.51,594.12,,493.45,323.32,315.33,1164.24,1361.6646,0.0,604.625,414.075,875.8,761.85
2016-01-07 05:00:00,418.12,850.15,,208.65,495.52,263.58,715.07,,479.28,355.72,340.87,1160.72,1355.3131,0.0,671.775,421.0,933.0,755.725
2016-01-07 06:00:00,417.6,861.03,,253.71,497.06,286.95,728.91,,480.6,336.61,340.49,1203.62,1356.3593,0.0,754.275,435.25,960.575,769.55
2016-01-07 07:00:00,427.62,865.73,,260.41,491.93,526.89,738.77,,759.79,346.24,429.9,1213.74,1390.1354,0.0,797.8,440.6,972.275,778.9
2016-01-07 08:00:00,430.52,883.18,,268.68,504.17,608.79,745.13,,981.62,379.36,453.7,1248.5,1463.1263,0.0,854.35,443.975,1045.625,785.7
2016-01-07 09:00:00,451.8,923.13,,277.47,527.14,570.27,778.61,,1211.26,403.57,496.33,1285.46,1528.8019,0.0,894.225,454.65,1055.5,807.6
2016-01-07 10:00:00,463.57,954.54,,288.13,553.18,544.35,795.84,,1191.72,386.68,510.13,1292.06,1558.4062,0.0,929.3,448.4,1117.875,815.1
2016-01-07 11:00:00,462.98,970.86,,294.2,561.06,556.95,792.43,,1222.9,391.75,520.67,1298.66,1573.5269,0.0,928.85,453.8667,1140.675,809.2
2016-01-07 12:00:00,470.5,982.02,,296.17,561.19,498.3,784.22,,1244.25,395.08,533.98,1280.4,1571.4671,0.0,933.75,448.65,1129.725,816.5
2016-01-07 13:00:00,471.53,983.15,,297.52,564.07,488.91,769.17,,1196.73,360.49,535.96,1304.6,1577.4754,0.0,903.375,428.6,1148.5,843.3
2016-01-07 14:00:00,474.42,981.3,,295.88,574.08,461.97,775.81,,1126.92,364.42,530.59,1334.52,1590.0557,0.0,928.875,437.075,1130.075,831.65
2016-01-07 15:00:00,465.71,980.21,,290.09,567.02,466.62,773.13,,971.84,357.64,538.65,1336.28,1573.0367,0.0,890.5,428.575,1100.3,843.35
2016-01-07 16:00:00,460.81,980.59,,291.99,558.8,473.34,765.51,,856.25,352.09,527.98,1335.18,1568.0282,0.0,884.575,424.85,1062.675,825.5
2016-01-07 17:00:00,450.27,965.46,,286.38,535.66,489.33,762.31,,832.1,364.09,500.8,1278.2,1546.0656,0.0,865.375,433.775,1067.05,819.225
2016-01-07 18:00:00,433.75,943.76,,264.55,522.67,476.43,765.98,,666.74,396.88,478.52,1246.74,1517.0592,0.0,785.8,427.775,1025.75,792.3
2016-01-07 19:00:00,423.15,918.39,,249.87,517.02,464.49,760.89,,481.75,345.28,371.6,1243.0,1506.4849,0.0,736.0,425.1,972.0,777.55
