timestamp,Panther_office_Catherine,Panther_office_Lauretta,Panther_office_Karla,Panther_office_Ruthie,Panther_office_Shauna,Panther_office_Clementine,Robin_office_Serena,Fox_office_Brandy,Rat_office_Loyd
2016-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,49.0,13.16,33.54
2016-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,1.1042,48.4,12.98,34.42
2016-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.3,12.83,34.07
2016-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,18.7236,43.3,12.78,35.88
2016-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,41.5,13.56,36.24
2016-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.3,12.18,36.81
2016-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.3,12.92,36.16
2016-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.6,13.62,36.45
2016-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.7771,37.4,12.06,37.04
2016-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.1,13.01,39.41
2016-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.0,12.84,37.3
2016-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.0,12.97,35.8
2016-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.1,12.89,34.74
2016-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.1,13.0,35.4
2016-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.0,12.83,37.94
2016-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.8,40.72,38.9
2016-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.91,36.86
2016-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,60.5,34.91,49.66
2016-01-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,75.6,34.55,67.96
2016-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,83.6,34.61,73.79
2016-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,85.4,34.24,77.8
2016-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,86.9,33.92,77.09
2016-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,88.1,35.67,77.44
2016-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,87.8,33.49,81.02
2016-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,85.4,32.66,80.41
2016-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,84.0,31.13,76.49
2016-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,80.2,28.26,78.97
2016-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.3,28.6,73.03
2016-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,18.9637,53.0,19.68,70.96
2016-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,48.1,17.9,69.73
2016-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.0,15.82,66.11
2016-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.1,14.51,65.58
2016-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.6,13.08,61.52
2016-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,12.35,56.37
2016-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.8,14.09,55.47
2016-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.8,12.85,53.69
2016-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.7,12.23,51.6
2016-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.4,13.71,52.66
2016-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.2,12.89,52.73
2016-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,50.9,41.83,53.4
2016-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,53.7,41.23,52.84
2016-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.4,36.45,64.06
2016-01-05 09:00:00,0.0,0.0,0.0,0.0,0.0,21.6042,77.2,36.78,86.87
2016-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,85.9,35.01,94.73
2016-01-05 11:00:00,0.0,0.0,0.0,0.0,0.0,21.8442,86.8,33.84,98.17
2016-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,86.6,35.95,97.72
2016-01-05 13:00:00,0.0,0.0,0.0,0.0,0.0,21.3641,88.9,33.57,101.93
2016-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,88.4,34.99,102.15
2016-01-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,86.8,34.58,103.78
2016-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,85.4,34.69,99.59
2016-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,80.9,30.38,95.73
2016-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.5,28.52,81.99
2016-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,52.3,18.37,79.23
2016-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.3,14.42,74.56
2016-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.7,17.83,72.52
2016-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,43.2,14.9,71.99
2016-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.4,13.44,69.24
2016-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.3,15.2,60.47
2016-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.4,14.65,60.46
2016-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.5,13.88,61.08
2016-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.7,14.92,59.45
2016-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.2,14.48,58.37
2016-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.0,14.3,59.27
2016-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.0,44.45,59.98
2016-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,49.4,41.26,58.12
2016-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,54.7,39.06,68.37
2016-01-06 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.8,36.1,80.91
2016-01-06 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,69.5,36.86,88.2
2016-01-06 11:00:00,0.0,0.0,0.0,0.0,0.0,21.3641,70.5,35.65,86.86
2016-01-06 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,70.5,35.6,91.12
2016-01-06 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,70.2,34.29,93.16
2016-01-06 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,68.9,32.63,91.85
2016-01-06 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,69.4,34.61,92.58
2016-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,68.8,31.64,90.95
2016-01-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.1,30.17,89.87
2016-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,54.9,29.8,81.9
2016-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,48.0,19.08,77.92
2016-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.5,19.41,74.7
2016-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.7,16.64,71.13
2016-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.6851,41.3,14.79,68.53
2016-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.2,15.52,64.41
2016-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.0,14.07,61.13
2016-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.6,14.91,60.55
2016-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.2,15.06,61.09
2016-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.6,14.68,60.4
2016-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.5,15.7,59.27
2016-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.6,14.46,59.96
2016-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,43.4,41.91,59.6
2016-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.7,45.07,58.47
2016-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.38,71.33
2016-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,60.2,39.57,80.5
2016-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.0,40.97,88.82
2016-01-07 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.4,40.9,90.93
2016-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.7,40.05,95.67
2016-01-07 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.8,36.58,95.88
2016-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.7,37.0,96.72
2016-01-07 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.2,37.32,93.63
2016-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.6,35.71,90.71
2016-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,62.0,34.5,90.19
2016-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,50.9,31.76,81.92
2016-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.2,21.94,78.37
2016-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.9,14.97,77.32
2016-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.1,14.17,72.57
2016-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.6,15.11,71.52
2016-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.4,14.58,67.4
2016-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.3,18.06,62.35
2016-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,14.8829,40.3,16.95,62.2
2016-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.27,62.82
2016-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.3,14.93,60.97
2016-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.1,14.3,61.91
2016-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.7,13.38,61.81
2016-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,49.0,47.76,60.31
2016-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,53.2,43.54,59.72
2016-01-08 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,55.6,45.38,69.7
2016-01-08 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,70.6,41.47,82.48
2016-01-08 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.9,42.53,85.53
2016-01-08 11:00:00,0.0,0.0,0.0,0.0,0.0,18.7236,79.4,37.95,84.48
2016-01-08 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,80.7,34.73,86.01
2016-01-08 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,82.7,38.19,83.39
2016-01-08 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,82.0,38.68,84.86
2016-01-08 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,82.0,36.13,84.94
2016-01-08 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,82.4,36.49,81.79
2016-01-08 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,73.9,32.48,78.73
2016-01-08 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,62.0,34.31,72.89
2016-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,48.1,23.07,70.12
2016-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,43.2,18.86,68.77
2016-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.6,18.61,64.04
2016-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.2,14.81,62.73
2016-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.0,14.35,59.05
2016-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.9,15.18,52.78
2016-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.9,13.66,53.27
2016-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.9,14.92,53.96
2016-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.7,13.52,52.89
2016-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.7,14.57,53.79
2016-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.5,15.07,50.97
2016-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.7,13.69,51.83
2016-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.9,15.42,51.24
2016-01-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.7,13.77,51.55
2016-01-09 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.7,15.18,52.37
2016-01-09 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.7,14.29,51.51
2016-01-09 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.6,13.54,52.4
2016-01-09 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.9,15.0,51.0
2016-01-09 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.1,13.48,51.71
2016-01-09 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.3,15.02,51.57
2016-01-09 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.4,14.28,50.8
2016-01-09 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.1,13.56,51.2
2016-01-09 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,43.5,14.94,50.79
2016-01-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.9,13.61,52.21
2016-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.2,14.24,52.83
2016-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.13,52.31
2016-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.9,13.72,52.02
2016-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.1,15.22,49.6
2016-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.1,14.31,53.47
2016-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.9,13.56,55.42
2016-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.3,15.45,56.51
2016-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.2,13.97,48.98
2016-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.2,15.4,46.02
2016-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.2,14.72,47.26
2016-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.8,13.63,48.6
2016-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.1,15.73,48.71
2016-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0,14.6428,37.5,14.3,48.43
2016-01-10 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.7,15.52,48.5
2016-01-10 09:00:00,0.0,0.0,0.0,0.0,0.0,15.603,44.3,18.72,49.04
2016-01-10 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.2,16.68,48.51
2016-01-10 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.7,17.94,48.32
2016-01-10 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.6,16.14,48.71
2016-01-10 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.5,15.21,48.05
2016-01-10 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.1,14.86,47.88
2016-01-10 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.2,13.77,47.1
2016-01-10 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.3,14.99,48.08
2016-01-10 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,41.1,13.62,47.94
2016-01-10 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.2,14.96,50.85
2016-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.1,12.61,52.21
2016-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,35.3,11.82,51.66
2016-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.9652,35.1,13.4,51.02
2016-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.9,11.68,50.72
2016-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.9162,33.8,13.42,52.21
2016-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.3,12.66,54.46
2016-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.5,11.75,52.7
2016-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.5,13.86,55.0
2016-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.6,13.55,53.56
2016-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.6,13.53,52.95
2016-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.5,13.71,53.33
2016-01-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.9,60.66,53.05
2016-01-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.9,68.17,52.34
2016-01-11 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,57.7,58.21,65.47
2016-01-11 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,72.3,46.62,80.57
2016-01-11 10:00:00,0.0,0.0,0.0,0.0,0.0,23.7646,78.6,41.74,86.24
2016-01-11 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,80.3,39.78,89.94
2016-01-11 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,81.4,36.7,94.73
2016-01-11 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,81.7,35.97,95.44
2016-01-11 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,80.9,35.04,97.5
2016-01-11 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,79.0,34.74,91.77
2016-01-11 16:00:00,0.0,0.0,0.0,0.0,0.0,1.4663,78.7,32.96,90.84
2016-01-11 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,73.7,29.58,87.25
2016-01-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,59.3,33.51,79.51
2016-01-11 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.2,22.68,76.45
2016-01-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.9252,41.2,19.6,73.22
2016-01-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.2,15.54,65.93
2016-01-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.2,13.68,60.31
2016-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.0,14.93,61.04
2016-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.8212,37.4,13.48,59.18
2016-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.3,15.09,58.91
2016-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.4,14.24,59.06
2016-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.4,13.46,59.01
2016-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.3,15.05,58.31
2016-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.5,13.3,56.04
2016-01-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.0,59.38,56.08
2016-01-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,48.8,62.38,54.44
2016-01-12 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,55.7,55.83,61.12
2016-01-12 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,66.1,44.79,79.56
2016-01-12 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,72.3,41.74,87.82
2016-01-12 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,72.3,37.29,90.87
2016-01-12 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,72.5,37.54,90.82
2016-01-12 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,74.1,33.8,89.3
2016-01-12 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,73.4,32.49,90.79
2016-01-12 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,72.5,33.26,90.67
2016-01-12 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,71.2,33.07,84.1
