timestamp,Panther_lodging_Cora,Cockatoo_lodging_Kyle,Cockatoo_lodging_Lynne,Cockatoo_lodging_Tessie,Cockatoo_lodging_Elvia
2016-01-02 23:00:00,0.0,141.525,75.95,104.875,161.2
2016-01-03 00:00:00,0.0,142.85,67.325,98.45,166.55
2016-01-03 01:00:00,0.0,137.45,64.575,98.0,166.75
2016-01-03 02:00:00,0.0,136.625,65.825,98.725,168.825
2016-01-03 03:00:00,0.0,143.025,62.375,97.55,161.2
2016-01-03 04:00:00,0.0,137.325,62.775,103.325,161.425
2016-01-03 05:00:00,0.0,143.85,66.125,97.925,168.075
2016-01-03 06:00:00,0.0,140.875,64.875,96.3,170.45
2016-01-03 07:00:00,0.0,142.125,76.725,102.725,169.975
2016-01-03 08:00:00,0.0,141.25,77.9,103.3,174.125
2016-01-03 09:00:00,0.0,141.5,78.125,101.625,163.125
2016-01-03 10:00:00,0.0,151.35,65.875,100.35,169.625
2016-01-03 11:00:00,0.0,152.8,67.1,97.625,169.15
2016-01-03 12:00:00,0.0,142.775,58.625,97.825,161.625
2016-01-03 13:00:00,0.0,153.45,66.25,96.9,159.825
2016-01-03 14:00:00,0.0,140.775,70.875,100.75,162.05
2016-01-03 15:00:00,0.0,145.025,67.0,99.625,165.7
2016-01-03 16:00:00,0.0,140.65,69.3,99.225,166.225
2016-01-03 17:00:00,0.0,150.125,69.2,113.775,167.675
2016-01-03 18:00:00,0.0,150.075,70.4,102.0,168.2
2016-01-03 19:00:00,0.0,160.075,69.625,102.6,167.575
2016-01-03 20:00:00,0.0,148.9,71.325,96.2,169.775
2016-01-03 21:00:00,0.0,154.3,78.625,106.8,166.225
2016-01-03 22:00:00,0.0,156.525,76.85,108.7,169.925
2016-01-03 23:00:00,0.0,146.2,67.125,106.875,169.325
2016-01-04 00:00:00,0.0,136.625,64.15,104.725,165.05
2016-01-04 01:00:00,0.0,141.625,65.175,102.375,170.325
2016-01-04 02:00:00,0.0,140.275,64.8,101.575,166.1
2016-01-04 03:00:00,0.0,145.875,62.65,103.325,171.125
2016-01-04 04:00:00,0.0,145.7,60.775,100.875,169.025
2016-01-04 05:00:00,0.0,148.9,64.775,98.8,168.25
2016-01-04 06:00:00,0.0,146.2,68.55,107.025,171.35
2016-01-04 07:00:00,0.0,166.925,81.825,104.375,191.05
2016-01-04 08:00:00,0.0,154.25,80.475,104.675,199.75
2016-01-04 09:00:00,0.0,162.425,82.025,109.225,206.175
2016-01-04 10:00:00,0.0,162.8,67.8,125.15,215.625
2016-01-04 11:00:00,0.0,154.2,73.65,132.225,217.325
2016-01-04 12:00:00,0.0,150.625,69.125,109.925,210.35
2016-01-04 13:00:00,0.0,150.2,67.55,109.65,208.0
2016-01-04 14:00:00,0.0,158.2,71.525,108.5,212.65
2016-01-04 15:00:00,0.0,156.7,67.525,107.2,207.9
2016-01-04 16:00:00,0.0,152.0,71.95,109.05,200.25
2016-01-04 17:00:00,0.0,149.175,72.75,111.85,193.775
2016-01-04 18:00:00,0.0,150.075,70.575,112.025,199.325
2016-01-04 19:00:00,0.0,161.825,73.075,106.275,194.2
2016-01-04 20:00:00,0.0,156.825,67.65,107.15,197.475
2016-01-04 21:00:00,0.0,159.475,82.35,107.95,188.525
2016-01-04 22:00:00,0.0,170.975,80.35,113.925,190.425
2016-01-04 23:00:00,0.0,158.675,71.125,107.025,188.575
2016-01-05 00:00:00,0.0,151.525,66.4,109.55,189.525
2016-01-05 01:00:00,0.0,151.75,63.95,107.0,192.25
2016-01-05 02:00:00,0.0,154.35,63.825,104.875,193.35
2016-01-05 03:00:00,0.0,149.725,70.925,106.875,194.575
2016-01-05 04:00:00,0.0,155.025,63.975,104.125,191.025
2016-01-05 05:00:00,0.0,153.95,66.425,107.05,189.775
2016-01-05 06:00:00,0.0,167.2,72.025,107.3,189.775
2016-01-05 07:00:00,0.0,158.05,81.825,120.775,210.675
2016-01-05 08:00:00,0.0,161.6,89.925,110.95,210.65
2016-01-05 09:00:00,0.0,165.775,87.175,119.575,213.025
2016-01-05 10:00:00,0.0,156.775,68.6,111.975,219.575
2016-01-05 11:00:00,0.0,158.275,67.4,110.425,215.8
2016-01-05 12:00:00,0.0,153.85,68.55,110.95,213.325
2016-01-05 13:00:00,0.0,159.475,68.0,112.975,215.2
2016-01-05 14:00:00,0.0,157.3,69.25,106.575,219.15
2016-01-05 15:00:00,0.0,147.425,67.575,104.425,209.225
2016-01-05 16:00:00,0.0,148.475,66.2,103.325,207.05
2016-01-05 17:00:00,0.0,156.15,68.025,105.475,192.875
2016-01-05 18:00:00,0.0,153.25,73.1,114.325,193.175
2016-01-05 19:00:00,0.0,160.85,72.85,106.075,194.625
2016-01-05 20:00:00,0.0,163.625,65.175,107.3,200.175
2016-01-05 21:00:00,0.0,162.5,78.15,120.7,184.525
2016-01-05 22:00:00,0.0,161.3,79.175,113.225,191.875
2016-01-05 23:00:00,0.0,147.15,67.5,112.075,192.625
2016-01-06 00:00:00,0.0,146.275,65.325,115.0,186.3
2016-01-06 01:00:00,0.0,140.8,64.275,105.375,189.6
2016-01-06 02:00:00,0.0,144.5,65.8,105.325,189.45
2016-01-06 03:00:00,0.0,148.625,69.225,110.375,188.85
2016-01-06 04:00:00,0.0,146.65,63.925,110.55,194.55
2016-01-06 05:00:00,0.0,148.55,63.8,108.8,196.525
2016-01-06 06:00:00,0.0,155.375,66.625,111.65,192.1
2016-01-06 07:00:00,0.0,155.475,84.25,109.35,210.3
2016-01-06 08:00:00,0.0,154.8,85.125,112.9,213.15
2016-01-06 09:00:00,0.0,165.15,81.325,115.725,225.325
2016-01-06 10:00:00,0.0,160.15,68.325,111.825,218.7
2016-01-06 11:00:00,0.0,157.9,78.025,110.25,213.55
2016-01-06 12:00:00,0.0,148.175,75.175,105.3,219.425
2016-01-06 13:00:00,0.0,148.15,68.375,103.375,217.525
2016-01-06 14:00:00,0.0,144.125,68.4,106.15,214.975
2016-01-06 15:00:00,0.0,147.175,68.225,106.75,217.625
2016-01-06 16:00:00,0.0,145.175,70.85,105.6,215.1
2016-01-06 17:00:00,0.0,152.625,75.775,102.45,204.85
2016-01-06 18:00:00,0.0,156.7,71.275,102.975,194.225
2016-01-06 19:00:00,0.0,164.35,67.925,105.0,195.775
2016-01-06 20:00:00,0.0,164.35,65.625,111.2,194.55
2016-01-06 21:00:00,0.0,165.6,78.175,117.425,198.825
2016-01-06 22:00:00,0.0,163.5,83.225,115.05,190.775
2016-01-06 23:00:00,0.0,152.625,72.65,117.65,190.075
2016-01-07 00:00:00,0.0,147.775,63.6,112.475,191.025
2016-01-07 01:00:00,0.0,157.0,66.75,109.375,194.875
2016-01-07 02:00:00,0.0,148.1,67.375,110.8,194.475
2016-01-07 03:00:00,0.0,156.075,66.5,112.7,194.675
2016-01-07 04:00:00,0.0,148.375,64.125,114.675,194.175
2016-01-07 05:00:00,0.0,155.25,67.425,110.425,191.15
2016-01-07 06:00:00,0.0,161.025,78.075,110.75,191.575
2016-01-07 07:00:00,0.0,157.775,94.975,117.075,207.825
2016-01-07 08:00:00,0.0,157.175,102.3,121.075,227.225
2016-01-07 09:00:00,0.0,170.575,95.9,117.05,214.4
2016-01-07 10:00:00,0.0,172.3,82.5,114.15,220.925
2016-01-07 11:00:00,0.0,171.4,63.75,112.7,219.475
2016-01-07 12:00:00,0.0,163.225,69.075,114.85,222.375
2016-01-07 13:00:00,0.0,159.15,68.95,118.625,262.325
2016-01-07 14:00:00,0.0,160.65,68.525,116.1,224.6
2016-01-07 15:00:00,0.0,150.05,67.35,123.425,223.625
2016-01-07 16:00:00,0.0,151.7,66.475,123.225,215.1
2016-01-07 17:00:00,0.0,150.5,74.775,119.2,206.2
2016-01-07 18:00:00,0.0,170.675,71.525,115.425,209.45
2016-01-07 19:00:00,0.0,159.6,74.2,115.675,198.725
2016-01-07 20:00:00,0.0,149.075,67.7,119.175,204.15
2016-01-07 21:00:00,0.0,160.45,82.875,122.775,205.675
2016-01-07 22:00:00,0.0,156.2,80.75,124.125,199.85
2016-01-07 23:00:00,0.0,147.575,73.85,117.8,200.25
2016-01-08 00:00:00,0.0,142.4,66.0,123.775,203.375
2016-01-08 01:00:00,0.0,140.475,62.8,116.075,199.15
2016-01-08 02:00:00,0.0,141.625,64.9,118.7,198.75
2016-01-08 03:00:00,0.0,139.075,62.275,114.525,204.175
2016-01-08 04:00:00,0.0,144.275,65.95,118.55,199.5
2016-01-08 05:00:00,0.0,150.375,68.875,112.225,200.4
2016-01-08 06:00:00,0.0,151.65,72.275,109.65,201.8
2016-01-08 07:00:00,0.0,150.875,82.3,113.8,217.85
2016-01-08 08:00:00,0.0,151.45,82.875,116.0,230.125
2016-01-08 09:00:00,0.0,163.475,77.65,113.25,230.575
2016-01-08 10:00:00,0.0,158.875,62.275,111.85,221.25
2016-01-08 11:00:00,0.0,149.025,68.65,113.275,226.15
2016-01-08 12:00:00,0.0,148.1,62.7,123.475,228.575
2016-01-08 13:00:00,0.0,146.975,64.225,108.975,243.05
2016-01-08 14:00:00,0.0,151.85,63.975,104.05,234.15
2016-01-08 15:00:00,0.0,148.3,71.275,114.175,232.15
2016-01-08 16:00:00,0.0,141.9,67.8,106.475,218.15
2016-01-08 17:00:00,0.0,146.6,73.675,113.7,214.575
2016-01-08 18:00:00,0.0,148.3,75.7,112.5,208.925
2016-01-08 19:00:00,0.0,155.8,71.85,111.65,207.075
2016-01-08 20:00:00,0.0,148.65,70.975,112.375,213.85
2016-01-08 21:00:00,0.0,153.3,83.35,112.325,205.0
2016-01-08 22:00:00,0.0,149.4,84.625,110.925,201.625
2016-01-08 23:00:00,0.0,139.1,73.725,105.325,192.9
2016-01-09 00:00:00,0.0,143.75,70.85,106.3,194.65
2016-01-09 01:00:00,0.0,133.3,75.9,106.925,202.0
2016-01-09 02:00:00,0.0,137.525,70.975,106.175,197.875
2016-01-09 03:00:00,0.0,135.825,71.6,105.85,192.325
2016-01-09 04:00:00,0.0,136.0,70.075,104.65,191.375
2016-01-09 05:00:00,0.0,143.7,67.6,104.675,190.925
2016-01-09 06:00:00,0.0,136.25,67.2,107.525,191.2
2016-01-09 07:00:00,19.5038,139.95,79.875,105.1,199.9
2016-01-09 08:00:00,0.0,139.3,78.275,105.45,189.625
2016-01-09 09:00:00,0.0,153.45,83.975,105.95,195.65
2016-01-09 10:00:00,0.0,152.325,71.3,104.075,190.425
2016-01-09 11:00:00,0.0,151.25,62.05,106.625,189.675
2016-01-09 12:00:00,0.0,142.325,60.775,101.225,192.3
2016-01-09 13:00:00,13.6026,146.05,63.25,106.325,191.625
2016-01-09 14:00:00,0.0,140.425,62.275,103.725,182.95
2016-01-09 15:00:00,0.0,142.2,65.525,99.825,181.8
2016-01-09 16:00:00,0.0,139.775,66.025,106.725,178.925
2016-01-09 17:00:00,0.0,151.85,69.1,108.7,175.8
2016-01-09 18:00:00,0.0,145.875,67.35,106.2,176.2
2016-01-09 19:00:00,0.0,159.4,68.15,111.7,179.9
2016-01-09 20:00:00,0.0,158.075,70.375,113.25,181.65
2016-01-09 21:00:00,0.0,153.4,84.8,114.075,176.625
2016-01-09 22:00:00,0.0,152.425,85.225,107.05,173.725
2016-01-09 23:00:00,0.0,141.45,73.45,124.3,175.625
2016-01-10 00:00:00,0.0,136.25,71.6,107.125,172.9
2016-01-10 01:00:00,0.0,138.625,71.375,108.125,180.825
2016-01-10 02:00:00,0.0,144.55,68.55,104.775,176.675
2016-01-10 03:00:00,0.0,140.55,73.95,105.225,176.075
2016-01-10 04:00:00,0.0,132.275,68.725,110.675,173.175
2016-01-10 05:00:00,0.0,134.725,66.0,103.85,167.175
2016-01-10 06:00:00,0.0,133.475,67.925,106.4,195.3
2016-01-10 07:00:00,0.0,137.75,79.225,106.55,221.7
2016-01-10 08:00:00,0.0,142.375,80.4,105.975,242.55
2016-01-10 09:00:00,0.0,146.375,80.475,105.0,247.25
2016-01-10 10:00:00,0.0,148.55,64.975,107.2,261.55
2016-01-10 11:00:00,0.0,146.15,63.625,101.925,243.075
2016-01-10 12:00:00,0.0,144.8,61.125,102.575,251.95
2016-01-10 13:00:00,0.0,146.7,64.65,96.55,249.5
2016-01-10 14:00:00,0.0,139.2,62.7,97.825,261.125
2016-01-10 15:00:00,0.0,143.0,72.4,97.6,262.25
2016-01-10 16:00:00,0.0,145.6,65.9,105.675,262.175
2016-01-10 17:00:00,0.0,155.9,71.15,108.8,285.4
2016-01-10 18:00:00,0.0,158.025,68.25,108.125,266.725
2016-01-10 19:00:00,0.0,160.375,72.85,113.6,284.7
2016-01-10 20:00:00,0.0,150.15,73.575,114.225,269.95
2016-01-10 21:00:00,18.4536,152.85,83.325,120.4,270.25
2016-01-10 22:00:00,0.0,155.9,84.35,126.65,262.55
2016-01-10 23:00:00,0.0,143.975,66.975,121.25,240.55
2016-01-11 00:00:00,0.0,145.175,65.975,119.325,204.15
2016-01-11 01:00:00,0.0,139.2,67.15,120.35,201.025
2016-01-11 02:00:00,0.0,140.575,64.25,118.275,191.175
2016-01-11 03:00:00,0.0,143.525,63.75,124.525,201.5
2016-01-11 04:00:00,0.0,138.1,70.225,114.75,200.0
2016-01-11 05:00:00,0.0,146.2,66.55,116.225,225.4
2016-01-11 06:00:00,0.0,150.775,67.675,114.7,277.6
2016-01-11 07:00:00,0.0,150.85,82.125,124.3,314.725
2016-01-11 08:00:00,0.0,161.05,85.25,123.625,301.675
2016-01-11 09:00:00,0.0,160.35,85.65,122.575,311.825
2016-01-11 10:00:00,0.0,162.5,73.025,128.575,312.475
2016-01-11 11:00:00,0.0,155.775,72.15,125.725,295.75
2016-01-11 12:00:00,0.0,154.9,72.2,116.4,325.25
2016-01-11 13:00:00,0.0,153.05,77.875,115.175,307.925
2016-01-11 14:00:00,0.0,153.9,72.525,121.475,280.75
2016-01-11 15:00:00,0.0,159.35,70.875,120.8,297.7
2016-01-11 16:00:00,0.0,158.175,74.2,116.45,297.625
2016-01-11 17:00:00,0.0,155.325,72.7,116.0,284.825
2016-01-11 18:00:00,0.0,159.25,72.325,110.0,296.025
2016-01-11 19:00:00,0.0,167.6,72.9,114.35,297.55
2016-01-11 20:00:00,0.0,161.475,68.5,118.25,286.25
2016-01-11 21:00:00,0.0,164.5,85.325,118.425,271.525
2016-01-11 22:00:00,0.0,164.65,84.55,118.4,273.525
2016-01-11 23:00:00,0.0,145.7,74.825,113.55,224.85
2016-01-12 00:00:00,0.0,141.675,71.775,109.925,214.15
2016-01-12 01:00:00,0.0,143.6,75.15,121.3,208.05
2016-01-12 02:00:00,0.0,140.4,75.7,113.85,198.4
2016-01-12 03:00:00,0.0,140.1,69.75,114.525,198.5
2016-01-12 04:00:00,0.0,144.15,69.2,114.825,202.8
2016-01-12 05:00:00,0.0,141.6,72.8,110.425,263.725
2016-01-12 06:00:00,0.0,147.125,72.4,115.025,290.675
2016-01-12 07:00:00,0.0,152.25,89.425,113.475,316.675
2016-01-12 08:00:00,0.0,158.9,90.125,121.2,317.475
2016-01-12 09:00:00,0.0,168.5,85.8,125.05,300.425
2016-01-12 10:00:00,0.0,160.425,70.35,123.275,302.3
2016-01-12 11:00:00,0.0,152.575,67.1,120.6,325.525
2016-01-12 12:00:00,0.0,159.2,69.875,116.175,338.0
2016-01-12 13:00:00,0.0,154.55,67.55,121.175,325.225
2016-01-12 14:00:00,0.0,160.325,71.425,129.375,314.575
2016-01-12 15:00:00,0.0,156.675,76.375,133.725,309.85
2016-01-12 16:00:00,0.0,155.575,76.05,130.65,288.275
2016-01-12 17:00:00,22.4043,164.925,79.625,132.525,296.85
2016-01-12 18:00:00,0.0,169.85,84.225,132.125,321.775
2016-01-12 19:00:00,0.0,173.775,83.75,129.225,312.675
2016-01-12 20:00:00,0.0,170.2,80.675,132.475,305.075
2016-01-12 21:00:00,0.0,169.675,89.775,140.15,301.1
2016-01-12 22:00:00,0.0,179.875,92.575,131.4,286.2
2016-01-12 23:00:00,0.0,156.9,80.925,130.675,270.325
2016-01-13 00:00:00,0.0,157.95,78.475,127.6,219.625
2016-01-13 01:00:00,0.0,150.5,83.025,126.25,215.075
2016-01-13 02:00:00,0.0,158.5,79.6,128.825,212.425
2016-01-13 03:00:00,0.0,149.525,79.3,125.875,213.225
2016-01-13 04:00:00,0.0,151.9,79.3,129.875,212.125
2016-01-13 05:00:00,0.0,154.675,80.75,131.6,216.15
2016-01-13 06:00:00,0.0,162.925,83.425,135.725,302.675
2016-01-13 07:00:00,0.0,166.375,93.85,135.25,332.15
2016-01-13 08:00:00,0.0,171.025,98.375,147.625,339.9
2016-01-13 09:00:00,0.0,173.6,98.45,137.825,335.175
2016-01-13 10:00:00,0.0,172.6,80.3,139.675,325.85
2016-01-13 11:00:00,0.0,166.9,82.625,135.825,317.2
2016-01-13 12:00:00,0.0,162.175,91.975,136.925,332.3
2016-01-13 13:00:00,0.0,160.275,90.9,143.325,319.725
2016-01-13 14:00:00,0.0,163.725,82.325,147.6,309.85
2016-01-13 15:00:00,0.0,163.45,77.275,143.3,310.1
2016-01-13 16:00:00,0.0,154.45,82.475,146.425,290.975
2016-01-13 17:00:00,0.0,163.475,86.275,147.25,282.8
2016-01-13 18:00:00,0.0,160.025,81.775,149.775,301.575
2016-01-13 19:00:00,0.0,172.675,83.225,151.125,291.05
2016-01-13 20:00:00,0.0,176.45,84.9,145.4,299.75
2016-01-13 21:00:00,0.0,174.55,97.45,154.975,289.8
2016-01-13 22:00:00,0.0,176.25,96.0,148.6,279.775
2016-01-13 23:00:00,0.0,158.45,82.3,149.8,254.875
2016-01-14 00:00:00,0.0,147.975,85.25,147.3,219.95
2016-01-14 01:00:00,0.0,152.675,83.125,139.875,201.975
2016-01-14 02:00:00,0.0,152.325,84.225,139.45,211.1
2016-01-14 03:00:00,0.0,154.075,82.725,143.575,202.625
2016-01-14 04:00:00,0.0,151.925,77.025,143.075,202.0
2016-01-14 05:00:00,0.0,157.25,81.1,142.25,211.3
2016-01-14 06:00:00,0.0,153.8,80.025,141.275,280.025
2016-01-14 07:00:00,0.0,168.025,92.975,151.275,333.2
2016-01-14 08:00:00,0.0,169.25,93.3,151.85,363.325
2016-01-14 09:00:00,0.0,171.675,100.125,155.075,361.675
2016-01-14 10:00:00,0.0,181.85,84.45,152.2,332.5
2016-01-14 11:00:00,0.0,174.125,74.7,153.8,354.775
2016-01-14 12:00:00,0.0,164.05,78.875,161.25,343.35
2016-01-14 13:00:00,0.0,164.925,78.4,152.95,348.525
2016-01-14 14:00:00,0.0,173.4,80.05,151.65,333.75
2016-01-14 15:00:00,0.0,163.65,80.525,150.35,321.25
2016-01-14 16:00:00,0.0,162.325,90.725,166.05,310.55
2016-01-14 17:00:00,0.0,171.1,82.05,152.85,314.5
2016-01-14 18:00:00,0.0,168.425,79.125,152.325,327.325
2016-01-14 19:00:00,0.0,185.325,80.45,148.55,316.5
2016-01-14 20:00:00,0.0,175.35,80.15,151.0,301.25
2016-01-14 21:00:00,0.0,169.45,94.4,148.975,280.875
2016-01-14 22:00:00,0.0,170.025,93.5,151.45,268.65
2016-01-14 23:00:00,0.0,162.925,84.85,147.675,238.3
2016-01-15 00:00:00,0.0,162.525,79.9,140.175,201.15
2016-01-15 01:00:00,0.0,155.625,77.825,142.725,201.525
2016-01-15 02:00:00,0.0,155.7,79.2,141.525,195.725
2016-01-15 03:00:00,0.0,158.15,79.85,146.75,194.95
2016-01-15 04:00:00,0.0,150.45,78.45,140.45,198.825
2016-01-15 05:00:00,0.0,157.1,81.55,141.85,200.7
2016-01-15 06:00:00,0.0,163.25,79.825,143.85,297.075
2016-01-15 07:00:00,0.0,165.225,91.75,152.475,335.725
2016-01-15 08:00:00,0.0,178.2,99.2,188.825,351.1
2016-01-15 09:00:00,0.0,177.75,100.375,189.675,348.75
2016-01-15 10:00:00,0.0,185.8,94.775,189.4,327.15
2016-01-15 11:00:00,0.0,189.2,86.125,180.425,329.95
2016-01-15 12:00:00,0.0,177.625,91.225,188.4,337.225
2016-01-15 13:00:00,0.0,169.4,82.825,183.625,343.775
2016-01-15 14:00:00,0.0,170.525,81.45,187.325,320.05
2016-01-15 15:00:00,0.0,166.85,82.95,179.975,306.525
2016-01-15 16:00:00,0.0,173.175,92.925,174.65,300.675
2016-01-15 17:00:00,0.0,179.9,89.65,181.95,307.775
2016-01-15 18:00:00,0.0,168.675,92.225,176.5,325.025
2016-01-15 19:00:00,0.0,161.9,87.15,182.075,318.7
2016-01-15 20:00:00,0.0,160.65,84.2,180.125,330.475
2016-01-15 21:00:00,0.0,167.25,96.475,186.65,297.95
2016-01-15 22:00:00,0.0,166.225,99.45,183.75,271.225
2016-01-15 23:00:00,0.0,166.075,84.65,179.4,239.875
2016-01-16 00:00:00,0.0,167.075,83.625,180.6,223.275
2016-01-16 01:00:00,0.0,161.875,83.4,187.875,208.25
2016-01-16 02:00:00,0.0,163.625,83.975,173.25,196.525
2016-01-16 03:00:00,0.0,166.55,83.05,174.325,196.15
2016-01-16 04:00:00,0.0,165.35,83.675,174.475,202.35
2016-01-16 05:00:00,0.0,170.95,88.3,169.225,200.2
2016-01-16 06:00:00,0.0,163.175,93.225,170.35,275.675
2016-01-16 07:00:00,0.0,158.3,98.3,174.425,289.6
2016-01-16 08:00:00,0.0,155.05,98.65,169.3,273.3
2016-01-16 09:00:00,0.0,154.825,99.95,175.225,287.0
2016-01-16 10:00:00,0.0,159.0,85.55,165.475,280.375
2016-01-16 11:00:00,0.0,165.675,83.425,173.75,274.6
2016-01-16 12:00:00,0.0,161.95,80.775,173.7,262.625
2016-01-16 13:00:00,0.0,164.025,87.825,168.95,275.8
2016-01-16 14:00:00,0.0,165.425,83.9,168.425,285.075
2016-01-16 15:00:00,0.0,164.275,84.1,166.5,273.15
2016-01-16 16:00:00,0.0,172.0,85.75,173.425,280.3
2016-01-16 17:00:00,0.0,179.175,90.475,177.425,291.275
2016-01-16 18:00:00,0.0,170.6,88.675,173.6,304.25
2016-01-16 19:00:00,0.0,171.8,87.7,174.45,282.425
2016-01-16 20:00:00,0.0,167.025,84.8,176.05,278.6
2016-01-16 21:00:00,0.0,168.05,95.475,177.1,273.275
2016-01-16 22:00:00,0.0,168.15,100.925,177.5,270.1
2016-01-16 23:00:00,0.0,164.7,86.05,174.375,252.375
2016-01-17 00:00:00,0.0,162.6,85.475,168.4,220.35
2016-01-17 01:00:00,0.0,160.675,84.4,163.925,210.675
2016-01-17 02:00:00,0.0,160.225,84.0,165.35,205.625
2016-01-17 03:00:00,0.0,153.5,82.55,166.55,203.325
2016-01-17 04:00:00,0.0,156.9,82.8,166.0,206.875
2016-01-17 05:00:00,0.0,162.8,84.8,166.15,218.75
2016-01-17 06:00:00,0.0,161.675,85.525,168.175,278.95
2016-01-17 07:00:00,0.0,158.525,96.975,171.95,293.1
2016-01-17 08:00:00,0.0,154.325,99.125,176.675,287.4
2016-01-17 09:00:00,0.0,155.675,95.8,170.475,292.35
2016-01-17 10:00:00,0.0,170.275,86.7,169.65,312.65
2016-01-17 11:00:00,0.0,168.3,82.625,165.8,296.85
2016-01-17 12:00:00,0.0,165.25,79.825,169.35,292.35
2016-01-17 13:00:00,0.0,164.725,79.725,169.825,302.3
2016-01-17 14:00:00,0.0,171.25,80.65,172.525,283.6
2016-01-17 15:00:00,0.0,170.2,88.2,167.825,281.55
2016-01-17 16:00:00,0.0,166.075,84.375,168.725,292.275
2016-01-17 17:00:00,0.0,167.125,86.825,170.575,271.8
2016-01-17 18:00:00,0.0,168.025,89.875,170.875,271.85
2016-01-17 19:00:00,0.0,168.0,88.175,172.1,270.7
2016-01-17 20:00:00,0.0,166.8,84.45,171.05,270.075
2016-01-17 21:00:00,0.0,172.175,97.05,171.575,260.025
2016-01-17 22:00:00,0.0,177.65,99.4,182.575,248.225
2016-01-17 23:00:00,0.0,164.975,85.2,177.975,222.65
2016-01-18 00:00:00,0.0,168.4,86.2,173.675,202.75
2016-01-18 01:00:00,0.0,163.875,89.1,167.825,200.3
2016-01-18 02:00:00,0.0,164.525,82.15,168.0,196.675
2016-01-18 03:00:00,0.0,171.35,85.075,171.3,199.175
2016-01-18 04:00:00,0.0,162.1,82.775,168.5,198.325
2016-01-18 05:00:00,0.0,166.65,85.0,171.4,203.425
2016-01-18 06:00:00,0.0,179.575,85.8,176.825,220.85
2016-01-18 07:00:00,0.0,169.625,95.8,176.925,253.025
2016-01-18 08:00:00,0.0,169.7,99.325,176.025,263.975
2016-01-18 09:00:00,0.0,171.35,97.55,183.8,263.0
2016-01-18 10:00:00,0.0,173.125,84.75,173.7,277.125
