timestamp,Fox_assembly_Gary,Fox_assembly_Christie,Fox_assembly_Leeanne,Rat_assembly_Adolfo,Rat_assembly_Francine,Cockatoo_assembly_Genoveva,Cockatoo_assembly_Mimi
2016-01-03 17:00:00,68.86,19.63,12.03,14.42,32.83,19.95,1.05
2016-01-03 18:00:00,78.85,12.68,13.48,14.01,41.89,24.25,0.0
2016-01-03 19:00:00,71.8,7.72,12.58,25.2,47.68,20.725,0.0
2016-01-03 20:00:00,73.5,7.0,13.95,27.06,47.73,13.475,0.0
2016-01-03 21:00:00,70.39,7.85,14.35,27.4,47.9,13.225,0.0
2016-01-03 22:00:00,72.38,9.73,14.48,27.53,45.43,5.0,0.0
2016-01-03 23:00:00,70.19,9.69,13.53,26.7,44.02,4.85,5.35
2016-01-04 00:00:00,69.08,9.28,13.72,17.15,43.18,10.05,7.225
2016-01-04 01:00:00,68.12,6.62,14.75,17.84,41.52,10.225,1.675
2016-01-04 02:00:00,67.54,12.19,14.23,17.51,41.32,12.15,0.0
2016-01-04 03:00:00,67.06,16.26,14.07,18.51,41.35,13.525,0.0
2016-01-04 04:00:00,66.81,28.03,15.79,17.9,41.83,14.125,0.0
2016-01-04 05:00:00,66.51,29.95,14.17,18.8,41.7,16.925,2.1
2016-01-04 06:00:00,66.3,30.63,14.47,17.3,42.62,20.875,0.0
2016-01-04 07:00:00,67.29,20.78,13.1,17.91,44.57,21.35,0.0
2016-01-04 08:00:00,70.82,13.25,8.4,17.68,40.56,20.5,3.1
2016-01-04 09:00:00,70.24,13.3,10.41,24.69,34.26,22.2,10.75
2016-01-04 10:00:00,72.91,19.59,8.89,30.1,34.54,30.1,10.4
2016-01-04 11:00:00,73.18,29.8,10.83,33.77,34.53,26.125,10.775
2016-01-04 12:00:00,72.19,34.45,10.2,33.46,35.04,22.325,10.65
2016-01-04 13:00:00,76.01,29.74,11.57,30.95,34.32,21.45,10.6
2016-01-04 14:00:00,77.7,18.42,11.7,30.28,34.32,23.525,5.3
2016-01-04 15:00:00,77.11,17.53,10.09,30.04,34.47,30.0,0.0
2016-01-04 16:00:00,94.94,15.59,13.25,31.38,34.32,27.175,0.0
2016-01-04 17:00:00,94.95,19.39,12.08,30.99,43.2,24.525,0.0
2016-01-04 18:00:00,92.74,15.51,14.3,33.21,53.6,25.375,0.0
2016-01-04 19:00:00,93.65,15.15,15.05,44.68,55.47,21.125,0.0
2016-01-04 20:00:00,75.89,15.03,13.01,47.22,55.14,19.425,0.0
2016-01-04 21:00:00,75.1,15.0,14.86,37.5,52.54,20.375,0.0
2016-01-04 22:00:00,71.67,15.02,14.95,33.7,48.15,12.9,0.0
2016-01-04 23:00:00,69.52,14.91,16.24,33.81,47.65,12.025,5.1
2016-01-05 00:00:00,66.82,14.95,14.04,23.58,47.32,10.9,7.35
2016-01-05 01:00:00,68.25,14.98,13.39,24.32,44.94,11.925,7.375
2016-01-05 02:00:00,66.4,15.01,16.09,24.8,44.23,12.0,7.7
2016-01-05 03:00:00,65.67,14.94,14.66,27.45,43.87,12.425,3.825
2016-01-05 04:00:00,66.6,27.28,15.36,27.63,44.15,12.325,0.0
2016-01-05 05:00:00,64.93,29.28,14.19,27.07,44.07,18.875,0.0
2016-01-05 06:00:00,64.52,28.52,17.27,26.01,45.25,22.45,0.0
2016-01-05 07:00:00,64.62,21.55,14.73,26.8,48.91,22.35,0.0
2016-01-05 08:00:00,65.41,13.1,12.51,26.3,39.78,21.575,0.0
2016-01-05 09:00:00,65.81,12.95,10.94,26.05,35.95,21.45,1.2
2016-01-05 10:00:00,67.8,13.68,12.44,30.54,36.8,28.875,0.0
2016-01-05 11:00:00,73.65,13.86,11.29,37.86,38.08,29.6,2.05
2016-01-05 12:00:00,67.24,18.04,10.44,39.99,38.41,31.55,0.0
2016-01-05 13:00:00,68.63,14.74,10.2,37.52,37.73,31.175,0.0
2016-01-05 14:00:00,70.13,17.73,10.27,36.55,37.65,23.225,1.075
2016-01-05 15:00:00,73.63,21.62,11.86,36.93,38.23,24.5,0.0
2016-01-05 16:00:00,67.08,15.55,14.16,32.94,38.17,28.875,0.0
2016-01-05 17:00:00,67.55,16.97,15.74,32.94,43.04,33.425,0.0
2016-01-05 18:00:00,66.88,14.56,14.24,33.33,54.17,29.65,0.0
2016-01-05 19:00:00,68.14,14.29,15.59,44.59,54.97,18.5,0.0
2016-01-05 20:00:00,68.32,14.82,14.75,43.93,54.52,19.05,0.0
2016-01-05 21:00:00,68.89,13.96,16.82,37.61,53.19,20.1,0.0
2016-01-05 22:00:00,72.46,14.72,13.76,32.26,52.35,16.45,0.0
2016-01-05 23:00:00,68.71,14.04,15.59,31.92,47.08,15.775,6.075
2016-01-06 00:00:00,71.57,14.06,16.06,22.93,46.19,14.775,7.625
2016-01-06 01:00:00,66.07,15.58,16.53,23.11,43.61,12.975,1.75
2016-01-06 02:00:00,65.52,26.56,14.42,23.95,43.55,13.4,0.0
2016-01-06 03:00:00,64.5,27.15,15.32,24.47,43.48,12.75,0.0
2016-01-06 04:00:00,64.82,37.08,16.39,24.1,44.14,12.575,0.0
2016-01-06 05:00:00,65.29,40.85,15.73,25.06,43.73,20.625,0.0
2016-01-06 06:00:00,65.26,41.88,15.55,23.18,44.03,22.125,0.0
2016-01-06 07:00:00,65.66,33.02,14.98,24.28,51.52,22.275,1.1
2016-01-06 08:00:00,65.74,26.76,13.16,25.28,40.92,20.8,1.175
2016-01-06 09:00:00,69.47,23.26,11.68,23.81,34.97,25.6,11.05
2016-01-06 10:00:00,70.38,25.59,12.26,27.68,35.34,28.225,11.025
2016-01-06 11:00:00,67.57,15.06,10.23,25.96,36.95,18.525,10.8
2016-01-06 12:00:00,68.06,21.03,12.29,25.79,39.75,24.225,5.0
2016-01-06 13:00:00,68.74,29.24,9.76,25.1,39.69,26.575,1.075
2016-01-06 14:00:00,70.5,28.78,11.18,23.67,39.88,26.275,0.0
2016-01-06 15:00:00,77.87,25.05,9.33,30.6,39.61,31.15,0.0
2016-01-06 16:00:00,91.48,22.51,13.06,32.61,39.59,20.05,0.0
2016-01-06 17:00:00,80.3,14.0,12.01,29.89,44.02,26.4,1.075
2016-01-06 18:00:00,72.66,6.64,12.67,32.02,54.84,22.975,0.0
2016-01-06 19:00:00,72.36,22.64,15.17,42.46,55.91,18.9,0.0
2016-01-06 20:00:00,73.04,28.65,13.86,43.3,55.85,14.85,0.0
2016-01-06 21:00:00,74.94,28.64,14.38,33.03,53.61,14.4,0.0
2016-01-06 22:00:00,77.39,28.84,13.7,29.81,51.4,9.125,0.0
2016-01-06 23:00:00,76.85,28.73,15.75,26.02,46.51,5.925,0.0
2016-01-07 00:00:00,72.45,28.52,14.38,18.78,45.96,8.825,6.7
2016-01-07 01:00:00,72.0,28.43,14.86,18.97,43.46,6.3,0.0
2016-01-07 02:00:00,70.93,28.4,14.27,19.02,43.26,8.875,0.0
2016-01-07 03:00:00,68.53,28.31,16.15,19.32,44.16,16.775,0.0
2016-01-07 04:00:00,69.16,40.35,14.92,18.71,43.77,12.675,0.0
2016-01-07 05:00:00,68.77,43.49,16.11,18.97,43.56,17.25,0.0
2016-01-07 06:00:00,68.36,42.79,14.78,17.6,44.98,21.7,0.0
2016-01-07 07:00:00,68.57,33.07,16.05,18.04,47.03,20.125,0.0
2016-01-07 08:00:00,68.18,27.15,11.62,18.19,42.1,21.825,0.0
2016-01-07 09:00:00,70.23,27.18,13.17,14.71,36.47,24.95,0.0
2016-01-07 10:00:00,71.56,16.23,12.22,15.77,38.16,25.25,0.0
2016-01-07 11:00:00,72.91,19.01,12.99,28.19,37.69,22.4,0.0
2016-01-07 12:00:00,71.56,21.98,10.62,40.92,37.08,28.225,1.05
2016-01-07 13:00:00,76.58,25.77,13.42,36.75,37.22,28.275,1.05
2016-01-07 14:00:00,74.16,26.13,11.8,36.25,37.0,25.25,0.0
2016-01-07 15:00:00,77.94,23.58,10.6,35.18,37.21,24.2,0.0
2016-01-07 16:00:00,75.66,24.8,13.77,36.49,39.27,30.35,0.0
2016-01-07 17:00:00,74.89,14.56,14.13,36.24,44.62,29.2,0.0
2016-01-07 18:00:00,75.62,11.66,16.22,37.66,54.38,23.075,0.0
2016-01-07 19:00:00,77.04,13.47,14.84,61.67,56.14,18.225,0.0
2016-01-07 20:00:00,76.04,28.55,14.99,68.7,55.62,17.2,0.0
2016-01-07 21:00:00,81.13,27.66,15.76,57.18,52.87,17.325,0.0
2016-01-07 22:00:00,74.58,27.43,16.91,59.84,49.74,7.675,0.0
2016-01-07 23:00:00,72.63,27.18,15.61,62.55,44.67,7.3,5.2
2016-01-08 00:00:00,72.31,27.44,17.48,27.32,43.43,7.075,0.0
2016-01-08 01:00:00,71.23,27.49,15.51,26.77,41.73,12.575,0.0
2016-01-08 02:00:00,73.07,27.63,16.62,27.72,42.08,12.4,0.0
2016-01-08 03:00:00,69.52,27.41,15.91,29.16,41.73,13.125,0.0
2016-01-08 04:00:00,69.38,39.51,16.79,27.36,42.18,13.9,0.0
2016-01-08 05:00:00,69.32,41.52,15.57,27.08,41.6,18.075,0.0
2016-01-08 06:00:00,68.87,41.44,17.66,30.92,41.53,21.025,0.0
2016-01-08 07:00:00,69.75,31.17,15.96,27.94,48.96,22.0,1.025
2016-01-08 08:00:00,70.17,25.81,13.49,24.8,44.1,23.65,0.0
2016-01-08 09:00:00,71.18,25.88,13.22,24.49,39.24,20.025,0.0
2016-01-08 10:00:00,68.62,32.91,13.92,27.08,39.91,25.35,0.0
2016-01-08 11:00:00,70.7,17.91,12.83,28.48,40.47,26.175,0.0
2016-01-08 12:00:00,70.63,19.53,12.96,31.96,40.32,24.85,8.1
2016-01-08 13:00:00,71.37,20.67,11.91,39.78,40.59,22.7,10.2
2016-01-08 14:00:00,71.43,29.94,13.68,45.45,39.93,21.975,10.475
2016-01-08 15:00:00,71.8,21.14,10.03,38.34,39.75,22.075,10.35
2016-01-08 16:00:00,74.41,24.94,14.45,37.48,40.36,21.825,7.4
2016-01-08 17:00:00,79.8,27.9,13.68,54.42,44.93,21.875,0.0
2016-01-08 18:00:00,83.0,29.97,16.09,62.13,55.44,18.025,1.05
2016-01-08 19:00:00,77.37,30.11,14.66,70.2,56.19,14.25,0.0
2016-01-08 20:00:00,78.7,28.69,13.33,69.07,55.97,14.025,0.0
2016-01-08 21:00:00,78.18,29.75,16.28,59.8,52.16,14.325,0.0
2016-01-08 22:00:00,80.26,28.14,15.85,58.16,45.08,6.675,0.0
2016-01-08 23:00:00,74.83,24.81,17.81,56.18,44.94,6.925,0.0
2016-01-09 00:00:00,74.34,27.54,15.15,25.8,44.8,5.35,0.0
2016-01-09 01:00:00,71.12,28.77,16.58,27.96,43.37,5.95,0.0
2016-01-09 02:00:00,70.03,29.18,15.72,25.68,43.3,5.6,0.0
2016-01-09 03:00:00,70.32,28.41,17.37,25.79,43.2,6.225,0.0
2016-01-09 04:00:00,69.56,26.68,16.16,28.1,43.25,5.425,0.0
2016-01-09 05:00:00,68.13,27.21,17.49,25.48,43.17,12.775,1.05
2016-01-09 06:00:00,67.66,27.15,17.33,25.86,43.15,14.325,0.0
2016-01-09 07:00:00,67.49,26.79,17.65,25.27,42.99,13.15,1.075
2016-01-09 08:00:00,68.24,24.47,14.33,24.83,36.51,12.8,8.15
2016-01-09 09:00:00,69.2,17.71,13.15,21.68,30.07,12.4,10.3
2016-01-09 10:00:00,72.99,17.21,15.01,23.04,34.36,13.85,10.525
2016-01-09 11:00:00,72.97,15.99,13.51,20.78,38.14,13.525,10.325
2016-01-09 12:00:00,76.73,18.94,12.56,25.49,39.1,13.525,1.125
2016-01-09 13:00:00,80.18,18.44,12.17,33.91,39.2,13.75,1.025
2016-01-09 14:00:00,79.87,28.24,11.66,34.17,38.73,14.575,0.0
2016-01-09 15:00:00,82.1,17.01,7.67,36.25,37.69,13.65,1.025
2016-01-09 16:00:00,81.8,16.06,12.81,29.41,33.06,19.2,1.025
2016-01-09 17:00:00,83.23,30.2,12.94,33.08,31.72,16.925,0.0
2016-01-09 18:00:00,87.44,29.75,13.92,45.06,41.62,19.55,1.075
2016-01-09 19:00:00,90.0,30.03,14.39,61.37,43.15,19.075,0.0
2016-01-09 20:00:00,93.57,27.7,14.57,57.02,43.16,12.8,0.0
2016-01-09 21:00:00,82.4,28.62,15.28,55.13,43.16,14.7,0.0
2016-01-09 22:00:00,83.87,28.53,16.91,56.82,42.95,5.925,0.0
2016-01-09 23:00:00,81.52,28.2,16.14,59.28,43.14,6.2,0.0
2016-01-10 00:00:00,78.28,26.46,16.19,24.84,43.07,5.95,0.0
2016-01-10 01:00:00,77.15,27.5,17.79,24.3,41.48,5.575,0.0
2016-01-10 02:00:00,74.42,27.71,16.12,26.47,41.4,6.775,0.0
2016-01-10 03:00:00,78.37,27.66,16.51,26.41,41.29,6.875,0.0
2016-01-10 04:00:00,77.93,27.96,16.93,23.33,41.26,7.1,0.0
2016-01-10 05:00:00,72.86,27.68,17.83,23.56,41.14,13.3,0.0
2016-01-10 06:00:00,71.42,28.8,16.88,27.48,41.05,13.825,1.1
2016-01-10 07:00:00,71.54,28.21,17.39,25.58,40.91,13.7,0.0
2016-01-10 08:00:00,70.85,27.47,14.21,21.32,34.34,13.175,1.075
2016-01-10 09:00:00,72.24,26.67,14.0,20.53,27.87,13.025,0.0
2016-01-10 10:00:00,72.72,28.03,13.92,21.9,26.81,17.7,0.0
2016-01-10 11:00:00,73.65,28.74,15.74,20.8,26.79,19.35,0.0
2016-01-10 12:00:00,74.8,17.14,12.89,19.18,26.75,17.4,0.0
2016-01-10 13:00:00,86.47,26.38,12.96,20.23,26.88,24.7,0.0
2016-01-10 14:00:00,85.04,26.21,13.77,19.01,26.77,27.9,1.025
2016-01-10 15:00:00,80.63,25.63,10.96,18.69,26.75,27.475,0.0
2016-01-10 16:00:00,90.53,24.13,14.51,18.55,26.89,21.6,0.0
2016-01-10 17:00:00,96.15,12.11,16.75,34.23,31.04,13.95,0.0
2016-01-10 18:00:00,100.47,7.28,16.3,43.39,40.87,14.775,0.0
2016-01-10 19:00:00,103.73,19.63,14.48,57.64,42.99,18.025,0.0
2016-01-10 20:00:00,104.62,28.9,16.02,55.49,43.21,15.8,0.0
2016-01-10 21:00:00,99.67,27.86,18.13,60.87,43.21,13.075,0.0
2016-01-10 22:00:00,101.77,27.57,16.28,60.23,43.22,6.075,0.0
2016-01-10 23:00:00,99.88,26.96,15.2,56.44,43.24,6.025,2.8
2016-01-11 00:00:00,94.78,26.91,16.67,29.69,43.16,5.525,6.8
2016-01-11 01:00:00,85.36,26.8,18.9,28.08,41.53,6.025,0.0
2016-01-11 02:00:00,78.73,26.05,17.2,28.74,41.85,5.275,0.0
2016-01-11 03:00:00,77.78,25.5,17.03,28.21,42.25,5.575,0.0
2016-01-11 04:00:00,72.65,37.77,19.0,30.4,42.16,7.75,0.0
2016-01-11 05:00:00,73.2,39.97,18.34,29.56,42.38,17.875,0.0
2016-01-11 06:00:00,72.45,39.06,18.79,29.59,42.49,20.65,0.0
2016-01-11 07:00:00,73.98,29.86,18.67,29.91,46.82,19.875,0.0
2016-01-11 08:00:00,81.44,22.25,12.99,30.63,41.57,19.85,2.55
2016-01-11 09:00:00,81.98,14.47,13.73,28.76,37.15,25.075,11.05
2016-01-11 10:00:00,82.63,14.78,14.41,29.08,38.41,32.775,10.6
2016-01-11 11:00:00,89.68,16.08,14.44,29.31,39.98,31.95,10.575
2016-01-11 12:00:00,88.76,20.97,12.43,30.35,40.83,33.3,10.5
2016-01-11 13:00:00,86.24,25.48,12.26,29.08,41.21,31.75,10.425
2016-01-11 14:00:00,82.9,35.86,13.62,29.48,40.28,26.875,9.8
2016-01-11 15:00:00,93.84,28.11,9.42,31.11,40.34,24.425,2.475
2016-01-11 16:00:00,93.66,23.81,11.4,29.31,40.41,20.05,0.0
2016-01-11 17:00:00,90.13,16.96,13.42,47.55,44.38,23.3,0.0
2016-01-11 18:00:00,97.29,7.88,14.22,68.57,53.86,24.9,0.0
2016-01-11 19:00:00,93.54,19.23,14.33,77.89,56.06,24.475,0.0
2016-01-11 20:00:00,87.03,26.8,14.31,77.7,55.79,21.275,0.0
2016-01-11 21:00:00,88.15,26.88,17.08,62.61,53.01,18.15,0.0
2016-01-11 22:00:00,96.82,26.8,15.85,59.94,50.86,12.875,0.0
2016-01-11 23:00:00,94.73,26.49,16.22,61.06,45.7,12.925,4.575
2016-01-12 00:00:00,91.44,26.05,17.99,29.21,43.52,13.675,7.025
2016-01-12 01:00:00,78.61,25.64,16.39,29.14,41.6,11.875,2.175
2016-01-12 02:00:00,79.03,26.08,16.81,30.4,41.7,12.1,0.0
2016-01-12 03:00:00,75.09,25.56,18.01,29.01,41.72,12.25,0.0
2016-01-12 04:00:00,74.07,37.77,18.82,29.09,41.78,12.375,0.0
2016-01-12 05:00:00,72.87,40.39,17.58,29.48,41.47,19.3,0.0
2016-01-12 06:00:00,72.57,39.85,18.07,30.58,41.44,20.2,0.0
2016-01-12 07:00:00,73.18,28.63,18.9,29.58,45.97,19.525,3.1
2016-01-12 08:00:00,75.81,22.32,14.18,27.32,40.73,19.75,10.825
2016-01-12 09:00:00,77.9,13.01,13.84,25.75,34.84,22.2,10.95
2016-01-12 10:00:00,87.06,13.31,14.27,28.47,36.83,21.2,10.825
2016-01-12 11:00:00,86.26,17.25,17.77,28.33,38.59,25.25,10.65
2016-01-12 12:00:00,83.35,18.59,14.08,31.7,39.17,27.125,10.325
2016-01-12 13:00:00,87.33,29.58,13.07,34.44,39.47,23.575,10.925
2016-01-12 14:00:00,87.9,30.5,10.97,39.56,39.03,25.425,5.425
2016-01-12 15:00:00,84.81,14.35,10.33,40.7,38.94,25.975,0.0
2016-01-12 16:00:00,88.06,17.83,11.03,40.74,38.95,25.625,1.075
2016-01-12 17:00:00,87.11,20.59,10.66,56.5,42.23,25.425,0.0
2016-01-12 18:00:00,93.08,21.64,12.91,65.76,53.19,23.725,1.175
2016-01-12 19:00:00,97.03,18.62,12.56,66.81,55.12,23.175,0.0
2016-01-12 20:00:00,97.59,9.1,13.21,75.74,54.79,32.1,0.0
2016-01-12 21:00:00,101.58,11.57,17.28,60.69,51.18,28.35,0.0
2016-01-12 22:00:00,102.85,13.39,15.43,59.12,47.4,23.175,0.0
2016-01-12 23:00:00,90.94,13.63,16.07,59.63,47.31,21.625,3.675
2016-01-13 00:00:00,80.97,29.51,15.17,30.68,44.96,21.95,7.1
2016-01-13 01:00:00,76.53,42.1,17.29,27.76,42.75,20.25,0.0
2016-01-13 02:00:00,74.19,41.29,15.52,28.73,42.42,21.125,0.0
2016-01-13 03:00:00,71.24,41.51,17.41,32.53,42.4,21.05,0.0
2016-01-13 04:00:00,71.85,47.93,17.14,37.57,42.28,22.1,0.0
2016-01-13 05:00:00,72.06,54.47,16.54,36.87,42.24,26.375,0.0
2016-01-13 06:00:00,71.49,50.52,18.78,37.66,41.72,26.85,0.0
2016-01-13 07:00:00,72.77,40.87,16.41,45.63,44.78,26.5,0.0
2016-01-13 08:00:00,75.18,24.93,17.53,48.96,36.92,29.5,2.975
2016-01-13 09:00:00,77.14,14.76,16.31,44.66,32.05,31.7,10.65
2016-01-13 10:00:00,79.92,15.1,15.58,48.35,35.38,38.8,11.225
2016-01-13 11:00:00,89.18,16.76,13.32,49.34,36.6,31.825,10.9
2016-01-13 12:00:00,84.74,21.59,15.69,44.63,36.29,28.1,10.675
2016-01-13 13:00:00,87.44,21.8,13.35,44.54,36.6,28.15,10.85
2016-01-13 14:00:00,86.83,28.08,8.88,43.62,36.54,27.775,10.1
2016-01-13 15:00:00,84.37,29.34,8.76,44.79,35.88,32.45,0.0
2016-01-13 16:00:00,90.05,33.7,12.95,42.82,35.57,33.525,1.075
2016-01-13 17:00:00,87.62,22.33,11.33,57.29,41.3,32.4,1.05
2016-01-13 18:00:00,99.72,24.84,12.55,67.62,54.89,29.25,0.0
2016-01-13 19:00:00,97.94,17.37,12.48,70.25,56.35,27.55,0.0
2016-01-13 20:00:00,102.7,11.84,14.25,78.68,55.91,26.9,0.0
2016-01-13 21:00:00,97.09,14.73,14.18,71.91,53.31,27.525,0.0
2016-01-13 22:00:00,110.72,19.84,16.02,68.88,50.82,23.025,0.0
2016-01-13 23:00:00,94.25,44.57,14.49,65.68,45.87,21.425,0.0
2016-01-14 00:00:00,88.99,43.41,14.96,36.54,43.78,21.675,0.0
2016-01-14 01:00:00,77.63,40.47,16.89,35.43,42.05,21.85,1.825
2016-01-14 02:00:00,81.66,40.49,16.19,34.92,41.9,21.525,7.975
2016-01-14 03:00:00,75.09,42.3,17.33,31.93,41.71,22.0,3.675
2016-01-14 04:00:00,71.36,52.85,15.63,30.44,41.63,22.175,0.0
2016-01-14 05:00:00,71.0,52.09,17.57,30.52,41.51,26.45,1.1
2016-01-14 06:00:00,72.16,53.28,17.02,32.97,41.41,26.45,1.15
2016-01-14 07:00:00,73.62,42.32,16.7,29.46,46.06,25.95,1.05
2016-01-14 08:00:00,78.11,24.37,12.83,28.28,40.38,19.35,0.0
2016-01-14 09:00:00,79.77,13.78,17.2,28.31,36.37,24.65,0.0
2016-01-14 10:00:00,86.74,13.1,15.57,35.85,38.37,35.0,8.475
2016-01-14 11:00:00,83.13,14.78,16.7,44.84,38.65,31.15,10.85
2016-01-14 12:00:00,80.76,21.91,17.3,44.45,39.39,26.75,10.75
2016-01-14 13:00:00,87.63,23.12,13.53,44.58,39.45,26.525,10.45
2016-01-14 14:00:00,87.27,29.69,9.5,46.63,40.38,25.775,12.2
2016-01-14 15:00:00,88.82,25.97,10.07,41.55,39.39,26.825,2.65
2016-01-14 16:00:00,91.94,28.53,10.11,41.82,39.71,27.8,1.025
2016-01-14 17:00:00,90.24,24.67,12.72,53.3,43.91,24.95,0.0
2016-01-14 18:00:00,94.49,20.54,12.46,62.44,53.17,23.35,1.125
2016-01-14 19:00:00,100.54,12.85,13.26,64.08,55.96,24.1,1.075
2016-01-14 20:00:00,102.24,14.03,12.7,73.91,55.1,23.425,0.0
2016-01-14 21:00:00,93.37,14.66,13.32,66.53,53.04,23.1,0.0
2016-01-14 22:00:00,97.29,20.63,15.0,59.72,50.33,15.9,0.0
2016-01-14 23:00:00,91.71,44.02,14.16,60.05,46.12,15.925,5.85
