timestamp,Panther_parking_Lorriane,Panther_parking_Asia,Panther_parking_Alaina,Panther_parking_Mellissa,Panther_parking_Charlene,Panther_parking_Stanley,Panther_parking_Adela,Panther_parking_Jody,Fox_parking_Tommie,Bear_parking_Bruce
2016-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.6,47.684
2016-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.09,47.988
2016-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.08,46.18600000000001
2016-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.62,46.984
2016-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.21,47.386
2016-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.15,47.486
2016-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.98,46.284
2016-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.12,45.786
2016-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.51,42.784
2016-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.76,41.986
2016-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.22,42.684
2016-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.64,41.38399999999999
2016-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.97,40.886
2016-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.54,41.684
2016-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.09,41.38399999999999
2016-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.28,40.486
2016-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.57,41.588
2016-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,46.692
2016-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.02,46.992
2016-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98,46.792
2016-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.75,45.592
2016-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.84,46.992
2016-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.03,46.992
2016-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.51,46.18600000000001
2016-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.75,45.592
2016-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.74,47.284
2016-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.31,47.286
2016-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.47,46.588
2016-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.55,45.38399999999999
2016-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.5,48.088
2016-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.85,46.88399999999999
2016-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.89,44.68600000000001
2016-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.65,39.584
2016-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08,41.18600000000001
2016-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.62,42.092
2016-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25,40.09
2016-01-03 12:00:00,0.0,0.0,5.101,0.0,0.0,0.0,0.0,0.0,99.08,39.99
2016-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.34,41.092
2016-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.01,42.988
2016-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.37,40.488
2016-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.15,43.392
2016-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.61,46.892
2016-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.21,47.792
2016-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.99,45.292
2016-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.95,46.192
2016-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.96,46.692
2016-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.87,46.392
2016-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.64,45.59
2016-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.25,46.784
2016-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.17,46.784
2016-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.66,45.986
2016-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.97,45.386
2016-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.35,46.79
2016-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.4,46.592
2016-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.99,45.692
2016-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.44,46.99
2016-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.08,44.492
2016-01-04 09:00:00,0.0,0.0,5.101,0.0,0.0,0.0,0.0,0.0,102.58,45.992
2016-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.26,41.89
2016-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.45,42.09
2016-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.84,42.19
2016-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.46,41.892
2016-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.17,39.89
2016-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.23,43.5727
2016-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.29,45.492
2016-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.26,47.692
2016-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.83,46.594
2016-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.47,47.394
2016-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.04,46.792
2016-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98,45.492
2016-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.69,45.392
2016-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.56,46.892
2016-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.46,46.692
2016-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.84,46.792
2016-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.65,45.786
2016-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.11,46.288
2016-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.31,46.99
2016-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.87,46.892
2016-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.89,45.392
2016-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.42,47.094
2016-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.82,46.392
2016-01-05 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.5,46.792
2016-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.38,43.392
2016-01-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.96,42.292
2016-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.66,41.892
2016-01-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.45,42.592
2016-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.32,40.492
2016-01-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.34,42.79
2016-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.6,42.38800000000001
2016-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.05,48.792
2016-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.1,46.194
2016-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.81,46.992
2016-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.23,47.4495
2016-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.46,44.892
2016-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.67,46.292
2016-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.21,46.792
2016-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.61,46.792
2016-01-06 01:00:00,0.0,0.0,12.3024,0.0,0.0,0.0,0.0,0.0,103.34,46.492
2016-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.41,45.792
2016-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.35,46.692
2016-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.98,46.992
2016-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.16,47.292
2016-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.01,46.092
2016-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.12,46.5895
2016-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.29,45.592
2016-01-06 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.72,48.392
2016-01-06 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.66,44.892
2016-01-06 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.3,41.592
2016-01-06 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.39,42.592
2016-01-06 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.37,42.892
2016-01-06 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.92,42.39
2016-01-06 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.86,41.29
2016-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.98,46.092
2016-01-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.48,49.694
2016-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.77,47.792
2016-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.56,46.192
2016-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.94,46.892
2016-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.82,46.792
2016-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.73,46.492
2016-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.8,45.592
2016-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.37,47.08600000000001
2016-01-07 01:00:00,0.0,0.0,0.0,4.5609,0.0,0.0,0.0,0.0,104.09,46.984
2016-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.78,47.19
2016-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.99,45.58600000000001
2016-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.84,46.88800000000001
2016-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.62,46.692
2016-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.53,45.792
2016-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.41,45.192
2016-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.07,44.792
2016-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.3,46.69
2016-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.66,42.49
2016-01-07 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.14,42.092
2016-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.68,43.488
2016-01-07 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.94,45.492
2016-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.17,39.99
2016-01-07 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.95,43.89
2016-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.33,44.092
2016-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.57,47.892
2016-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.98,47.492
2016-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,47.292
2016-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.39,46.792
2016-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.78,44.792
2016-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.26,46.092
2016-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.69,47.092
2016-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.46,46.492
2016-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.67,45.092
2016-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.12,46.786
2016-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.77,46.99
2016-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.06,45.99
2016-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.54,44.892
2016-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.92,46.492
2016-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,46.392
2016-01-08 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.64,43.192
2016-01-08 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.62,45.39
2016-01-08 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9,44.292
2016-01-08 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.1,40.792
2016-01-08 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.6,40.292
2016-01-08 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.47,40.084
2016-01-08 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.11,43.1031
2016-01-08 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.55,41.18600000000001
2016-01-08 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.83,43.19
2016-01-08 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.99,48.792
2016-01-08 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.66,47.092
2016-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.13,45.1813
2016-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.98,48.492
2016-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.83,47.892
2016-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.08,46.992
2016-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.82,46.79
2016-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.35,48.092
2016-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.68,47.68600000000001
2016-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.45,45.188
2016-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.75,46.188
2016-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.16,47.188
2016-01-09 05:00:00,0.0,0.0,0.0,4.0008,0.0,0.0,0.0,0.0,101.56,46.886
2016-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.6,46.09
2016-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.58,45.188
2016-01-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.28,41.58600000000001
2016-01-09 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56,41.192
2016-01-09 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89,40.288
2016-01-09 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.4,39.99
2016-01-09 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.97,41.08600000000001
2016-01-09 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.39,41.29
2016-01-09 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.49
2016-01-09 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89,39.792
2016-01-09 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92,41.692
2016-01-09 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.23,46.892
2016-01-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.32,45.692
2016-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.44,46.492
2016-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.22,46.392
2016-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.81,46.3038
2016-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.91,44.792
2016-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,46.792
2016-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.75,46.984
2016-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.71,46.38800000000001
2016-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.65,45.886
2016-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.52,47.184
2016-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.02,47.184
2016-01-10 05:00:00,0.0,0.0,12.1023,0.0,0.0,0.0,0.0,0.0,102.37,46.684
2016-01-10 06:00:00,0.0,0.0,12.2024,0.0,0.0,0.0,0.0,0.0,102.8,45.784
2016-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.45,45.486
2016-01-10 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.75,41.484
2016-01-10 09:00:00,0.0,0.0,4.9009,0.0,0.0,0.0,0.0,0.0,98.8,40.984
2016-01-10 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81,39.884
2016-01-10 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.02,41.584
2016-01-10 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.54,41.38399999999999
2016-01-10 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.55,41.38800000000001
2016-01-10 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.99,40.184
2016-01-10 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17,41.592
2016-01-10 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47,42.69
2016-01-10 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.03,45.392
2016-01-10 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.6,45.894
2016-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.01,46.392
2016-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.7,46.892
2016-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.81,44.992
2016-01-10 22:00:00,0.0,0.0,12.0023,0.0,0.0,0.0,0.0,0.0,101.94,45.892
2016-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.01,46.788
2016-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.39,46.484
2016-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.39,44.786
2016-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.04,46.88399999999999
2016-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.11,47.08600000000001
2016-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.25,45.784
2016-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.23,45.392
2016-01-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.81,46.292
2016-01-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.14,47.592
2016-01-11 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.83,43.692
2016-01-11 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.93,47.692
2016-01-11 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.23,46.292
2016-01-11 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.64,43.892
2016-01-11 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.09,41.488
2016-01-11 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.59,42.79
2016-01-11 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.84,42.992
2016-01-11 15:00:00,0.0,0.0,0.0,3.2806,0.0,0.0,0.0,0.0,109.35,42.488
2016-01-11 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.59,44.692
