timestamp,Panther_education_Teofila,Panther_education_Annetta,Panther_education_Ivan,Panther_education_Neal,Panther_education_Enriqueta,Panther_education_Shelton,Panther_education_Aurora,Panther_education_Emily,Panther_education_Zelda,Panther_education_Karri,Robin_education_Lashandra,Robin_education_Terrance,Robin_education_Margarito,Robin_education_Kristopher,Fox_education_Jaclyn,Rat_education_Penny,Rat_education_Calvin,Rat_education_Jacob,Rat_education_Rogelio,Rat_education_Kristie,Rat_education_Cinthia,Bear_education_Nanette,Bear_education_Pattie,Bear_education_Leonel,Cockatoo_education_Nelda,Cockatoo_education_Julio
2016-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.1837,254.6,439.2041,95.6,172.37,101.49,30.84,76.79,,81.44,33.68,,116.75,33.25,111.15,164.9
2016-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,251.0,435.5,94.6,173.43,98.61,31.63,75.89,,79.78,34.13,,114.75,33.75,114.95,172.45
2016-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4039,0.0,0.0,309.0,252.3,436.0,93.9,170.69,108.87,30.69,72.63,,80.75,34.26,,119.5,33.25,112.55,158.875
2016-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,247.2,435.5,93.5,171.6,103.98,31.53,73.21,,82.82,34.02,,113.5,34.5,112.7,163.95
2016-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,247.0,436.5,93.9,170.82,107.61,31.6,73.11,,82.2,35.78,,112.25,35.0,115.95,164.875
2016-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,249.9,434.5,93.8,171.03,118.47,32.13,73.86,,80.37,35.93,,113.25,61.5,110.9,161.625
2016-01-02 07:00:00,0.0,0.0,0.0,0.0,24.0046,0.0,0.0,0.0,0.0,0.0,315.0,250.6,437.0,93.9,168.09,113.97,31.25,73.55,,81.26,34.3,,120.25,86.25,111.975,152.6
2016-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,251.0,434.0,93.8,175.89,115.02,31.2,75.66,,82.46,33.1,,120.0,81.5,98.675,152.4
2016-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,254.8,435.5,94.1,175.08,105.99,27.46,77.03,,79.32,32.79,,116.5,85.75,96.825,153.3
2016-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,251.3,437.0,95.1,177.85,99.84,26.63,75.75,,76.14,32.7,,118.5,88.75,101.125,148.0
2016-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,257.8,440.0,97.4,178.31,101.31,25.74,73.2,,74.25,33.84,,121.75,80.5,97.1,146.85
2016-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,254.5,452.0,95.8,179.29,96.72,26.26,70.26,,75.27,34.4,,116.25,89.25,100.1,146.625
2016-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,248.4,449.0,95.1,183.09,94.53,25.35,67.04,,77.6,34.13,,120.25,81.25,100.075,150.225
2016-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,250.4,443.5,94.5,183.03,94.77,25.02,64.67,,80.63,35.15,,120.5,82.0,99.25,152.325
2016-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2076,0.0,0.0,396.0,250.3,447.0,94.8,181.38,111.78,25.32,62.98,,80.41,35.25,,120.25,83.75,98.6,150.725
2016-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,256.0,444.0,95.3,185.55,107.49,24.51,62.92,,76.9,35.15,,125.5,88.25,102.775,161.05
2016-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,259.7,447.5,95.4,174.1,107.79,42.03,60.24,,76.01,57.24,,119.75,87.25,112.925,161.55
2016-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,260.7,440.0,95.1,173.56,119.1,59.27,63.17,,76.49,74.81,,119.25,37.0,110.825,159.025
2016-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,255.7,441.0,93.2,174.75,116.88,61.82,63.89,,81.72,77.53,,118.5,37.5,119.25,164.95
2016-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,250.2,442.0,93.8,176.4,117.75,62.2,65.53,,81.69,76.26,,113.75,39.0,119.575,163.325
2016-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,247.9,442.0,93.2,173.84,113.46,62.99,66.34,,80.88,74.44,,112.0,34.75,117.775,168.775
2016-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,238.8,439.0,94.1,174.01,101.76,62.38,68.33,,78.99,63.84,,106.75,32.0,113.05,166.875
2016-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8063,0.0,0.0,324.0,240.8,437.0,93.2,171.74,100.95,33.11,68.84,,77.6,33.75,,107.25,38.25,113.525,169.35
2016-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,251.5,451.5,93.6,171.26,105.3,33.15,69.46,,79.07,34.28,,104.75,33.25,113.575,162.425
2016-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,243.2,435.0,93.3,169.87,108.21,33.6,70.73,,80.09,33.77,,108.25,33.5,115.7,159.825
2016-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,243.3,429.5,93.8,170.29,100.26,34.08,71.42,,80.14,34.04,,107.0,34.25,114.1,164.25
2016-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,251.3,434.5,93.3,170.19,96.09,34.34,72.34,,80.97,33.89,,104.25,32.5,115.1,161.075
2016-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,254.3,446.5,93.5,170.34,107.28,34.43,74.98,,80.0,34.16,,105.25,32.75,116.275,166.7
2016-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,260.2,439.0,93.1,169.23,106.08,34.47,76.36,,82.58,36.82,,104.0,37.25,116.375,161.625
2016-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,264.5,429.5,93.6,169.32,117.09,34.84,76.77,,82.84,36.52,,111.5,53.25,118.675,158.7
2016-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,263.2,433.0,92.5,166.56,113.25,34.78,76.67,,81.43,33.97,,99.5,84.5,112.45,151.825
2016-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,263.2,431.5,92.7,167.7,112.29,32.98,78.09,,78.55,33.24,,105.5,83.0,112.35,153.8
2016-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,266.2,436.5,92.9,167.34,101.94,30.12,76.43,,78.87,31.83,,106.5,79.75,106.65,155.8
2016-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,261.3,436.0,93.3,167.73,105.81,28.92,74.86,,80.06,33.21,,102.5,79.75,113.05,154.225
2016-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,258.1,444.5,94.1,166.75,95.25,28.31,71.3,,81.03,33.83,,108.0,86.75,112.525,151.2
2016-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,257.8,457.5,95.3,169.06,93.63,27.2,66.36,,82.67,34.05,,106.75,89.75,112.8,145.9
2016-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,260.3,457.0,95.5,168.25,93.99,25.92,61.58,,83.92,34.59,,107.75,82.25,119.025,153.35
2016-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.409,0.0,0.0,399.0,257.6,461.5,95.1,171.63,95.07,25.09,57.04,,86.61,34.13,,104.0,81.75,120.675,159.725
2016-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,259.3,463.5,95.8,170.88,95.4,25.11,53.3,,80.29,35.25,,104.0,81.75,117.175,157.475
2016-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,263.1,466.5,94.8,170.43,93.51,24.66,56.68,,75.85,35.03,,115.25,80.75,112.15,171.65
2016-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,258.7,467.5,92.2,169.41,94.65,41.91,54.69,,75.57,57.34,,105.0,83.5,120.425,173.35
2016-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,266.4,461.5,93.4,170.43,99.9,59.55,61.78,,78.24,75.34,,110.5,32.75,120.875,173.65
2016-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,269.3,465.0,93.4,168.62,102.09,62.37,66.7,,82.16,76.91,,107.25,31.5,114.95,167.625
2016-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,266.2,463.0,92.0,169.02,100.41,63.07,68.58,,83.99,77.76,,108.75,33.0,117.45,168.45
2016-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,255.0,458.5,91.8,168.63,102.66,63.22,70.73,,82.93,74.93,,105.0,34.75,114.25,169.45
2016-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,254.8,458.0,93.1,175.53,95.73,62.53,71.36,,79.94,63.82,,110.5,33.25,119.325,165.8
2016-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,252.7,456.5,92.3,173.2,94.71,32.81,72.45,,79.58,33.86,,106.5,30.75,117.075,166.15
2016-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,248.2,468.5,99.5,174.82,94.05,33.29,74.79,,80.38,33.86,,109.0,33.0,115.2,166.35
2016-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,244.1,448.0,93.5,173.06,94.32,33.72,74.69,,81.36,34.23,,108.5,34.5,119.2,163.475
2016-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,245.7,450.0,92.4,171.41,94.62,34.11,73.41,,79.93,33.76,,109.5,42.0,112.0,170.325
2016-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,251.8,451.5,93.0,169.98,94.98,34.41,73.85,,79.46,33.62,,117.0,31.5,113.9,169.65
2016-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,263.2,453.5,93.3,170.84,94.2,34.76,74.53,,79.52,33.99,,116.0,33.25,113.25,171.7
2016-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,263.4,449.5,92.7,169.75,96.66,34.6,76.8,,82.96,36.59,,116.0,75.5,118.525,175.825
2016-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,260.4,470.5,93.7,169.63,110.1,34.68,81.26,,86.63,47.75,,112.75,127.5,127.65,177.75
2016-01-04 07:00:00,0.0,0.0,0.0,0.0,37.1272,0.0,0.0,0.0,0.0,0.0,343.0,273.2,472.0,96.9,168.93,124.77,35.41,80.98,,102.28,92.34,,127.75,162.5,121.375,172.175
2016-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,295.7,479.5,106.7,171.22,157.29,45.83,81.27,,122.19,103.54,,124.25,190.5,121.175,170.275
2016-01-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,306.4,491.0,115.1,178.18,179.73,48.99,82.11,,137.05,106.15,,128.25,191.0,135.625,182.2
2016-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,304.6,527.5,136.1,181.5,178.2,52.81,82.7,,142.77,106.04,,134.0,196.75,146.2,180.3
2016-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,310.5,558.0,149.3,184.9,183.39,51.87,80.85,,152.19,106.55,,137.25,193.75,153.725,175.1
2016-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,326.4,554.5,137.0,184.21,178.92,50.7,79.08,,153.46,101.94,,144.0,186.25,144.8,179.075
2016-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,317.1,544.5,133.2,185.34,162.15,50.83,79.02,,141.21,96.03,,142.5,214.0,149.45,183.45
2016-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,331.5,558.5,144.5,187.99,161.94,50.52,76.84,,130.21,97.22,,138.75,202.25,148.975,180.75
2016-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,319.7,550.0,138.5,200.82,160.89,48.73,76.63,,130.1,92.92,,140.0,189.2,150.125,180.225
2016-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,313.7,548.0,135.5,185.66,149.31,49.28,73.37,,128.62,92.88,,136.0,169.5,145.75,206.625
2016-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,304.1,541.5,135.8,185.31,138.72,69.22,72.34,,120.55,98.18,,143.75,146.5,154.3,193.7
2016-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,292.7,528.0,120.4,183.27,132.69,84.13,73.72,,105.99,99.72,,139.25,142.0,152.325,186.725
2016-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,276.0,510.5,113.8,181.02,117.36,81.24,74.92,,90.76,86.65,,140.0,137.25,139.8,178.7
2016-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,267.2,499.5,110.0,175.63,106.26,77.43,76.95,,90.65,82.38,,140.5,42.0,139.725,168.8
2016-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,255.2,485.5,107.5,176.84,106.41,74.44,82.92,,92.44,78.8,,131.0,37.0,122.0,166.8
2016-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,245.1,481.5,105.5,174.18,96.36,69.98,79.26,,93.03,68.92,,127.0,40.5,118.3,167.475
2016-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,242.6,472.0,104.4,175.74,97.02,38.12,75.83,,92.94,40.63,,127.0,36.25,118.375,165.4
2016-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,243.9,458.5,105.9,174.54,95.76,38.04,75.96,,93.46,41.17,,130.5,38.5,116.2,168.975
2016-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,247.5,478.0,104.5,174.6,95.46,37.6,79.87,,95.8,40.8,,132.0,34.0,113.475,165.175
2016-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,248.0,477.0,104.3,174.4,95.61,37.52,76.84,,99.81,40.42,,130.25,33.25,122.2,163.5
2016-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,249.0,481.0,104.1,174.04,95.94,37.48,78.07,,100.75,41.52,,134.0,34.0,113.825,165.875
2016-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,249.2,477.5,105.7,174.21,95.79,37.31,78.05,,101.47,40.41,,139.0,34.0,118.975,166.9
2016-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,242.8,480.0,103.4,173.42,96.69,37.22,80.53,,99.07,41.19,,138.75,52.25,117.525,172.625
2016-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,242.7,484.5,103.3,173.49,108.39,38.56,83.58,,104.22,40.82,,140.0,98.5,116.225,174.675
2016-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,258.0,484.5,107.1,171.64,130.59,49.69,82.72,,120.93,74.94,,145.25,150.75,127.675,172.8
2016-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,280.3,492.0,113.3,173.89,156.15,62.06,85.57,,138.31,109.92,,142.75,180.75,125.375,169.975
2016-01-05 09:00:00,0.0,0.0,0.0,0.0,40.6478,0.0,0.0,0.0,0.0,0.0,383.0,308.0,513.0,119.8,176.35,175.56,60.21,86.32,,157.43,113.74,,147.25,192.25,136.05,176.3
2016-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,310.2,557.0,137.2,184.13,179.79,61.11,86.48,,167.38,108.2,,147.25,190.0,144.525,177.35
2016-01-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,315.3,546.5,140.1,181.17,174.39,53.5,91.62,,163.43,102.97,,158.25,184.5,150.175,170.725
2016-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,340.0,548.5,138.6,183.01,175.8,52.1,91.69,,158.63,101.45,,152.75,184.75,147.475,166.825
2016-01-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,323.7,558.5,137.9,185.15,166.2,51.08,91.43,,156.29,94.92,,152.0,189.5,146.5,174.575
2016-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,336.4,511.5,149.4,183.89,167.64,49.64,92.36,,149.49,93.95,,155.0,183.5,141.25,178.725
2016-01-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,323.2,526.5,138.3,182.83,164.28,46.34,92.36,,147.67,91.04,,147.75,177.75,142.25,176.325
2016-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,315.7,521.0,145.0,185.02,158.16,45.33,92.12,,146.39,89.47,,149.75,171.5,145.55,192.175
2016-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,304.9,512.5,133.2,183.92,143.73,62.33,89.79,,128.42,102.08,,153.5,157.75,141.125,190.275
2016-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,289.0,500.0,123.7,183.17,143.76,78.86,92.07,,117.12,110.78,,140.5,141.25,140.75,188.7
2016-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,272.2,478.0,116.4,181.09,125.85,75.8,89.31,,100.72,93.27,,138.5,136.0,140.2,182.45
2016-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,257.6,472.0,111.4,182.51,113.58,72.76,86.74,,99.19,88.49,,142.25,47.75,136.125,180.0
2016-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,249.3,459.0,109.2,179.76,113.07,69.51,87.73,,100.15,85.93,,127.5,37.5,118.7,175.375
2016-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,248.1,455.5,109.5,179.72,102.18,67.83,87.27,,101.11,75.07,,124.5,36.25,114.25,178.275
2016-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,244.7,444.5,108.0,180.1,100.53,37.49,87.4,,100.45,46.37,,123.5,36.0,115.25,175.375
