timestamp,Rat_warehouse_Eloisa
2016-01-05 23:00:00,200.74
2016-01-06 00:00:00,200.24
2016-01-06 01:00:00,198.22
2016-01-06 02:00:00,192.46
2016-01-06 03:00:00,188.64
2016-01-06 04:00:00,195.13
2016-01-06 05:00:00,200.34
2016-01-06 06:00:00,210.17
2016-01-06 07:00:00,215.97
2016-01-06 08:00:00,237.63
2016-01-06 09:00:00,256.52
2016-01-06 10:00:00,253.88
2016-01-06 11:00:00,245.03
2016-01-06 12:00:00,234.03
2016-01-06 13:00:00,228.46
2016-01-06 14:00:00,236.58
2016-01-06 15:00:00,234.96
2016-01-06 16:00:00,211.48
2016-01-06 17:00:00,176.69
2016-01-06 18:00:00,179.77
2016-01-06 19:00:00,187.67
2016-01-06 20:00:00,183.5
2016-01-06 21:00:00,179.18
2016-01-06 22:00:00,175.01
2016-01-06 23:00:00,173.61
2016-01-07 00:00:00,177.56
2016-01-07 01:00:00,182.5
2016-01-07 02:00:00,180.7
2016-01-07 03:00:00,178.35
2016-01-07 04:00:00,175.07
2016-01-07 05:00:00,176.64
2016-01-07 06:00:00,180.77
2016-01-07 07:00:00,186.02
2016-01-07 08:00:00,204.85
2016-01-07 09:00:00,232.59
2016-01-07 10:00:00,225.86
2016-01-07 11:00:00,227.09
2016-01-07 12:00:00,214.17
2016-01-07 13:00:00,212.4
2016-01-07 14:00:00,211.36
2016-01-07 15:00:00,189.82
2016-01-07 16:00:00,183.4
2016-01-07 17:00:00,159.02
2016-01-07 18:00:00,168.86
2016-01-07 19:00:00,167.15
2016-01-07 20:00:00,161.05
2016-01-07 21:00:00,160.12
2016-01-07 22:00:00,156.61
2016-01-07 23:00:00,157.85
2016-01-08 00:00:00,155.71
2016-01-08 01:00:00,158.45
2016-01-08 02:00:00,158.57
2016-01-08 03:00:00,158.91
2016-01-08 04:00:00,153.18
2016-01-08 05:00:00,157.88
2016-01-08 06:00:00,161.97
2016-01-08 07:00:00,177.99
2016-01-08 08:00:00,210.46
2016-01-08 09:00:00,224.75
2016-01-08 10:00:00,233.87
2016-01-08 11:00:00,227.56
2016-01-08 12:00:00,221.97
2016-01-08 13:00:00,210.85
2016-01-08 14:00:00,211.87
2016-01-08 15:00:00,210.81
2016-01-08 16:00:00,193.68
2016-01-08 17:00:00,168.98
2016-01-08 18:00:00,172.79
2016-01-08 19:00:00,165.94
2016-01-08 20:00:00,160.64
2016-01-08 21:00:00,155.29
2016-01-08 22:00:00,155.34
2016-01-08 23:00:00,152.55
2016-01-09 00:00:00,148.15
2016-01-09 01:00:00,145.57
2016-01-09 02:00:00,148.9
2016-01-09 03:00:00,148.27
2016-01-09 04:00:00,149.33
2016-01-09 05:00:00,149.12
2016-01-09 06:00:00,146.9
2016-01-09 07:00:00,147.33
2016-01-09 08:00:00,148.08
2016-01-09 09:00:00,142.41
2016-01-09 10:00:00,136.98
2016-01-09 11:00:00,131.04
2016-01-09 12:00:00,127.98
2016-01-09 13:00:00,126.98
2016-01-09 14:00:00,128.41
2016-01-09 15:00:00,126.79
2016-01-09 16:00:00,125.54
2016-01-09 17:00:00,128.94
2016-01-09 18:00:00,140.41
2016-01-09 19:00:00,138.59
2016-01-09 20:00:00,137.17
2016-01-09 21:00:00,136.86
2016-01-09 22:00:00,133.79
2016-01-09 23:00:00,135.4
2016-01-10 00:00:00,136.7
2016-01-10 01:00:00,136.66
2016-01-10 02:00:00,138.78
2016-01-10 03:00:00,134.59
2016-01-10 04:00:00,131.49
2016-01-10 05:00:00,126.66
2016-01-10 06:00:00,124.26
2016-01-10 07:00:00,124.34
2016-01-10 08:00:00,124.95
2016-01-10 09:00:00,117.49
2016-01-10 10:00:00,118.17
2016-01-10 11:00:00,117.74
2016-01-10 12:00:00,113.54
2016-01-10 13:00:00,122.87
2016-01-10 14:00:00,113.27
2016-01-10 15:00:00,121.43
2016-01-10 16:00:00,113.74
2016-01-10 17:00:00,123.25
2016-01-10 18:00:00,137.99
2016-01-10 19:00:00,147.68
2016-01-10 20:00:00,148.96
2016-01-10 21:00:00,148.94
2016-01-10 22:00:00,156.91
2016-01-10 23:00:00,153.6
2016-01-11 00:00:00,162.4
2016-01-11 01:00:00,168.11
2016-01-11 02:00:00,164.57
2016-01-11 03:00:00,164.7
2016-01-11 04:00:00,168.66
2016-01-11 05:00:00,184.36
2016-01-11 06:00:00,199.86
2016-01-11 07:00:00,197.43
2016-01-11 08:00:00,221.62
2016-01-11 09:00:00,247.88
2016-01-11 10:00:00,245.69
2016-01-11 11:00:00,240.06
2016-01-11 12:00:00,238.43
2016-01-11 13:00:00,230.23
2016-01-11 14:00:00,224.22
2016-01-11 15:00:00,217.04
2016-01-11 16:00:00,215.72
2016-01-11 17:00:00,182.55
2016-01-11 18:00:00,185.82
2016-01-11 19:00:00,186.49
2016-01-11 20:00:00,182.38
2016-01-11 21:00:00,180.08
2016-01-11 22:00:00,175.45
2016-01-11 23:00:00,177.08
2016-01-12 00:00:00,177.01
2016-01-12 01:00:00,171.72
2016-01-12 02:00:00,173.73
2016-01-12 03:00:00,174.51
2016-01-12 04:00:00,168.28
2016-01-12 05:00:00,177.85
2016-01-12 06:00:00,178.37
2016-01-12 07:00:00,176.72
2016-01-12 08:00:00,199.88
2016-01-12 09:00:00,219.94
2016-01-12 10:00:00,229.57
2016-01-12 11:00:00,216.84
2016-01-12 12:00:00,217.54
2016-01-12 13:00:00,212.02
2016-01-12 14:00:00,220.24
2016-01-12 15:00:00,203.74
2016-01-12 16:00:00,196.94
2016-01-12 17:00:00,186.72
2016-01-12 18:00:00,181.48
2016-01-12 19:00:00,179.31
2016-01-12 20:00:00,172.7
2016-01-12 21:00:00,178.53
2016-01-12 22:00:00,184.81
2016-01-12 23:00:00,192.52
2016-01-13 00:00:00,195.32
2016-01-13 01:00:00,189.46
2016-01-13 02:00:00,198.1
2016-01-13 03:00:00,194.79
2016-01-13 04:00:00,200.46
2016-01-13 05:00:00,199.42
2016-01-13 06:00:00,214.47
2016-01-13 07:00:00,220.5
2016-01-13 08:00:00,231.6
2016-01-13 09:00:00,248.22
2016-01-13 10:00:00,254.96
2016-01-13 11:00:00,251.03
2016-01-13 12:00:00,247.53
2016-01-13 13:00:00,237.96
2016-01-13 14:00:00,237.41
2016-01-13 15:00:00,232.9
2016-01-13 16:00:00,229.31
2016-01-13 17:00:00,191.35
2016-01-13 18:00:00,186.05
2016-01-13 19:00:00,181.83
2016-01-13 20:00:00,180.7
2016-01-13 21:00:00,180.35
2016-01-13 22:00:00,180.02
2016-01-13 23:00:00,179.09
2016-01-14 00:00:00,177.11
2016-01-14 01:00:00,176.31
2016-01-14 02:00:00,175.81
2016-01-14 03:00:00,172.6
2016-01-14 04:00:00,175.34
2016-01-14 05:00:00,171.7
2016-01-14 06:00:00,179.1
2016-01-14 07:00:00,182.25
2016-01-14 08:00:00,229.57
2016-01-14 09:00:00,233.42
2016-01-14 10:00:00,234.88
2016-01-14 11:00:00,214.49
2016-01-14 12:00:00,207.26
2016-01-14 13:00:00,200.86
2016-01-14 14:00:00,196.51
2016-01-14 15:00:00,195.08
2016-01-14 16:00:00,190.69
2016-01-14 17:00:00,152.25
2016-01-14 18:00:00,147.15
2016-01-14 19:00:00,145.65
2016-01-14 20:00:00,145.27
2016-01-14 21:00:00,148.63
2016-01-14 22:00:00,142.26
2016-01-14 23:00:00,147.78
2016-01-15 00:00:00,153.26
2016-01-15 01:00:00,145.63
2016-01-15 02:00:00,149.38
2016-01-15 03:00:00,152.38
2016-01-15 04:00:00,153.23
2016-01-15 05:00:00,157.23
2016-01-15 06:00:00,159.72
2016-01-15 07:00:00,164.16
2016-01-15 08:00:00,187.97
2016-01-15 09:00:00,202.53
2016-01-15 10:00:00,199.15
2016-01-15 11:00:00,194.15
2016-01-15 12:00:00,187.42
2016-01-15 13:00:00,184.09
2016-01-15 14:00:00,179.04
2016-01-15 15:00:00,188.61
2016-01-15 16:00:00,164.26
2016-01-15 17:00:00,151.59
2016-01-15 18:00:00,154.01
2016-01-15 19:00:00,154.7
2016-01-15 20:00:00,150.49
2016-01-15 21:00:00,147.82
2016-01-15 22:00:00,143.13
2016-01-15 23:00:00,142.48
2016-01-16 00:00:00,145.11
2016-01-16 01:00:00,146.76
2016-01-16 02:00:00,145.85
2016-01-16 03:00:00,140.37
2016-01-16 04:00:00,139.98
2016-01-16 05:00:00,137.98
2016-01-16 06:00:00,142.17
2016-01-16 07:00:00,143.97
2016-01-16 08:00:00,145.07
2016-01-16 09:00:00,133.95
2016-01-16 10:00:00,131.24
2016-01-16 11:00:00,135.0
2016-01-16 12:00:00,129.99
2016-01-16 13:00:00,122.47
2016-01-16 14:00:00,123.12
2016-01-16 15:00:00,131.56
2016-01-16 16:00:00,135.22
2016-01-16 17:00:00,130.64
2016-01-16 18:00:00,142.99
2016-01-16 19:00:00,142.01
2016-01-16 20:00:00,141.54
2016-01-16 21:00:00,144.24
2016-01-16 22:00:00,143.15
2016-01-16 23:00:00,144.32
2016-01-17 00:00:00,144.91
2016-01-17 01:00:00,146.91
2016-01-17 02:00:00,142.72
2016-01-17 03:00:00,143.6
2016-01-17 04:00:00,144.57
2016-01-17 05:00:00,143.62
2016-01-17 06:00:00,145.2
2016-01-17 07:00:00,146.53
2016-01-17 08:00:00,147.07
2016-01-17 09:00:00,147.44
2016-01-17 10:00:00,149.21
2016-01-17 11:00:00,149.54
2016-01-17 12:00:00,148.91
2016-01-17 13:00:00,142.3
2016-01-17 14:00:00,145.69
2016-01-17 15:00:00,144.66
2016-01-17 16:00:00,138.94
2016-01-17 17:00:00,141.61
2016-01-17 18:00:00,148.28
2016-01-17 19:00:00,147.41
2016-01-17 20:00:00,149.51
2016-01-17 21:00:00,152.61
2016-01-17 22:00:00,150.55
2016-01-17 23:00:00,151.16
2016-01-18 00:00:00,152.42
2016-01-18 01:00:00,160.08
2016-01-18 02:00:00,158.39
2016-01-18 03:00:00,166.73
2016-01-18 04:00:00,178.33
2016-01-18 05:00:00,181.88
2016-01-18 06:00:00,187.86
2016-01-18 07:00:00,196.69
2016-01-18 08:00:00,203.5
2016-01-18 09:00:00,195.55
2016-01-18 10:00:00,192.58
2016-01-18 11:00:00,185.69
2016-01-18 12:00:00,192.09
2016-01-18 13:00:00,187.58
2016-01-18 14:00:00,183.07
2016-01-18 15:00:00,184.8
2016-01-18 16:00:00,178.7
2016-01-18 17:00:00,176.8
2016-01-18 18:00:00,186.54
2016-01-18 19:00:00,195.54
2016-01-18 20:00:00,196.19
2016-01-18 21:00:00,196.77
2016-01-18 22:00:00,196.8
2016-01-18 23:00:00,195.48
2016-01-19 00:00:00,203.21
2016-01-19 01:00:00,204.45
2016-01-19 02:00:00,205.81
2016-01-19 03:00:00,203.83
2016-01-19 04:00:00,206.38
2016-01-19 05:00:00,207.46
2016-01-19 06:00:00,221.8
2016-01-19 07:00:00,226.9
2016-01-19 08:00:00,262.01
2016-01-19 09:00:00,273.96
2016-01-19 10:00:00,281.89
2016-01-19 11:00:00,279.46
2016-01-19 12:00:00,271.42
2016-01-19 13:00:00,265.08
2016-01-19 14:00:00,264.35
2016-01-19 15:00:00,265.98
2016-01-19 16:00:00,256.02
2016-01-19 17:00:00,224.66
2016-01-19 18:00:00,223.14
2016-01-19 19:00:00,209.29
2016-01-19 20:00:00,200.49
2016-01-19 21:00:00,197.17
2016-01-19 22:00:00,195.91
2016-01-19 23:00:00,198.46
2016-01-20 00:00:00,198.02
2016-01-20 01:00:00,194.4
2016-01-20 02:00:00,194.66
2016-01-20 03:00:00,195.54
2016-01-20 04:00:00,198.17
2016-01-20 05:00:00,198.26
2016-01-20 06:00:00,210.73
2016-01-20 07:00:00,214.81
2016-01-20 08:00:00,234.1
2016-01-20 09:00:00,246.98
2016-01-20 10:00:00,262.58
2016-01-20 11:00:00,251.7
2016-01-20 12:00:00,249.15
2016-01-20 13:00:00,238.67
2016-01-20 14:00:00,244.18
2016-01-20 15:00:00,241.0
2016-01-20 16:00:00,229.64
2016-01-20 17:00:00,222.3
2016-01-20 18:00:00,218.23
2016-01-20 19:00:00,211.76
2016-01-20 20:00:00,200.83
2016-01-20 21:00:00,197.68
2016-01-20 22:00:00,189.74
2016-01-20 23:00:00,194.0
2016-01-21 00:00:00,187.93
2016-01-21 01:00:00,189.73
2016-01-21 02:00:00,204.25
2016-01-21 03:00:00,202.62
2016-01-21 04:00:00,205.65
2016-01-21 05:00:00,206.51
2016-01-21 06:00:00,212.13
2016-01-21 07:00:00,220.58
2016-01-21 08:00:00,224.97
2016-01-21 09:00:00,239.23
2016-01-21 10:00:00,248.09
2016-01-21 11:00:00,253.03
2016-01-21 12:00:00,245.05
2016-01-21 13:00:00,248.45
2016-01-21 14:00:00,249.46
2016-01-21 15:00:00,232.68
2016-01-21 16:00:00,228.96
2016-01-21 17:00:00,200.21
2016-01-21 18:00:00,193.61
2016-01-21 19:00:00,186.75
2016-01-21 20:00:00,183.95
2016-01-21 21:00:00,182.12
2016-01-21 22:00:00,180.39
2016-01-21 23:00:00,182.19
2016-01-22 00:00:00,182.74
2016-01-22 01:00:00,182.47
2016-01-22 02:00:00,181.63
2016-01-22 03:00:00,181.33
2016-01-22 04:00:00,183.65
2016-01-22 05:00:00,189.97
2016-01-22 06:00:00,191.29
2016-01-22 07:00:00,195.89
2016-01-22 08:00:00,217.29
2016-01-22 09:00:00,258.68
2016-01-22 10:00:00,264.83
2016-01-22 11:00:00,249.84
2016-01-22 12:00:00,207.52
2016-01-22 13:00:00,180.66
2016-01-22 14:00:00,183.04
2016-01-22 15:00:00,180.27
2016-01-22 16:00:00,180.28
2016-01-22 17:00:00,180.94
2016-01-22 18:00:00,193.21
2016-01-22 19:00:00,195.29
2016-01-22 20:00:00,199.24
2016-01-22 21:00:00,201.07
2016-01-22 22:00:00,207.6
2016-01-22 23:00:00,209.96
2016-01-23 00:00:00,211.67
2016-01-23 01:00:00,216.58
2016-01-23 02:00:00,222.45
2016-01-23 03:00:00,208.11
2016-01-23 04:00:00,202.85
2016-01-23 05:00:00,200.05
2016-01-23 06:00:00,200.38
2016-01-23 07:00:00,199.98
2016-01-23 08:00:00,202.13
2016-01-23 09:00:00,205.22
2016-01-23 10:00:00,198.67
2016-01-23 11:00:00,203.89
2016-01-23 12:00:00,187.72
2016-01-23 13:00:00,189.08
2016-01-23 14:00:00,184.71
2016-01-23 15:00:00,186.19
2016-01-23 16:00:00,188.28
2016-01-23 17:00:00,193.3
2016-01-23 18:00:00,200.12
2016-01-23 19:00:00,197.74
2016-01-23 20:00:00,192.65
2016-01-23 21:00:00,186.95
2016-01-23 22:00:00,186.74
2016-01-23 23:00:00,184.51
2016-01-24 00:00:00,176.55
2016-01-24 01:00:00,176.55
2016-01-24 02:00:00,170.15
2016-01-24 03:00:00,169.57
2016-01-24 04:00:00,169.68
2016-01-24 05:00:00,168.96
2016-01-24 06:00:00,169.05
2016-01-24 07:00:00,170.28
2016-01-24 08:00:00,168.73
2016-01-24 09:00:00,165.59
2016-01-24 10:00:00,164.58
2016-01-24 11:00:00,160.24
2016-01-24 12:00:00,158.9
2016-01-24 13:00:00,164.47
2016-01-24 14:00:00,160.06
2016-01-24 15:00:00,148.73
2016-01-24 16:00:00,147.32
2016-01-24 17:00:00,152.17
2016-01-24 18:00:00,162.89
2016-01-24 19:00:00,166.11
2016-01-24 20:00:00,169.42
2016-01-24 21:00:00,174.53
2016-01-24 22:00:00,174.58
2016-01-24 23:00:00,175.93
2016-01-25 00:00:00,172.34
2016-01-25 01:00:00,175.19
2016-01-25 02:00:00,175.53
2016-01-25 03:00:00,175.2
2016-01-25 04:00:00,179.57
2016-01-25 05:00:00,176.99
2016-01-25 06:00:00,183.26
2016-01-25 07:00:00,191.99
2016-01-25 08:00:00,191.85
2016-01-25 09:00:00,182.53
2016-01-25 10:00:00,175.31
2016-01-25 11:00:00,162.31
2016-01-25 12:00:00,155.56
2016-01-25 13:00:00,149.49
2016-01-25 14:00:00,144.89
2016-01-25 15:00:00,138.21
2016-01-25 16:00:00,141.82
2016-01-25 17:00:00,143.98
2016-01-25 18:00:00,156.38
2016-01-25 19:00:00,160.16
2016-01-25 20:00:00,158.85
2016-01-25 21:00:00,160.4
2016-01-25 22:00:00,163.01
2016-01-25 23:00:00,160.42
2016-01-26 00:00:00,163.49
2016-01-26 01:00:00,164.15
2016-01-26 02:00:00,162.18
2016-01-26 03:00:00,162.83
2016-01-26 04:00:00,165.67
2016-01-26 05:00:00,163.63
2016-01-26 06:00:00,168.79
2016-01-26 07:00:00,168.85
2016-01-26 08:00:00,199.93
2016-01-26 09:00:00,204.3
2016-01-26 10:00:00,198.97
2016-01-26 11:00:00,192.21
2016-01-26 12:00:00,178.38
2016-01-26 13:00:00,175.21
2016-01-26 14:00:00,165.83
2016-01-26 15:00:00,166.57
2016-01-26 16:00:00,166.28
2016-01-26 17:00:00,150.66
2016-01-26 18:00:00,155.16
2016-01-26 19:00:00,156.71
2016-01-26 20:00:00,151.68
2016-01-26 21:00:00,149.39
2016-01-26 22:00:00,152.78
2016-01-26 23:00:00,148.0
2016-01-27 00:00:00,149.85
2016-01-27 01:00:00,154.04
2016-01-27 02:00:00,152.53
2016-01-27 03:00:00,152.29
2016-01-27 04:00:00,154.02
2016-01-27 05:00:00,158.7
2016-01-27 06:00:00,161.97
2016-01-27 07:00:00,162.33
2016-01-27 08:00:00,182.59
2016-01-27 09:00:00,189.0
2016-01-27 10:00:00,195.82
2016-01-27 11:00:00,199.18
2016-01-27 12:00:00,201.93
2016-01-27 13:00:00,186.55
2016-01-27 14:00:00,186.8
2016-01-27 15:00:00,188.53
2016-01-27 16:00:00,183.12
2016-01-27 17:00:00,157.29
2016-01-27 18:00:00,152.15
2016-01-27 19:00:00,155.5
2016-01-27 20:00:00,159.56
2016-01-27 21:00:00,156.84
2016-01-27 22:00:00,158.37
2016-01-27 23:00:00,162.89
2016-01-28 00:00:00,162.61
2016-01-28 01:00:00,164.12
2016-01-28 02:00:00,164.12
2016-01-28 03:00:00,164.78
2016-01-28 04:00:00,166.19
2016-01-28 05:00:00,175.71
2016-01-28 06:00:00,183.02
2016-01-28 07:00:00,180.3
2016-01-28 08:00:00,202.43
2016-01-28 09:00:00,215.95
2016-01-28 10:00:00,220.67
2016-01-28 11:00:00,208.37
2016-01-28 12:00:00,193.62
2016-01-28 13:00:00,182.78
2016-01-28 14:00:00,175.86
2016-01-28 15:00:00,167.13
2016-01-28 16:00:00,172.13
2016-01-28 17:00:00,149.6
2016-01-28 18:00:00,147.09
2016-01-28 19:00:00,149.13
2016-01-28 20:00:00,157.71
2016-01-28 21:00:00,147.67
2016-01-28 22:00:00,146.27
2016-01-28 23:00:00,146.05
2016-01-29 00:00:00,148.44
2016-01-29 01:00:00,151.27
2016-01-29 02:00:00,150.82
2016-01-29 03:00:00,149.0
2016-01-29 04:00:00,149.97
2016-01-29 05:00:00,155.45
2016-01-29 06:00:00,158.48
2016-01-29 07:00:00,165.04
2016-01-29 08:00:00,194.19
2016-01-29 09:00:00,217.62
2016-01-29 10:00:00,221.14
2016-01-29 11:00:00,220.1
2016-01-29 12:00:00,219.3
2016-01-29 13:00:00,214.8
2016-01-29 14:00:00,209.6
2016-01-29 15:00:00,208.24
2016-01-29 16:00:00,209.82
2016-01-29 17:00:00,202.41
2016-01-29 18:00:00,201.06
2016-01-29 19:00:00,195.06
2016-01-29 20:00:00,184.8
2016-01-29 21:00:00,179.6
2016-01-29 22:00:00,177.79
2016-01-29 23:00:00,177.13
2016-01-30 00:00:00,170.39
2016-01-30 01:00:00,167.48
2016-01-30 02:00:00,166.89
2016-01-30 03:00:00,159.21
2016-01-30 04:00:00,158.3
2016-01-30 05:00:00,156.69
2016-01-30 06:00:00,158.87
2016-01-30 07:00:00,159.42
2016-01-30 08:00:00,154.21
2016-01-30 09:00:00,150.81
2016-01-30 10:00:00,148.33
2016-01-30 11:00:00,143.1
2016-01-30 12:00:00,134.03
2016-01-30 13:00:00,128.78
2016-01-30 14:00:00,124.98
2016-01-30 15:00:00,121.54
2016-01-30 16:00:00,121.83
2016-01-30 17:00:00,119.68
2016-01-30 18:00:00,126.28
2016-01-30 19:00:00,132.64
2016-01-30 20:00:00,134.29
2016-01-30 21:00:00,141.8
2016-01-30 22:00:00,139.42
2016-01-30 23:00:00,139.73
2016-01-31 00:00:00,139.14
2016-01-31 01:00:00,141.46
2016-01-31 02:00:00,140.94
2016-01-31 03:00:00,140.43
2016-01-31 04:00:00,141.81
2016-01-31 05:00:00,141.65
2016-01-31 06:00:00,144.04
2016-01-31 07:00:00,144.84
2016-01-31 08:00:00,140.83
2016-01-31 09:00:00,134.0
2016-01-31 10:00:00,124.45
2016-01-31 11:00:00,119.15
2016-01-31 12:00:00,114.47
2016-01-31 13:00:00,110.99
2016-01-31 14:00:00,108.41
2016-01-31 15:00:00,106.83
2016-01-31 16:00:00,103.55
2016-01-31 17:00:00,100.91
2016-01-31 18:00:00,111.74
2016-01-31 19:00:00,119.77
2016-01-31 20:00:00,118.71
2016-01-31 21:00:00,119.74
2016-01-31 22:00:00,124.44
2016-01-31 23:00:00,126.81
2016-02-01 00:00:00,132.66
2016-02-01 01:00:00,131.61
2016-02-01 02:00:00,131.15
2016-02-01 03:00:00,129.79
2016-02-01 04:00:00,132.95
2016-02-01 05:00:00,134.94
2016-02-01 06:00:00,136.11
2016-02-01 07:00:00,140.54
2016-02-01 08:00:00,159.66
2016-02-01 09:00:00,177.11
2016-02-01 10:00:00,174.88
2016-02-01 11:00:00,175.15
2016-02-01 12:00:00,169.95
2016-02-01 13:00:00,174.85
2016-02-01 14:00:00,174.75
2016-02-01 15:00:00,184.42
2016-02-01 16:00:00,184.24
2016-02-01 17:00:00,149.0
2016-02-01 18:00:00,147.0
2016-02-01 19:00:00,137.78
2016-02-01 20:00:00,132.75
2016-02-01 21:00:00,133.49
2016-02-01 22:00:00,133.5
2016-02-01 23:00:00,133.56
2016-02-02 00:00:00,135.39
2016-02-02 01:00:00,140.93
2016-02-02 02:00:00,141.42
2016-02-02 03:00:00,142.9
2016-02-02 04:00:00,144.02
2016-02-02 05:00:00,154.38
2016-02-02 06:00:00,155.8
2016-02-02 07:00:00,162.52
2016-02-02 08:00:00,184.94
2016-02-02 09:00:00,206.46
2016-02-02 10:00:00,211.32
2016-02-02 11:00:00,210.54
2016-02-02 12:00:00,210.07
2016-02-02 13:00:00,195.39
2016-02-02 14:00:00,182.53
2016-02-02 15:00:00,178.27
2016-02-02 16:00:00,171.4
2016-02-02 17:00:00,145.32
2016-02-02 18:00:00,138.23
2016-02-02 19:00:00,143.13
2016-02-02 20:00:00,136.86
2016-02-02 21:00:00,136.12
2016-02-02 22:00:00,132.48
2016-02-02 23:00:00,134.99
2016-02-03 00:00:00,139.73
2016-02-03 01:00:00,136.71
2016-02-03 02:00:00,137.35
2016-02-03 03:00:00,139.53
2016-02-03 04:00:00,138.47
2016-02-03 05:00:00,143.62
2016-02-03 06:00:00,154.38
2016-02-03 07:00:00,161.0
2016-02-03 08:00:00,187.02
2016-02-03 09:00:00,204.39
2016-02-03 10:00:00,206.52
2016-02-03 11:00:00,200.44
2016-02-03 12:00:00,192.96
2016-02-03 13:00:00,197.62
2016-02-03 14:00:00,196.25
2016-02-03 15:00:00,194.27
2016-02-03 16:00:00,193.29
2016-02-03 17:00:00,167.22
2016-02-03 18:00:00,148.04
2016-02-03 19:00:00,150.7
2016-02-03 20:00:00,145.25
2016-02-03 21:00:00,143.77
2016-02-03 22:00:00,141.5
2016-02-03 23:00:00,137.97
2016-02-04 00:00:00,142.55
2016-02-04 01:00:00,138.78
2016-02-04 02:00:00,136.89
2016-02-04 03:00:00,134.66
2016-02-04 04:00:00,131.66
