timestamp,Panther_lodging_Edison,Panther_lodging_Awilda,Panther_lodging_Gale,Panther_lodging_Cornelia,Panther_lodging_Alita,Panther_lodging_Sonja,Panther_lodging_Kaitlin,Panther_lodging_Edmond,Panther_lodging_Tracie,Robin_lodging_Celia,Fox_lodging_Wallace,Fox_lodging_Alana,Fox_lodging_Winifred,Bear_lodging_Erick,Cockatoo_lodging_Raphael,Cockatoo_lodging_Josephine
2016-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,226.22,146.43,64.21,55.2901,49.3,32.25
2016-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,223.61,148.3,64.73,54.1865,47.975,32.875
2016-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,220.57,151.14,67.8,48.1146,48.6,28.75
2016-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,223.14,157.63,70.17,46.1611,45.05,29.225
2016-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3,220.55,153.64,65.43,46.0356,39.725,29.8
2016-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,221.94,154.01,67.74,42.7318,47.95,29.125
2016-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,224.37,151.61,69.58,44.5418,45.975,39.625
2016-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,228.72,154.06,67.25,52.0383,41.75,29.4
2016-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,234.08,162.37,67.32,51.1263,42.85,30.775
2016-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,233.63,156.25,71.17,54.012,43.45,42.6
2016-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.9,236.8,177.63,74.93,51.3783,47.425,32.25
2016-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,239.15,171.97,71.47,50.7775,54.15,33.275
2016-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,245.9,169.2,72.81,54.0122,50.2,31.625
2016-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,256.81,180.17,73.52,54.293,46.275,34.2
2016-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,251.92,175.76,73.19,51.8832,47.625,33.1
2016-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,242.26,163.56,73.44,50.8748,39.65,41.1
2016-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,239.2,157.78,73.78,50.6439,45.35,32.025
2016-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,239.82,153.99,72.35,51.1727,39.25,32.025
2016-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,238.36,149.0,71.72,51.474,38.125,31.9
2016-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,237.62,149.63,71.66,50.6866,39.975,33.15
2016-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,235.38,151.93,70.93,52.6783,41.675,32.275
2016-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,234.61,148.65,69.13,50.3122,41.875,33.175
2016-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,232.59,149.47,70.64,51.3068,42.45,32.8
2016-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,238.75,147.33,68.7,51.7142,48.475,31.1
2016-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,237.66,144.18,65.99,49.0372,47.625,28.325
2016-01-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,241.46,144.02,67.01,50.7727,55.075,30.675
2016-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,241.36,139.91,65.66,48.7745,51.325,38.5
2016-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8,245.46,135.35,67.64,43.6665,50.275,28.75
2016-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,249.44,137.63,67.28,41.727,45.775,29.85
2016-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,246.98,145.0,65.94,43.4882,43.875,28.775
2016-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,256.12,141.67,66.95,45.176,44.175,28.55
2016-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,251.18,148.51,69.14,44.6033,46.4,28.925
2016-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,251.9,140.03,69.86,39.4205,47.65,29.625
2016-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,247.9,144.57,77.06,43.8518,47.4,39.75
2016-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,244.19,150.43,76.93,42.6633,50.325,35.75
2016-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,243.64,164.86,74.43,44.4078,55.0,32.8
2016-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,247.79,163.71,72.62,47.4034,53.1,33.075
2016-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,247.26,164.3,74.38,47.3248,53.475,32.375
2016-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,244.0,166.27,73.38,42.9685,51.725,33.475
2016-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,254.21,161.42,77.34,42.868,46.875,33.4
2016-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,245.88,160.14,70.88,42.3704,48.75,32.975
2016-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,241.73,151.2,72.21,43.1,44.875,31.6
2016-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,240.01,141.94,69.48,42.7768,44.275,33.8
2016-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,239.31,141.77,71.2,43.1584,44.275,33.35
2016-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,239.63,150.07,69.7,43.913,45.2,31.525
2016-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,241.2,153.44,70.09,43.3164,43.75,31.5
2016-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,239.94,148.94,69.22,43.3241,50.475,33.65
2016-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,247.33,152.72,68.47,45.036,50.725,33.05
2016-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,245.27,147.67,65.38,43.5937,56.8,30.475
2016-01-05 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,247.94,149.71,64.84,44.4525,60.1,34.875
2016-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,249.85,151.24,67.86,45.4473,55.45,32.675
2016-01-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,253.33,150.31,68.26,43.4011,49.9,33.15
2016-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,254.58,145.84,67.84,44.749,51.55,40.9
2016-01-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.9,251.42,152.38,65.87,41.96,48.875,31.975
2016-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1,253.66,155.66,70.51,42.0675,48.625,32.975
2016-01-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.4,251.49,157.7,67.24,38.9676,44.725,33.025
2016-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,249.59,162.86,69.56,41.8475,49.375,28.6
2016-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9,253.06,146.87,68.25,44.4195,47.525,30.85
2016-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,251.29,154.42,73.12,45.271,52.525,32.625
2016-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,251.44,153.92,70.24,46.2715,55.375,33.025
2016-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,254.32,157.53,73.34,44.7518,57.75,32.4
2016-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2,257.83,153.08,73.19,46.5318,59.375,37.6
2016-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,257.02,154.09,71.57,47.4608,55.7,31.325
2016-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,249.8,145.41,72.82,47.5892,50.85,34.85
2016-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,245.75,146.15,71.65,49.0264,50.225,33.725
2016-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,253.31,146.06,73.67,50.0437,49.675,33.575
2016-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,243.41,140.13,70.91,49.8638,51.775,33.275
2016-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,244.1,139.42,71.32,48.3602,49.975,33.975
2016-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,245.14,142.88,69.67,47.8468,45.975,34.075
2016-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,251.15,137.69,70.54,48.8538,44.125,32.75
2016-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,245.26,137.3,70.47,51.7763,44.375,32.75
2016-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,249.65,137.79,68.75,48.788,49.475,30.75
2016-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,249.34,134.62,64.78,47.5787,52.1,31.775
2016-01-06 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,248.36,135.07,61.61,49.0184,50.85,32.6
2016-01-06 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,255.24,139.89,64.43,53.5481,55.65,38.375
2016-01-06 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,263.56,139.6,62.68,50.5895,50.925,34.0
2016-01-06 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4,257.32,143.28,63.63,43.7218,47.925,32.925
2016-01-06 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,256.91,151.58,65.27,50.168,46.25,32.225
2016-01-06 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6,258.94,143.0,68.94,47.302,49.425,32.6
2016-01-06 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,265.36,142.55,68.25,49.8268,45.2,32.675
2016-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,262.5,144.11,60.2,48.5635,42.0,32.05
2016-01-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3,258.6,142.14,58.34,48.8227,46.025,31.15
2016-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,268.84,159.13,64.88,48.9066,46.85,31.1
2016-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4,267.07,170.98,63.11,50.9635,49.8,32.025
2016-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.1,259.13,180.85,62.75,52.394,54.875,36.675
2016-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,258.82,166.94,66.41,53.8453,58.175,31.65
2016-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,257.05,164.15,64.16,54.0376,54.85,30.75
2016-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,258.18,169.29,66.24,51.6813,50.3,31.7
2016-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,251.87,160.22,63.6,50.729,50.125,31.875
2016-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,251.97,160.69,62.0,52.7483,49.125,31.425
2016-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,248.24,150.04,60.52,51.2778,48.6,32.6
2016-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,246.2,150.31,59.95,51.8645,48.775,34.575
2016-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,247.63,151.64,60.42,52.4532,46.1,34.075
2016-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,250.62,151.71,61.72,52.6865,43.9,31.55
2016-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,248.98,152.16,63.85,53.053,47.85,31.575
2016-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,253.87,154.28,58.28,51.8592,53.45,30.325
2016-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,255.47,152.25,55.69,50.5285,54.575,32.45
2016-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,273.87,154.57,59.57,50.7312,59.325,32.4
2016-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,272.42,155.65,58.13,50.7862,51.35,31.625
2016-01-07 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4,275.11,157.27,61.05,51.2303,46.1,31.7
2016-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,274.97,166.72,59.69,45.6303,44.825,32.05
2016-01-07 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.9,282.39,167.61,58.42,46.2332,42.425,31.85
2016-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.9,292.45,162.49,60.74,44.1293,44.675,31.675
2016-01-07 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8,285.41,167.14,66.75,46.294,44.825,32.6
2016-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,286.59,159.57,61.65,47.6479,44.8,32.6
2016-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9,284.66,171.23,63.75,51.9019,47.4,37.1
2016-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,281.16,177.83,66.25,56.2657,47.325,32.175
2016-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.7,276.19,186.05,71.42,56.4818,55.225,31.025
2016-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6,280.54,184.78,70.69,60.1221,54.3,34.2
2016-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,285.11,190.55,65.39,58.1098,50.4,33.675
2016-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6,282.39,200.02,67.02,55.5526,51.175,34.675
2016-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1,278.09,186.77,66.44,54.0682,46.1,33.625
2016-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6,269.4,174.12,63.91,56.5427,46.2,36.125
2016-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,265.81,162.89,62.09,58.0712,46.525,30.95
2016-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,261.54,154.74,63.27,61.5278,46.2,31.025
2016-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,258.32,157.77,60.56,60.4885,46.55,30.65
2016-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,257.48,158.87,60.73,60.2125,47.525,31.925
2016-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,254.2,156.78,62.01,60.904,46.8,31.25
