timestamp,Panther_education_Janis,Panther_education_Diann,Panther_education_Cleopatra,Robin_education_Lizbeth,Robin_education_Cecilia,Robin_education_Takako,Fox_education_Melvin
2016-01-11 02:00:00,0.0,0.0,0.0,100.8,42.8961,148.3,53.89
2016-01-11 03:00:00,0.0,0.0,0.0,106.4,42.8961,146.9,54.19
2016-01-11 04:00:00,0.0,0.0,0.0,106.4,42.8961,147.0,90.93
2016-01-11 05:00:00,0.0,0.0,0.0,108.4,42.8961,149.6,104.19
2016-01-11 06:00:00,0.0,0.0,0.0,108.2,42.8961,152.9,103.81
2016-01-11 07:00:00,0.0,0.0,0.0,105.0,42.8961,154.3,103.48
2016-01-11 08:00:00,0.0,0.0,0.0,104.6,42.8961,162.0,103.7
2016-01-11 09:00:00,0.0,0.0,0.0,113.6,42.8961,172.9,107.54
2016-01-11 10:00:00,0.0,0.0,0.0,121.2,42.8961,179.0,108.0
2016-01-11 11:00:00,0.0,0.0,0.0,126.4,42.8961,190.2,107.69
2016-01-11 12:00:00,0.0,0.0,0.0,128.8,42.8961,187.0,110.44
2016-01-11 13:00:00,0.0,0.0,0.0,130.8,42.8961,184.5,109.45
2016-01-11 14:00:00,0.0,0.0,0.0,129.6,42.8961,193.8,108.44
2016-01-11 15:00:00,0.0,0.0,0.0,123.4,42.8961,189.7,108.45
2016-01-11 16:00:00,0.0,0.0,0.0,126.2,42.8961,185.9,103.59
2016-01-11 17:00:00,0.0,0.0,0.0,117.4,42.8961,179.4,103.57
2016-01-11 18:00:00,0.0,0.0,0.0,118.0,42.8961,167.5,103.62
2016-01-11 19:00:00,0.0,0.0,0.0,117.8,42.8961,161.2,103.6
2016-01-11 20:00:00,0.0,0.0,0.0,112.8,42.8961,155.9,87.96
2016-01-11 21:00:00,0.0,0.0,0.0,106.6,42.8961,158.3,66.6
2016-01-11 22:00:00,0.0,0.0,0.0,106.2,42.8961,154.9,47.4
2016-01-11 23:00:00,0.0,0.0,0.0,104.2,42.8961,151.4,42.44
2016-01-12 00:00:00,0.0,0.0,0.0,85.0,42.8961,151.0,43.03
2016-01-12 01:00:00,0.0,0.0,0.0,85.4,42.8961,149.5,42.87
2016-01-12 02:00:00,0.0,0.0,0.0,83.2,42.8961,149.0,43.73
2016-01-12 03:00:00,0.0,0.0,0.0,84.6,42.8961,148.7,42.89
2016-01-12 04:00:00,0.0,0.0,0.0,84.6,42.8961,150.3,54.66
2016-01-12 05:00:00,0.0,0.0,0.0,85.2,42.8961,151.4,69.35
2016-01-12 06:00:00,0.0,0.0,0.0,86.0,42.8961,158.3,103.8
2016-01-12 07:00:00,0.0,0.0,0.0,79.6,42.8961,159.6,104.98
2016-01-12 08:00:00,0.0,0.0,0.0,77.6,42.8961,173.0,105.6
2016-01-12 09:00:00,0.0,0.0,0.0,83.8,42.8961,181.5,109.03
2016-01-12 10:00:00,0.0,0.0,0.0,98.0,42.8961,190.3,109.07
2016-01-12 11:00:00,0.0,0.0,0.0,96.8,42.8961,193.7,109.55
2016-01-12 12:00:00,0.0,0.0,0.0,98.2,42.8961,198.3,111.15
2016-01-12 13:00:00,0.0,0.0,0.0,101.0,42.8961,192.3,108.95
2016-01-12 14:00:00,0.0,0.0,0.0,110.2,42.8961,195.0,110.17
2016-01-12 15:00:00,0.0,0.0,0.0,111.4,42.8961,194.4,110.04
2016-01-12 16:00:00,0.0,0.0,0.0,108.0,42.8961,188.3,104.73
2016-01-12 17:00:00,0.0,0.0,0.0,99.8,42.8961,176.3,104.82
2016-01-12 18:00:00,0.0,0.0,0.0,98.4,42.8961,169.2,103.46
2016-01-12 19:00:00,0.0,0.0,0.0,92.8,42.8961,163.4,103.3
2016-01-12 20:00:00,0.0,0.0,0.0,93.4,42.8961,156.3,88.8
2016-01-12 21:00:00,0.0,0.0,0.0,91.2,42.8961,152.7,66.3
2016-01-12 22:00:00,0.0,0.0,0.0,90.8,42.8961,152.3,47.23
2016-01-12 23:00:00,0.0,0.0,0.0,84.2,42.8961,148.6,42.41
2016-01-13 00:00:00,0.0,0.0,0.0,95.0,42.8961,151.1,43.22
2016-01-13 01:00:00,0.0,0.0,,83.6,42.8961,151.1,42.3
2016-01-13 02:00:00,0.0,0.0,,82.8,42.8961,151.9,43.98
2016-01-13 03:00:00,0.0,0.0,,82.6,42.8961,148.9,43.9
2016-01-13 04:00:00,0.0,0.0,,81.4,42.8961,151.3,53.83
2016-01-13 05:00:00,0.0,0.0,,83.6,42.8961,151.4,69.35
2016-01-13 06:00:00,0.0,0.0,,82.2,42.8961,158.3,102.44
2016-01-13 07:00:00,0.0,0.0,,79.8,42.8961,158.3,103.05
2016-01-13 08:00:00,0.0,0.0,,78.6,42.8961,170.4,105.23
2016-01-13 09:00:00,0.0,0.0,,83.8,42.8961,178.2,115.52
2016-01-13 10:00:00,0.0,0.0,,93.4,42.8961,189.9,118.87
2016-01-13 11:00:00,0.0,0.0,,97.8,42.8961,199.6,118.86
2016-01-13 12:00:00,0.0,0.0,,109.4,42.8961,208.6,118.83
2016-01-13 13:00:00,0.0,0.0,,109.8,42.8961,201.1,118.35
2016-01-13 14:00:00,0.0,0.0,,104.2,42.8961,199.4,118.31
2016-01-13 15:00:00,0.0,0.0,,103.4,42.8961,195.1,118.05
2016-01-13 16:00:00,0.0,0.0,,123.0,42.8961,188.9,118.1
2016-01-13 17:00:00,0.0,0.0,,121.6,42.8961,183.5,118.43
2016-01-13 18:00:00,0.0,0.0,,117.6,42.8961,167.5,117.19
2016-01-13 19:00:00,0.0,0.0,,114.0,42.8961,157.3,117.57
2016-01-13 20:00:00,0.0,0.0,,113.0,42.8961,153.4,101.43
2016-01-13 21:00:00,0.0,0.0,,112.4,42.8961,152.1,80.77
2016-01-13 22:00:00,0.0,0.0,,108.0,42.8961,153.5,60.66
2016-01-13 23:00:00,0.0,0.0,,109.8,42.8961,152.8,55.63
2016-01-14 00:00:00,0.0,0.0,,83.0,42.8961,151.8,55.98
2016-01-14 01:00:00,0.0,0.0,,83.0,42.8961,151.5,55.85
2016-01-14 02:00:00,0.0,0.0,,77.4,42.8961,151.2,57.51
2016-01-14 03:00:00,0.0,0.0,,78.2,42.8961,150.0,57.35
2016-01-14 04:00:00,0.0,0.0,,77.4,42.8961,147.3,68.89
2016-01-14 05:00:00,0.0,0.0,,79.6,42.8961,152.0,83.67
2016-01-14 06:00:00,0.0,0.0,,82.6,42.8961,154.6,117.38
2016-01-14 07:00:00,0.0,0.0,,74.2,42.8961,159.2,117.87
2016-01-14 08:00:00,0.0,0.0,,68.8,42.8961,166.7,120.47
2016-01-14 09:00:00,0.0,0.0,,75.8,42.8961,176.8,121.29
2016-01-14 10:00:00,0.0,0.0,,83.2,42.8961,182.9,121.33
2016-01-14 11:00:00,0.0,0.0,,98.0,42.8961,198.5,120.57
2016-01-14 12:00:00,0.0,0.0,,99.2,42.8961,197.6,122.47
2016-01-14 13:00:00,0.0,0.0,,102.0,42.8961,195.3,121.18
2016-01-14 14:00:00,0.0,0.0,,102.4,42.8961,197.0,122.56
2016-01-14 15:00:00,0.0,0.0,,101.2,42.8961,195.8,122.78
2016-01-14 16:00:00,0.0,0.0,,101.2,42.8961,184.9,117.1
2016-01-14 17:00:00,0.0,0.0,,106.0,42.8961,169.9,116.74
2016-01-14 18:00:00,0.0,0.0,,101.0,42.8961,163.5,117.2
2016-01-14 19:00:00,0.0,0.0,,95.0,42.8961,150.6,115.9
2016-01-14 20:00:00,0.0,0.0,,91.6,42.8961,150.0,101.95
2016-01-14 21:00:00,0.0,0.0,,84.6,42.8961,146.3,80.58
