timestamp,Panther_office_Larry,Panther_office_Christian,Panther_office_Christin,Panther_office_Antonette,Panther_office_Lois,Cockatoo_office_Lorraine
2016-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,9.075
2016-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,8.875
2016-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,8.6
2016-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,8.85
2016-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,9.5
2016-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,10.6
2016-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,10.2
2016-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,9.975
2016-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,9.75
2016-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,9.475
2016-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,8.475
2016-01-04 09:00:00,0.0,0.0,0.0,0.0,0.0,8.125
2016-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,8.1
2016-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,8.35
2016-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,9.025
2016-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,8.65
2016-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,8.4
2016-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,8.425
2016-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,8.325
2016-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,9.75
2016-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,11.175
2016-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,10.575
2016-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,10.75
2016-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,10.5
2016-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,10.425
2016-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,10.2
2016-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,9.975
2016-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,10.075
2016-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,9.775
2016-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,9.875
2016-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,9.825
2016-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,9.7
2016-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,9.525
2016-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,8.1
2016-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,7.325
2016-01-05 09:00:00,0.0,0.0,0.0,0.0,0.0,7.325
2016-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,7.2
2016-01-05 11:00:00,0.0,0.0,0.0,0.0,0.0,7.125
2016-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,6.825
2016-01-05 13:00:00,0.0,0.0,0.0,0.0,0.0,5.825
2016-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,5.95
2016-01-05 15:00:00,0.0,0.0,0.0,0.0,0.0,6.075
2016-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,6.25
2016-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,7.35
2016-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,8.25
2016-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,10.875
2016-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,10.8
2016-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,12.9
2016-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,10.15
2016-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,9.825
2016-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,9.775
2016-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,9.125
2016-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,9.225
2016-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,9.1
2016-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,9.225
2016-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,9.2
2016-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,9.125
2016-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,9.025
2016-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,7.625
2016-01-06 09:00:00,0.0,0.0,0.0,0.0,0.0,8.15
2016-01-06 10:00:00,0.0,0.0,0.0,0.0,0.0,7.875
2016-01-06 11:00:00,0.0,0.0,0.0,0.0,0.0,6.4
2016-01-06 12:00:00,0.0,0.0,0.0,0.0,0.0,6.075
2016-01-06 13:00:00,0.0,0.0,0.0,0.0,0.0,5.925
2016-01-06 14:00:00,0.0,0.0,0.0,0.0,0.0,6.15
2016-01-06 15:00:00,0.0,0.0,0.0,0.0,0.0,5.95
2016-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,5.325
2016-01-06 17:00:00,0.0,0.0,0.0,0.0,0.0,6.775
2016-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,9.075
2016-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,9.925
2016-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,8.875
2016-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,9.3
2016-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,9.9
2016-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,8.35
2016-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,8.075
2016-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,9.3
2016-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,10.2
2016-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,9.875
2016-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,9.825
2016-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,9.625
2016-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,9.7
2016-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,8.675
2016-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,7.35
2016-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,8.525
2016-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,8.5
2016-01-07 11:00:00,0.0,0.0,0.0,0.0,0.0,7.025
2016-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,6.7
2016-01-07 13:00:00,0.0,0.0,0.0,0.0,0.0,6.15
2016-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,6.1
2016-01-07 15:00:00,0.0,0.0,0.0,0.0,0.0,6.35
2016-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,6.3
2016-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,7.625
2016-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,10.225
2016-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,8.9
2016-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,8.775
2016-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,8.475
2016-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,8.35
2016-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,8.175
2016-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,8.025
2016-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,8.075
2016-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,10.375
2016-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,9.85
2016-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,9.525
2016-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,9.625
2016-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,9.6
2016-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,8.85
2016-01-08 08:00:00,0.0,0.0,0.0,0.0,0.0,7.25
2016-01-08 09:00:00,0.0,0.0,0.0,0.0,0.0,7.225
2016-01-08 10:00:00,0.0,0.0,0.0,0.0,0.0,6.275
2016-01-08 11:00:00,0.0,0.0,0.0,0.0,0.0,5.8
2016-01-08 12:00:00,0.0,0.0,0.0,0.0,0.0,5.75
2016-01-08 13:00:00,0.0,0.0,0.0,0.0,0.0,5.725
2016-01-08 14:00:00,0.0,0.0,0.0,0.0,0.0,5.375
2016-01-08 15:00:00,0.0,0.0,0.0,0.0,0.0,5.45
2016-01-08 16:00:00,0.0,0.0,0.0,0.0,0.0,5.75
2016-01-08 17:00:00,0.0,0.0,0.0,0.0,0.0,6.825
2016-01-08 18:00:00,0.0,0.0,0.0,0.0,0.0,7.425
2016-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,8.1
2016-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,7.95
2016-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,7.725
2016-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,7.925
2016-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,7.65
2016-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,7.7
2016-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,7.65
2016-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,7.675
2016-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,7.675
2016-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,7.6
2016-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,7.65
2016-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,7.55
2016-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0,6.925
2016-01-09 08:00:00,0.0,0.0,0.0,0.0,0.0,6.15
2016-01-09 09:00:00,0.0,0.0,0.0,0.0,0.0,5.55
2016-01-09 10:00:00,0.0,0.0,0.0,0.0,0.0,6.675
2016-01-09 11:00:00,0.0,0.0,0.0,0.0,0.0,5.925
2016-01-09 12:00:00,0.0,0.0,0.0,0.0,0.0,6.125
2016-01-09 13:00:00,0.0,0.0,0.0,0.0,0.0,5.95
2016-01-09 14:00:00,0.0,0.0,0.0,0.0,0.0,6.175
2016-01-09 15:00:00,0.0,0.0,0.0,0.0,0.0,6.475
2016-01-09 16:00:00,0.0,0.0,0.0,0.0,0.0,7.075
2016-01-09 17:00:00,0.0,0.0,0.0,0.0,0.0,7.575
2016-01-09 18:00:00,0.0,0.0,0.0,0.0,0.0,7.925
2016-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,8.05
2016-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,8.0
2016-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,8.0
2016-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,8.25
2016-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,8.05
2016-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,8.025
2016-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,7.925
2016-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,7.675
2016-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,7.375
2016-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,7.425
2016-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,7.325
2016-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,6.15
2016-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0,5.0
2016-01-10 08:00:00,0.0,0.0,0.0,0.0,0.0,4.925
2016-01-10 09:00:00,0.0,0.0,0.0,0.0,0.0,4.125
2016-01-10 10:00:00,0.0,0.0,0.0,0.0,0.0,4.1
2016-01-10 11:00:00,0.0,0.0,0.0,0.0,0.0,4.4
2016-01-10 12:00:00,0.0,0.0,0.0,0.0,0.0,4.025
2016-01-10 13:00:00,0.0,0.0,0.0,0.0,0.0,4.275
2016-01-10 14:00:00,0.0,0.0,0.0,0.0,0.0,3.85
2016-01-10 15:00:00,0.0,0.0,0.0,0.0,0.0,4.75
2016-01-10 16:00:00,0.0,0.0,0.0,0.0,0.0,5.675
2016-01-10 17:00:00,0.0,0.0,0.0,0.0,0.0,6.9
2016-01-10 18:00:00,0.0,0.0,0.0,0.0,0.0,10.9
2016-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,7.0
2016-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,7.05
2016-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,7.1
2016-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,7.125
2016-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,6.825
2016-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,6.7
2016-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,6.575
2016-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,6.55
2016-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,6.5
2016-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,6.6
2016-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,6.5
2016-01-11 06:00:00,0.0,0.0,0.0,0.0,0.0,6.55
2016-01-11 07:00:00,0.0,0.0,0.0,0.0,0.0,7.275
2016-01-11 08:00:00,0.0,0.0,0.0,0.0,0.0,4.675
2016-01-11 09:00:00,0.0,0.0,0.0,0.0,0.0,6.65
2016-01-11 10:00:00,0.0,0.0,0.0,0.0,0.0,6.45
2016-01-11 11:00:00,0.0,0.0,0.0,0.0,0.0,6.425
2016-01-11 12:00:00,0.0,0.0,0.0,0.0,0.0,6.275
2016-01-11 13:00:00,0.0,0.0,0.0,0.0,0.0,6.0
2016-01-11 14:00:00,0.0,0.0,0.0,0.0,0.0,6.075
2016-01-11 15:00:00,0.0,0.0,0.0,0.0,0.0,5.95
2016-01-11 16:00:00,0.0,0.0,0.0,0.0,0.0,6.4
2016-01-11 17:00:00,0.0,0.0,0.0,0.0,0.0,7.675
2016-01-11 18:00:00,0.0,0.0,0.0,0.0,0.0,8.375
2016-01-11 19:00:00,0.0,0.0,0.0,0.0,0.0,8.825
2016-01-11 20:00:00,0.0,0.0,0.0,0.0,0.0,10.7
2016-01-11 21:00:00,0.0,0.0,0.0,0.0,0.0,10.525
2016-01-11 22:00:00,0.0,0.0,0.0,0.0,0.0,9.925
2016-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0,9.725
2016-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,9.525
2016-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0,9.95
2016-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0,9.975
2016-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0,9.9
2016-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0,9.825
2016-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0,9.6
2016-01-12 06:00:00,0.0,0.0,0.0,0.0,0.0,9.475
2016-01-12 07:00:00,0.0,0.0,0.0,0.0,0.0,9.5
2016-01-12 08:00:00,0.0,0.0,0.0,0.0,0.0,7.775
2016-01-12 09:00:00,0.0,0.0,0.0,0.0,0.0,7.3
2016-01-12 10:00:00,0.0,0.0,0.0,0.0,0.0,7.225
2016-01-12 11:00:00,0.0,0.0,0.0,0.0,0.0,6.9
2016-01-12 12:00:00,0.0,0.0,0.0,0.0,0.0,5.825
2016-01-12 13:00:00,0.0,0.0,0.0,0.0,0.0,5.925
2016-01-12 14:00:00,0.0,0.0,0.0,0.0,0.0,5.725
2016-01-12 15:00:00,0.0,0.0,0.0,0.0,0.0,5.875
2016-01-12 16:00:00,0.0,0.0,0.0,0.0,0.0,6.05
2016-01-12 17:00:00,0.0,0.0,0.0,0.0,0.0,7.5
2016-01-12 18:00:00,0.0,0.0,0.0,0.0,0.0,7.05
2016-01-12 19:00:00,0.0,0.0,0.0,0.0,0.0,7.7
2016-01-12 20:00:00,0.0,0.0,0.0,0.0,0.0,8.175
2016-01-12 21:00:00,0.0,0.0,0.0,0.0,0.0,7.9
2016-01-12 22:00:00,0.0,0.0,0.0,0.0,0.0,7.7
2016-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0,7.775
2016-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,9.325
2016-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0,9.9
2016-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0,9.525
2016-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0,9.625
2016-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0,9.625
2016-01-13 05:00:00,0.0,0.0,0.0,0.0,0.0,9.375
2016-01-13 06:00:00,0.0,0.0,0.0,0.0,0.0,9.475
2016-01-13 07:00:00,0.0,0.0,0.0,0.0,0.0,9.25
2016-01-13 08:00:00,0.0,0.0,0.0,0.0,0.0,8.05
2016-01-13 09:00:00,0.0,0.0,0.0,0.0,0.0,6.9
2016-01-13 10:00:00,0.0,0.0,0.0,0.0,0.0,6.925
2016-01-13 11:00:00,0.0,0.0,0.0,0.0,0.0,6.95
2016-01-13 12:00:00,0.0,0.0,0.0,0.0,0.0,6.475
2016-01-13 13:00:00,0.0,0.0,0.0,0.0,0.0,5.65
2016-01-13 14:00:00,0.0,0.0,0.0,0.0,0.0,5.675
2016-01-13 15:00:00,0.0,0.0,0.0,0.0,0.0,5.6
2016-01-13 16:00:00,0.0,0.0,0.0,0.0,0.0,5.475
2016-01-13 17:00:00,0.0,0.0,0.0,0.0,0.0,6.8
2016-01-13 18:00:00,0.0,0.0,0.0,0.0,0.0,6.75
2016-01-13 19:00:00,0.0,0.0,0.0,0.0,0.0,8.3
2016-01-13 20:00:00,0.0,0.0,0.0,0.0,0.0,10.025
2016-01-13 21:00:00,0.0,0.0,0.0,0.0,0.0,9.775
2016-01-13 22:00:00,0.0,0.0,0.0,0.0,0.0,11.675
2016-01-13 23:00:00,0.0,0.0,0.0,0.0,0.0,9.25
2016-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,9.325
2016-01-14 01:00:00,0.0,0.0,0.0,0.0,0.0,9.275
2016-01-14 02:00:00,0.0,0.0,0.0,0.0,0.0,9.225
2016-01-14 03:00:00,0.0,0.0,0.0,0.0,0.0,9.225
2016-01-14 04:00:00,0.0,0.0,0.0,0.0,0.0,9.05
2016-01-14 05:00:00,0.0,0.0,0.0,0.0,0.0,9.1
2016-01-14 06:00:00,0.0,0.0,0.0,0.0,0.0,9.15
2016-01-14 07:00:00,0.0,0.0,0.0,0.0,0.0,9.3
2016-01-14 08:00:00,0.0,0.0,0.0,0.0,0.0,7.325
2016-01-14 09:00:00,0.0,0.0,0.0,0.0,0.0,7.4
2016-01-14 10:00:00,0.0,0.0,0.0,0.0,0.0,6.35
2016-01-14 11:00:00,0.0,0.0,0.0,0.0,0.0,6.55
2016-01-14 12:00:00,0.0,0.0,0.0,0.0,0.0,5.975
2016-01-14 13:00:00,0.0,0.0,0.0,0.0,0.0,6.4
2016-01-14 14:00:00,0.0,0.0,0.0,0.0,0.0,5.875
2016-01-14 15:00:00,0.0,0.0,0.0,0.0,0.0,6.125
2016-01-14 16:00:00,0.0,0.0,0.0,0.0,0.0,6.425
2016-01-14 17:00:00,0.0,0.0,0.0,0.0,0.0,8.225
2016-01-14 18:00:00,0.0,0.0,0.0,0.0,0.0,8.675
2016-01-14 19:00:00,0.0,0.0,0.0,0.0,0.0,9.025
2016-01-14 20:00:00,0.0,0.0,0.0,0.0,0.0,8.5
2016-01-14 21:00:00,0.0,0.0,0.0,0.0,0.0,8.4
2016-01-14 22:00:00,0.0,0.0,0.0,0.0,0.0,8.35
2016-01-14 23:00:00,0.0,0.0,0.0,0.0,0.0,8.325
2016-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,8.5
2016-01-15 01:00:00,0.0,0.0,0.0,0.0,0.0,8.275
2016-01-15 02:00:00,0.0,0.0,0.0,0.0,0.0,8.3
2016-01-15 03:00:00,0.0,0.0,0.0,0.0,0.0,8.175
2016-01-15 04:00:00,0.0,0.0,0.0,0.0,0.0,8.25
2016-01-15 05:00:00,0.0,0.0,0.0,0.0,0.0,8.125
2016-01-15 06:00:00,0.0,0.0,0.0,0.0,0.0,8.025
2016-01-15 07:00:00,0.0,0.0,0.0,0.0,0.0,8.525
2016-01-15 08:00:00,0.0,0.0,0.0,0.0,0.0,6.125
2016-01-15 09:00:00,0.0,0.0,0.0,0.0,0.0,6.025
2016-01-15 10:00:00,0.0,0.0,0.0,0.0,0.0,6.3
2016-01-15 11:00:00,0.0,0.0,0.0,0.0,0.0,6.325
2016-01-15 12:00:00,0.0,0.0,0.0,0.0,0.0,6.025
2016-01-15 13:00:00,0.0,0.0,0.0,0.0,0.0,6.3
2016-01-15 14:00:00,0.0,0.0,0.0,0.0,0.0,6.4
2016-01-15 15:00:00,0.0,0.0,0.0,0.0,0.0,5.925
2016-01-15 16:00:00,0.0,0.0,0.0,0.0,0.0,5.75
2016-01-15 17:00:00,0.0,0.0,0.0,0.0,0.0,7.125
2016-01-15 18:00:00,0.0,0.0,0.0,0.0,0.0,6.9
2016-01-15 19:00:00,0.0,0.0,0.0,0.0,0.0,7.625
2016-01-15 20:00:00,0.0,0.0,0.0,0.0,0.0,7.95
2016-01-15 21:00:00,0.0,0.0,0.0,0.0,0.0,7.95
2016-01-15 22:00:00,0.0,0.0,0.0,0.0,0.0,7.975
2016-01-15 23:00:00,0.0,0.0,0.0,0.0,0.0,8.0
2016-01-16 00:00:00,0.0,0.0,0.0,0.0,0.0,7.925
2016-01-16 01:00:00,0.0,0.0,0.0,0.0,0.0,7.9
2016-01-16 02:00:00,0.0,0.0,0.0,0.0,0.0,7.975
2016-01-16 03:00:00,0.0,0.0,0.0,0.0,0.0,7.975
2016-01-16 04:00:00,0.0,0.0,0.0,0.0,0.0,7.9
2016-01-16 05:00:00,0.0,0.0,0.0,0.0,0.0,7.875
2016-01-16 06:00:00,0.0,0.0,0.0,0.0,0.0,7.925
2016-01-16 07:00:00,0.0,0.0,0.0,0.0,0.0,7.775
2016-01-16 08:00:00,0.0,0.0,0.0,0.0,0.0,6.525
2016-01-16 09:00:00,0.0,0.0,0.0,0.0,0.0,7.975
2016-01-16 10:00:00,0.0,0.0,0.0,0.0,0.0,7.675
2016-01-16 11:00:00,0.0,0.0,0.0,0.0,0.0,5.7
2016-01-16 12:00:00,0.0,0.0,0.0,0.0,0.0,5.65
2016-01-16 13:00:00,0.0,0.0,0.0,0.0,0.0,5.55
