timestamp,Panther_assembly_Pamella,Panther_assembly_Gwyneth,Fox_assembly_Carlos,Bear_assembly_Danial
2016-01-05 10:00:00,0.0,0.0,104.79,
2016-01-05 11:00:00,0.0,0.0,108.59,
2016-01-05 12:00:00,0.0,0.0,104.97,
2016-01-05 13:00:00,0.0,0.0,105.83,
2016-01-05 14:00:00,0.0,0.0,104.0,
2016-01-05 15:00:00,0.0,0.0,107.33,
2016-01-05 16:00:00,0.0,0.0,108.35,
2016-01-05 17:00:00,0.0,0.0,107.6,
2016-01-05 18:00:00,0.0,0.0,107.84,
2016-01-05 19:00:00,0.0,0.0,86.35,
2016-01-05 20:00:00,0.0,0.0,75.78,
2016-01-05 21:00:00,0.0,0.0,76.36,
2016-01-05 22:00:00,0.0,0.0,75.45,
2016-01-05 23:00:00,0.0,0.0,56.06,
2016-01-06 00:00:00,0.0,0.0,46.4,
2016-01-06 01:00:00,0.0,0.0,47.04,
2016-01-06 02:00:00,0.0,0.0,47.41,
2016-01-06 03:00:00,0.0,0.0,46.86,
2016-01-06 04:00:00,0.0,0.0,59.22,
2016-01-06 05:00:00,0.0,0.0,92.19,
2016-01-06 06:00:00,0.0,0.0,95.16,
2016-01-06 07:00:00,0.0,0.0,97.64,
2016-01-06 08:00:00,0.0,0.0,98.19,
2016-01-06 09:00:00,0.0,0.0,100.8,
2016-01-06 10:00:00,0.0,0.0,104.69,
2016-01-06 11:00:00,0.0,0.0,105.3,
2016-01-06 12:00:00,0.0,0.0,104.31,
2016-01-06 13:00:00,0.0,0.0,104.22,
2016-01-06 14:00:00,0.0,0.0,105.15,
2016-01-06 15:00:00,0.0,0.0,107.55,
2016-01-06 16:00:00,0.0,0.0,105.26,
2016-01-06 17:00:00,0.0,0.0,105.53,
2016-01-06 18:00:00,0.0,0.0,104.04,
2016-01-06 19:00:00,0.0,0.0,84.36,
2016-01-06 20:00:00,0.0,0.0,75.54,
2016-01-06 21:00:00,0.0,0.0,73.34,
2016-01-06 22:00:00,0.0,0.0,73.1,
2016-01-06 23:00:00,0.0,0.0,55.6,
2016-01-07 00:00:00,0.0,0.0,47.71,
2016-01-07 01:00:00,0.0,0.0,47.09,
2016-01-07 02:00:00,0.0,0.0,45.54,
2016-01-07 03:00:00,0.0,0.0,45.45,
2016-01-07 04:00:00,0.0,0.0,61.34,
2016-01-07 05:00:00,0.0,0.0,94.4,
2016-01-07 06:00:00,0.0,0.0,96.63,
2016-01-07 07:00:00,0.0,0.0,100.39,
2016-01-07 08:00:00,0.0,0.0,104.31,
2016-01-07 09:00:00,0.0,0.0,102.57,
2016-01-07 10:00:00,0.0,0.0,103.12,
2016-01-07 11:00:00,0.0,0.0,104.94,
2016-01-07 12:00:00,0.0,0.0,105.45,
2016-01-07 13:00:00,0.0,0.0,95.32,
2016-01-07 14:00:00,0.0,0.0,103.61,
2016-01-07 15:00:00,0.0,0.0,105.16,
2016-01-07 16:00:00,0.0,0.0,105.05,
2016-01-07 17:00:00,0.0,0.0,108.15,
2016-01-07 18:00:00,0.0,0.0,103.23,
2016-01-07 19:00:00,0.0,0.0,80.95,
2016-01-07 20:00:00,0.0,0.0,69.29,
2016-01-07 21:00:00,0.0,0.0,69.21,
2016-01-07 22:00:00,0.0,0.0,68.89,
2016-01-07 23:00:00,0.0,0.0,53.6,
2016-01-08 00:00:00,0.0,0.0,46.56,
2016-01-08 01:00:00,0.0,0.0,50.26,
2016-01-08 02:00:00,0.0,0.0,72.04,
2016-01-08 03:00:00,0.0,0.0,72.63,
2016-01-08 04:00:00,0.0,0.0,71.74,
2016-01-08 05:00:00,0.0,0.0,91.3,
2016-01-08 06:00:00,0.0,0.0,92.48,
2016-01-08 07:00:00,0.0,0.0,99.43,
2016-01-08 08:00:00,0.0,0.0,100.86,
2016-01-08 09:00:00,0.0,0.0,100.77,
2016-01-08 10:00:00,0.0,0.0,102.24,
2016-01-08 11:00:00,0.0,0.0,104.39,
2016-01-08 12:00:00,0.0,0.0,102.78,
2016-01-08 13:00:00,0.0,0.0,102.94,
2016-01-08 14:00:00,0.0,0.0,100.75,
2016-01-08 15:00:00,0.0,0.0,96.58,
2016-01-08 16:00:00,0.0,0.0,96.23,
2016-01-08 17:00:00,0.0,0.0,88.41,
2016-01-08 18:00:00,0.0,0.0,73.64,
2016-01-08 19:00:00,0.0,0.0,70.22,
2016-01-08 20:00:00,0.0,0.0,70.67,
2016-01-08 21:00:00,0.0,0.0,70.91,
2016-01-08 22:00:00,0.0,0.0,70.95,
2016-01-08 23:00:00,0.0,0.0,54.66,
2016-01-09 00:00:00,0.0,0.0,46.02,
2016-01-09 01:00:00,0.0,0.0,47.21,
2016-01-09 02:00:00,0.0,0.0,47.57,
2016-01-09 03:00:00,0.0,0.0,47.9,
2016-01-09 04:00:00,0.0,0.0,48.23,
2016-01-09 05:00:00,0.0,0.0,67.57,
2016-01-09 06:00:00,0.0,0.0,68.5,
2016-01-09 07:00:00,0.0,0.0,68.42,
2016-01-09 08:00:00,0.0,0.0,68.11,
2016-01-09 09:00:00,0.0,0.0,71.91,
2016-01-09 10:00:00,0.0,0.0,95.33,
2016-01-09 11:00:00,0.0,0.0,102.03,
2016-01-09 12:00:00,0.0,0.0,101.56,
2016-01-09 13:00:00,0.0,0.0,102.39,
2016-01-09 14:00:00,0.0,0.0,102.06,
2016-01-09 15:00:00,0.0,0.0,103.5,
2016-01-09 16:00:00,0.0,0.0,104.31,
2016-01-09 17:00:00,0.0,0.0,107.41,
2016-01-09 18:00:00,0.0,0.0,84.37,
2016-01-09 19:00:00,0.0,0.0,73.1,
2016-01-09 20:00:00,0.0,0.0,73.0,
2016-01-09 21:00:00,0.0,0.0,71.11,
2016-01-09 22:00:00,0.0,0.0,71.34,
2016-01-09 23:00:00,0.0,0.0,56.18,
2016-01-10 00:00:00,0.0,0.0,49.32,
2016-01-10 01:00:00,0.0,0.0,48.97,
2016-01-10 02:00:00,0.0,0.0,47.92,
2016-01-10 03:00:00,0.0,0.0,48.47,
2016-01-10 04:00:00,0.0,0.0,48.32,
2016-01-10 05:00:00,0.0,0.0,67.03,
2016-01-10 06:00:00,0.0,0.0,69.9,
2016-01-10 07:00:00,0.0,0.0,70.21,
2016-01-10 08:00:00,0.0,0.0,70.09,
2016-01-10 09:00:00,0.0,0.0,70.95,
2016-01-10 10:00:00,0.0,0.0,92.43,
2016-01-10 11:00:00,0.0,0.0,99.08,
2016-01-10 12:00:00,0.0,0.0,99.56,
2016-01-10 13:00:00,0.0,0.0,99.45,
2016-01-10 14:00:00,0.0,0.0,100.0,
2016-01-10 15:00:00,0.0,0.0,99.52,
2016-01-10 16:00:00,0.0,0.0,100.62,
2016-01-10 17:00:00,0.0,0.0,102.28,
2016-01-10 18:00:00,0.0,0.0,82.63,
2016-01-10 19:00:00,0.0,0.0,75.14,
2016-01-10 20:00:00,0.0,0.0,72.09,
2016-01-10 21:00:00,0.0,0.0,72.89,
2016-01-10 22:00:00,0.0,0.0,72.82,
2016-01-10 23:00:00,0.0,0.0,57.13,
2016-01-11 00:00:00,0.0,0.0,49.46,
2016-01-11 01:00:00,0.0,0.0,48.1,
2016-01-11 02:00:00,0.0,0.0,48.54,
2016-01-11 03:00:00,0.0,0.0,48.54,
2016-01-11 04:00:00,0.0,0.0,61.43,
2016-01-11 05:00:00,0.0,0.0,91.51,
2016-01-11 06:00:00,0.0,0.0,96.95,
2016-01-11 07:00:00,0.0,0.0,100.75,
2016-01-11 08:00:00,0.0,0.0,101.15,
2016-01-11 09:00:00,0.0,0.0,100.91,
2016-01-11 10:00:00,0.0,0.0,103.68,
2016-01-11 11:00:00,0.0,0.0,105.07,
2016-01-11 12:00:00,0.0,0.0,105.05,
2016-01-11 13:00:00,0.0,0.0,104.96,
2016-01-11 14:00:00,0.0,0.0,103.6,
2016-01-11 15:00:00,0.0,0.0,103.92,
2016-01-11 16:00:00,0.0,0.0,107.2,
2016-01-11 17:00:00,0.0,0.0,172.09,
2016-01-11 18:00:00,0.0,0.0,226.67,
2016-01-11 19:00:00,0.0,0.0,231.48,
2016-01-11 20:00:00,0.0,0.0,189.52,
2016-01-11 21:00:00,0.0,0.0,173.42,
2016-01-11 22:00:00,0.0,0.0,160.89,
2016-01-11 23:00:00,0.0,0.0,77.28,
2016-01-12 00:00:00,0.0,0.0,49.15,
2016-01-12 01:00:00,0.0,0.0,48.42,
2016-01-12 02:00:00,0.0,0.0,47.55,
2016-01-12 03:00:00,0.0,0.0,47.99,
2016-01-12 04:00:00,0.0,0.0,52.75,
2016-01-12 05:00:00,0.0,0.0,96.02,
2016-01-12 06:00:00,0.0,0.0,105.2,
2016-01-12 07:00:00,0.0,0.0,106.76,
2016-01-12 08:00:00,0.0,0.0,108.34,
2016-01-12 09:00:00,0.0,0.0,108.24,
2016-01-12 10:00:00,0.0,0.0,108.4,
2016-01-12 11:00:00,0.0,0.0,111.36,
2016-01-12 12:00:00,0.0,0.0,111.22,
2016-01-12 13:00:00,0.0,0.0,109.94,
2016-01-12 14:00:00,0.0,0.0,109.54,
2016-01-12 15:00:00,0.0,0.0,109.18,
2016-01-12 16:00:00,0.0,0.0,110.67,
2016-01-12 17:00:00,0.0,0.0,177.25,
2016-01-12 18:00:00,0.0,0.0,228.4,
2016-01-12 19:00:00,0.0,0.0,239.14,
2016-01-12 20:00:00,0.0,0.0,240.95,
2016-01-12 21:00:00,0.0,0.0,261.55,
2016-01-12 22:00:00,0.0,0.0,266.21,
2016-01-12 23:00:00,0.0,0.0,98.91,
2016-01-13 00:00:00,0.0,0.0,48.26,
2016-01-13 01:00:00,0.0,0.0,48.11,
2016-01-13 02:00:00,0.0,0.0,48.35,
2016-01-13 03:00:00,0.0,0.0,47.99,
2016-01-13 04:00:00,0.0,0.0,56.01,
2016-01-13 05:00:00,0.0,0.0,95.66,
2016-01-13 06:00:00,0.0,0.0,100.43,
2016-01-13 07:00:00,0.0,0.0,105.84,
2016-01-13 08:00:00,0.0,0.0,106.51,
2016-01-13 09:00:00,0.0,0.0,108.08,
2016-01-13 10:00:00,0.0,0.0,108.38,
2016-01-13 11:00:00,0.0,0.0,108.58,
2016-01-13 12:00:00,0.0,0.0,107.1,
2016-01-13 13:00:00,0.0,0.0,107.24,
2016-01-13 14:00:00,0.0,0.0,106.95,
2016-01-13 15:00:00,0.0,0.0,110.5,
2016-01-13 16:00:00,0.0,0.0,109.91,
2016-01-13 17:00:00,0.0,0.0,194.83,
2016-01-13 18:00:00,0.0,0.0,260.41,
2016-01-13 19:00:00,0.0,0.0,259.76,
2016-01-13 20:00:00,0.0,0.0,219.78,
2016-01-13 21:00:00,0.0,0.0,205.97,
2016-01-13 22:00:00,0.0,0.0,200.52,
2016-01-13 23:00:00,0.0,0.0,97.79,
2016-01-14 00:00:00,0.0,0.0,56.94,
2016-01-14 01:00:00,0.0,0.0,55.76,
2016-01-14 02:00:00,0.0,0.0,55.91,
2016-01-14 03:00:00,0.0,0.0,54.83,
2016-01-14 04:00:00,0.0,0.0,72.55,
2016-01-14 05:00:00,0.0,0.0,97.04,
2016-01-14 06:00:00,0.0,0.0,111.81,
2016-01-14 07:00:00,0.0,0.0,115.58,
2016-01-14 08:00:00,0.0,0.0,106.75,
2016-01-14 09:00:00,0.0,0.0,104.02,
2016-01-14 10:00:00,0.0,0.0,104.17,
2016-01-14 11:00:00,0.0,0.0,108.6,
2016-01-14 12:00:00,0.0,0.0,109.02,
2016-01-14 13:00:00,0.0,0.0,108.08,
2016-01-14 14:00:00,0.0,0.0,109.83,
2016-01-14 15:00:00,0.0,0.0,108.46,
2016-01-14 16:00:00,0.0,0.0,111.31,
2016-01-14 17:00:00,0.0,0.0,222.61,
2016-01-14 18:00:00,0.0,0.0,316.55,
2016-01-14 19:00:00,0.0,0.0,317.87,
2016-01-14 20:00:00,0.0,0.0,316.27,
2016-01-14 21:00:00,0.0,0.0,313.36,
2016-01-14 22:00:00,0.0,0.0,259.06,
2016-01-14 23:00:00,0.0,0.0,102.89,
2016-01-15 00:00:00,0.0,0.0,61.26,
2016-01-15 01:00:00,0.0,0.0,58.74,
2016-01-15 02:00:00,0.0,0.0,59.12,
2016-01-15 03:00:00,0.0,0.0,59.27,
2016-01-15 04:00:00,0.0,0.0,66.63,
2016-01-15 05:00:00,0.0,0.0,104.12,
2016-01-15 06:00:00,0.0,0.0,114.72,
2016-01-15 07:00:00,0.0,0.0,116.66,
2016-01-15 08:00:00,0.0,0.0,94.19,
2016-01-15 09:00:00,0.0,0.0,87.73,
2016-01-15 10:00:00,0.0,0.0,88.47,
2016-01-15 11:00:00,0.0,0.0,90.48,
2016-01-15 12:00:00,0.0,0.0,92.37,
2016-01-15 13:00:00,0.0,0.0,93.58,
2016-01-15 14:00:00,0.0,0.0,93.15,
2016-01-15 15:00:00,0.0,0.0,93.16,
2016-01-15 16:00:00,0.0,0.0,95.17,
2016-01-15 17:00:00,0.0,0.0,169.22,
2016-01-15 18:00:00,0.0,0.0,213.42,
2016-01-15 19:00:00,0.0,0.0,211.93,
2016-01-15 20:00:00,0.0,0.0,206.54,
2016-01-15 21:00:00,0.0,0.0,136.61,
2016-01-15 22:00:00,0.0,0.0,107.95,
2016-01-15 23:00:00,0.0,0.0,80.05,
2016-01-16 00:00:00,0.0,0.0,59.55,
2016-01-16 01:00:00,0.0,0.0,58.82,
2016-01-16 02:00:00,0.0,0.0,58.29,
2016-01-16 03:00:00,0.0,0.0,56.17,
2016-01-16 04:00:00,0.0,0.0,55.94,
2016-01-16 05:00:00,0.0,0.0,75.75,
2016-01-16 06:00:00,0.0,0.0,78.91,
2016-01-16 07:00:00,0.0,0.0,80.74,
2016-01-16 08:00:00,0.0,0.0,69.6,
2016-01-16 09:00:00,0.0,0.0,89.34,
2016-01-16 10:00:00,0.0,0.0,93.97,
2016-01-16 11:00:00,0.0,0.0,97.06,
2016-01-16 12:00:00,0.0,0.0,96.93,
2016-01-16 13:00:00,0.0,0.0,96.78,
2016-01-16 14:00:00,0.0,0.0,94.31,
2016-01-16 15:00:00,0.0,0.0,93.65,
2016-01-16 16:00:00,0.0,0.0,94.02,
2016-01-16 17:00:00,0.0,0.0,137.21,
2016-01-16 18:00:00,0.0,0.0,190.72,
2016-01-16 19:00:00,0.0,0.0,191.02,
2016-01-16 20:00:00,0.0,0.0,189.15,
2016-01-16 21:00:00,0.0,0.0,127.41,
2016-01-16 22:00:00,0.0,0.0,102.24,
2016-01-16 23:00:00,0.0,0.0,83.82,
2016-01-17 00:00:00,0.0,0.0,75.04,
2016-01-17 01:00:00,0.0,0.0,74.94,
2016-01-17 02:00:00,0.0,0.0,73.63,
2016-01-17 03:00:00,0.0,0.0,73.29,
2016-01-17 04:00:00,0.0,0.0,73.05,
2016-01-17 05:00:00,0.0,0.0,91.84,
2016-01-17 06:00:00,0.0,0.0,93.61,
2016-01-17 07:00:00,0.0,0.0,94.37,
2016-01-17 08:00:00,0.0,0.0,91.77,
2016-01-17 09:00:00,0.0,0.0,105.96,
2016-01-17 10:00:00,0.0,0.0,111.37,
2016-01-17 11:00:00,0.0,0.0,112.03,
2016-01-17 12:00:00,0.0,0.0,113.04,
2016-01-17 13:00:00,0.0,0.0,114.21,
2016-01-17 14:00:00,0.0,0.0,111.43,
2016-01-17 15:00:00,0.0,0.0,113.36,
2016-01-17 16:00:00,0.0,0.0,112.22,
2016-01-17 17:00:00,0.0,0.0,141.19,
2016-01-17 18:00:00,0.0,0.0,177.07,
2016-01-17 19:00:00,0.0,0.0,173.22,
2016-01-17 20:00:00,0.0,0.0,171.05,
2016-01-17 21:00:00,0.0,0.0,111.68,
2016-01-17 22:00:00,0.0,0.0,89.03,
2016-01-17 23:00:00,0.0,0.0,70.79,
2016-01-18 00:00:00,0.0,0.0,64.01,
2016-01-18 01:00:00,0.0,0.0,63.36,
2016-01-18 02:00:00,0.0,0.0,61.11,
2016-01-18 03:00:00,0.0,0.0,57.73,
2016-01-18 04:00:00,0.0,0.0,56.85,
2016-01-18 05:00:00,0.0,0.0,77.19,
2016-01-18 06:00:00,0.0,0.0,102.08,
2016-01-18 07:00:00,0.0,0.0,111.92,
2016-01-18 08:00:00,0.0,0.0,99.34,
2016-01-18 09:00:00,0.0,0.0,100.44,
2016-01-18 10:00:00,0.0,0.0,101.42,
2016-01-18 11:00:00,0.0,0.0,102.66,
2016-01-18 12:00:00,0.0,0.0,102.9,
2016-01-18 13:00:00,0.0,0.0,100.56,
2016-01-18 14:00:00,0.0,0.0,102.06,
2016-01-18 15:00:00,0.0,0.0,105.9,
2016-01-18 16:00:00,0.0,0.0,107.99,
2016-01-18 17:00:00,0.0,0.0,185.72,
2016-01-18 18:00:00,0.0,0.0,259.24,
2016-01-18 19:00:00,0.0,0.0,259.68,
2016-01-18 20:00:00,0.0,0.0,218.66,
2016-01-18 21:00:00,0.0,0.0,200.63,
2016-01-18 22:00:00,0.0,0.0,197.23,
2016-01-18 23:00:00,0.0,0.0,100.72,
2016-01-19 00:00:00,0.0,0.0,56.36,
2016-01-19 01:00:00,0.0,0.0,56.56,
2016-01-19 02:00:00,0.0,0.0,55.23,
2016-01-19 03:00:00,0.0,0.0,55.48,
2016-01-19 04:00:00,0.0,0.0,63.93,
2016-01-19 05:00:00,0.0,0.0,102.6,
2016-01-19 06:00:00,0.0,0.0,113.95,
2016-01-19 07:00:00,0.0,0.0,116.63,
2016-01-19 08:00:00,0.0,0.0,106.23,
2016-01-19 09:00:00,0.0,0.0,106.76,
2016-01-19 10:00:00,0.0,0.0,106.45,
2016-01-19 11:00:00,0.0,0.0,109.22,
2016-01-19 12:00:00,0.0,0.0,108.61,
2016-01-19 13:00:00,0.0,0.0,110.91,
2016-01-19 14:00:00,0.0,0.0,111.21,
2016-01-19 15:00:00,0.0,0.0,115.78,
2016-01-19 16:00:00,0.0,0.0,114.93,
2016-01-19 17:00:00,0.0,0.0,187.67,
2016-01-19 18:00:00,0.0,0.0,266.62,
2016-01-19 19:00:00,0.0,0.0,276.33,
2016-01-19 20:00:00,0.0,0.0,286.09,
2016-01-19 21:00:00,0.0,0.0,317.89,
2016-01-19 22:00:00,0.0,0.0,300.39,
2016-01-19 23:00:00,0.0,0.0,123.27,
2016-01-20 00:00:00,0.0,0.0,65.46,
2016-01-20 01:00:00,0.0,0.0,65.79,
2016-01-20 02:00:00,0.0,0.0,63.67,
2016-01-20 03:00:00,0.0,0.0,60.01,
2016-01-20 04:00:00,0.0,0.0,75.75,
2016-01-20 05:00:00,0.0,0.0,108.53,
2016-01-20 06:00:00,0.0,0.0,118.31,
2016-01-20 07:00:00,0.0,0.0,121.0,
2016-01-20 08:00:00,0.0,0.0,107.99,
2016-01-20 09:00:00,0.0,0.0,108.76,
2016-01-20 10:00:00,0.0,0.0,109.92,
2016-01-20 11:00:00,0.0,0.0,107.22,
2016-01-20 12:00:00,0.0,0.0,106.94,
2016-01-20 13:00:00,0.0,0.0,109.96,
2016-01-20 14:00:00,0.0,0.0,112.44,
2016-01-20 15:00:00,0.0,0.0,113.85,
2016-01-20 16:00:00,0.0,0.0,116.56,
2016-01-20 17:00:00,0.0,0.0,191.1,
2016-01-20 18:00:00,0.0,0.0,266.63,
2016-01-20 19:00:00,0.0,0.0,264.07,
2016-01-20 20:00:00,0.0,0.0,224.14,
2016-01-20 21:00:00,0.0,0.0,212.73,
2016-01-20 22:00:00,0.0,0.0,209.68,
2016-01-20 23:00:00,0.0,0.0,103.67,
2016-01-21 00:00:00,0.0,0.0,59.17,
2016-01-21 01:00:00,0.0,0.0,56.37,
2016-01-21 02:00:00,0.0,0.0,56.43,
2016-01-21 03:00:00,0.0,0.0,55.39,
2016-01-21 04:00:00,0.0,0.0,61.52,
2016-01-21 05:00:00,0.0,0.0,99.96,
2016-01-21 06:00:00,0.0,0.0,112.48,
2016-01-21 07:00:00,0.0,0.0,116.41,
2016-01-21 08:00:00,0.0,0.0,109.51,
2016-01-21 09:00:00,0.0,0.0,108.62,
2016-01-21 10:00:00,0.0,0.0,107.44,
2016-01-21 11:00:00,0.0,0.0,111.87,
2016-01-21 12:00:00,0.0,0.0,112.53,
2016-01-21 13:00:00,0.0,0.0,114.79,
2016-01-21 14:00:00,0.0,0.0,117.14,
2016-01-21 15:00:00,0.0,0.0,117.78,
2016-01-21 16:00:00,0.0,0.0,118.02,
2016-01-21 17:00:00,0.0,0.0,213.91,
2016-01-21 18:00:00,0.0,0.0,323.47,
2016-01-21 19:00:00,0.0,0.0,324.06,
2016-01-21 20:00:00,0.0,0.0,283.03,
2016-01-21 21:00:00,0.0,0.0,262.77,
2016-01-21 22:00:00,0.0,0.0,245.82,
2016-01-21 23:00:00,0.0,0.0,103.11,
2016-01-22 00:00:00,0.0,0.0,54.91,
2016-01-22 01:00:00,0.0,0.0,54.4,
2016-01-22 02:00:00,0.0,0.0,54.45,
2016-01-22 03:00:00,0.0,0.0,54.42,
2016-01-22 04:00:00,0.0,0.0,54.82,
2016-01-22 05:00:00,0.0,0.0,96.6,
2016-01-22 06:00:00,0.0,0.0,112.58,
2016-01-22 07:00:00,0.0,0.0,119.1,
2016-01-22 08:00:00,0.0,0.0,108.82,
2016-01-22 09:00:00,0.0,0.0,108.31,
2016-01-22 10:00:00,0.0,0.0,108.69,
2016-01-22 11:00:00,0.0,0.0,110.52,
2016-01-22 12:00:00,0.0,0.0,113.13,
2016-01-22 13:00:00,0.0,0.0,116.38,
2016-01-22 14:00:00,0.0,0.0,118.65,
2016-01-22 15:00:00,0.0,0.0,119.49,
2016-01-22 16:00:00,0.0,0.0,124.2,
2016-01-22 17:00:00,0.0,0.0,172.58,
2016-01-22 18:00:00,0.0,0.0,217.88,
2016-01-22 19:00:00,0.0,0.0,214.79,
2016-01-22 20:00:00,0.0,0.0,208.23,
2016-01-22 21:00:00,0.0,0.0,140.46,
2016-01-22 22:00:00,0.0,0.0,114.05,
2016-01-22 23:00:00,0.0,0.0,86.85,
2016-01-23 00:00:00,0.0,0.0,66.6,
2016-01-23 01:00:00,0.0,0.0,66.5,
2016-01-23 02:00:00,0.0,0.0,63.91,
2016-01-23 03:00:00,0.0,0.0,59.79,
2016-01-23 04:00:00,0.0,0.0,58.98,
2016-01-23 05:00:00,0.0,0.0,79.39,
