timestamp,Fox_public_Denny,Bear_public_Orville
2016-01-05 10:00:00,154.0,47.7
2016-01-05 11:00:00,154.09,48.3
2016-01-05 12:00:00,157.88,48.6
2016-01-05 13:00:00,150.96,49.8
2016-01-05 14:00:00,149.53,50.7
2016-01-05 15:00:00,157.91,51.3
2016-01-05 16:00:00,153.23,51.3
2016-01-05 17:00:00,144.64,48.3
2016-01-05 18:00:00,142.0,46.1
2016-01-05 19:00:00,146.99,38.2
2016-01-05 20:00:00,146.16,37.0837
2016-01-05 21:00:00,144.96,25.2
2016-01-05 22:00:00,145.84,13.0
2016-01-05 23:00:00,139.06,13.1
2016-01-06 00:00:00,139.09,13.0
2016-01-06 01:00:00,141.79,13.1
2016-01-06 02:00:00,146.17,13.1
2016-01-06 03:00:00,141.72,13.1
2016-01-06 04:00:00,139.0,13.0
2016-01-06 05:00:00,141.01,13.0
2016-01-06 06:00:00,138.45,13.0
2016-01-06 07:00:00,138.37,26.1
2016-01-06 08:00:00,147.38,45.9
2016-01-06 09:00:00,135.61,45.4
2016-01-06 10:00:00,139.44,46.8
2016-01-06 11:00:00,159.01,49.1
2016-01-06 12:00:00,150.28,48.8
2016-01-06 13:00:00,150.18,49.3
2016-01-06 14:00:00,153.4,49.8
2016-01-06 15:00:00,153.05,50.3
2016-01-06 16:00:00,154.87,51.2
2016-01-06 17:00:00,142.6,49.1
2016-01-06 18:00:00,137.28,46.0
2016-01-06 19:00:00,142.43,37.6
2016-01-06 20:00:00,138.74,36.7
2016-01-06 21:00:00,143.06,24.9
2016-01-06 22:00:00,140.31,13.0
2016-01-06 23:00:00,145.68,13.0
2016-01-07 00:00:00,139.79,13.0
2016-01-07 01:00:00,138.86,13.2
2016-01-07 02:00:00,135.94,13.1
2016-01-07 03:00:00,134.48,13.1
2016-01-07 04:00:00,134.79,13.1
2016-01-07 05:00:00,133.84,13.0
2016-01-07 06:00:00,136.3,13.0
2016-01-07 07:00:00,141.65,26.1
2016-01-07 08:00:00,142.66,46.1
2016-01-07 09:00:00,143.08,46.9
2016-01-07 10:00:00,143.36,47.3
2016-01-07 11:00:00,146.22,47.9
2016-01-07 12:00:00,144.69,49.3
2016-01-07 13:00:00,143.34,50.6
2016-01-07 14:00:00,139.12,50.2
2016-01-07 15:00:00,140.2,51.2
2016-01-07 16:00:00,131.81,51.7
2016-01-07 17:00:00,132.95,48.5
2016-01-07 18:00:00,129.02,46.0
2016-01-07 19:00:00,131.79,37.7
2016-01-07 20:00:00,130.02,36.9
2016-01-07 21:00:00,117.0,24.9
2016-01-07 22:00:00,118.16,13.3
2016-01-07 23:00:00,119.58,13.3
2016-01-08 00:00:00,112.67,13.3
2016-01-08 01:00:00,116.66,13.2
2016-01-08 02:00:00,116.15,13.5
2016-01-08 03:00:00,118.83,13.3
2016-01-08 04:00:00,118.7,13.2
2016-01-08 05:00:00,119.61,13.3
2016-01-08 06:00:00,120.86,13.2
2016-01-08 07:00:00,124.73,26.2
2016-01-08 08:00:00,124.18,46.1
2016-01-08 09:00:00,124.63,47.3
2016-01-08 10:00:00,115.66,48.6
2016-01-08 11:00:00,113.47,48.5
2016-01-08 12:00:00,115.73,48.9
2016-01-08 13:00:00,139.45,50.9
2016-01-08 14:00:00,137.66,49.8
2016-01-08 15:00:00,145.9,50.4
2016-01-08 16:00:00,147.78,50.4
2016-01-08 17:00:00,134.34,49.6
2016-01-08 18:00:00,141.38,47.3
2016-01-08 19:00:00,143.65,37.6
2016-01-08 20:00:00,144.48,36.8
2016-01-08 21:00:00,146.69,25.1
2016-01-08 22:00:00,141.21,13.201
2016-01-08 23:00:00,139.62,13.2
2016-01-09 00:00:00,114.99,13.2
2016-01-09 01:00:00,115.79,13.3
2016-01-09 02:00:00,120.87,13.3
2016-01-09 03:00:00,120.75,13.3
2016-01-09 04:00:00,120.92,13.3
2016-01-09 05:00:00,126.65,13.2
2016-01-09 06:00:00,122.37,13.3
2016-01-09 07:00:00,127.81,13.2
2016-01-09 08:00:00,120.47,19.2
2016-01-09 09:00:00,113.01,19.5
2016-01-09 10:00:00,104.48,19.7
2016-01-09 11:00:00,106.69,33.0
2016-01-09 12:00:00,146.08,47.1
2016-01-09 13:00:00,143.73,46.5472
2016-01-09 14:00:00,144.24,46.6524
2016-01-09 15:00:00,141.79,47.9
2016-01-09 16:00:00,147.46,48.1
2016-01-09 17:00:00,137.78,48.4
2016-01-09 18:00:00,139.4,34.8
2016-01-09 19:00:00,143.49,14.0
2016-01-09 20:00:00,143.15,13.2
2016-01-09 21:00:00,135.59,13.2
2016-01-09 22:00:00,138.41,13.2
2016-01-09 23:00:00,121.66,13.2643
2016-01-10 00:00:00,119.58,13.3
2016-01-10 01:00:00,122.43,13.3
2016-01-10 02:00:00,122.91,13.4
2016-01-10 03:00:00,120.44,13.3
2016-01-10 04:00:00,120.39,13.3
2016-01-10 05:00:00,122.43,13.3
2016-01-10 06:00:00,122.97,13.3
2016-01-10 07:00:00,116.26,13.1
2016-01-10 08:00:00,120.76,20.1
2016-01-10 09:00:00,114.36,20.3
2016-01-10 10:00:00,105.73,20.1
2016-01-10 11:00:00,106.49,33.2
2016-01-10 12:00:00,126.19,47.2
2016-01-10 13:00:00,135.47,46.7
2016-01-10 14:00:00,140.87,46.7
2016-01-10 15:00:00,138.77,47.5
2016-01-10 16:00:00,137.88,47.9
2016-01-10 17:00:00,141.8,48.1
2016-01-10 18:00:00,145.21,48.0
2016-01-10 19:00:00,143.6,40.7
2016-01-10 20:00:00,142.72,39.8
2016-01-10 21:00:00,146.23,26.5
2016-01-10 22:00:00,134.7,13.3
2016-01-10 23:00:00,118.53,13.2
2016-01-11 00:00:00,112.79,13.3
2016-01-11 01:00:00,116.77,13.3
2016-01-11 02:00:00,119.26,13.4
2016-01-11 03:00:00,119.85,13.3
2016-01-11 04:00:00,121.91,13.3
2016-01-11 05:00:00,131.67,13.3
2016-01-11 06:00:00,134.12,13.1
2016-01-11 07:00:00,138.49,26.3
2016-01-11 08:00:00,134.79,46.2
2016-01-11 09:00:00,122.6,46.8
2016-01-11 10:00:00,125.94,47.2
2016-01-11 11:00:00,152.29,47.5
2016-01-11 12:00:00,163.61,48.1
2016-01-11 13:00:00,155.51,50.5
2016-01-11 14:00:00,162.01,50.2
2016-01-11 15:00:00,157.92,49.5
2016-01-11 16:00:00,152.88,48.3
2016-01-11 17:00:00,144.48,45.8
2016-01-11 18:00:00,135.43,44.9
2016-01-11 19:00:00,139.82,37.3
2016-01-11 20:00:00,142.63,36.1
2016-01-11 21:00:00,141.41,24.6
2016-01-11 22:00:00,112.89,13.2
2016-01-11 23:00:00,114.19,13.2
2016-01-12 00:00:00,110.55,13.2
2016-01-12 01:00:00,115.71,13.4
2016-01-12 02:00:00,119.31,13.4
2016-01-12 03:00:00,121.85,13.3
2016-01-12 04:00:00,121.15,13.2
2016-01-12 05:00:00,123.4,13.2
2016-01-12 06:00:00,130.95,13.2
2016-01-12 07:00:00,132.65,26.3
2016-01-12 08:00:00,131.77,45.5
2016-01-12 09:00:00,134.04,45.0
2016-01-12 10:00:00,144.02,46.8
2016-01-12 11:00:00,157.2,47.0
2016-01-12 12:00:00,157.93,49.3
2016-01-12 13:00:00,158.56,50.9
2016-01-12 14:00:00,161.9,50.8
2016-01-12 15:00:00,157.95,49.8
2016-01-12 16:00:00,153.44,49.5
2016-01-12 17:00:00,137.67,47.4
2016-01-12 18:00:00,138.49,45.5
2016-01-12 19:00:00,142.6,38.6
2016-01-12 20:00:00,140.05,37.4865
2016-01-12 21:00:00,140.75,25.2
2016-01-12 22:00:00,135.44,13.1
2016-01-12 23:00:00,141.3,13.1
2016-01-13 00:00:00,129.47,13.1
2016-01-13 01:00:00,108.71,13.1
2016-01-13 02:00:00,113.64,13.3
2016-01-13 03:00:00,116.68,13.3
2016-01-13 04:00:00,114.82,13.1
2016-01-13 05:00:00,120.17,13.2
2016-01-13 06:00:00,128.81,13.0
2016-01-13 07:00:00,125.95,26.2
2016-01-13 08:00:00,126.33,45.7
2016-01-13 09:00:00,115.25,46.5
2016-01-13 10:00:00,136.8,47.4
2016-01-13 11:00:00,159.55,48.5
2016-01-13 12:00:00,153.59,50.0
2016-01-13 13:00:00,155.74,50.8
2016-01-13 14:00:00,155.82,50.3
2016-01-13 15:00:00,154.11,49.8
2016-01-13 16:00:00,152.27,49.2
2016-01-13 17:00:00,138.74,47.4
2016-01-13 18:00:00,138.81,45.4
2016-01-13 19:00:00,134.86,38.2
2016-01-13 20:00:00,138.8,37.0
2016-01-13 21:00:00,139.03,25.0
2016-01-13 22:00:00,136.61,13.2
2016-01-13 23:00:00,139.37,13.2
2016-01-14 00:00:00,136.1,13.2
2016-01-14 01:00:00,122.42,13.3
2016-01-14 02:00:00,111.45,13.3
2016-01-14 03:00:00,117.43,13.2
2016-01-14 04:00:00,116.87,13.2
2016-01-14 05:00:00,120.27,13.2
2016-01-14 06:00:00,122.43,13.1
2016-01-14 07:00:00,127.65,26.2
2016-01-14 08:00:00,132.09,45.5
2016-01-14 09:00:00,122.66,46.7
2016-01-14 10:00:00,127.77,47.7
2016-01-14 11:00:00,156.55,48.8
2016-01-14 12:00:00,155.46,49.8
2016-01-14 13:00:00,150.79,50.5
2016-01-14 14:00:00,155.94,50.7
2016-01-14 15:00:00,148.62,51.2
2016-01-14 16:00:00,143.73,50.4
2016-01-14 17:00:00,139.43,48.3
2016-01-14 18:00:00,135.54,46.3
2016-01-14 19:00:00,134.33,38.5
2016-01-14 20:00:00,137.57,36.8
2016-01-14 21:00:00,136.35,24.9
2016-01-14 22:00:00,137.89,13.2
2016-01-14 23:00:00,129.74,13.1
2016-01-15 00:00:00,106.39,13.1
2016-01-15 01:00:00,106.89,13.2
2016-01-15 02:00:00,114.08,13.2
2016-01-15 03:00:00,115.32,13.3
2016-01-15 04:00:00,113.31,13.1
2016-01-15 05:00:00,111.59,13.1
2016-01-15 06:00:00,120.55,13.1
2016-01-15 07:00:00,118.99,26.1
2016-01-15 08:00:00,123.48,46.0
2016-01-15 09:00:00,115.28,48.1
2016-01-15 10:00:00,111.81,49.0
2016-01-15 11:00:00,110.73,48.9
2016-01-15 12:00:00,140.97,50.5
2016-01-15 13:00:00,150.67,51.8
2016-01-15 14:00:00,147.57,51.6
2016-01-15 15:00:00,143.21,51.5
2016-01-15 16:00:00,142.42,52.1
2016-01-15 17:00:00,137.92,49.5
2016-01-15 18:00:00,134.93,46.9
2016-01-15 19:00:00,136.43,39.1
2016-01-15 20:00:00,136.84,37.7
2016-01-15 21:00:00,137.54,25.8
2016-01-15 22:00:00,135.2,13.5
2016-01-15 23:00:00,123.32,13.1
2016-01-16 00:00:00,113.21,13.2
2016-01-16 01:00:00,108.8,13.2
2016-01-16 02:00:00,114.69,13.3
2016-01-16 03:00:00,113.76,13.2
2016-01-16 04:00:00,116.02,13.2
2016-01-16 05:00:00,114.64,13.2
2016-01-16 06:00:00,118.2,13.1
2016-01-16 07:00:00,122.89,13.1
2016-01-16 08:00:00,116.74,19.6
2016-01-16 09:00:00,112.02,19.8
2016-01-16 10:00:00,105.39,19.6
2016-01-16 11:00:00,144.22,32.7
2016-01-16 12:00:00,142.92,46.9
2016-01-16 13:00:00,142.34,48.5
2016-01-16 14:00:00,137.22,48.9
2016-01-16 15:00:00,132.73,48.9
2016-01-16 16:00:00,136.27,49.1
2016-01-16 17:00:00,139.34,48.4
2016-01-16 18:00:00,142.93,34.6
2016-01-16 19:00:00,137.96,14.2
2016-01-16 20:00:00,137.93,13.1
2016-01-16 21:00:00,142.36,13.1
2016-01-16 22:00:00,140.82,13.032
2016-01-16 23:00:00,142.31,13.1
2016-01-17 00:00:00,136.36,13.1
2016-01-17 01:00:00,141.18,13.3
2016-01-17 02:00:00,121.58,13.2
2016-01-17 03:00:00,114.12,13.2
2016-01-17 04:00:00,111.79,13.2
2016-01-17 05:00:00,113.32,13.2
2016-01-17 06:00:00,117.32,13.1
2016-01-17 07:00:00,123.07,13.2
2016-01-17 08:00:00,113.86,19.6
2016-01-17 09:00:00,108.15,20.4
2016-01-17 10:00:00,123.44,20.6
2016-01-17 11:00:00,150.85,33.6
2016-01-17 12:00:00,147.72,48.3
2016-01-17 13:00:00,145.77,48.4
2016-01-17 14:00:00,146.34,48.6
2016-01-17 15:00:00,143.35,48.5
2016-01-17 16:00:00,148.62,47.8
2016-01-17 17:00:00,140.45,47.7
2016-01-17 18:00:00,141.88,48.0
2016-01-17 19:00:00,143.98,40.8
2016-01-17 20:00:00,140.2,39.7
2016-01-17 21:00:00,140.71,26.4
2016-01-17 22:00:00,135.74,13.1
2016-01-17 23:00:00,143.29,13.1
2016-01-18 00:00:00,136.71,13.2
2016-01-18 01:00:00,125.85,13.2
2016-01-18 02:00:00,111.99,12.2907
2016-01-18 03:00:00,115.23,13.3
2016-01-18 04:00:00,115.73,13.2
2016-01-18 05:00:00,113.69,13.2
2016-01-18 06:00:00,119.1,13.1
2016-01-18 07:00:00,118.7,13.1
2016-01-18 08:00:00,116.54,19.6
2016-01-18 09:00:00,108.47,20.9
2016-01-18 10:00:00,139.0,20.9
2016-01-18 11:00:00,138.5,20.8
2016-01-18 12:00:00,149.62,21.5
2016-01-18 13:00:00,150.43,21.5
2016-01-18 14:00:00,147.45,21.7
2016-01-18 15:00:00,148.32,21.6
2016-01-18 16:00:00,142.62,21.3
2016-01-18 17:00:00,142.59,21.2
2016-01-18 18:00:00,141.16,21.0
2016-01-18 19:00:00,149.02,14.1
2016-01-18 20:00:00,143.08,13.1
2016-01-18 21:00:00,140.2,13.1
2016-01-18 22:00:00,145.88,13.2
2016-01-18 23:00:00,135.93,13.1
2016-01-19 00:00:00,133.95,13.2
2016-01-19 01:00:00,134.98,13.3
2016-01-19 02:00:00,120.88,13.3
2016-01-19 03:00:00,115.81,13.2
2016-01-19 04:00:00,115.61,13.3683
2016-01-19 05:00:00,117.42,13.2
2016-01-19 06:00:00,130.88,13.0
2016-01-19 07:00:00,132.38,26.0
2016-01-19 08:00:00,120.44,46.3
2016-01-19 09:00:00,128.04,50.2
2016-01-19 10:00:00,171.81,51.1
2016-01-19 11:00:00,169.79,51.3
2016-01-19 12:00:00,165.9,52.5
2016-01-19 13:00:00,167.26,52.9
2016-01-19 14:00:00,164.52,52.2
2016-01-19 15:00:00,161.81,51.6
2016-01-19 16:00:00,155.57,51.5
2016-01-19 17:00:00,146.62,49.6
2016-01-19 18:00:00,141.46,48.3
2016-01-19 19:00:00,147.08,39.7
2016-01-19 20:00:00,139.71,36.9
2016-01-19 21:00:00,149.14,25.0
2016-01-19 22:00:00,147.76,13.2
2016-01-19 23:00:00,141.28,13.3
2016-01-20 00:00:00,138.97,13.2
2016-01-20 01:00:00,140.66,13.3
2016-01-20 02:00:00,139.92,13.4
2016-01-20 03:00:00,138.25,13.3
2016-01-20 04:00:00,142.13,13.3
2016-01-20 05:00:00,132.1,13.2
2016-01-20 06:00:00,120.54,13.2
2016-01-20 07:00:00,125.42,25.9
2016-01-20 08:00:00,119.33,45.8
2016-01-20 09:00:00,125.1,49.2
2016-01-20 10:00:00,160.57,50.0
2016-01-20 11:00:00,158.66,50.5
2016-01-20 12:00:00,167.7,51.6
2016-01-20 13:00:00,165.86,53.2
2016-01-20 14:00:00,163.36,53.1
2016-01-20 15:00:00,161.27,52.9415
2016-01-20 16:00:00,157.6,51.9
2016-01-20 17:00:00,148.24,51.2
2016-01-20 18:00:00,136.37,48.8
2016-01-20 19:00:00,142.88,40.3
2016-01-20 20:00:00,143.95,36.7
2016-01-20 21:00:00,141.54,24.9
2016-01-20 22:00:00,135.97,13.3
2016-01-20 23:00:00,137.65,13.3
2016-01-21 00:00:00,138.56,13.4
2016-01-21 01:00:00,137.65,13.4
2016-01-21 02:00:00,135.7,13.4
2016-01-21 03:00:00,143.24,13.4
2016-01-21 04:00:00,141.17,13.3
2016-01-21 05:00:00,141.15,13.3
2016-01-21 06:00:00,145.95,13.2
2016-01-21 07:00:00,118.61,26.3
2016-01-21 08:00:00,126.75,46.5
2016-01-21 09:00:00,142.21,49.9
2016-01-21 10:00:00,163.77,50.4
2016-01-21 11:00:00,162.17,50.6
2016-01-21 12:00:00,166.06,51.6
2016-01-21 13:00:00,165.79,51.8
2016-01-21 14:00:00,162.58,56.4
2016-01-21 15:00:00,159.87,55.5
2016-01-21 16:00:00,159.0,53.3
2016-01-21 17:00:00,149.16,51.9
2016-01-21 18:00:00,134.76,49.5
2016-01-21 19:00:00,142.76,39.4
2016-01-21 20:00:00,142.27,36.8
2016-01-21 21:00:00,140.55,24.9
2016-01-21 22:00:00,136.98,13.3
2016-01-21 23:00:00,141.0,13.2
2016-01-22 00:00:00,134.98,13.3
2016-01-22 01:00:00,138.88,13.3
2016-01-22 02:00:00,141.96,13.4
2016-01-22 03:00:00,145.26,13.3
2016-01-22 04:00:00,145.7,13.3
2016-01-22 05:00:00,139.4,13.3
2016-01-22 06:00:00,142.0,13.2
2016-01-22 07:00:00,146.84,26.3
2016-01-22 08:00:00,140.7,46.7
2016-01-22 09:00:00,146.56,49.9
2016-01-22 10:00:00,159.2,51.2
2016-01-22 11:00:00,158.22,50.9
2016-01-22 12:00:00,163.54,50.5
2016-01-22 13:00:00,162.85,51.1
2016-01-22 14:00:00,157.49,51.2
2016-01-22 15:00:00,158.53,51.5
2016-01-22 16:00:00,151.83,50.9
2016-01-22 17:00:00,148.63,47.5
2016-01-22 18:00:00,137.89,45.1
2016-01-22 19:00:00,134.33,37.7
2016-01-22 20:00:00,137.36,36.6
2016-01-22 21:00:00,146.3,24.8
2016-01-22 22:00:00,142.87,13.2
2016-01-22 23:00:00,144.47,13.1
2016-01-23 00:00:00,140.97,13.2
2016-01-23 01:00:00,140.71,13.2
2016-01-23 02:00:00,142.07,13.3
2016-01-23 03:00:00,137.57,13.3
2016-01-23 04:00:00,143.5,13.2
2016-01-23 05:00:00,136.84,13.2
2016-01-23 06:00:00,139.36,13.2
2016-01-23 07:00:00,145.43,13.1
2016-01-23 08:00:00,135.03,19.4
2016-01-23 09:00:00,134.29,20.3
2016-01-23 10:00:00,144.15,20.3
2016-01-23 11:00:00,144.69,33.1
2016-01-23 12:00:00,150.32,47.4
2016-01-23 13:00:00,148.19,48.7
2016-01-23 14:00:00,144.99,49.4045
2016-01-23 15:00:00,144.45,49.5
2016-01-23 16:00:00,146.56,49.3
2016-01-23 17:00:00,135.98,46.9
2016-01-23 18:00:00,139.71,34.0
2016-01-23 19:00:00,145.37,14.2
2016-01-23 20:00:00,144.64,13.2
2016-01-23 21:00:00,146.31,13.1
2016-01-23 22:00:00,148.11,13.1
2016-01-23 23:00:00,137.56,13.2
2016-01-24 00:00:00,137.85,13.2
2016-01-24 01:00:00,140.41,13.3
2016-01-24 02:00:00,138.44,13.3
2016-01-24 03:00:00,131.46,13.3
2016-01-24 04:00:00,129.89,13.3
2016-01-24 05:00:00,122.56,13.4
2016-01-24 06:00:00,114.01,13.5
2016-01-24 07:00:00,121.3,13.3
2016-01-24 08:00:00,110.38,19.4
2016-01-24 09:00:00,104.41,20.3
2016-01-24 10:00:00,133.0,20.8
2016-01-24 11:00:00,141.78,33.6
2016-01-24 12:00:00,146.3,47.5
2016-01-24 13:00:00,144.71,48.7
2016-01-24 14:00:00,146.93,49.5
2016-01-24 15:00:00,144.46,50.1
2016-01-24 16:00:00,143.13,51.0
2016-01-24 17:00:00,136.88,50.8
2016-01-24 18:00:00,137.53,49.5
2016-01-24 19:00:00,140.7,41.4
2016-01-24 20:00:00,142.6,38.4
2016-01-24 21:00:00,137.1,26.0
2016-01-24 22:00:00,140.17,13.3
2016-01-24 23:00:00,136.78,13.4
2016-01-25 00:00:00,142.03,13.4
2016-01-25 01:00:00,131.77,13.4
2016-01-25 02:00:00,134.35,13.6
2016-01-25 03:00:00,133.04,13.8
2016-01-25 04:00:00,128.59,13.4
2016-01-25 05:00:00,115.07,13.5
2016-01-25 06:00:00,119.5,13.3
2016-01-25 07:00:00,122.85,26.1
2016-01-25 08:00:00,125.47,45.9
2016-01-25 09:00:00,120.05,48.6
2016-01-25 10:00:00,150.19,49.5
2016-01-25 11:00:00,162.94,50.3
2016-01-25 12:00:00,167.92,50.8
2016-01-25 13:00:00,163.75,51.3
2016-01-25 14:00:00,162.56,53.0
2016-01-25 15:00:00,156.47,52.9
2016-01-25 16:00:00,151.47,52.3
2016-01-25 17:00:00,141.62,50.8
2016-01-25 18:00:00,142.11,47.9
2016-01-25 19:00:00,143.79,39.5
2016-01-25 20:00:00,137.05,36.9
2016-01-25 21:00:00,137.43,25.3
2016-01-25 22:00:00,138.53,13.7
2016-01-25 23:00:00,138.91,13.6
2016-01-26 00:00:00,138.14,13.7
2016-01-26 01:00:00,143.9,13.8
2016-01-26 02:00:00,142.04,13.8
2016-01-26 03:00:00,143.93,13.7
2016-01-26 04:00:00,143.93,13.8
2016-01-26 05:00:00,144.85,13.6
2016-01-26 06:00:00,140.7,13.7
2016-01-26 07:00:00,127.39,26.4
2016-01-26 08:00:00,126.15,46.2
2016-01-26 09:00:00,128.57,48.0
2016-01-26 10:00:00,155.8,48.9
2016-01-26 11:00:00,162.93,50.2
2016-01-26 12:00:00,169.38,51.5
2016-01-26 13:00:00,166.57,52.3
2016-01-26 14:00:00,165.14,52.8
2016-01-26 15:00:00,160.93,53.0
2016-01-26 16:00:00,156.86,53.6
2016-01-26 17:00:00,144.57,50.3
2016-01-26 18:00:00,135.85,48.2
2016-01-26 19:00:00,144.32,39.8
2016-01-26 20:00:00,142.48,36.9238
2016-01-26 21:00:00,146.51,25.4
2016-01-26 22:00:00,146.02,13.6
2016-01-26 23:00:00,142.65,13.7
2016-01-27 00:00:00,138.48,13.7
2016-01-27 01:00:00,143.82,13.5925
2016-01-27 02:00:00,142.46,13.9
2016-01-27 03:00:00,141.53,13.7
2016-01-27 04:00:00,144.87,13.7
2016-01-27 05:00:00,141.18,13.7
2016-01-27 06:00:00,149.26,13.6
2016-01-27 07:00:00,148.12,26.4
2016-01-27 08:00:00,157.47,46.2
2016-01-27 09:00:00,155.63,51.8
2016-01-27 10:00:00,164.86,51.3
2016-01-27 11:00:00,162.35,51.7
2016-01-27 12:00:00,158.72,55.0
2016-01-27 13:00:00,162.47,56.2
2016-01-27 14:00:00,161.61,61.4
2016-01-27 15:00:00,161.18,59.0
2016-01-27 16:00:00,154.16,58.2
2016-01-27 17:00:00,142.0,54.9
2016-01-27 18:00:00,134.58,50.6
2016-01-27 19:00:00,140.04,41.1
2016-01-27 20:00:00,143.38,37.0
2016-01-27 21:00:00,141.96,25.2
2016-01-27 22:00:00,134.23,13.5
2016-01-27 23:00:00,134.95,13.5
2016-01-28 00:00:00,137.87,13.5
2016-01-28 01:00:00,136.73,13.5
2016-01-28 02:00:00,137.3,13.6
2016-01-28 03:00:00,127.29,13.6
2016-01-28 04:00:00,121.92,13.5
2016-01-28 05:00:00,114.84,13.5
2016-01-28 06:00:00,113.71,13.4
2016-01-28 07:00:00,124.48,26.1
2016-01-28 08:00:00,119.03,45.9
2016-01-28 09:00:00,140.06,50.1
2016-01-28 10:00:00,155.97,51.4
2016-01-28 11:00:00,162.78,51.5
2016-01-28 12:00:00,155.04,52.5
2016-01-28 13:00:00,163.09,52.4
2016-01-28 14:00:00,161.53,54.0
