timestamp,Panther_assembly_Carrol,Fox_assembly_Lakeisha
2016-01-03 13:00:00,0.0,5.79
2016-01-03 14:00:00,0.0,3.43
2016-01-03 15:00:00,0.0,3.34
2016-01-03 16:00:00,0.0,3.13
2016-01-03 17:00:00,0.0,4.02
2016-01-03 18:00:00,0.0,2.93
2016-01-03 19:00:00,0.0,2.86
2016-01-03 20:00:00,0.0,3.1
2016-01-03 21:00:00,0.0,3.0
2016-01-03 22:00:00,0.0,4.93
2016-01-03 23:00:00,0.0,4.82
2016-01-04 00:00:00,0.0,4.94
2016-01-04 01:00:00,0.0,5.48
2016-01-04 02:00:00,0.0,8.36
2016-01-04 03:00:00,0.0,3.1
2016-01-04 04:00:00,0.0,9.72
2016-01-04 05:00:00,0.0,8.03
2016-01-04 06:00:00,0.0,10.4
2016-01-04 07:00:00,0.0,7.85
2016-01-04 08:00:00,0.0,5.46
2016-01-04 09:00:00,0.0,17.13
2016-01-04 10:00:00,0.0,10.36
2016-01-04 11:00:00,0.0,12.05
2016-01-04 12:00:00,0.0,11.57
2016-01-04 13:00:00,0.0,17.91
2016-01-04 14:00:00,0.0,10.43
2016-01-04 15:00:00,0.0,10.88
2016-01-04 16:00:00,0.0,12.11
2016-01-04 17:00:00,0.0,13.35
2016-01-04 18:00:00,0.0,24.76
2016-01-04 19:00:00,0.0,14.15
2016-01-04 20:00:00,0.0,12.74
2016-01-04 21:00:00,0.0,12.47
2016-01-04 22:00:00,0.0,7.08
2016-01-04 23:00:00,0.0,13.11
2016-01-05 00:00:00,0.0,6.72
2016-01-05 01:00:00,0.0,5.34
2016-01-05 02:00:00,0.0,8.28
2016-01-05 03:00:00,0.0,9.97
2016-01-05 04:00:00,0.0,12.39
2016-01-05 05:00:00,0.0,12.78
2016-01-05 06:00:00,0.0,10.07
2016-01-05 07:00:00,0.0,2.36
2016-01-05 08:00:00,0.0,8.43
2016-01-05 09:00:00,0.0,16.52
2016-01-05 10:00:00,0.0,13.76
2016-01-05 11:00:00,0.0,24.48
2016-01-05 12:00:00,0.0,14.94
2016-01-05 13:00:00,0.0,11.65
2016-01-05 14:00:00,0.0,11.68
2016-01-05 15:00:00,0.0,16.22
2016-01-05 16:00:00,0.0,12.27
2016-01-05 17:00:00,0.0,18.34
2016-01-05 18:00:00,0.0,23.9
2016-01-05 19:00:00,0.0,16.46
2016-01-05 20:00:00,0.0,11.44
2016-01-05 21:00:00,0.0,8.77
2016-01-05 22:00:00,0.0,3.1
2016-01-05 23:00:00,0.0,6.36
2016-01-06 00:00:00,0.0,9.89
2016-01-06 01:00:00,0.0,4.24
2016-01-06 02:00:00,0.0,6.97
2016-01-06 03:00:00,0.0,10.74
2016-01-06 04:00:00,0.0,10.66
2016-01-06 05:00:00,0.0,11.26
2016-01-06 06:00:00,0.0,14.76
2016-01-06 07:00:00,0.0,9.16
2016-01-06 08:00:00,0.0,2.94
2016-01-06 09:00:00,0.0,3.94
2016-01-06 10:00:00,0.0,3.04
2016-01-06 11:00:00,0.0,3.03
2016-01-06 12:00:00,0.0,4.77
2016-01-06 13:00:00,0.0,4.09
2016-01-06 14:00:00,0.0,3.98
2016-01-06 15:00:00,0.0,3.24
2016-01-06 16:00:00,0.0,11.84
2016-01-06 17:00:00,0.0,2.8
2016-01-06 18:00:00,0.0,9.85
2016-01-06 19:00:00,0.0,10.21
2016-01-06 20:00:00,0.0,10.64
2016-01-06 21:00:00,0.0,17.81
2016-01-06 22:00:00,0.0,11.65
2016-01-06 23:00:00,0.0,5.48
2016-01-07 00:00:00,0.0,9.5
2016-01-07 01:00:00,0.0,10.22
2016-01-07 02:00:00,0.0,10.37
2016-01-07 03:00:00,0.0,3.23
2016-01-07 04:00:00,0.0,14.53
2016-01-07 05:00:00,0.0,13.08
2016-01-07 06:00:00,0.0,7.95
2016-01-07 07:00:00,0.0,5.92
2016-01-07 08:00:00,0.0,6.66
2016-01-07 09:00:00,0.0,7.78
2016-01-07 10:00:00,0.0,19.0
2016-01-07 11:00:00,0.0,15.77
2016-01-07 12:00:00,0.0,11.41
2016-01-07 13:00:00,0.0,10.01
2016-01-07 14:00:00,0.0,10.05
2016-01-07 15:00:00,0.0,10.04
2016-01-07 16:00:00,0.0,12.84
2016-01-07 17:00:00,0.0,12.73
2016-01-07 18:00:00,0.0,15.15
2016-01-07 19:00:00,0.0,13.49
2016-01-07 20:00:00,0.0,12.36
2016-01-07 21:00:00,0.0,14.46
2016-01-07 22:00:00,0.0,16.67
2016-01-07 23:00:00,0.0,7.65
2016-01-08 00:00:00,0.0,6.64
2016-01-08 01:00:00,0.0,13.78
2016-01-08 02:00:00,0.0,7.94
2016-01-08 03:00:00,0.0,7.79
2016-01-08 04:00:00,0.0,17.28
2016-01-08 05:00:00,0.0,10.01
2016-01-08 06:00:00,0.0,11.37
2016-01-08 07:00:00,0.0,11.06
2016-01-08 08:00:00,0.0,7.33
2016-01-08 09:00:00,0.0,13.02
2016-01-08 10:00:00,0.0,6.63
2016-01-08 11:00:00,0.0,9.78
2016-01-08 12:00:00,0.0,13.52
2016-01-08 13:00:00,0.0,10.18
2016-01-08 14:00:00,0.0,10.26
2016-01-08 15:00:00,0.0,12.63
2016-01-08 16:00:00,0.0,13.59
2016-01-08 17:00:00,0.0,14.32
2016-01-08 18:00:00,0.0,3.04
2016-01-08 19:00:00,0.0,5.51
2016-01-08 20:00:00,0.0,14.91
2016-01-08 21:00:00,0.0,8.87
2016-01-08 22:00:00,0.0,4.29
2016-01-08 23:00:00,0.0,13.66
2016-01-09 00:00:00,0.0,11.58
2016-01-09 01:00:00,0.0,8.41
2016-01-09 02:00:00,0.0,13.06
2016-01-09 03:00:00,0.0,11.3
2016-01-09 04:00:00,0.0,13.86
2016-01-09 05:00:00,0.0,13.94
2016-01-09 06:00:00,0.0,13.41
2016-01-09 07:00:00,0.0,16.02
2016-01-09 08:00:00,0.0,15.31
2016-01-09 09:00:00,0.0,7.61
2016-01-09 10:00:00,0.0,17.03
2016-01-09 11:00:00,0.0,8.55
2016-01-09 12:00:00,0.0,4.46
2016-01-09 13:00:00,0.0,4.56
2016-01-09 14:00:00,0.0,5.95
2016-01-09 15:00:00,0.0,4.94
2016-01-09 16:00:00,0.0,4.95
2016-01-09 17:00:00,0.0,5.59
2016-01-09 18:00:00,0.0,4.21
2016-01-09 19:00:00,0.0,5.21
2016-01-09 20:00:00,0.0,15.67
2016-01-09 21:00:00,0.0,18.88
2016-01-09 22:00:00,0.0,6.89
2016-01-09 23:00:00,0.0,12.23
2016-01-10 00:00:00,0.0,17.63
2016-01-10 01:00:00,0.0,14.34
2016-01-10 02:00:00,0.0,13.16
2016-01-10 03:00:00,0.0,15.9
2016-01-10 04:00:00,0.0,15.49
2016-01-10 05:00:00,0.0,14.24
2016-01-10 06:00:00,0.0,14.14
2016-01-10 07:00:00,0.0,12.8
2016-01-10 08:00:00,0.0,12.83
2016-01-10 09:00:00,0.0,5.18
2016-01-10 10:00:00,0.0,4.4
2016-01-10 11:00:00,0.0,6.67
2016-01-10 12:00:00,0.0,5.79
2016-01-10 13:00:00,0.0,3.11
2016-01-10 14:00:00,0.0,2.83
2016-01-10 15:00:00,0.0,4.05
2016-01-10 16:00:00,0.0,3.26
2016-01-10 17:00:00,0.0,3.31
2016-01-10 18:00:00,0.0,4.28
2016-01-10 19:00:00,0.0,6.53
2016-01-10 20:00:00,0.0,12.25
2016-01-10 21:00:00,0.0,10.4
2016-01-10 22:00:00,0.0,6.98
2016-01-10 23:00:00,0.0,10.85
2016-01-11 00:00:00,0.0,14.38
2016-01-11 01:00:00,0.0,10.78
2016-01-11 02:00:00,0.0,10.04
2016-01-11 03:00:00,0.0,16.0
2016-01-11 04:00:00,0.0,20.64
2016-01-11 05:00:00,0.0,17.68
2016-01-11 06:00:00,0.0,19.37
2016-01-11 07:00:00,0.0,15.91
2016-01-11 08:00:00,0.0,14.56
2016-01-11 09:00:00,0.0,10.86
2016-01-11 10:00:00,0.0,4.74
2016-01-11 11:00:00,0.0,3.01
2016-01-11 12:00:00,0.0,4.34
2016-01-11 13:00:00,0.0,10.19
2016-01-11 14:00:00,0.0,10.87
2016-01-11 15:00:00,0.0,13.65
2016-01-11 16:00:00,0.0,22.45
2016-01-11 17:00:00,0.0,14.05
2016-01-11 18:00:00,0.0,22.77
2016-01-11 19:00:00,0.0,15.49
2016-01-11 20:00:00,0.0,13.38
2016-01-11 21:00:00,0.0,11.93
2016-01-11 22:00:00,0.0,13.54
2016-01-11 23:00:00,0.0,16.39
2016-01-12 00:00:00,0.0,7.66
2016-01-12 01:00:00,0.0,12.92
2016-01-12 02:00:00,0.0,18.9
2016-01-12 03:00:00,0.0,13.38
2016-01-12 04:00:00,0.0,16.73
2016-01-12 05:00:00,0.0,16.56
2016-01-12 06:00:00,0.0,16.3
2016-01-12 07:00:00,0.0,20.27
2016-01-12 08:00:00,0.0,16.75
2016-01-12 09:00:00,0.0,18.73
2016-01-12 10:00:00,0.0,13.03
2016-01-12 11:00:00,0.0,17.05
2016-01-12 12:00:00,0.0,13.06
2016-01-12 13:00:00,0.0,10.46
2016-01-12 14:00:00,0.0,11.18
2016-01-12 15:00:00,0.0,11.83
2016-01-12 16:00:00,0.0,19.32
2016-01-12 17:00:00,0.0,17.22
2016-01-12 18:00:00,0.0,18.3
2016-01-12 19:00:00,0.0,23.58
2016-01-12 20:00:00,0.0,12.39
2016-01-12 21:00:00,0.0,13.28
2016-01-12 22:00:00,0.0,5.48
2016-01-12 23:00:00,0.0,16.05
2016-01-13 00:00:00,0.0,14.85
2016-01-13 01:00:00,0.0,7.28
2016-01-13 02:00:00,0.0,13.44
2016-01-13 03:00:00,0.0,14.74
2016-01-13 04:00:00,0.0,18.75
2016-01-13 05:00:00,0.0,14.12
2016-01-13 06:00:00,0.0,19.03
2016-01-13 07:00:00,0.0,6.26
2016-01-13 08:00:00,0.0,7.88
2016-01-13 09:00:00,0.0,2.95
2016-01-13 10:00:00,0.0,4.99
2016-01-13 11:00:00,0.0,11.1
2016-01-13 12:00:00,0.0,10.13
2016-01-13 13:00:00,0.0,11.8
2016-01-13 14:00:00,0.0,11.94
2016-01-13 15:00:00,0.0,13.31
2016-01-13 16:00:00,0.0,16.4
2016-01-13 17:00:00,0.0,26.37
2016-01-13 18:00:00,0.0,12.84
2016-01-13 19:00:00,0.0,12.25
2016-01-13 20:00:00,0.0,12.73
2016-01-13 21:00:00,0.0,4.71
2016-01-13 22:00:00,0.0,13.06
2016-01-13 23:00:00,0.0,18.48
2016-01-14 00:00:00,0.0,5.4
2016-01-14 01:00:00,0.0,10.99
2016-01-14 02:00:00,0.0,15.44
2016-01-14 03:00:00,0.0,14.99
2016-01-14 04:00:00,0.0,18.07
2016-01-14 05:00:00,0.0,14.05
2016-01-14 06:00:00,0.0,18.37
2016-01-14 07:00:00,0.0,13.55
2016-01-14 08:00:00,0.0,12.15
2016-01-14 09:00:00,0.0,16.36
2016-01-14 10:00:00,0.0,17.53
2016-01-14 11:00:00,0.0,14.58
2016-01-14 12:00:00,0.0,13.16
2016-01-14 13:00:00,0.0,11.72
2016-01-14 14:00:00,0.0,10.43
2016-01-14 15:00:00,0.0,14.45
2016-01-14 16:00:00,0.0,16.94
2016-01-14 17:00:00,0.0,17.99
2016-01-14 18:00:00,0.0,14.31
2016-01-14 19:00:00,0.0,16.12
2016-01-14 20:00:00,0.0,23.48
2016-01-14 21:00:00,0.0,11.83
2016-01-14 22:00:00,0.0,13.27
2016-01-14 23:00:00,0.0,19.06
2016-01-15 00:00:00,0.0,9.61
2016-01-15 01:00:00,0.0,9.75
2016-01-15 02:00:00,0.0,14.63
2016-01-15 03:00:00,0.0,12.48
2016-01-15 04:00:00,0.0,14.24
2016-01-15 05:00:00,0.0,12.21
2016-01-15 06:00:00,0.0,18.44
2016-01-15 07:00:00,0.0,11.82
2016-01-15 08:00:00,0.0,13.81
2016-01-15 09:00:00,0.0,15.28
2016-01-15 10:00:00,0.0,13.68
2016-01-15 11:00:00,0.0,14.14
2016-01-15 12:00:00,0.0,18.52
2016-01-15 13:00:00,0.0,10.38
2016-01-15 14:00:00,0.0,11.66
2016-01-15 15:00:00,0.0,10.94
2016-01-15 16:00:00,0.0,17.28
2016-01-15 17:00:00,0.0,11.03
2016-01-15 18:00:00,0.0,19.11
2016-01-15 19:00:00,0.0,11.12
2016-01-15 20:00:00,0.0,10.41
2016-01-15 21:00:00,0.0,18.13
2016-01-15 22:00:00,0.0,32.63
2016-01-15 23:00:00,0.0,29.45
2016-01-16 00:00:00,0.0,22.67
2016-01-16 01:00:00,0.0,23.5
2016-01-16 02:00:00,0.0,28.39
2016-01-16 03:00:00,0.0,27.09
2016-01-16 04:00:00,0.0,26.67
2016-01-16 05:00:00,0.0,27.95
2016-01-16 06:00:00,0.0,28.3
2016-01-16 07:00:00,0.0,19.92
2016-01-16 08:00:00,0.0,10.46
2016-01-16 09:00:00,0.0,11.64
2016-01-16 10:00:00,0.0,12.94
2016-01-16 11:00:00,0.0,13.87
2016-01-16 12:00:00,0.0,16.53
2016-01-16 13:00:00,0.0,15.99
2016-01-16 14:00:00,0.0,16.22
2016-01-16 15:00:00,0.0,12.74
2016-01-16 16:00:00,0.0,7.13
2016-01-16 17:00:00,0.0,2.37
2016-01-16 18:00:00,0.0,2.46
2016-01-16 19:00:00,0.0,14.63
2016-01-16 20:00:00,0.0,16.29
2016-01-16 21:00:00,0.0,9.28
2016-01-16 22:00:00,0.0,10.21
2016-01-16 23:00:00,0.0,14.62
2016-01-17 00:00:00,0.0,14.58
2016-01-17 01:00:00,0.0,14.08
2016-01-17 02:00:00,0.0,15.1
2016-01-17 03:00:00,0.0,16.14
2016-01-17 04:00:00,0.0,16.15
2016-01-17 05:00:00,0.0,17.85
2016-01-17 06:00:00,0.0,17.01
2016-01-17 07:00:00,0.0,17.7
2016-01-17 08:00:00,0.0,14.6
2016-01-17 09:00:00,0.0,10.44
2016-01-17 10:00:00,0.0,9.48
2016-01-17 11:00:00,0.0,12.19
2016-01-17 12:00:00,0.0,10.12
2016-01-17 13:00:00,0.0,12.38
2016-01-17 14:00:00,0.0,10.69
2016-01-17 15:00:00,0.0,11.02
2016-01-17 16:00:00,0.0,11.66
2016-01-17 17:00:00,0.0,14.05
2016-01-17 18:00:00,0.0,11.99
2016-01-17 19:00:00,0.0,17.94
2016-01-17 20:00:00,0.0,15.23
2016-01-17 21:00:00,0.0,7.69
2016-01-17 22:00:00,0.0,19.47
2016-01-17 23:00:00,0.0,8.02
2016-01-18 00:00:00,0.0,11.42
2016-01-18 01:00:00,0.0,18.55
2016-01-18 02:00:00,0.0,11.07
2016-01-18 03:00:00,0.0,13.32
2016-01-18 04:00:00,0.0,15.17
2016-01-18 05:00:00,0.0,14.64
2016-01-18 06:00:00,0.0,13.27
2016-01-18 07:00:00,0.0,14.44
2016-01-18 08:00:00,0.0,13.59
2016-01-18 09:00:00,0.0,20.04
2016-01-18 10:00:00,0.0,18.89
2016-01-18 11:00:00,0.0,13.8
2016-01-18 12:00:00,0.0,11.66
2016-01-18 13:00:00,0.0,10.51
2016-01-18 14:00:00,0.0,10.79
2016-01-18 15:00:00,0.0,12.22
2016-01-18 16:00:00,0.0,15.3
2016-01-18 17:00:00,0.0,16.5
2016-01-18 18:00:00,0.0,17.61
2016-01-18 19:00:00,0.0,22.58
2016-01-18 20:00:00,0.0,23.2
2016-01-18 21:00:00,0.0,20.17
2016-01-18 22:00:00,0.0,3.87
2016-01-18 23:00:00,0.0,12.83
2016-01-19 00:00:00,0.0,15.11
2016-01-19 01:00:00,0.0,7.64
2016-01-19 02:00:00,0.0,12.49
2016-01-19 03:00:00,0.0,15.33
2016-01-19 04:00:00,0.0,18.33
2016-01-19 05:00:00,0.0,15.11
2016-01-19 06:00:00,0.0,18.31
2016-01-19 07:00:00,0.0,23.74
2016-01-19 08:00:00,0.0,21.64
2016-01-19 09:00:00,0.0,16.31
2016-01-19 10:00:00,0.0,12.91
2016-01-19 11:00:00,0.0,11.04
2016-01-19 12:00:00,0.0,11.33
2016-01-19 13:00:00,0.0,12.2
2016-01-19 14:00:00,0.0,15.55
2016-01-19 15:00:00,0.0,13.46
2016-01-19 16:00:00,0.0,21.59
2016-01-19 17:00:00,0.0,13.9
2016-01-19 18:00:00,0.0,15.56
2016-01-19 19:00:00,0.0,11.95
2016-01-19 20:00:00,0.0,12.92
2016-01-19 21:00:00,0.0,12.77
2016-01-19 22:00:00,0.0,8.38
2016-01-19 23:00:00,0.0,2.75
2016-01-20 00:00:00,0.0,10.42
2016-01-20 01:00:00,0.0,14.41
2016-01-20 02:00:00,0.0,5.53
2016-01-20 03:00:00,0.0,12.16
2016-01-20 04:00:00,0.0,19.09
2016-01-20 05:00:00,0.0,11.24
2016-01-20 06:00:00,0.0,16.5
2016-01-20 07:00:00,0.0,15.36
2016-01-20 08:00:00,0.0,6.09
2016-01-20 09:00:00,0.0,7.86
2016-01-20 10:00:00,0.0,4.92
2016-01-20 11:00:00,0.0,6.16
2016-01-20 12:00:00,0.0,4.98
2016-01-20 13:00:00,0.0,4.89
2016-01-20 14:00:00,0.0,5.39
2016-01-20 15:00:00,0.0,9.32
2016-01-20 16:00:00,0.0,11.14
2016-01-20 17:00:00,0.0,10.57
2016-01-20 18:00:00,0.0,10.74
2016-01-20 19:00:00,0.0,11.37
2016-01-20 20:00:00,0.0,12.74
2016-01-20 21:00:00,0.0,10.21
2016-01-20 22:00:00,0.0,10.63
2016-01-20 23:00:00,0.0,14.46
2016-01-21 00:00:00,0.0,9.64
2016-01-21 01:00:00,0.0,7.89
2016-01-21 02:00:00,0.0,13.31
2016-01-21 03:00:00,0.0,8.85
2016-01-21 04:00:00,0.0,15.15
2016-01-21 05:00:00,0.0,13.62
2016-01-21 06:00:00,0.0,13.63
2016-01-21 07:00:00,0.0,11.91
2016-01-21 08:00:00,0.0,10.26
2016-01-21 09:00:00,0.0,10.59
2016-01-21 10:00:00,0.0,2.44
2016-01-21 11:00:00,0.0,2.73
2016-01-21 12:00:00,0.0,2.32
2016-01-21 13:00:00,0.0,2.4
2016-01-21 14:00:00,0.0,10.64
2016-01-21 15:00:00,0.0,10.53
2016-01-21 16:00:00,0.0,21.51
2016-01-21 17:00:00,0.0,15.11
2016-01-21 18:00:00,0.0,12.02
2016-01-21 19:00:00,0.0,13.28
2016-01-21 20:00:00,0.0,12.27
2016-01-21 21:00:00,0.0,13.21
2016-01-21 22:00:00,0.0,12.91
2016-01-21 23:00:00,0.0,18.63
2016-01-22 00:00:00,0.0,10.4
2016-01-22 01:00:00,0.0,8.46
2016-01-22 02:00:00,0.0,14.52
2016-01-22 03:00:00,0.0,9.13
2016-01-22 04:00:00,0.0,9.16
2016-01-22 05:00:00,0.0,13.59
2016-01-22 06:00:00,0.0,20.07
2016-01-22 07:00:00,0.0,8.48
2016-01-22 08:00:00,0.0,9.69
2016-01-22 09:00:00,0.0,11.97
2016-01-22 10:00:00,0.0,7.68
2016-01-22 11:00:00,0.0,7.86
2016-01-22 12:00:00,0.0,7.45
2016-01-22 13:00:00,0.0,7.96
2016-01-22 14:00:00,0.0,11.43
2016-01-22 15:00:00,0.0,15.51
2016-01-22 16:00:00,0.0,19.39
2016-01-22 17:00:00,0.0,17.44
2016-01-22 18:00:00,0.0,16.75
2016-01-22 19:00:00,0.0,21.66
2016-01-22 20:00:00,0.0,11.18
2016-01-22 21:00:00,0.0,11.04
2016-01-22 22:00:00,0.0,10.54
2016-01-22 23:00:00,0.0,11.53
2016-01-23 00:00:00,0.0,14.91
2016-01-23 01:00:00,0.0,16.3
2016-01-23 02:00:00,0.0,13.25
2016-01-23 03:00:00,0.0,14.53
2016-01-23 04:00:00,0.0,10.17
2016-01-23 05:00:00,0.0,13.98
2016-01-23 06:00:00,0.0,17.0
2016-01-23 07:00:00,0.0,9.78
2016-01-23 08:00:00,0.0,15.23
2016-01-23 09:00:00,0.0,18.19
2016-01-23 10:00:00,0.0,16.75
2016-01-23 11:00:00,0.0,11.2
2016-01-23 12:00:00,0.0,10.55
2016-01-23 13:00:00,0.0,12.88
2016-01-23 14:00:00,0.0,17.51
2016-01-23 15:00:00,0.0,14.84
2016-01-23 16:00:00,0.0,14.54
2016-01-23 17:00:00,0.0,13.99
2016-01-23 18:00:00,0.0,13.16
2016-01-23 19:00:00,0.0,11.42
2016-01-23 20:00:00,0.0,11.08
2016-01-23 21:00:00,0.0,10.48
2016-01-23 22:00:00,0.0,10.32
2016-01-23 23:00:00,0.0,9.94
2016-01-24 00:00:00,0.0,15.34
2016-01-24 01:00:00,0.0,16.88
2016-01-24 02:00:00,0.0,10.78
2016-01-24 03:00:00,0.0,17.97
2016-01-24 04:00:00,0.0,17.19
2016-01-24 05:00:00,0.0,12.64
2016-01-24 06:00:00,0.0,17.74
2016-01-24 07:00:00,0.0,17.62
2016-01-24 08:00:00,0.0,11.9
2016-01-24 09:00:00,0.0,9.76
2016-01-24 10:00:00,0.0,9.78
2016-01-24 11:00:00,0.0,9.8
2016-01-24 12:00:00,0.0,10.3
2016-01-24 13:00:00,0.0,10.25
2016-01-24 14:00:00,0.0,10.25
2016-01-24 15:00:00,0.0,10.94
2016-01-24 16:00:00,0.0,12.47
2016-01-24 17:00:00,0.0,11.19
2016-01-24 18:00:00,0.0,10.54
2016-01-24 19:00:00,0.0,10.48
2016-01-24 20:00:00,0.0,10.24
2016-01-24 21:00:00,0.0,9.74
2016-01-24 22:00:00,0.0,16.62
2016-01-24 23:00:00,0.0,16.67
2016-01-25 00:00:00,0.0,10.64
2016-01-25 01:00:00,0.0,17.38
2016-01-25 02:00:00,0.0,16.0
2016-01-25 03:00:00,0.0,9.95
2016-01-25 04:00:00,0.0,16.7
2016-01-25 05:00:00,0.0,17.89
2016-01-25 06:00:00,0.0,12.64
2016-01-25 07:00:00,0.0,9.21
2016-01-25 08:00:00,0.0,14.78
2016-01-25 09:00:00,0.0,13.55
2016-01-25 10:00:00,0.0,11.82
2016-01-25 11:00:00,0.0,10.18
2016-01-25 12:00:00,0.0,15.78
2016-01-25 13:00:00,0.0,11.3
2016-01-25 14:00:00,0.0,12.22
2016-01-25 15:00:00,0.0,14.88
2016-01-25 16:00:00,0.0,14.31
2016-01-25 17:00:00,0.0,14.61
2016-01-25 18:00:00,0.0,20.25
2016-01-25 19:00:00,0.0,23.66
2016-01-25 20:00:00,0.0,12.26
2016-01-25 21:00:00,0.0,12.7
2016-01-25 22:00:00,0.0,7.98
2016-01-25 23:00:00,0.0,18.91
2016-01-26 00:00:00,0.0,4.46
2016-01-26 01:00:00,0.0,8.2
2016-01-26 02:00:00,0.0,14.61
2016-01-26 03:00:00,0.0,8.85
2016-01-26 04:00:00,0.0,15.67
2016-01-26 05:00:00,0.0,16.62
2016-01-26 06:00:00,0.0,13.7
2016-01-26 07:00:00,0.0,15.31
2016-01-26 08:00:00,0.0,16.09
2016-01-26 09:00:00,0.0,14.17
2016-01-26 10:00:00,0.0,16.8
2016-01-26 11:00:00,0.0,13.3
2016-01-26 12:00:00,0.0,12.89
2016-01-26 13:00:00,0.0,10.59
2016-01-26 14:00:00,0.0,12.51
2016-01-26 15:00:00,0.0,13.07
2016-01-26 16:00:00,0.0,16.14
2016-01-26 17:00:00,0.0,20.54
2016-01-26 18:00:00,0.0,25.02
2016-01-26 19:00:00,0.0,15.5
2016-01-26 20:00:00,0.0,14.01
2016-01-26 21:00:00,0.0,11.85
2016-01-26 22:00:00,0.0,18.25
2016-01-26 23:00:00,0.0,11.53
2016-01-27 00:00:00,0.0,2.9
2016-01-27 01:00:00,0.0,11.1
2016-01-27 02:00:00,0.0,13.86
2016-01-27 03:00:00,0.0,9.07
2016-01-27 04:00:00,0.0,17.69
2016-01-27 05:00:00,0.0,15.21
2016-01-27 06:00:00,0.0,11.0
2016-01-27 07:00:00,0.0,17.48
2016-01-27 08:00:00,0.0,4.08
2016-01-27 09:00:00,0.0,4.2
2016-01-27 10:00:00,0.0,9.16
2016-01-27 11:00:00,0.0,6.17
2016-01-27 12:00:00,0.0,5.34
2016-01-27 13:00:00,0.0,10.03
2016-01-27 14:00:00,0.0,10.71
2016-01-27 15:00:00,0.0,13.38
2016-01-27 16:00:00,0.0,12.95
2016-01-27 17:00:00,0.0,20.77
2016-01-27 18:00:00,0.0,13.45
2016-01-27 19:00:00,0.0,15.24
2016-01-27 20:00:00,0.0,11.36
2016-01-27 21:00:00,0.0,7.52
2016-01-27 22:00:00,0.0,12.63
2016-01-27 23:00:00,0.0,18.2
2016-01-28 00:00:00,0.0,5.95
2016-01-28 01:00:00,0.0,14.8
2016-01-28 02:00:00,0.0,20.59
2016-01-28 03:00:00,0.0,10.7
2016-01-28 04:00:00,0.0,16.87
2016-01-28 05:00:00,0.0,18.55
2016-01-28 06:00:00,0.0,14.6
2016-01-28 07:00:00,0.0,11.21
2016-01-28 08:00:00,0.0,17.88
2016-01-28 09:00:00,0.0,7.33
2016-01-28 10:00:00,0.0,8.64
2016-01-28 11:00:00,0.0,6.54
2016-01-28 12:00:00,0.0,4.94
2016-01-28 13:00:00,0.0,5.31
2016-01-28 14:00:00,0.0,10.75
