timestamp,Panther_assembly_David,Rat_assembly_Frieda,Cockatoo_assembly_Griselda
2016-01-08 09:00:00,0.0,108.77,23.525
2016-01-08 10:00:00,0.0,112.92,25.35
2016-01-08 11:00:00,0.0,115.49,22.175
2016-01-08 12:00:00,0.0,114.44,23.2
2016-01-08 13:00:00,0.0,111.23,22.325
2016-01-08 14:00:00,0.0,110.0,21.45
2016-01-08 15:00:00,0.0,109.49,23.025
2016-01-08 16:00:00,0.0,111.89,24.15
2016-01-08 17:00:00,0.0,114.49,24.15
2016-01-08 18:00:00,0.0,151.69,23.55
2016-01-08 19:00:00,0.0,154.48,24.7
2016-01-08 20:00:00,0.0,152.91,23.3
2016-01-08 21:00:00,0.0,125.64,24.025
2016-01-08 22:00:00,0.0,113.04,25.4
2016-01-08 23:00:00,0.0,111.02,25.35
2016-01-09 00:00:00,0.0,84.07,28.3
2016-01-09 01:00:00,0.0,87.75,24.575
2016-01-09 02:00:00,0.0,90.4,24.525
2016-01-09 03:00:00,0.0,87.61,24.375
2016-01-09 04:00:00,0.0,89.7,24.95
2016-01-09 05:00:00,0.0,85.83,25.425
2016-01-09 06:00:00,0.0,86.75,24.025
2016-01-09 07:00:00,0.0,88.35,23.6
2016-01-09 08:00:00,0.0,89.42,23.1
2016-01-09 09:00:00,0.0,92.8,22.7
2016-01-09 10:00:00,0.0,100.78,24.575
2016-01-09 11:00:00,0.0,103.75,21.85
2016-01-09 12:00:00,0.0,103.92,22.425
2016-01-09 13:00:00,0.0,108.03,21.8
2016-01-09 14:00:00,0.0,109.52,21.65
2016-01-09 15:00:00,0.0,110.55,22.95
2016-01-09 16:00:00,0.0,126.14,23.025
2016-01-09 17:00:00,0.0,119.61,24.25
2016-01-09 18:00:00,0.0,115.8,23.15
2016-01-09 19:00:00,0.0,106.13,24.725
2016-01-09 20:00:00,0.0,108.28,23.65
2016-01-09 21:00:00,0.0,102.84,25.5
2016-01-09 22:00:00,0.0,102.6,24.5
2016-01-09 23:00:00,0.0,106.38,25.375
2016-01-10 00:00:00,0.0,80.77,23.475
2016-01-10 01:00:00,0.0,87.72,24.2
2016-01-10 02:00:00,0.0,82.2,22.925
2016-01-10 03:00:00,0.0,77.47,26.125
2016-01-10 04:00:00,0.0,81.26,25.525
2016-01-10 05:00:00,0.0,77.18,24.85
2016-01-10 06:00:00,0.0,79.63,24.0
2016-01-10 07:00:00,0.0,76.73,23.375
2016-01-10 08:00:00,0.0,79.85,24.0
2016-01-10 09:00:00,0.0,70.0,24.5
2016-01-10 10:00:00,0.0,65.71,24.4
2016-01-10 11:00:00,0.0,68.41,22.275
2016-01-10 12:00:00,0.0,58.95,21.5
2016-01-10 13:00:00,0.0,63.93,24.525
2016-01-10 14:00:00,0.0,90.63,21.025
2016-01-10 15:00:00,0.0,76.08,20.825
2016-01-10 16:00:00,0.0,72.13,22.85
2016-01-10 17:00:00,0.0,66.94,25.775
2016-01-10 18:00:00,0.0,93.71,24.95
2016-01-10 19:00:00,0.0,97.69,23.175
2016-01-10 20:00:00,0.0,100.34,23.575
2016-01-10 21:00:00,0.0,103.09,25.825
2016-01-10 22:00:00,0.0,111.08,25.65
2016-01-10 23:00:00,0.0,122.89,25.85
2016-01-11 00:00:00,0.0,104.63,24.825
2016-01-11 01:00:00,0.0,94.34,25.35
2016-01-11 02:00:00,0.0,100.6,25.7
2016-01-11 03:00:00,0.0,94.87,26.575
2016-01-11 04:00:00,0.0,99.58,24.475
2016-01-11 05:00:00,0.0,96.02,25.475
2016-01-11 06:00:00,0.0,93.19,25.375
2016-01-11 07:00:00,0.0,119.64,24.075
2016-01-11 08:00:00,0.0,122.51,26.15
2016-01-11 09:00:00,0.0,120.0,23.35
2016-01-11 10:00:00,0.0,114.87,23.175
2016-01-11 11:00:00,0.0,117.09,24.3
2016-01-11 12:00:00,0.0,117.0,23.2
2016-01-11 13:00:00,0.0,117.06,23.275
2016-01-11 14:00:00,0.0,115.33,22.5
2016-01-11 15:00:00,0.0,126.2,23.25
2016-01-11 16:00:00,0.0,114.45,25.075
2016-01-11 17:00:00,0.0,118.83,23.8
2016-01-11 18:00:00,0.0,157.18,24.3
2016-01-11 19:00:00,0.0,162.89,25.9
2016-01-11 20:00:00,0.0,158.22,24.7
2016-01-11 21:00:00,0.0,145.05,23.875
2016-01-11 22:00:00,0.0,112.28,25.35
2016-01-11 23:00:00,0.0,118.39,23.025
2016-01-12 00:00:00,0.0,85.27,24.575
2016-01-12 01:00:00,0.0,87.87,25.275
2016-01-12 02:00:00,0.0,85.6,24.45
2016-01-12 03:00:00,0.0,84.88,25.65
2016-01-12 04:00:00,0.0,84.49,24.85
2016-01-12 05:00:00,0.0,84.97,25.7
2016-01-12 06:00:00,0.0,93.76,25.025
2016-01-12 07:00:00,0.0,115.53,25.15
2016-01-12 08:00:00,0.0,115.49,24.225
2016-01-12 09:00:00,0.0,102.38,25.875
2016-01-12 10:00:00,0.0,97.39,25.05
2016-01-12 11:00:00,0.0,109.28,25.0
2016-01-12 12:00:00,0.0,107.45,30.55
2016-01-12 13:00:00,0.0,108.15,23.325
2016-01-12 14:00:00,0.0,107.85,25.4
2016-01-12 15:00:00,0.0,112.63,23.5
2016-01-12 16:00:00,0.0,116.36,25.0
2016-01-12 17:00:00,0.0,130.41,28.35
2016-01-12 18:00:00,0.0,165.29,37.575
2016-01-12 19:00:00,0.0,167.4,39.475
2016-01-12 20:00:00,0.0,166.33,31.375
2016-01-12 21:00:00,0.0,139.44,24.75
2016-01-12 22:00:00,0.0,114.35,27.55
2016-01-12 23:00:00,0.0,121.48,25.825
2016-01-13 00:00:00,0.0,106.43,28.2
2016-01-13 01:00:00,0.0,107.17,25.8
2016-01-13 02:00:00,0.0,106.11,25.825
2016-01-13 03:00:00,0.0,109.26,23.85
2016-01-13 04:00:00,0.0,111.55,27.525
2016-01-13 05:00:00,0.0,106.72,28.125
2016-01-13 06:00:00,0.0,97.21,27.65
2016-01-13 07:00:00,0.0,114.31,28.5
2016-01-13 08:00:00,0.0,111.42,29.825
2016-01-13 09:00:00,0.0,112.28,25.725
2016-01-13 10:00:00,0.0,117.42,26.625
2016-01-13 11:00:00,0.0,113.26,23.825
2016-01-13 12:00:00,0.0,111.32,26.975
2016-01-13 13:00:00,0.0,110.86,24.925
2016-01-13 14:00:00,0.0,117.2,24.825
2016-01-13 15:00:00,0.0,116.84,23.7
2016-01-13 16:00:00,0.0,115.89,20.575
2016-01-13 17:00:00,0.0,115.89,22.775
2016-01-13 18:00:00,0.0,153.92,23.1
2016-01-13 19:00:00,0.0,162.75,28.875
2016-01-13 20:00:00,0.0,172.14,24.025
2016-01-13 21:00:00,0.0,145.78,23.425
2016-01-13 22:00:00,0.0,134.99,24.05
2016-01-13 23:00:00,0.0,128.66,22.775
2016-01-14 00:00:00,0.0,102.81,22.25
2016-01-14 01:00:00,0.0,99.84,24.125
2016-01-14 02:00:00,0.0,102.81,24.175
2016-01-14 03:00:00,0.0,113.42,23.775
2016-01-14 04:00:00,0.0,102.73,23.875
2016-01-14 05:00:00,0.0,104.39,23.825
2016-01-14 06:00:00,0.0,95.3,25.15
2016-01-14 07:00:00,0.0,128.41,26.4
2016-01-14 08:00:00,0.0,126.33,22.05
2016-01-14 09:00:00,0.0,121.52,23.275
2016-01-14 10:00:00,0.0,118.46,22.325
2016-01-14 11:00:00,0.0,114.48,24.525
2016-01-14 12:00:00,0.0,113.26,23.85
2016-01-14 13:00:00,0.0,120.2,22.125
2016-01-14 14:00:00,0.0,122.64,27.35
2016-01-14 15:00:00,0.0,114.89,23.8
2016-01-14 16:00:00,0.0,106.33,26.525
2016-01-14 17:00:00,0.0,106.25,28.55
2016-01-14 18:00:00,0.0,140.13,29.325
2016-01-14 19:00:00,0.0,139.89,31.875
2016-01-14 20:00:00,0.0,140.32,30.8
2016-01-14 21:00:00,0.0,113.39,28.075
2016-01-14 22:00:00,0.0,96.29,27.875
2016-01-14 23:00:00,0.0,96.78,30.375
2016-01-15 00:00:00,0.0,69.95,29.85
2016-01-15 01:00:00,0.0,77.84,29.7
2016-01-15 02:00:00,0.0,74.68,29.625
2016-01-15 03:00:00,0.0,72.15,29.15
2016-01-15 04:00:00,0.0,73.32,28.6
2016-01-15 05:00:00,0.0,72.18,27.275
2016-01-15 06:00:00,0.0,78.21,28.125
2016-01-15 07:00:00,0.0,95.36,26.85
2016-01-15 08:00:00,0.0,100.7,27.025
2016-01-15 09:00:00,0.0,97.67,30.175
2016-01-15 10:00:00,0.0,98.66,28.7
2016-01-15 11:00:00,0.0,108.08,26.375
2016-01-15 12:00:00,0.0,104.95,26.95
2016-01-15 13:00:00,0.0,103.23,22.925
2016-01-15 14:00:00,0.0,102.85,25.6
2016-01-15 15:00:00,0.0,103.85,22.75
2016-01-15 16:00:00,0.0,104.12,23.875
2016-01-15 17:00:00,0.0,109.52,22.55
2016-01-15 18:00:00,0.0,142.39,22.675
2016-01-15 19:00:00,0.0,146.05,22.175
2016-01-15 20:00:00,0.0,153.49,20.7
2016-01-15 21:00:00,0.0,121.34,20.975
2016-01-15 22:00:00,0.0,101.33,22.0
2016-01-15 23:00:00,0.0,99.22,21.9
2016-01-16 00:00:00,0.0,83.26,21.725
2016-01-16 01:00:00,0.0,76.4,22.3
2016-01-16 02:00:00,0.0,75.34,21.925
2016-01-16 03:00:00,0.0,76.5,23.75
2016-01-16 04:00:00,0.0,75.25,21.425
2016-01-16 05:00:00,0.0,73.25,23.75
2016-01-16 06:00:00,0.0,75.79,24.25
2016-01-16 07:00:00,0.0,75.84,22.35
2016-01-16 08:00:00,0.0,71.84,21.6
2016-01-16 09:00:00,0.0,80.63,19.525
2016-01-16 10:00:00,0.0,96.1,20.1
2016-01-16 11:00:00,0.0,96.81,21.575
2016-01-16 12:00:00,0.0,99.2,21.25
2016-01-16 13:00:00,0.0,100.16,21.325
2016-01-16 14:00:00,0.0,100.08,21.375
2016-01-16 15:00:00,0.0,109.39,20.475
2016-01-16 16:00:00,0.0,102.93,26.5
2016-01-16 17:00:00,0.0,94.44,24.25
2016-01-16 18:00:00,0.0,102.77,21.85
2016-01-16 19:00:00,0.0,98.88,21.875
2016-01-16 20:00:00,0.0,98.14,23.425
2016-01-16 21:00:00,0.0,95.0,23.95
2016-01-16 22:00:00,0.0,101.39,23.025
2016-01-16 23:00:00,0.0,108.88,23.825
2016-01-17 00:00:00,0.0,82.3,22.2
2016-01-17 01:00:00,0.0,85.62,24.975
2016-01-17 02:00:00,0.0,80.87,24.475
2016-01-17 03:00:00,0.0,82.84,23.425
2016-01-17 04:00:00,0.0,89.94,23.5
2016-01-17 05:00:00,0.0,89.02,24.075
2016-01-17 06:00:00,0.0,87.95,24.15
2016-01-17 07:00:00,0.0,86.57,23.625
2016-01-17 08:00:00,0.0,88.69,22.0
2016-01-17 09:00:00,0.0,86.74,21.575
2016-01-17 10:00:00,0.0,90.88,22.475
2016-01-17 11:00:00,0.0,82.11,20.15
2016-01-17 12:00:00,0.0,82.07,21.3
2016-01-17 13:00:00,0.0,72.19,21.3
2016-01-17 14:00:00,0.0,75.32,22.475
2016-01-17 15:00:00,0.0,75.62,23.75
2016-01-17 16:00:00,0.0,80.87,23.375
2016-01-17 17:00:00,0.0,76.7,21.775
2016-01-17 18:00:00,0.0,111.86,23.55
2016-01-17 19:00:00,0.0,117.77,22.75
2016-01-17 20:00:00,0.0,120.23,27.425
2016-01-17 21:00:00,0.0,123.48,26.175
2016-01-17 22:00:00,0.0,123.66,29.1
2016-01-17 23:00:00,0.0,133.95,26.275
2016-01-18 00:00:00,0.0,98.78,25.325
2016-01-18 01:00:00,0.0,97.9,24.3
2016-01-18 02:00:00,0.0,99.91,26.275
2016-01-18 03:00:00,0.0,103.16,27.725
2016-01-18 04:00:00,0.0,104.31,25.1
2016-01-18 05:00:00,0.0,112.81,23.975
2016-01-18 06:00:00,0.0,120.7,29.1
2016-01-18 07:00:00,0.0,121.6,24.675
2016-01-18 08:00:00,0.0,116.76,23.825
2016-01-18 09:00:00,0.0,109.32,25.425
2016-01-18 10:00:00,0.0,101.48,24.2
2016-01-18 11:00:00,0.0,93.65,24.575
2016-01-18 12:00:00,0.0,85.14,22.45
2016-01-18 13:00:00,0.0,87.88,22.025
2016-01-18 14:00:00,0.0,82.79,22.525
2016-01-18 15:00:00,0.0,82.25,21.475
2016-01-18 16:00:00,0.0,81.22,22.5
2016-01-18 17:00:00,0.0,93.24,25.625
2016-01-18 18:00:00,0.0,132.49,26.1
2016-01-18 19:00:00,0.0,137.39,22.675
2016-01-18 20:00:00,0.0,134.27,25.95
2016-01-18 21:00:00,0.0,135.83,25.1
2016-01-18 22:00:00,0.0,139.91,23.85
2016-01-18 23:00:00,0.0,144.89,23.075
2016-01-19 00:00:00,0.0,111.6,27.025
2016-01-19 01:00:00,0.0,110.36,23.725
2016-01-19 02:00:00,0.0,111.94,26.05
2016-01-19 03:00:00,0.0,112.13,25.025
2016-01-19 04:00:00,0.0,121.76,24.85
2016-01-19 05:00:00,0.0,122.79,25.55
2016-01-19 06:00:00,0.0,122.96,28.6
2016-01-19 07:00:00,0.0,143.66,23.775
2016-01-19 08:00:00,0.0,140.11,24.775
2016-01-19 09:00:00,0.0,127.49,25.15
2016-01-19 10:00:00,0.0,119.3,24.65
2016-01-19 11:00:00,0.0,130.3,27.75
2016-01-19 12:00:00,0.0,130.32,25.925
2016-01-19 13:00:00,0.0,128.61,25.45
2016-01-19 14:00:00,0.0,125.64,22.775
2016-01-19 15:00:00,0.0,127.71,24.675
2016-01-19 16:00:00,0.0,125.79,22.85
2016-01-19 17:00:00,0.0,126.93,24.25
2016-01-19 18:00:00,0.0,161.37,24.35
2016-01-19 19:00:00,0.0,170.62,23.475
2016-01-19 20:00:00,0.0,174.89,24.625
2016-01-19 21:00:00,0.0,161.06,26.825
2016-01-19 22:00:00,0.0,136.61,29.175
2016-01-19 23:00:00,0.0,145.45,29.125
2016-01-20 00:00:00,0.0,108.72,30.85
2016-01-20 01:00:00,0.0,107.34,30.25
2016-01-20 02:00:00,0.0,104.34,30.575
2016-01-20 03:00:00,0.0,104.41,34.1
2016-01-20 04:00:00,0.0,107.59,35.325
2016-01-20 05:00:00,0.0,116.06,33.25
2016-01-20 06:00:00,0.0,104.44,31.725
2016-01-20 07:00:00,0.0,128.49,35.625
2016-01-20 08:00:00,0.0,128.36,34.325
2016-01-20 09:00:00,0.0,121.88,37.875
2016-01-20 10:00:00,0.0,126.0,44.425
2016-01-20 11:00:00,0.0,128.14,49.275
2016-01-20 12:00:00,0.0,125.87,50.35
2016-01-20 13:00:00,0.0,122.46,45.2
2016-01-20 14:00:00,0.0,110.48,44.45
2016-01-20 15:00:00,0.0,123.36,48.625
2016-01-20 16:00:00,0.0,121.55,48.825
2016-01-20 17:00:00,0.0,126.76,51.325
2016-01-20 18:00:00,0.0,152.47,48.575
2016-01-20 19:00:00,0.0,145.41,51.025
2016-01-20 20:00:00,0.0,144.95,47.575
2016-01-20 21:00:00,0.0,139.89,35.3
2016-01-20 22:00:00,0.0,126.86,31.3
2016-01-20 23:00:00,0.0,125.29,36.775
2016-01-21 00:00:00,0.0,96.67,32.6
2016-01-21 01:00:00,0.0,98.34,32.825
2016-01-21 02:00:00,0.0,97.86,35.525
2016-01-21 03:00:00,0.0,105.12,33.65
2016-01-21 04:00:00,0.0,108.46,34.45
2016-01-21 05:00:00,0.0,97.88,36.825
2016-01-21 06:00:00,0.0,96.17,32.725
2016-01-21 07:00:00,0.0,96.74,34.975
2016-01-21 08:00:00,0.0,99.48,40.05
2016-01-21 09:00:00,0.0,94.66,47.25
2016-01-21 10:00:00,0.0,94.31,43.625
2016-01-21 11:00:00,0.0,100.81,39.55
2016-01-21 12:00:00,0.0,101.18,39.6
2016-01-21 13:00:00,0.0,103.69,37.75
2016-01-21 14:00:00,0.0,104.17,43.95
2016-01-21 15:00:00,0.0,103.46,51.375
2016-01-21 16:00:00,0.0,101.33,51.55
2016-01-21 17:00:00,0.0,105.77,49.9
2016-01-21 18:00:00,0.0,140.92,53.2
2016-01-21 19:00:00,0.0,148.63,56.125
2016-01-21 20:00:00,0.0,155.97,51.075
2016-01-21 21:00:00,0.0,119.82,34.95
2016-01-21 22:00:00,0.0,101.59,34.3
2016-01-21 23:00:00,0.0,101.45,34.75
2016-01-22 00:00:00,0.0,68.07,34.8
2016-01-22 01:00:00,0.0,67.47,35.6
2016-01-22 02:00:00,0.0,77.17,32.2
2016-01-22 03:00:00,0.0,76.61,34.8
2016-01-22 04:00:00,0.0,85.73,36.6
2016-01-22 05:00:00,0.0,83.32,36.325
2016-01-22 06:00:00,0.0,87.58,37.65
2016-01-22 07:00:00,0.0,111.58,33.475
2016-01-22 08:00:00,0.0,120.65,35.35
2016-01-22 09:00:00,0.0,110.92,41.7
2016-01-22 10:00:00,0.0,106.69,48.075
2016-01-22 11:00:00,0.0,117.7,52.425
2016-01-22 12:00:00,0.0,119.25,53.15
2016-01-22 13:00:00,0.0,119.27,53.5
2016-01-22 14:00:00,0.0,114.0,51.0
2016-01-22 15:00:00,0.0,105.77,55.4
2016-01-22 16:00:00,0.0,106.95,58.975
2016-01-22 17:00:00,0.0,107.87,57.825
2016-01-22 18:00:00,0.0,141.59,56.5
2016-01-22 19:00:00,0.0,145.64,60.625
2016-01-22 20:00:00,0.0,145.05,55.75
2016-01-22 21:00:00,0.0,149.41,37.575
2016-01-22 22:00:00,0.0,161.85,38.25
2016-01-22 23:00:00,0.0,155.51,35.15
2016-01-23 00:00:00,0.0,125.56,34.35
2016-01-23 01:00:00,0.0,122.87,36.475
2016-01-23 02:00:00,0.0,121.77,37.975
2016-01-23 03:00:00,0.0,123.07,36.95
2016-01-23 04:00:00,0.0,121.75,37.525
2016-01-23 05:00:00,0.0,126.11,35.8
2016-01-23 06:00:00,0.0,126.46,38.475
2016-01-23 07:00:00,0.0,125.71,37.0
2016-01-23 08:00:00,0.0,119.29,36.5
2016-01-23 09:00:00,0.0,116.02,33.925
2016-01-23 10:00:00,0.0,116.83,36.05
2016-01-23 11:00:00,0.0,126.98,43.925
2016-01-23 12:00:00,0.0,134.13,51.65
2016-01-23 13:00:00,0.0,138.34,57.0
2016-01-23 14:00:00,0.0,132.72,53.2
2016-01-23 15:00:00,0.0,136.83,52.825
2016-01-23 16:00:00,0.0,143.31,52.05
2016-01-23 17:00:00,0.0,145.27,35.85
2016-01-23 18:00:00,0.0,178.85,43.525
2016-01-23 19:00:00,0.0,177.19,46.6
2016-01-23 20:00:00,0.0,172.47,46.175
2016-01-23 21:00:00,0.0,180.73,48.325
2016-01-23 22:00:00,0.0,174.8,50.8
2016-01-23 23:00:00,0.0,182.11,37.775
2016-01-24 00:00:00,0.0,144.34,34.1
2016-01-24 01:00:00,0.0,145.92,33.225
2016-01-24 02:00:00,0.0,146.08,37.525
2016-01-24 03:00:00,0.0,147.45,37.35
