timestamp,Bear_parking_Gordon
2016-01-03 11:00:00,27.581
2016-01-03 12:00:00,27.597
2016-01-03 13:00:00,27.651
2016-01-03 14:00:00,27.649
2016-01-03 15:00:00,27.592
2016-01-03 16:00:00,27.415
2016-01-03 17:00:00,27.302
2016-01-03 18:00:00,27.281
2016-01-03 19:00:00,27.333
2016-01-03 20:00:00,27.361
2016-01-03 21:00:00,27.402
2016-01-03 22:00:00,27.488000000000003
2016-01-03 23:00:00,27.619
2016-01-04 00:00:00,27.832
2016-01-04 01:00:00,27.765
2016-01-04 02:00:00,27.801
2016-01-04 03:00:00,27.795
2016-01-04 04:00:00,27.696
2016-01-04 05:00:00,27.638
2016-01-04 06:00:00,28.366
2016-01-04 07:00:00,28.635
2016-01-04 08:00:00,28.84800000000001
2016-01-04 09:00:00,28.817
2016-01-04 10:00:00,28.908
2016-01-04 11:00:00,28.905
2016-01-04 12:00:00,28.911
2016-01-04 13:00:00,28.897
2016-01-04 14:00:00,28.934
2016-01-04 15:00:00,27.686
2016-01-04 16:00:00,27.527
2016-01-04 17:00:00,27.295
2016-01-04 18:00:00,27.283
2016-01-04 19:00:00,27.334
2016-01-04 20:00:00,27.432
2016-01-04 21:00:00,27.456
2016-01-04 22:00:00,27.50800000000001
2016-01-04 23:00:00,27.59800000000001
2016-01-05 00:00:00,27.606
2016-01-05 01:00:00,27.709
2016-01-05 02:00:00,27.824
2016-01-05 03:00:00,27.826
2016-01-05 04:00:00,27.69
2016-01-05 05:00:00,27.645
2016-01-05 06:00:00,28.053
2016-01-05 07:00:00,28.649
2016-01-05 08:00:00,28.968000000000004
2016-01-05 09:00:00,29.006
2016-01-05 10:00:00,28.872
2016-01-05 11:00:00,28.811
2016-01-05 12:00:00,28.884
2016-01-05 13:00:00,28.912
2016-01-05 14:00:00,28.97300000000001
2016-01-05 15:00:00,27.798
2016-01-05 16:00:00,27.741
2016-01-05 17:00:00,27.447
2016-01-05 18:00:00,27.454
2016-01-05 19:00:00,27.55
2016-01-05 20:00:00,27.471
2016-01-05 21:00:00,27.381
2016-01-05 22:00:00,27.45300000000001
2016-01-05 23:00:00,27.518
2016-01-06 00:00:00,27.581
2016-01-06 01:00:00,27.61
2016-01-06 02:00:00,27.641
2016-01-06 03:00:00,27.614
2016-01-06 04:00:00,27.474
2016-01-06 05:00:00,27.366
2016-01-06 06:00:00,27.844
2016-01-06 07:00:00,28.741
2016-01-06 08:00:00,28.816
2016-01-06 09:00:00,28.815
2016-01-06 10:00:00,28.82
2016-01-06 11:00:00,28.888
2016-01-06 12:00:00,29.019
2016-01-06 13:00:00,29.006
2016-01-06 14:00:00,28.9
2016-01-06 15:00:00,27.957
2016-01-06 16:00:00,27.584
2016-01-06 17:00:00,27.423
2016-01-06 18:00:00,27.451
2016-01-06 19:00:00,27.452
2016-01-06 20:00:00,27.472
2016-01-06 21:00:00,27.462
2016-01-06 22:00:00,27.527
2016-01-06 23:00:00,27.645
2016-01-07 00:00:00,27.849
2016-01-07 01:00:00,27.872
2016-01-07 02:00:00,27.864
2016-01-07 03:00:00,27.838
2016-01-07 04:00:00,27.72300000000001
2016-01-07 05:00:00,27.575
2016-01-07 06:00:00,28.304
2016-01-07 07:00:00,28.887
2016-01-07 08:00:00,29.027
2016-01-07 09:00:00,29.081
2016-01-07 10:00:00,29.081
2016-01-07 11:00:00,29.072
2016-01-07 12:00:00,29.087
2016-01-07 13:00:00,29.014
2016-01-07 14:00:00,29.146
2016-01-07 15:00:00,27.74
2016-01-07 16:00:00,27.699
2016-01-07 17:00:00,27.425
2016-01-07 18:00:00,28.075
2016-01-07 19:00:00,27.439
2016-01-07 20:00:00,27.432
2016-01-07 21:00:00,27.424
2016-01-07 22:00:00,27.519
2016-01-07 23:00:00,27.599
2016-01-08 00:00:00,27.683000000000003
2016-01-08 01:00:00,27.737
2016-01-08 02:00:00,27.797
2016-01-08 03:00:00,27.735
2016-01-08 04:00:00,27.637
2016-01-08 05:00:00,27.475
2016-01-08 06:00:00,28.308000000000003
2016-01-08 07:00:00,28.726
2016-01-08 08:00:00,28.861
2016-01-08 09:00:00,28.868
2016-01-08 10:00:00,28.962
2016-01-08 11:00:00,28.975
2016-01-08 12:00:00,29.065
2016-01-08 13:00:00,29.048
2016-01-08 14:00:00,29.172
2016-01-08 15:00:00,27.924
2016-01-08 16:00:00,27.779
2016-01-08 17:00:00,27.566
2016-01-08 18:00:00,27.57
2016-01-08 19:00:00,27.535
2016-01-08 20:00:00,27.586
2016-01-08 21:00:00,28.206
2016-01-08 22:00:00,28.3
2016-01-08 23:00:00,27.689
2016-01-09 00:00:00,27.699
2016-01-09 01:00:00,27.79300000000001
2016-01-09 02:00:00,27.865
2016-01-09 03:00:00,27.935
2016-01-09 04:00:00,27.926
2016-01-09 05:00:00,27.846
2016-01-09 06:00:00,27.756
2016-01-09 07:00:00,27.832
2016-01-09 08:00:00,27.797
2016-01-09 09:00:00,27.835
2016-01-09 10:00:00,27.78
2016-01-09 11:00:00,27.76
2016-01-09 12:00:00,27.805
2016-01-09 13:00:00,27.744
2016-01-09 14:00:00,27.77
2016-01-09 15:00:00,27.747
2016-01-09 16:00:00,27.625
2016-01-09 17:00:00,27.45300000000001
2016-01-09 18:00:00,27.449
2016-01-09 19:00:00,27.498
2016-01-09 20:00:00,27.564
2016-01-09 21:00:00,27.609
2016-01-09 22:00:00,27.749
2016-01-09 23:00:00,27.85
2016-01-10 00:00:00,27.923
2016-01-10 01:00:00,28.014
2016-01-10 02:00:00,28.06900000000001
2016-01-10 03:00:00,28.066
2016-01-10 04:00:00,28.047
2016-01-10 05:00:00,28.035
2016-01-10 06:00:00,27.95
2016-01-10 07:00:00,27.93
2016-01-10 08:00:00,27.843000000000004
2016-01-10 09:00:00,27.849
2016-01-10 10:00:00,27.88
2016-01-10 11:00:00,27.881
2016-01-10 12:00:00,27.862
2016-01-10 13:00:00,27.884
2016-01-10 14:00:00,27.867
2016-01-10 15:00:00,27.81
2016-01-10 16:00:00,27.646
2016-01-10 17:00:00,27.412
2016-01-10 18:00:00,27.381
2016-01-10 19:00:00,27.451
2016-01-10 20:00:00,27.554
2016-01-10 21:00:00,27.647
2016-01-10 22:00:00,27.766
2016-01-10 23:00:00,27.891
2016-01-11 00:00:00,28.052
2016-01-11 01:00:00,28.01
2016-01-11 02:00:00,28.03
2016-01-11 03:00:00,28.022
2016-01-11 04:00:00,27.882
2016-01-11 05:00:00,27.756
2016-01-11 06:00:00,28.056
2016-01-11 07:00:00,28.858
2016-01-11 08:00:00,28.898000000000003
2016-01-11 09:00:00,28.928
2016-01-11 10:00:00,28.98
2016-01-11 11:00:00,29.08
2016-01-11 12:00:00,29.002
2016-01-11 13:00:00,29.089
2016-01-11 14:00:00,29.112
2016-01-11 15:00:00,27.825
2016-01-11 16:00:00,27.779
2016-01-11 17:00:00,27.554
2016-01-11 18:00:00,27.556
2016-01-11 19:00:00,27.595
2016-01-11 20:00:00,27.611
2016-01-11 21:00:00,28.47300000000001
2016-01-11 22:00:00,27.618
2016-01-11 23:00:00,27.716
2016-01-12 00:00:00,27.778
2016-01-12 01:00:00,27.901
2016-01-12 02:00:00,28.032
2016-01-12 03:00:00,28.013
2016-01-12 04:00:00,27.928
2016-01-12 05:00:00,27.784
2016-01-12 06:00:00,28.459
2016-01-12 07:00:00,28.877
2016-01-12 08:00:00,29.063
2016-01-12 09:00:00,29.109
2016-01-12 10:00:00,29.094
2016-01-12 11:00:00,28.974
2016-01-12 12:00:00,29.06
2016-01-12 13:00:00,29.089
2016-01-12 14:00:00,29.162
2016-01-12 15:00:00,27.816
2016-01-12 16:00:00,27.73
2016-01-12 17:00:00,27.427
2016-01-12 18:00:00,27.44
2016-01-12 19:00:00,27.459
2016-01-12 20:00:00,27.553
2016-01-12 21:00:00,27.585
2016-01-12 22:00:00,27.626
2016-01-12 23:00:00,27.695
2016-01-13 00:00:00,27.779
2016-01-13 01:00:00,27.932
2016-01-13 02:00:00,28.073
2016-01-13 03:00:00,28.031
2016-01-13 04:00:00,27.961
2016-01-13 05:00:00,27.775
2016-01-13 06:00:00,28.486
2016-01-13 07:00:00,28.836
2016-01-13 08:00:00,29.042
2016-01-13 09:00:00,29.129
2016-01-13 10:00:00,29.118
2016-01-13 11:00:00,29.062
2016-01-13 12:00:00,29.026
2016-01-13 13:00:00,29.031
2016-01-13 14:00:00,29.076
2016-01-13 15:00:00,27.809
2016-01-13 16:00:00,27.711
2016-01-13 17:00:00,27.437
2016-01-13 18:00:00,27.387
2016-01-13 19:00:00,28.03
2016-01-13 20:00:00,27.552
2016-01-13 21:00:00,27.838
2016-01-13 22:00:00,27.689
2016-01-13 23:00:00,27.83
2016-01-14 00:00:00,27.882
2016-01-14 01:00:00,27.862
2016-01-14 02:00:00,27.89
2016-01-14 03:00:00,27.895
2016-01-14 04:00:00,27.776
2016-01-14 05:00:00,27.57
2016-01-14 06:00:00,27.998
2016-01-14 07:00:00,28.878
2016-01-14 08:00:00,29.105
2016-01-14 09:00:00,29.201
2016-01-14 10:00:00,29.045
2016-01-14 11:00:00,29.132
2016-01-14 12:00:00,29.224
2016-01-14 13:00:00,29.136
2016-01-14 14:00:00,29.146
2016-01-14 15:00:00,27.852
2016-01-14 16:00:00,27.675
2016-01-14 17:00:00,27.478
2016-01-14 18:00:00,27.506
2016-01-14 19:00:00,27.533
2016-01-14 20:00:00,27.617
2016-01-14 21:00:00,27.646
2016-01-14 22:00:00,27.826
2016-01-14 23:00:00,27.889
2016-01-15 00:00:00,27.865
2016-01-15 01:00:00,27.942
2016-01-15 02:00:00,28.058000000000003
2016-01-15 03:00:00,28.052
2016-01-15 04:00:00,27.982
2016-01-15 05:00:00,27.774
2016-01-15 06:00:00,28.389
2016-01-15 07:00:00,28.939
2016-01-15 08:00:00,29.131
2016-01-15 09:00:00,29.112
2016-01-15 10:00:00,29.116
2016-01-15 11:00:00,29.262
2016-01-15 12:00:00,29.122
2016-01-15 13:00:00,29.262
2016-01-15 14:00:00,29.251
2016-01-15 15:00:00,27.948
2016-01-15 16:00:00,27.838
2016-01-15 17:00:00,27.675
2016-01-15 18:00:00,27.652
2016-01-15 19:00:00,27.657
2016-01-15 20:00:00,27.642
2016-01-15 21:00:00,27.594
2016-01-15 22:00:00,27.534
2016-01-15 23:00:00,27.608
2016-01-16 00:00:00,27.618
2016-01-16 01:00:00,27.691
2016-01-16 02:00:00,27.763
2016-01-16 03:00:00,27.768
2016-01-16 04:00:00,27.727
2016-01-16 05:00:00,27.678
2016-01-16 06:00:00,27.546
2016-01-16 07:00:00,27.502
2016-01-16 08:00:00,27.462
2016-01-16 09:00:00,27.414
2016-01-16 10:00:00,27.39
2016-01-16 11:00:00,27.475
2016-01-16 12:00:00,27.505
2016-01-16 13:00:00,27.518
2016-01-16 14:00:00,27.56900000000001
2016-01-16 15:00:00,27.576
2016-01-16 16:00:00,27.5
2016-01-16 17:00:00,27.351
2016-01-16 18:00:00,27.39
2016-01-16 19:00:00,27.501
2016-01-16 20:00:00,27.491
2016-01-16 21:00:00,27.593000000000004
2016-01-16 22:00:00,27.688
2016-01-16 23:00:00,27.799
2016-01-17 00:00:00,27.864
2016-01-17 01:00:00,27.893
2016-01-17 02:00:00,28.046
2016-01-17 03:00:00,28.105
2016-01-17 04:00:00,28.088
2016-01-17 05:00:00,28.076
2016-01-17 06:00:00,27.991
2016-01-17 07:00:00,28.039
2016-01-17 08:00:00,27.984
2016-01-17 09:00:00,27.874
2016-01-17 10:00:00,27.667
2016-01-17 11:00:00,27.631
2016-01-17 12:00:00,27.596
2016-01-17 13:00:00,27.662
2016-01-17 14:00:00,27.645
2016-01-17 15:00:00,27.647
2016-01-17 16:00:00,27.525
2016-01-17 17:00:00,27.392
2016-01-17 18:00:00,27.438
2016-01-17 19:00:00,27.474
2016-01-17 20:00:00,27.557
2016-01-17 21:00:00,27.616
2016-01-17 22:00:00,27.705
2016-01-17 23:00:00,27.873
2016-01-18 00:00:00,28.037
2016-01-18 01:00:00,27.982
2016-01-18 02:00:00,28.094
2016-01-18 03:00:00,28.07800000000001
2016-01-18 04:00:00,28.036
2016-01-18 05:00:00,27.936
2016-01-18 06:00:00,27.797
2016-01-18 07:00:00,27.789
2016-01-18 08:00:00,27.889
2016-01-18 09:00:00,27.894
2016-01-18 10:00:00,27.813
2016-01-18 11:00:00,27.83
2016-01-18 12:00:00,27.84
2016-01-18 13:00:00,27.824
2016-01-18 14:00:00,27.822
2016-01-18 15:00:00,27.834
2016-01-18 16:00:00,27.711
2016-01-18 17:00:00,27.554
2016-01-18 18:00:00,27.538
2016-01-18 19:00:00,27.622
2016-01-18 20:00:00,27.693
2016-01-18 21:00:00,27.618
2016-01-18 22:00:00,27.777
2016-01-18 23:00:00,27.899
2016-01-19 00:00:00,27.972
2016-01-19 01:00:00,28.11
2016-01-19 02:00:00,28.1
2016-01-19 03:00:00,28.09
2016-01-19 04:00:00,28.004
2016-01-19 05:00:00,27.771
2016-01-19 06:00:00,28.217
2016-01-19 07:00:00,28.851
2016-01-19 08:00:00,28.964
2016-01-19 09:00:00,28.945
2016-01-19 10:00:00,28.84
2016-01-19 11:00:00,28.875
2016-01-19 12:00:00,29.027
2016-01-19 13:00:00,29.017
2016-01-19 14:00:00,28.926
2016-01-19 15:00:00,27.705
2016-01-19 16:00:00,27.754
2016-01-19 17:00:00,27.587
2016-01-19 18:00:00,27.571
2016-01-19 19:00:00,27.679
2016-01-19 20:00:00,27.751
2016-01-19 21:00:00,27.84
2016-01-19 22:00:00,27.992
2016-01-19 23:00:00,28.071
2016-01-20 00:00:00,28.063
2016-01-20 01:00:00,28.238000000000003
2016-01-20 02:00:00,28.312
2016-01-20 03:00:00,28.321
2016-01-20 04:00:00,28.266
2016-01-20 05:00:00,27.995
2016-01-20 06:00:00,28.616
2016-01-20 07:00:00,29.191
2016-01-20 08:00:00,29.19
2016-01-20 09:00:00,29.201
2016-01-20 10:00:00,29.228
2016-01-20 11:00:00,29.265
2016-01-20 12:00:00,29.332
2016-01-20 13:00:00,29.52
2016-01-20 14:00:00,29.347
2016-01-20 15:00:00,28.032
2016-01-20 16:00:00,28.017
2016-01-20 17:00:00,27.735
2016-01-20 18:00:00,27.642
2016-01-20 19:00:00,27.766
2016-01-20 20:00:00,28.521
2016-01-20 21:00:00,27.904
2016-01-20 22:00:00,28.115
2016-01-20 23:00:00,28.16
2016-01-21 00:00:00,28.32800000000001
2016-01-21 01:00:00,28.363000000000003
2016-01-21 02:00:00,28.427
2016-01-21 03:00:00,28.368
2016-01-21 04:00:00,28.272
2016-01-21 05:00:00,28.095
2016-01-21 06:00:00,28.766
2016-01-21 07:00:00,29.327
2016-01-21 08:00:00,29.3
2016-01-21 09:00:00,29.29
2016-01-21 10:00:00,29.284
2016-01-21 11:00:00,29.177
2016-01-21 12:00:00,29.139
2016-01-21 13:00:00,29.023000000000003
2016-01-21 14:00:00,29.189
2016-01-21 15:00:00,27.82
2016-01-21 16:00:00,28.244
2016-01-21 17:00:00,27.987
2016-01-21 18:00:00,27.741
2016-01-21 19:00:00,27.826
2016-01-21 20:00:00,27.878
2016-01-21 21:00:00,28.003
2016-01-21 22:00:00,28.104
2016-01-21 23:00:00,28.159
2016-01-22 00:00:00,28.318
2016-01-22 01:00:00,28.373
2016-01-22 02:00:00,28.45300000000001
2016-01-22 03:00:00,28.479
2016-01-22 04:00:00,28.38300000000001
2016-01-22 05:00:00,28.244
2016-01-22 06:00:00,28.689
2016-01-22 07:00:00,29.287
2016-01-22 08:00:00,29.402
2016-01-22 09:00:00,29.259
2016-01-22 10:00:00,29.169
2016-01-22 11:00:00,29.146
2016-01-22 12:00:00,29.044
2016-01-22 13:00:00,29.101
2016-01-22 14:00:00,29.204
2016-01-22 15:00:00,27.891
2016-01-22 16:00:00,27.888
2016-01-22 17:00:00,27.64
2016-01-22 18:00:00,27.594
2016-01-22 19:00:00,27.743
2016-01-22 20:00:00,27.907
2016-01-22 21:00:00,27.886
2016-01-22 22:00:00,27.948
2016-01-22 23:00:00,28.049
2016-01-23 00:00:00,28.074
2016-01-23 01:00:00,28.267
2016-01-23 02:00:00,28.336
2016-01-23 03:00:00,28.379
2016-01-23 04:00:00,28.416
2016-01-23 05:00:00,28.325
2016-01-23 06:00:00,28.321
2016-01-23 07:00:00,28.239
2016-01-23 08:00:00,28.303
2016-01-23 09:00:00,28.188
2016-01-23 10:00:00,28.116
2016-01-23 11:00:00,28.082
2016-01-23 12:00:00,28.086
2016-01-23 13:00:00,28.091
2016-01-23 14:00:00,28.13300000000001
2016-01-23 15:00:00,28.122
2016-01-23 16:00:00,27.996
2016-01-23 17:00:00,27.666
2016-01-23 18:00:00,27.568
2016-01-23 19:00:00,27.643
2016-01-23 20:00:00,27.657
2016-01-23 21:00:00,27.70300000000001
2016-01-23 22:00:00,27.767
2016-01-23 23:00:00,27.905
2016-01-24 00:00:00,28.108
2016-01-24 01:00:00,28.299
2016-01-24 02:00:00,28.378
2016-01-24 03:00:00,28.361
2016-01-24 04:00:00,28.304
2016-01-24 05:00:00,28.251
2016-01-24 06:00:00,28.28
2016-01-24 07:00:00,28.392
2016-01-24 08:00:00,28.33
2016-01-24 09:00:00,28.187
2016-01-24 10:00:00,28.196
2016-01-24 11:00:00,28.181
2016-01-24 12:00:00,28.219
2016-01-24 13:00:00,28.185
2016-01-24 14:00:00,28.189
2016-01-24 15:00:00,28.158
2016-01-24 16:00:00,28.041
2016-01-24 17:00:00,27.562
2016-01-24 18:00:00,27.449
2016-01-24 19:00:00,27.504
2016-01-24 20:00:00,27.619
2016-01-24 21:00:00,27.729
2016-01-24 22:00:00,27.829
2016-01-24 23:00:00,27.968000000000004
2016-01-25 00:00:00,28.13
2016-01-25 01:00:00,28.242
2016-01-25 02:00:00,28.31
2016-01-25 03:00:00,28.281
2016-01-25 04:00:00,28.153
2016-01-25 05:00:00,27.919
2016-01-25 06:00:00,28.574
2016-01-25 07:00:00,29.155
2016-01-25 08:00:00,29.204
2016-01-25 09:00:00,29.185
2016-01-25 10:00:00,29.216
2016-01-25 11:00:00,29.357
2016-01-25 12:00:00,29.249
2016-01-25 13:00:00,29.396
2016-01-25 14:00:00,29.402
2016-01-25 15:00:00,29.237
2016-01-25 16:00:00,29.033
2016-01-25 17:00:00,28.766
2016-01-25 18:00:00,28.767
2016-01-25 19:00:00,28.836
2016-01-25 20:00:00,28.884
2016-01-25 21:00:00,28.307
2016-01-25 22:00:00,27.832
2016-01-25 23:00:00,27.893
2016-01-26 00:00:00,28.014
2016-01-26 01:00:00,28.104
2016-01-26 02:00:00,28.193
2016-01-26 03:00:00,28.202
2016-01-26 04:00:00,28.094
2016-01-26 05:00:00,27.85
2016-01-26 06:00:00,28.516
2016-01-26 07:00:00,29.003
2016-01-26 08:00:00,29.157
2016-01-26 09:00:00,29.262
2016-01-26 10:00:00,29.188
2016-01-26 11:00:00,29.342
2016-01-26 12:00:00,29.127
2016-01-26 13:00:00,29.229
2016-01-26 14:00:00,29.288
2016-01-26 15:00:00,27.952
2016-01-26 16:00:00,27.839
2016-01-26 17:00:00,27.676
2016-01-26 18:00:00,27.639
2016-01-26 19:00:00,27.729
2016-01-26 20:00:00,27.79300000000001
2016-01-26 21:00:00,27.813
2016-01-26 22:00:00,27.9
2016-01-26 23:00:00,27.959
2016-01-27 00:00:00,28.01
2016-01-27 01:00:00,28.079
2016-01-27 02:00:00,28.195
2016-01-27 03:00:00,28.193
2016-01-27 04:00:00,28.08
2016-01-27 05:00:00,27.92
2016-01-27 06:00:00,28.522
2016-01-27 07:00:00,29.159
2016-01-27 08:00:00,29.042
2016-01-27 09:00:00,29.285
2016-01-27 10:00:00,29.113000000000003
2016-01-27 11:00:00,29.271
2016-01-27 12:00:00,29.253
2016-01-27 13:00:00,29.171
2016-01-27 14:00:00,29.207
2016-01-27 15:00:00,27.924
2016-01-27 16:00:00,27.84800000000001
2016-01-27 17:00:00,27.63300000000001
2016-01-27 18:00:00,27.697
2016-01-27 19:00:00,27.824
2016-01-27 20:00:00,27.829
2016-01-27 21:00:00,27.724
2016-01-27 22:00:00,27.893
2016-01-27 23:00:00,27.984
2016-01-28 00:00:00,27.994
2016-01-28 01:00:00,28.064
2016-01-28 02:00:00,28.047
2016-01-28 03:00:00,28.139
2016-01-28 04:00:00,28.03
2016-01-28 05:00:00,27.796
2016-01-28 06:00:00,28.54
2016-01-28 07:00:00,29.082
2016-01-28 08:00:00,29.145
2016-01-28 09:00:00,29.015
2016-01-28 10:00:00,29.19400000000001
2016-01-28 11:00:00,29.003
2016-01-28 12:00:00,29.024
2016-01-28 13:00:00,29.02
2016-01-28 14:00:00,29.064
2016-01-28 15:00:00,27.816
2016-01-28 16:00:00,27.863000000000003
2016-01-28 17:00:00,27.66
2016-01-28 18:00:00,27.603
2016-01-28 19:00:00,27.988000000000003
2016-01-28 20:00:00,28.058000000000003
2016-01-28 21:00:00,27.743
2016-01-28 22:00:00,27.898000000000003
2016-01-28 23:00:00,27.956
2016-01-29 00:00:00,27.931
2016-01-29 01:00:00,28.031
2016-01-29 02:00:00,28.202
2016-01-29 03:00:00,28.286
2016-01-29 04:00:00,28.16
2016-01-29 05:00:00,28.076
2016-01-29 06:00:00,28.301
2016-01-29 07:00:00,29.047
2016-01-29 08:00:00,29.165
2016-01-29 09:00:00,29.101
2016-01-29 10:00:00,29.138
2016-01-29 11:00:00,28.979
2016-01-29 12:00:00,29.018
2016-01-29 13:00:00,29.206
2016-01-29 14:00:00,29.114
2016-01-29 15:00:00,27.905
2016-01-29 16:00:00,27.795
2016-01-29 17:00:00,27.678
2016-01-29 18:00:00,27.682
2016-01-29 19:00:00,27.733
2016-01-29 20:00:00,27.83
2016-01-29 21:00:00,27.872
2016-01-29 22:00:00,27.939
2016-01-29 23:00:00,27.978
2016-01-30 00:00:00,28.04
2016-01-30 01:00:00,28.252
2016-01-30 02:00:00,28.428
2016-01-30 03:00:00,28.422
2016-01-30 04:00:00,28.517
2016-01-30 05:00:00,28.42
2016-01-30 06:00:00,28.301
2016-01-30 07:00:00,28.395
2016-01-30 08:00:00,28.253
2016-01-30 09:00:00,28.231
2016-01-30 10:00:00,28.163
2016-01-30 11:00:00,28.12
2016-01-30 12:00:00,28.114
2016-01-30 13:00:00,28.084
2016-01-30 14:00:00,28.101
2016-01-30 15:00:00,28.082
2016-01-30 16:00:00,28.036
2016-01-30 17:00:00,27.748
2016-01-30 18:00:00,27.677
2016-01-30 19:00:00,27.748
2016-01-30 20:00:00,27.816
2016-01-30 21:00:00,27.897
2016-01-30 22:00:00,27.979
2016-01-30 23:00:00,28.128
2016-01-31 00:00:00,28.4
2016-01-31 01:00:00,28.533
2016-01-31 02:00:00,28.655
2016-01-31 03:00:00,28.663
2016-01-31 04:00:00,28.64
2016-01-31 05:00:00,28.548
2016-01-31 06:00:00,28.505
2016-01-31 07:00:00,28.459
2016-01-31 08:00:00,28.282
2016-01-31 09:00:00,28.19400000000001
2016-01-31 10:00:00,28.218000000000004
2016-01-31 11:00:00,28.265
2016-01-31 12:00:00,28.284
2016-01-31 13:00:00,28.259
2016-01-31 14:00:00,28.233
2016-01-31 15:00:00,28.125
2016-01-31 16:00:00,27.981
2016-01-31 17:00:00,27.63300000000001
2016-01-31 18:00:00,27.302
2016-01-31 19:00:00,27.358
2016-01-31 20:00:00,27.331
2016-01-31 21:00:00,27.388
2016-01-31 22:00:00,27.519
2016-01-31 23:00:00,27.734
2016-02-01 00:00:00,27.845
2016-02-01 01:00:00,27.977
2016-02-01 02:00:00,28.09
2016-02-01 03:00:00,28.049
2016-02-01 04:00:00,27.938
2016-02-01 05:00:00,27.823
2016-02-01 06:00:00,28.515
2016-02-01 07:00:00,28.884
2016-02-01 08:00:00,29.13
2016-02-01 09:00:00,29.132
2016-02-01 10:00:00,29.107
2016-02-01 11:00:00,29.215
2016-02-01 12:00:00,29.114
2016-02-01 13:00:00,29.329
2016-02-01 14:00:00,29.309
2016-02-01 15:00:00,28.154
2016-02-01 16:00:00,27.98
2016-02-01 17:00:00,28.232
2016-02-01 18:00:00,27.501
2016-02-01 19:00:00,27.589
2016-02-01 20:00:00,27.652
2016-02-01 21:00:00,27.693
2016-02-01 22:00:00,27.741
2016-02-01 23:00:00,27.801
2016-02-02 00:00:00,27.928
2016-02-02 01:00:00,27.994
2016-02-02 02:00:00,28.206
2016-02-02 03:00:00,28.192
2016-02-02 04:00:00,28.088
2016-02-02 05:00:00,27.921
2016-02-02 06:00:00,28.187
2016-02-02 07:00:00,28.966
2016-02-02 08:00:00,29.155
2016-02-02 09:00:00,29.388
2016-02-02 10:00:00,29.22
2016-02-02 11:00:00,29.22300000000001
2016-02-02 12:00:00,29.396
2016-02-02 13:00:00,29.398000000000003
2016-02-02 14:00:00,29.46
2016-02-02 15:00:00,28.12
2016-02-02 16:00:00,28.309
2016-02-02 17:00:00,27.732
2016-02-02 18:00:00,27.525
2016-02-02 19:00:00,27.565
2016-02-02 20:00:00,27.634
2016-02-02 21:00:00,27.701
2016-02-02 22:00:00,27.822
2016-02-02 23:00:00,27.87
2016-02-03 00:00:00,27.989
2016-02-03 01:00:00,28.119
2016-02-03 02:00:00,28.259
2016-02-03 03:00:00,28.212
2016-02-03 04:00:00,28.086
2016-02-03 05:00:00,27.946
2016-02-03 06:00:00,28.422
2016-02-03 07:00:00,28.885
2016-02-03 08:00:00,29.074
2016-02-03 09:00:00,29.337
2016-02-03 10:00:00,29.273000000000003
2016-02-03 11:00:00,29.287
2016-02-03 12:00:00,29.307
2016-02-03 13:00:00,29.219
2016-02-03 14:00:00,29.445
2016-02-03 15:00:00,28.114
2016-02-03 16:00:00,28.004
