timestamp,Panther_office_Patti,Fox_office_Israel,Fox_office_Thelma,Fox_office_Yong,Shrew_office_Sherill,Cockatoo_office_Laila
2016-01-05 14:00:00,0.0,152.62,179.89,208.21,486.5,259.85
2016-01-05 15:00:00,0.0,152.69,177.49,205.49,466.0,251.75
2016-01-05 16:00:00,0.0,148.21,177.04,197.91,448.0,251.0
2016-01-05 17:00:00,0.0,138.75,154.2,187.26,442.5,244.475
2016-01-05 18:00:00,0.0,133.28,139.54,171.41,423.0,230.175
2016-01-05 19:00:00,0.0,125.78,124.33,151.17,374.0,226.4
2016-01-05 20:00:00,0.0,125.1,112.96,148.84,370.0,214.0
2016-01-05 21:00:00,0.0,125.02,102.85,155.06,339.0,214.95
2016-01-05 22:00:00,0.0,122.33,109.79,150.42,305.0,202.05
2016-01-05 23:00:00,0.0,125.5,108.31,143.11,272.5,205.0
2016-01-06 00:00:00,0.0,118.7,107.45,139.51,250.0,201.375
2016-01-06 01:00:00,0.0,117.41,115.31,122.11,256.0,200.95
2016-01-06 02:00:00,0.0,116.05,105.98,108.95,246.5,197.875
2016-01-06 03:00:00,0.0,118.63,109.06,107.83,232.5,200.425
2016-01-06 04:00:00,0.0,118.68,119.97,103.94,223.0,200.2
2016-01-06 05:00:00,0.0,113.78,128.4,107.95,242.0,215.275
2016-01-06 06:00:00,0.0,117.12,131.03,130.06,271.5,218.475
2016-01-06 07:00:00,0.0,131.37,140.45,161.15,279.0,227.0
2016-01-06 08:00:00,0.0,141.49,187.52,210.16,350.0,229.975
2016-01-06 09:00:00,0.0,149.94,186.3,222.99,427.5,252.65
2016-01-06 10:00:00,0.0,157.23,178.98,247.51,477.0,253.6
2016-01-06 11:00:00,0.0,150.32,181.14,261.65,478.0,248.925
2016-01-06 12:00:00,0.0,145.85,184.73,261.44,476.5,275.7
2016-01-06 13:00:00,0.0,151.94,185.01,251.46,490.5,255.075
2016-01-06 14:00:00,0.0,153.71,180.28,246.6,492.0,261.7
2016-01-06 15:00:00,0.0,154.0,180.51,243.44,467.5,250.075
2016-01-06 16:00:00,0.0,149.44,176.77,238.18,452.5,235.275
2016-01-06 17:00:00,0.0,140.77,165.77,224.86,467.0,248.65
2016-01-06 18:00:00,0.0,134.16,141.09,211.06,453.0,236.325
2016-01-06 19:00:00,0.0,131.11,121.64,205.61,395.0,223.65
2016-01-06 20:00:00,0.0,132.42,119.07,203.9,341.5,217.2
2016-01-06 21:00:00,0.0,131.66,115.33,209.31,311.0,203.625
2016-01-06 22:00:00,0.0,132.66,119.09,206.08,273.5,201.0
2016-01-06 23:00:00,0.0,132.58,116.27,209.0,245.5,201.95
2016-01-07 00:00:00,0.0,133.23,113.34,197.55,226.0,197.9
2016-01-07 01:00:00,0.0,132.69,125.87,189.22,219.5,204.5
2016-01-07 02:00:00,0.0,129.0,111.99,181.27,214.5,196.025
2016-01-07 03:00:00,0.0,128.17,111.64,173.04,204.5,195.975
2016-01-07 04:00:00,0.0,124.08,119.84,169.49,196.0,203.875
2016-01-07 05:00:00,0.0,122.81,125.94,172.92,217.0,208.05
2016-01-07 06:00:00,0.0,126.64,131.53,183.73,260.0,217.35
2016-01-07 07:00:00,0.0,132.54,142.84,204.09,270.0,219.675
2016-01-07 08:00:00,0.0,144.02,177.68,238.06,338.0,227.2
2016-01-07 09:00:00,0.0,161.3,190.17,251.88,393.0,255.2
2016-01-07 10:00:00,0.0,159.02,190.91,254.85,455.5,276.5
2016-01-07 11:00:00,0.0,170.52,194.48,262.82,470.0,265.625
2016-01-07 12:00:00,0.0,171.68,195.65,270.89,456.5,274.05
2016-01-07 13:00:00,0.0,163.66,188.56,254.27,473.0,255.075
2016-01-07 14:00:00,0.0,168.14,184.74,247.79,472.0,247.825
2016-01-07 15:00:00,0.0,158.96,183.91,244.57,447.0,253.175
2016-01-07 16:00:00,0.0,155.84,178.22,245.74,430.5,248.425
2016-01-07 17:00:00,0.0,144.64,155.65,234.51,422.5,237.625
2016-01-07 18:00:00,0.0,136.18,143.11,224.02,376.5,229.85
2016-01-07 19:00:00,0.0,134.71,132.03,217.07,343.0,219.7
2016-01-07 20:00:00,0.0,132.29,132.91,211.74,324.0,212.175
2016-01-07 21:00:00,0.0,134.18,121.52,222.8,283.0,210.1
2016-01-07 22:00:00,0.0,128.95,124.85,222.61,258.5,204.325
2016-01-07 23:00:00,0.0,127.23,127.99,225.14,235.0,206.75
2016-01-08 00:00:00,0.0,127.22,118.98,224.51,217.0,198.425
2016-01-08 01:00:00,0.0,127.04,130.14,215.31,218.5,202.9
2016-01-08 02:00:00,0.0,124.23,125.74,195.3,208.0,201.225
2016-01-08 03:00:00,0.0,123.53,123.63,187.71,200.0,198.75
2016-01-08 04:00:00,0.0,125.46,128.93,188.28,198.0,204.975
2016-01-08 05:00:00,0.0,124.03,134.01,191.79,216.5,208.8
2016-01-08 06:00:00,0.0,130.97,142.61,198.29,253.5,214.4
2016-01-08 07:00:00,0.0,136.67,159.99,220.56,272.0,231.925
2016-01-08 08:00:00,0.0,145.93,194.85,254.49,337.0,233.625
2016-01-08 09:00:00,0.0,161.14,204.48,269.71,342.5,272.775
2016-01-08 10:00:00,0.0,166.67,193.99,267.53,402.5,265.775
2016-01-08 11:00:00,0.0,162.52,190.32,270.91,399.0,261.675
2016-01-08 12:00:00,0.0,158.72,185.23,255.19,376.5,261.55
2016-01-08 13:00:00,0.0,161.17,182.32,251.48,411.0,256.6
2016-01-08 14:00:00,0.0,161.82,181.75,250.36,407.5,249.2
2016-01-08 15:00:00,0.0,154.55,175.98,245.85,375.0,250.975
2016-01-08 16:00:00,0.0,145.53,181.91,239.0,337.5,241.725
2016-01-08 17:00:00,0.0,136.92,156.93,222.9,340.5,245.825
2016-01-08 18:00:00,0.0,124.69,137.6,222.44,297.0,240.075
2016-01-08 19:00:00,0.0,121.52,134.2,224.48,270.5,216.175
2016-01-08 20:00:00,0.0,121.1,124.29,226.31,256.5,203.8
2016-01-08 21:00:00,0.0,120.33,123.1,141.33,243.0,200.925
2016-01-08 22:00:00,0.0,118.79,124.07,110.5,238.0,195.475
2016-01-08 23:00:00,0.0,118.85,119.9,108.99,219.5,197.95
2016-01-09 00:00:00,0.0,114.2,127.66,115.64,214.5,200.775
2016-01-09 01:00:00,0.0,116.44,126.49,111.25,218.5,197.325
2016-01-09 02:00:00,0.0,116.31,128.53,105.68,220.0,196.45
2016-01-09 03:00:00,0.0,115.59,126.61,106.85,219.5,192.875
2016-01-09 04:00:00,0.0,116.32,124.86,113.53,210.5,195.65
2016-01-09 05:00:00,0.0,119.85,124.01,116.31,211.0,202.15
2016-01-09 06:00:00,0.0,120.85,127.4,125.99,198.5,208.55
2016-01-09 07:00:00,0.0,123.57,129.19,207.96,200.5,214.675
2016-01-09 08:00:00,0.0,132.16,117.97,225.41,203.5,209.35
2016-01-09 09:00:00,0.0,131.97,119.27,199.78,201.5,215.9
2016-01-09 10:00:00,0.0,128.11,104.45,190.95,202.5,219.15
2016-01-09 11:00:00,0.0,127.83,100.32,181.08,202.0,216.7
2016-01-09 12:00:00,0.0,124.1,97.07,177.83,204.0,224.675
2016-01-09 13:00:00,0.0,123.18,90.12,171.16,203.5,223.475
2016-01-09 14:00:00,0.0,120.24,91.38,168.4,200.5,221.675
2016-01-09 15:00:00,0.0,123.02,90.03,160.4,204.0,219.925
2016-01-09 16:00:00,0.0,122.17,84.77,161.43,209.0,223.475
2016-01-09 17:00:00,0.0,121.76,81.49,162.53,217.5,221.625
2016-01-09 18:00:00,0.0,127.89,89.88,174.53,215.0,214.875
2016-01-09 19:00:00,0.0,130.94,92.83,98.58,214.0,213.0
2016-01-09 20:00:00,0.0,129.79,107.79,74.64,215.0,201.85
2016-01-09 21:00:00,0.0,129.43,108.88,74.74,215.5,202.0
2016-01-09 22:00:00,0.0,130.09,106.79,74.06,214.5,194.725
2016-01-09 23:00:00,0.0,131.93,112.03,82.16,212.0,194.05
2016-01-10 00:00:00,0.0,133.07,114.85,105.71,214.5,192.175
2016-01-10 01:00:00,0.0,134.41,109.86,110.64,212.5,193.55
2016-01-10 02:00:00,0.0,132.32,119.65,110.97,213.0,192.775
2016-01-10 03:00:00,0.0,133.83,113.75,117.59,213.5,191.8
2016-01-10 04:00:00,0.0,135.21,119.99,115.86,204.0,195.725
2016-01-10 05:00:00,0.0,139.05,122.99,122.2,208.0,202.15
2016-01-10 06:00:00,0.0,136.47,119.17,122.01,195.5,205.05
2016-01-10 07:00:00,0.0,135.11,122.97,203.13,194.0,211.325
2016-01-10 08:00:00,0.0,132.39,120.41,224.98,197.0,208.675
2016-01-10 09:00:00,0.0,134.31,112.82,210.85,196.5,214.525
2016-01-10 10:00:00,0.0,129.37,106.61,204.43,196.5,222.9
2016-01-10 11:00:00,0.0,130.3,103.09,201.87,198.5,223.65
2016-01-10 12:00:00,0.0,131.34,98.9,185.19,198.0,210.375
2016-01-10 13:00:00,0.0,125.99,91.96,179.84,199.0,209.65
2016-01-10 14:00:00,0.0,124.93,89.27,171.58,200.5,209.35
2016-01-10 15:00:00,0.0,131.33,89.01,165.02,201.5,213.625
2016-01-10 16:00:00,0.0,125.23,88.18,168.32,207.5,211.0
2016-01-10 17:00:00,0.0,127.88,90.64,184.52,215.0,218.625
2016-01-10 18:00:00,0.0,133.65,101.68,194.32,214.5,219.15
2016-01-10 19:00:00,0.0,132.88,99.71,196.73,214.0,213.975
2016-01-10 20:00:00,0.0,131.71,105.02,195.23,215.0,205.0
2016-01-10 21:00:00,0.0,135.73,107.93,200.18,215.0,206.675
2016-01-10 22:00:00,0.0,133.21,117.19,202.36,210.5,197.625
2016-01-10 23:00:00,0.0,134.08,110.92,206.76,208.0,192.775
2016-01-11 00:00:00,0.0,131.47,112.81,211.89,235.0,207.1
2016-01-11 01:00:00,0.0,128.78,119.11,211.36,211.5,187.575
2016-01-11 02:00:00,0.0,125.12,122.33,213.69,211.5,199.125
2016-01-11 03:00:00,0.0,124.1,128.63,212.91,214.0,196.85
2016-01-11 04:00:00,0.0,126.99,140.83,216.3,213.5,198.675
2016-01-11 05:00:00,0.0,124.67,144.61,219.88,228.0,206.275
2016-01-11 06:00:00,0.0,131.43,149.32,231.3,258.5,212.3
2016-01-11 07:00:00,0.0,147.46,165.53,248.15,278.5,225.875
2016-01-11 08:00:00,0.0,169.18,202.48,275.53,370.5,233.175
2016-01-11 09:00:00,0.0,171.73,200.59,269.44,412.0,266.625
2016-01-11 10:00:00,0.0,183.01,196.4,267.88,472.0,270.525
2016-01-11 11:00:00,0.0,188.85,196.1,254.59,471.0,251.825
2016-01-11 12:00:00,0.0,189.06,196.93,255.48,466.0,267.2
2016-01-11 13:00:00,0.0,189.07,193.35,265.27,499.5,261.95
2016-01-11 14:00:00,0.0,186.02,193.15,253.18,501.5,269.625
2016-01-11 15:00:00,0.0,187.26,183.33,247.4,492.5,245.175
2016-01-11 16:00:00,0.0,177.91,180.04,237.59,470.0,253.425
2016-01-11 17:00:00,0.0,170.56,156.39,222.79,467.5,231.75
2016-01-11 18:00:00,0.0,148.12,142.18,209.36,432.5,225.975
2016-01-11 19:00:00,0.0,150.38,127.03,207.63,398.5,229.725
2016-01-11 20:00:00,0.0,149.51,121.35,217.33,356.0,209.875
2016-01-11 21:00:00,0.0,145.1,125.39,227.07,330.5,201.3
2016-01-11 22:00:00,0.0,134.05,124.46,236.68,286.0,202.75
2016-01-11 23:00:00,0.0,136.85,123.66,241.07,266.5,189.925
2016-01-12 00:00:00,0.0,139.97,129.84,244.18,254.5,193.125
2016-01-12 01:00:00,0.0,137.89,130.89,223.4,261.0,191.6
2016-01-12 02:00:00,0.0,137.32,126.28,208.38,263.0,198.3
2016-01-12 03:00:00,0.0,134.73,134.37,204.08,259.5,192.175
2016-01-12 04:00:00,0.0,126.36,135.09,208.0,249.0,198.65
2016-01-12 05:00:00,0.0,124.55,143.33,212.46,273.5,202.875
2016-01-12 06:00:00,0.0,132.9,149.35,229.21,289.5,212.025
2016-01-12 07:00:00,0.0,147.88,166.31,246.09,293.5,222.575
2016-01-12 08:00:00,0.0,164.66,196.4,276.3,381.5,228.25
2016-01-12 09:00:00,0.0,187.48,196.68,276.4,422.5,255.525
2016-01-12 10:00:00,0.0,192.63,193.95,261.72,487.5,259.725
2016-01-12 11:00:00,0.0,196.71,190.55,263.09,500.0,256.1
2016-01-12 12:00:00,0.0,196.17,200.21,265.26,483.5,265.125
2016-01-12 13:00:00,0.0,192.24,196.53,261.35,526.0,266.85
2016-01-12 14:00:00,0.0,194.24,195.46,252.71,518.5,250.75
2016-01-12 15:00:00,0.0,180.64,193.65,245.63,497.5,261.575
2016-01-12 16:00:00,0.0,173.66,187.15,243.06,480.0,242.325
2016-01-12 17:00:00,0.0,159.46,162.4,223.54,487.0,256.275
2016-01-12 18:00:00,0.0,151.33,141.87,203.32,448.0,247.05
2016-01-12 19:00:00,0.0,156.22,129.77,200.69,415.0,231.125
2016-01-12 20:00:00,0.0,131.23,120.07,200.97,352.5,223.95
2016-01-12 21:00:00,0.0,134.08,121.35,214.39,321.5,212.4
2016-01-12 22:00:00,0.0,129.85,123.69,215.25,283.0,201.4
2016-01-12 23:00:00,0.0,124.73,118.17,216.91,249.0,204.975
2016-01-13 00:00:00,0.0,120.33,120.36,221.5,251.0,197.725
2016-01-13 01:00:00,0.0,118.17,121.97,207.77,247.0,201.475
2016-01-13 02:00:00,0.0,117.26,120.31,193.56,245.5,204.55
2016-01-13 03:00:00,0.0,120.45,129.59,192.34,247.0,205.275
2016-01-13 04:00:00,0.0,117.47,133.51,190.94,237.5,209.275
2016-01-13 05:00:00,0.0,122.35,142.76,192.06,262.0,207.45
2016-01-13 06:00:00,0.0,129.54,146.77,213.09,277.5,229.45
2016-01-13 07:00:00,0.0,148.14,162.25,241.86,291.5,236.675
2016-01-13 08:00:00,0.0,166.24,197.55,273.95,361.0,239.15
2016-01-13 09:00:00,0.0,176.69,193.34,265.01,417.0,258.1
2016-01-13 10:00:00,0.0,176.61,196.44,255.06,473.5,269.075
2016-01-13 11:00:00,0.0,180.55,199.1,251.03,479.0,255.25
2016-01-13 12:00:00,0.0,184.22,200.72,252.31,471.5,267.425
2016-01-13 13:00:00,0.0,184.81,199.68,257.97,513.5,272.775
2016-01-13 14:00:00,0.0,189.45,190.43,253.1,503.0,267.075
2016-01-13 15:00:00,0.0,187.96,189.88,258.14,474.5,242.25
2016-01-13 16:00:00,0.0,183.89,193.19,250.28,472.0,235.425
2016-01-13 17:00:00,0.0,171.46,158.04,218.58,470.0,235.1
2016-01-13 18:00:00,0.0,159.64,143.72,205.98,429.5,224.75
2016-01-13 19:00:00,0.0,152.94,126.77,194.79,387.5,214.3
2016-01-13 20:00:00,0.0,149.88,118.73,204.15,343.0,207.575
2016-01-13 21:00:00,0.0,140.43,121.78,211.63,301.0,200.9
2016-01-13 22:00:00,0.0,130.1,114.69,214.42,276.0,196.025
2016-01-13 23:00:00,0.0,133.08,119.78,213.02,258.0,194.7
2016-01-14 00:00:00,0.0,135.59,122.5,213.13,249.0,191.85
2016-01-14 01:00:00,0.0,129.59,125.41,198.85,245.0,196.55
2016-01-14 02:00:00,0.0,134.35,113.37,194.35,188.0,192.85
2016-01-14 03:00:00,0.0,131.89,126.78,195.74,309.5,197.1
2016-01-14 04:00:00,0.0,131.91,129.62,197.15,317.5,193.25
2016-01-14 05:00:00,0.0,129.33,136.41,203.53,340.0,202.025
2016-01-14 06:00:00,0.0,138.72,143.56,220.9,357.5,206.8
2016-01-14 07:00:00,0.0,151.51,155.1,241.26,346.0,235.925
2016-01-14 08:00:00,0.0,163.12,186.69,269.22,394.0,224.35
2016-01-14 09:00:00,0.0,184.8,191.04,263.78,450.5,250.125
2016-01-14 10:00:00,0.0,194.44,191.01,256.32,483.0,255.075
2016-01-14 11:00:00,0.0,193.46,186.6,254.6,484.5,250.375
2016-01-14 12:00:00,0.0,192.87,188.71,253.61,482.5,252.675
2016-01-14 13:00:00,0.0,193.18,188.4,250.72,495.0,255.6
2016-01-14 14:00:00,0.0,180.26,192.14,247.71,478.5,254.2
2016-01-14 15:00:00,0.0,180.67,193.0,241.54,458.0,252.0
2016-01-14 16:00:00,0.0,177.99,187.59,234.07,438.5,238.45
2016-01-14 17:00:00,0.0,165.6,160.03,223.84,457.5,233.15
2016-01-14 18:00:00,0.0,160.39,141.51,204.71,410.0,227.4
2016-01-14 19:00:00,0.0,152.95,121.54,193.75,381.0,219.95
2016-01-14 20:00:00,0.0,146.01,112.68,199.58,335.5,205.625
2016-01-14 21:00:00,0.0,132.2,115.6,203.49,320.0,198.675
2016-01-14 22:00:00,0.0,123.24,116.91,212.51,288.5,203.75
2016-01-14 23:00:00,0.0,116.28,110.26,220.89,254.0,195.05
2016-01-15 00:00:00,0.0,115.28,115.52,230.45,242.0,192.225
2016-01-15 01:00:00,0.0,114.35,118.66,218.38,249.5,190.525
2016-01-15 02:00:00,0.0,113.64,117.68,202.05,244.5,189.575
2016-01-15 03:00:00,0.0,126.1,123.94,191.61,243.0,192.125
2016-01-15 04:00:00,0.0,129.4,131.15,196.42,234.0,192.6
2016-01-15 05:00:00,0.0,131.18,135.69,198.5,260.5,201.8
2016-01-15 06:00:00,0.0,140.14,137.79,210.43,280.5,209.25
2016-01-15 07:00:00,0.0,154.4,148.37,229.5,291.0,219.4
2016-01-15 08:00:00,0.0,161.95,184.96,263.77,357.5,230.025
2016-01-15 09:00:00,0.0,177.97,194.49,268.15,398.5,256.825
2016-01-15 10:00:00,0.0,176.71,192.49,267.5,451.0,251.125
2016-01-15 11:00:00,0.0,182.77,184.95,254.84,448.5,255.3
2016-01-15 12:00:00,0.0,187.48,187.85,258.47,432.0,238.425
2016-01-15 13:00:00,0.0,182.39,180.02,252.88,456.5,244.125
2016-01-15 14:00:00,0.0,176.8,184.84,247.7,446.5,232.975
2016-01-15 15:00:00,0.0,168.65,178.79,242.19,413.0,237.6
2016-01-15 16:00:00,0.0,150.94,177.4,237.34,405.0,233.625
2016-01-15 17:00:00,0.0,124.55,150.96,219.7,375.0,233.775
2016-01-15 18:00:00,0.0,118.84,133.52,195.95,325.0,221.325
2016-01-15 19:00:00,0.0,116.91,122.94,183.51,291.5,212.425
2016-01-15 20:00:00,0.0,117.63,126.85,193.0,275.5,210.9
2016-01-15 21:00:00,0.0,115.14,117.14,192.41,257.5,202.8
2016-01-15 22:00:00,0.0,115.36,123.37,193.61,243.5,194.425
2016-01-15 23:00:00,0.0,114.2,119.28,195.02,236.0,196.75
2016-01-16 00:00:00,0.0,113.14,119.22,192.49,225.0,205.85
2016-01-16 01:00:00,0.0,113.58,127.06,179.55,235.0,193.875
2016-01-16 02:00:00,0.0,115.48,124.96,179.82,220.5,185.825
2016-01-16 03:00:00,0.0,114.48,122.01,183.06,221.5,196.0
2016-01-16 04:00:00,0.0,113.48,132.47,190.89,214.0,195.775
2016-01-16 05:00:00,0.0,116.72,125.42,192.64,224.5,190.075
2016-01-16 06:00:00,0.0,116.78,116.46,201.78,207.0,212.55
2016-01-16 07:00:00,0.0,119.0,130.12,203.98,207.5,242.125
2016-01-16 08:00:00,0.0,127.19,125.3,198.2,210.5,214.225
2016-01-16 09:00:00,0.0,132.03,111.99,173.6,216.0,218.675
2016-01-16 10:00:00,0.0,131.93,104.36,162.63,214.0,223.225
2016-01-16 11:00:00,0.0,130.28,94.57,153.12,214.0,230.5
2016-01-16 12:00:00,0.0,127.06,93.18,150.12,211.0,218.25
2016-01-16 13:00:00,0.0,126.86,90.39,142.48,210.5,226.725
