timestamp,Bear_utility_Sidney
2016-01-07 07:00:00,61.1875
2016-01-07 08:00:00,61.83
2016-01-07 09:00:00,62.915
2016-01-07 10:00:00,63.6975
2016-01-07 11:00:00,63.6975
2016-01-07 12:00:00,63.275
2016-01-07 13:00:00,63.7975
2016-01-07 14:00:00,62.765
2016-01-07 15:00:00,60.5575
2016-01-07 16:00:00,58.74
2016-01-07 17:00:00,56.8075
2016-01-07 18:00:00,54.67
2016-01-07 19:00:00,55.7375
2016-01-07 20:00:00,56.26
2016-01-07 21:00:00,54.6225
2016-01-07 22:00:00,55.255
2016-01-07 23:00:00,55.545
2016-01-08 00:00:00,55.87
2016-01-08 01:00:00,55.8375
2016-01-08 02:00:00,55.935
2016-01-08 03:00:00,55.7625
2016-01-08 04:00:00,55.7175
2016-01-08 05:00:00,55.825
2016-01-08 06:00:00,59.9775
2016-01-08 07:00:00,60.8925
2016-01-08 08:00:00,62.025
2016-01-08 09:00:00,62.3325
2016-01-08 10:00:00,63.48
2016-01-08 11:00:00,62.56
2016-01-08 12:00:00,61.7475
2016-01-08 13:00:00,61.895
2016-01-08 14:00:00,60.32
2016-01-08 15:00:00,53.8925
2016-01-08 16:00:00,52.4
2016-01-08 17:00:00,50.795
2016-01-08 18:00:00,49.0075
2016-01-08 19:00:00,50.215
2016-01-08 20:00:00,50.57
2016-01-08 21:00:00,49.11
2016-01-08 22:00:00,49.6775
2016-01-08 23:00:00,49.7925
2016-01-09 00:00:00,49.4125
2016-01-09 01:00:00,49.735
2016-01-09 02:00:00,48.925
2016-01-09 03:00:00,49.185
2016-01-09 04:00:00,49.6175
2016-01-09 05:00:00,50.455
2016-01-09 06:00:00,55.16
2016-01-09 07:00:00,54.045
2016-01-09 08:00:00,53.085
2016-01-09 09:00:00,53.3725
2016-01-09 10:00:00,53.9525
2016-01-09 11:00:00,53.29
2016-01-09 12:00:00,52.8225
2016-01-09 13:00:00,52.665
2016-01-09 14:00:00,52.4125
2016-01-09 15:00:00,52.72
2016-01-09 16:00:00,51.5325
2016-01-09 17:00:00,50.475
2016-01-09 18:00:00,48.7675
2016-01-09 19:00:00,50.17
2016-01-09 20:00:00,50.5625
2016-01-09 21:00:00,49.4275
2016-01-09 22:00:00,49.94
2016-01-09 23:00:00,50.525
2016-01-10 00:00:00,50.3
2016-01-10 01:00:00,50.27
2016-01-10 02:00:00,49.525
2016-01-10 03:00:00,49.5075
2016-01-10 04:00:00,49.9725
2016-01-10 05:00:00,51.18
2016-01-10 06:00:00,55.085
2016-01-10 07:00:00,53.9925
2016-01-10 08:00:00,53.63
2016-01-10 09:00:00,54.255
2016-01-10 10:00:00,54.825
2016-01-10 11:00:00,54.225
2016-01-10 12:00:00,53.7425
2016-01-10 13:00:00,53.7325
2016-01-10 14:00:00,52.975
2016-01-10 15:00:00,53.1325
2016-01-10 16:00:00,51.67
2016-01-10 17:00:00,50.3475
2016-01-10 18:00:00,48.3425
2016-01-10 19:00:00,49.89
2016-01-10 20:00:00,50.465
2016-01-10 21:00:00,49.47
2016-01-10 22:00:00,49.895
2016-01-10 23:00:00,50.4925
2016-01-11 00:00:00,50.905
2016-01-11 01:00:00,50.76
2016-01-11 02:00:00,50.8925
2016-01-11 03:00:00,51.2375
2016-01-11 04:00:00,50.84
2016-01-11 05:00:00,50.835
2016-01-11 06:00:00,54.5275
2016-01-11 07:00:00,55.305
2016-01-11 08:00:00,55.9
2016-01-11 09:00:00,56.36
2016-01-11 10:00:00,56.14
2016-01-11 11:00:00,56.39
2016-01-11 12:00:00,55.655
2016-01-11 13:00:00,55.745
2016-01-11 14:00:00,55.5625
2016-01-11 15:00:00,54.0175
2016-01-11 16:00:00,51.8125
2016-01-11 17:00:00,50.25
2016-01-11 18:00:00,48.4475
2016-01-11 19:00:00,49.77
2016-01-11 20:00:00,50.1225
2016-01-11 21:00:00,48.5875
2016-01-11 22:00:00,48.9675
2016-01-11 23:00:00,49.135
2016-01-12 00:00:00,49.435
2016-01-12 01:00:00,49.9775
2016-01-12 02:00:00,49.7025
2016-01-12 03:00:00,50.4
2016-01-12 04:00:00,49.87
2016-01-12 05:00:00,50.735
2016-01-12 06:00:00,53.475
2016-01-12 07:00:00,54.7725
2016-01-12 08:00:00,55.5675
2016-01-12 09:00:00,56.5825
2016-01-12 10:00:00,56.31
2016-01-12 11:00:00,56.0
2016-01-12 12:00:00,55.2025
2016-01-12 13:00:00,55.53
2016-01-12 14:00:00,56.9425
2016-01-12 15:00:00,55.1275
2016-01-12 16:00:00,52.0625
2016-01-12 17:00:00,50.4775
2016-01-12 18:00:00,48.3075
2016-01-12 19:00:00,49.93
2016-01-12 20:00:00,50.2025
2016-01-12 21:00:00,48.8925
2016-01-12 22:00:00,49.225
2016-01-12 23:00:00,49.6675
2016-01-13 00:00:00,49.74
2016-01-13 01:00:00,50.4225
2016-01-13 02:00:00,50.4625
2016-01-13 03:00:00,50.67
2016-01-13 04:00:00,50.6275
2016-01-13 05:00:00,50.245
2016-01-13 06:00:00,53.9025
2016-01-13 07:00:00,54.48
2016-01-13 08:00:00,57.725
2016-01-13 09:00:00,62.0525
2016-01-13 10:00:00,63.1
2016-01-13 11:00:00,62.415
2016-01-13 12:00:00,61.835
2016-01-13 13:00:00,60.6325
2016-01-13 14:00:00,60.565
2016-01-13 15:00:00,59.71
2016-01-13 16:00:00,57.865
2016-01-13 17:00:00,56.4
2016-01-13 18:00:00,54.035
2016-01-13 19:00:00,55.6025
2016-01-13 20:00:00,56.2425
2016-01-13 21:00:00,54.6825
2016-01-13 22:00:00,55.2025
2016-01-13 23:00:00,55.9075
2016-01-14 00:00:00,55.5325
2016-01-14 01:00:00,55.735
2016-01-14 02:00:00,55.1875
2016-01-14 03:00:00,56.0175
2016-01-14 04:00:00,55.49
2016-01-14 05:00:00,55.68
2016-01-14 06:00:00,59.45
2016-01-14 07:00:00,60.7825
2016-01-14 08:00:00,63.13
2016-01-14 09:00:00,
2016-01-14 10:00:00,64.95
2016-01-14 11:00:00,62.2025
2016-01-14 12:00:00,62.3575
2016-01-14 13:00:00,62.345
2016-01-14 14:00:00,60.63
2016-01-14 15:00:00,59.6875
2016-01-14 16:00:00,57.3025
2016-01-14 17:00:00,55.5425
2016-01-14 18:00:00,53.9125
2016-01-14 19:00:00,55.36
2016-01-14 20:00:00,55.77
2016-01-14 21:00:00,54.4725
2016-01-14 22:00:00,54.85
2016-01-14 23:00:00,55.3275
2016-01-15 00:00:00,55.1925
2016-01-15 01:00:00,55.265
2016-01-15 02:00:00,55.3775
2016-01-15 03:00:00,56.025
2016-01-15 04:00:00,55.455
2016-01-15 05:00:00,55.1725
2016-01-15 06:00:00,58.955
2016-01-15 07:00:00,60.8675
2016-01-15 08:00:00,60.7575
2016-01-15 09:00:00,61.4375
2016-01-15 10:00:00,62.7025
2016-01-15 11:00:00,61.8075
2016-01-15 12:00:00,61.5675
2016-01-15 13:00:00,62.3225
2016-01-15 14:00:00,61.6875
2016-01-15 15:00:00,61.065
2016-01-15 16:00:00,58.645
2016-01-15 17:00:00,57.05
2016-01-15 18:00:00,54.9375
2016-01-15 19:00:00,56.3125
2016-01-15 20:00:00,56.1675
2016-01-15 21:00:00,54.5375
2016-01-15 22:00:00,54.38
2016-01-15 23:00:00,54.5625
2016-01-16 00:00:00,54.5475
2016-01-16 01:00:00,54.1875
2016-01-16 02:00:00,53.2
2016-01-16 03:00:00,53.2375
2016-01-16 04:00:00,53.62
2016-01-16 05:00:00,55.87
2016-01-16 06:00:00,59.6225
2016-01-16 07:00:00,58.285
2016-01-16 08:00:00,57.2575
2016-01-16 09:00:00,57.0625
2016-01-16 10:00:00,57.565
2016-01-16 11:00:00,57.2025
2016-01-16 12:00:00,57.1475
2016-01-16 13:00:00,57.065
2016-01-16 14:00:00,56.965
2016-01-16 15:00:00,58.0925
2016-01-16 16:00:00,56.735
2016-01-16 17:00:00,55.3025
2016-01-16 18:00:00,53.52
2016-01-16 19:00:00,55.25
2016-01-16 20:00:00,55.47
2016-01-16 21:00:00,54.26
2016-01-16 22:00:00,54.6425
2016-01-16 23:00:00,54.995
2016-01-17 00:00:00,54.855
2016-01-17 01:00:00,54.9675
2016-01-17 02:00:00,54.1575
2016-01-17 03:00:00,54.2875
2016-01-17 04:00:00,54.7875
2016-01-17 05:00:00,56.42
2016-01-17 06:00:00,61.3475
2016-01-17 07:00:00,60.0275
2016-01-17 08:00:00,59.145
2016-01-17 09:00:00,59.13
2016-01-17 10:00:00,59.045
2016-01-17 11:00:00,58.04
2016-01-17 12:00:00,57.515
2016-01-17 13:00:00,57.45
2016-01-17 14:00:00,57.135
2016-01-17 15:00:00,57.595
2016-01-17 16:00:00,56.1925
2016-01-17 17:00:00,54.96
2016-01-17 18:00:00,53.345
2016-01-17 19:00:00,54.6925
2016-01-17 20:00:00,55.095
2016-01-17 21:00:00,54.0575
2016-01-17 22:00:00,54.725
2016-01-17 23:00:00,55.3575
2016-01-18 00:00:00,55.785
2016-01-18 01:00:00,55.13
2016-01-18 02:00:00,54.1425
2016-01-18 03:00:00,54.0625
2016-01-18 04:00:00,54.46
2016-01-18 05:00:00,55.0875
2016-01-18 06:00:00,58.6225
2016-01-18 07:00:00,57.8075
2016-01-18 08:00:00,58.3275
2016-01-18 09:00:00,59.045
2016-01-18 10:00:00,59.685
2016-01-18 11:00:00,58.8775
2016-01-18 12:00:00,58.2825
2016-01-18 13:00:00,58.1675
2016-01-18 14:00:00,57.8375
2016-01-18 15:00:00,58.245
2016-01-18 16:00:00,56.77
2016-01-18 17:00:00,55.25
2016-01-18 18:00:00,53.4125
2016-01-18 19:00:00,55.045
2016-01-18 20:00:00,55.405
2016-01-18 21:00:00,54.03
2016-01-18 22:00:00,54.3725
2016-01-18 23:00:00,54.9225
2016-01-19 00:00:00,55.1125
2016-01-19 01:00:00,55.2125
2016-01-19 02:00:00,54.14
2016-01-19 03:00:00,54.0525
2016-01-19 04:00:00,54.1775
2016-01-19 05:00:00,54.6825
2016-01-19 06:00:00,58.2925
2016-01-19 07:00:00,58.93
2016-01-19 08:00:00,59.525
2016-01-19 09:00:00,60.025
2016-01-19 10:00:00,60.9425
2016-01-19 11:00:00,59.99
2016-01-19 12:00:00,60.19
2016-01-19 13:00:00,60.205
2016-01-19 14:00:00,59.8525
2016-01-19 15:00:00,59.1725
2016-01-19 16:00:00,57.5025
2016-01-19 17:00:00,56.7525
2016-01-19 18:00:00,54.49
2016-01-19 19:00:00,56.14
2016-01-19 20:00:00,56.62
2016-01-19 21:00:00,55.535
2016-01-19 22:00:00,56.0175
2016-01-19 23:00:00,56.505
2016-01-20 00:00:00,56.065
2016-01-20 01:00:00,56.205
2016-01-20 02:00:00,55.11
2016-01-20 03:00:00,55.18
2016-01-20 04:00:00,55.5475
2016-01-20 05:00:00,55.7725
2016-01-20 06:00:00,59.435
2016-01-20 07:00:00,59.4575
2016-01-20 08:00:00,60.4625
2016-01-20 09:00:00,61.19
2016-01-20 10:00:00,62.38
2016-01-20 11:00:00,62.0
2016-01-20 12:00:00,62.05
2016-01-20 13:00:00,60.845
2016-01-20 14:00:00,60.94
2016-01-20 15:00:00,60.515
2016-01-20 16:00:00,58.8425
2016-01-20 17:00:00,56.7075
2016-01-20 18:00:00,54.67
2016-01-20 19:00:00,55.8425
2016-01-20 20:00:00,56.19
2016-01-20 21:00:00,54.9875
2016-01-20 22:00:00,55.7125
2016-01-20 23:00:00,56.075
2016-01-21 00:00:00,55.9975
2016-01-21 01:00:00,56.0425
2016-01-21 02:00:00,54.9475
2016-01-21 03:00:00,54.8675
2016-01-21 04:00:00,55.1175
2016-01-21 05:00:00,55.6475
2016-01-21 06:00:00,59.5775
2016-01-21 07:00:00,60.1475
2016-01-21 08:00:00,60.7125
2016-01-21 09:00:00,62.115
2016-01-21 10:00:00,63.32
2016-01-21 11:00:00,63.1575
2016-01-21 12:00:00,62.44
2016-01-21 13:00:00,62.2875
2016-01-21 14:00:00,61.2
2016-01-21 15:00:00,60.4225
2016-01-21 16:00:00,58.06
2016-01-21 17:00:00,56.6975
2016-01-21 18:00:00,54.8625
2016-01-21 19:00:00,56.275
2016-01-21 20:00:00,56.68
2016-01-21 21:00:00,55.845
2016-01-21 22:00:00,56.41
2016-01-21 23:00:00,56.5325
2016-01-22 00:00:00,56.605
2016-01-22 01:00:00,56.985
2016-01-22 02:00:00,56.005
2016-01-22 03:00:00,56.1725
2016-01-22 04:00:00,56.3525
2016-01-22 05:00:00,57.075
2016-01-22 06:00:00,60.7025
2016-01-22 07:00:00,61.29
2016-01-22 08:00:00,60.8525
2016-01-22 09:00:00,61.4325
2016-01-22 10:00:00,61.745
2016-01-22 11:00:00,60.9475
2016-01-22 12:00:00,60.4775
2016-01-22 13:00:00,60.5875
2016-01-22 14:00:00,60.2025
2016-01-22 15:00:00,56.1825
2016-01-22 16:00:00,51.6825
2016-01-22 17:00:00,50.2775
2016-01-22 18:00:00,48.465
2016-01-22 19:00:00,50.01
2016-01-22 20:00:00,50.6175
2016-01-22 21:00:00,49.2325
2016-01-22 22:00:00,49.445
2016-01-22 23:00:00,49.7375
2016-01-23 00:00:00,49.765
2016-01-23 01:00:00,49.9275
2016-01-23 02:00:00,49.21
2016-01-23 03:00:00,49.5575
2016-01-23 04:00:00,50.1375
2016-01-23 05:00:00,51.205
2016-01-23 06:00:00,54.9825
2016-01-23 07:00:00,54.06
2016-01-23 08:00:00,54.0675
2016-01-23 09:00:00,54.4725
2016-01-23 10:00:00,54.88
2016-01-23 11:00:00,53.8825
2016-01-23 12:00:00,53.425
2016-01-23 13:00:00,53.295
2016-01-23 14:00:00,53.825
2016-01-23 15:00:00,54.4975
2016-01-23 16:00:00,52.5775
2016-01-23 17:00:00,50.925
2016-01-23 18:00:00,48.51
2016-01-23 19:00:00,49.69
2016-01-23 20:00:00,50.055
2016-01-23 21:00:00,49.0075
2016-01-23 22:00:00,49.245
2016-01-23 23:00:00,49.965
2016-01-24 00:00:00,50.1775
2016-01-24 01:00:00,50.9125
2016-01-24 02:00:00,49.8725
2016-01-24 03:00:00,49.825
2016-01-24 04:00:00,50.3275
2016-01-24 05:00:00,51.585
2016-01-24 06:00:00,55.6925
2016-01-24 07:00:00,55.1475
2016-01-24 08:00:00,54.905
2016-01-24 09:00:00,55.3025
2016-01-24 10:00:00,55.545
2016-01-24 11:00:00,54.73
2016-01-24 12:00:00,54.3425
2016-01-24 13:00:00,54.1825
2016-01-24 14:00:00,53.6625
2016-01-24 15:00:00,54.085
2016-01-24 16:00:00,52.745
2016-01-24 17:00:00,50.97
2016-01-24 18:00:00,48.5025
2016-01-24 19:00:00,49.815
2016-01-24 20:00:00,50.3475
2016-01-24 21:00:00,49.465
2016-01-24 22:00:00,49.875
2016-01-24 23:00:00,50.3075
2016-01-25 00:00:00,50.7575
2016-01-25 01:00:00,51.2375
2016-01-25 02:00:00,50.815
2016-01-25 03:00:00,51.0175
2016-01-25 04:00:00,50.9775
2016-01-25 05:00:00,50.9825
2016-01-25 06:00:00,55.17
2016-01-25 07:00:00,56.1325
2016-01-25 08:00:00,55.8025
2016-01-25 09:00:00,57.41
2016-01-25 10:00:00,59.72
2016-01-25 11:00:00,57.71
2016-01-25 12:00:00,57.035
2016-01-25 13:00:00,57.545
2016-01-25 14:00:00,57.42
2016-01-25 15:00:00,56.13
2016-01-25 16:00:00,53.405
2016-01-25 17:00:00,51.77
2016-01-25 18:00:00,49.4225
2016-01-25 19:00:00,51.1225
2016-01-25 20:00:00,51.4925
2016-01-25 21:00:00,49.9875
2016-01-25 22:00:00,50.4225
2016-01-25 23:00:00,50.5175
2016-01-26 00:00:00,50.695
2016-01-26 01:00:00,51.27
2016-01-26 02:00:00,50.9525
2016-01-26 03:00:00,51.6425
2016-01-26 04:00:00,51.2475
2016-01-26 05:00:00,51.54
2016-01-26 06:00:00,54.365
2016-01-26 07:00:00,56.01
2016-01-26 08:00:00,56.355
2016-01-26 09:00:00,57.7175
2016-01-26 10:00:00,58.1275
2016-01-26 11:00:00,57.0725
2016-01-26 12:00:00,57.16
2016-01-26 13:00:00,57.2375
2016-01-26 14:00:00,56.855
2016-01-26 15:00:00,55.035
2016-01-26 16:00:00,52.955
2016-01-26 17:00:00,51.6
2016-01-26 18:00:00,49.3525
2016-01-26 19:00:00,51.1425
2016-01-26 20:00:00,51.425
2016-01-26 21:00:00,50.235
2016-01-26 22:00:00,50.265
2016-01-26 23:00:00,50.7525
2016-01-27 00:00:00,50.5575
2016-01-27 01:00:00,50.8175
2016-01-27 02:00:00,50.62
2016-01-27 03:00:00,51.24
2016-01-27 04:00:00,51.0475
2016-01-27 05:00:00,51.1875
2016-01-27 06:00:00,55.8625
2016-01-27 07:00:00,56.675
2016-01-27 08:00:00,57.125
2016-01-27 09:00:00,57.4775
2016-01-27 10:00:00,58.06
2016-01-27 11:00:00,56.74
2016-01-27 12:00:00,56.18
2016-01-27 13:00:00,56.7475
2016-01-27 14:00:00,55.88
2016-01-27 15:00:00,55.145
2016-01-27 16:00:00,52.23
2016-01-27 17:00:00,50.795
2016-01-27 18:00:00,49.1225
2016-01-27 19:00:00,51.0725
2016-01-27 20:00:00,51.2
2016-01-27 21:00:00,49.4075
2016-01-27 22:00:00,49.8325
2016-01-27 23:00:00,50.0625
2016-01-28 00:00:00,49.8425
2016-01-28 01:00:00,50.395
2016-01-28 02:00:00,50.21
2016-01-28 03:00:00,50.83
2016-01-28 04:00:00,50.2075
2016-01-28 05:00:00,50.5275
2016-01-28 06:00:00,54.7975
2016-01-28 07:00:00,54.9575
2016-01-28 08:00:00,55.665
2016-01-28 09:00:00,57.0175
2016-01-28 10:00:00,59.155
2016-01-28 11:00:00,58.6525
2016-01-28 12:00:00,58.2975
2016-01-28 13:00:00,57.51
2016-01-28 14:00:00,57.585
2016-01-28 15:00:00,55.7775
2016-01-28 16:00:00,53.7025
2016-01-28 17:00:00,51.0175
2016-01-28 18:00:00,48.905
2016-01-28 19:00:00,50.5225
2016-01-28 20:00:00,51.1925
2016-01-28 21:00:00,49.7325
2016-01-28 22:00:00,49.7675
2016-01-28 23:00:00,49.84
2016-01-29 00:00:00,49.535
2016-01-29 01:00:00,50.0625
2016-01-29 02:00:00,50.6825
2016-01-29 03:00:00,51.125
2016-01-29 04:00:00,50.5125
2016-01-29 05:00:00,51.2775
2016-01-29 06:00:00,55.335
2016-01-29 07:00:00,55.275
2016-01-29 08:00:00,61.055
2016-01-29 09:00:00,61.4325
2016-01-29 10:00:00,61.7725
2016-01-29 11:00:00,61.5675
2016-01-29 12:00:00,60.905
2016-01-29 13:00:00,60.5975
2016-01-29 14:00:00,60.6575
2016-01-29 15:00:00,59.5875
2016-01-29 16:00:00,57.54
2016-01-29 17:00:00,55.975
2016-01-29 18:00:00,54.375
2016-01-29 19:00:00,55.6075
2016-01-29 20:00:00,56.1075
2016-01-29 21:00:00,54.55
2016-01-29 22:00:00,55.0275
2016-01-29 23:00:00,55.575
2016-01-30 00:00:00,55.1975
2016-01-30 01:00:00,55.42
2016-01-30 02:00:00,55.255
2016-01-30 03:00:00,55.34
2016-01-30 04:00:00,56.1175
2016-01-30 05:00:00,57.39
2016-01-30 06:00:00,60.5575
2016-01-30 07:00:00,60.095
2016-01-30 08:00:00,59.22
2016-01-30 09:00:00,59.8825
2016-01-30 10:00:00,60.1975
2016-01-30 11:00:00,59.29
2016-01-30 12:00:00,59.1325
2016-01-30 13:00:00,59.0975
2016-01-30 14:00:00,58.9475
2016-01-30 15:00:00,58.875
2016-01-30 16:00:00,57.4
2016-01-30 17:00:00,56.0675
2016-01-30 18:00:00,54.295
2016-01-30 19:00:00,55.4425
2016-01-30 20:00:00,55.5925
2016-01-30 21:00:00,54.8625
2016-01-30 22:00:00,55.4425
2016-01-30 23:00:00,56.365
2016-01-31 00:00:00,56.31
2016-01-31 01:00:00,56.4875
2016-01-31 02:00:00,56.2875
2016-01-31 03:00:00,56.28
2016-01-31 04:00:00,57.13
2016-01-31 05:00:00,57.995
2016-01-31 06:00:00,61.36
2016-01-31 07:00:00,60.4375
2016-01-31 08:00:00,60.015
2016-01-31 09:00:00,60.1625
2016-01-31 10:00:00,60.44
2016-01-31 11:00:00,59.44
2016-01-31 12:00:00,59.4625
2016-01-31 13:00:00,59.42
2016-01-31 14:00:00,59.445
2016-01-31 15:00:00,59.2125
2016-01-31 16:00:00,57.5025
2016-01-31 17:00:00,56.24
2016-01-31 18:00:00,53.3575
2016-01-31 19:00:00,55.1925
2016-01-31 20:00:00,54.8125
2016-01-31 21:00:00,54.1075
2016-01-31 22:00:00,54.705
2016-01-31 23:00:00,55.805
2016-02-01 00:00:00,55.68
2016-02-01 01:00:00,55.9725
2016-02-01 02:00:00,56.8325
2016-02-01 03:00:00,56.71
2016-02-01 04:00:00,57.255
2016-02-01 05:00:00,56.8925
2016-02-01 06:00:00,60.2275
2016-02-01 07:00:00,61.3575
2016-02-01 08:00:00,62.3925
2016-02-01 09:00:00,64.2175
2016-02-01 10:00:00,63.8275
2016-02-01 11:00:00,62.5975
2016-02-01 12:00:00,62.9275
2016-02-01 13:00:00,63.21
2016-02-01 14:00:00,62.835
2016-02-01 15:00:00,61.11
2016-02-01 16:00:00,58.81
2016-02-01 17:00:00,57.17
2016-02-01 18:00:00,55.1125
2016-02-01 19:00:00,55.8475
2016-02-01 20:00:00,55.565
2016-02-01 21:00:00,55.5775
2016-02-01 22:00:00,55.41
2016-02-01 23:00:00,56.75
2016-02-02 00:00:00,55.86
2016-02-02 01:00:00,54.9825
2016-02-02 02:00:00,55.2725
2016-02-02 03:00:00,55.4975
2016-02-02 04:00:00,56.4725
2016-02-02 05:00:00,55.85
2016-02-02 06:00:00,58.82
2016-02-02 07:00:00,60.55
2016-02-02 08:00:00,62.5325
2016-02-02 09:00:00,63.9825
2016-02-02 10:00:00,62.94
2016-02-02 11:00:00,62.4625
2016-02-02 12:00:00,62.97
2016-02-02 13:00:00,64.1175
2016-02-02 14:00:00,63.5775
2016-02-02 15:00:00,60.715
2016-02-02 16:00:00,59.2175
2016-02-02 17:00:00,57.14
2016-02-02 18:00:00,55.72
2016-02-02 19:00:00,55.7925
2016-02-02 20:00:00,54.69
2016-02-02 21:00:00,55.1175
2016-02-02 22:00:00,55.505
2016-02-02 23:00:00,56.5
2016-02-03 00:00:00,55.22
2016-02-03 01:00:00,55.555
2016-02-03 02:00:00,56.155
2016-02-03 03:00:00,57.0025
2016-02-03 04:00:00,57.1
2016-02-03 05:00:00,55.9025
