timestamp,Panther_retail_Felix,Fox_retail_Manie
2016-01-03 22:00:00,0.0,41.8
2016-01-03 23:00:00,0.0,42.0
2016-01-04 00:00:00,0.0,42.52
2016-01-04 01:00:00,0.0,42.5
2016-01-04 02:00:00,0.0,42.64
2016-01-04 03:00:00,0.0,42.49
2016-01-04 04:00:00,0.0,43.45
2016-01-04 05:00:00,0.0,51.84
2016-01-04 06:00:00,0.0,58.45
2016-01-04 07:00:00,0.0,82.91
2016-01-04 08:00:00,0.0,102.37
2016-01-04 09:00:00,0.0,107.33
2016-01-04 10:00:00,0.0,109.56
2016-01-04 11:00:00,0.0,108.5
2016-01-04 12:00:00,0.0,108.26
2016-01-04 13:00:00,0.0,106.33
2016-01-04 14:00:00,0.0,104.36
2016-01-04 15:00:00,0.0,105.72
2016-01-04 16:00:00,0.0,103.12
2016-01-04 17:00:00,0.0,94.61
2016-01-04 18:00:00,0.0,59.07
2016-01-04 19:00:00,0.0,59.99
2016-01-04 20:00:00,0.0,58.57
2016-01-04 21:00:00,0.0,56.91
2016-01-04 22:00:00,0.0,47.45
2016-01-04 23:00:00,0.0,41.74
2016-01-05 00:00:00,0.0,41.28
2016-01-05 01:00:00,0.0,41.78
2016-01-05 02:00:00,0.0,41.89
2016-01-05 03:00:00,0.0,43.84
2016-01-05 04:00:00,0.0,40.84
2016-01-05 05:00:00,0.0,53.23
2016-01-05 06:00:00,0.0,56.68
2016-01-05 07:00:00,0.0,82.52
2016-01-05 08:00:00,0.0,103.17
2016-01-05 09:00:00,0.0,104.48
2016-01-05 10:00:00,0.0,106.57
2016-01-05 11:00:00,0.0,111.11
2016-01-05 12:00:00,0.0,111.59
2016-01-05 13:00:00,0.0,109.63
2016-01-05 14:00:00,0.0,110.41
2016-01-05 15:00:00,0.0,107.98
2016-01-05 16:00:00,0.0,104.78
2016-01-05 17:00:00,0.0,87.37
2016-01-05 18:00:00,0.0,61.89
2016-01-05 19:00:00,0.0,60.41
2016-01-05 20:00:00,0.0,59.66
2016-01-05 21:00:00,0.0,59.88
2016-01-05 22:00:00,0.0,47.64
2016-01-05 23:00:00,0.0,44.05
2016-01-06 00:00:00,0.0,41.55
2016-01-06 01:00:00,0.0,41.83
2016-01-06 02:00:00,0.0,42.05
2016-01-06 03:00:00,0.0,43.61
2016-01-06 04:00:00,0.0,43.63
2016-01-06 05:00:00,0.0,54.4
2016-01-06 06:00:00,0.0,57.25
2016-01-06 07:00:00,0.0,87.03
2016-01-06 08:00:00,0.0,102.35
2016-01-06 09:00:00,0.0,105.72
2016-01-06 10:00:00,0.0,108.93
2016-01-06 11:00:00,0.0,110.84
2016-01-06 12:00:00,0.0,112.53
2016-01-06 13:00:00,0.0,110.99
2016-01-06 14:00:00,0.0,108.86
2016-01-06 15:00:00,0.0,112.84
2016-01-06 16:00:00,0.0,106.49
2016-01-06 17:00:00,0.0,88.5
2016-01-06 18:00:00,0.0,70.19
2016-01-06 19:00:00,0.0,64.89
2016-01-06 20:00:00,0.0,62.54
2016-01-06 21:00:00,0.0,62.39
2016-01-06 22:00:00,0.0,49.87
2016-01-06 23:00:00,0.0,45.98
2016-01-07 00:00:00,0.0,45.43
2016-01-07 01:00:00,0.0,46.49
2016-01-07 02:00:00,0.0,47.28
2016-01-07 03:00:00,0.0,47.41
2016-01-07 04:00:00,0.0,45.09
2016-01-07 05:00:00,0.0,57.85
2016-01-07 06:00:00,0.0,68.98
2016-01-07 07:00:00,0.0,98.54
2016-01-07 08:00:00,0.0,108.54
2016-01-07 09:00:00,0.0,109.57
2016-01-07 10:00:00,0.0,110.85
2016-01-07 11:00:00,0.0,109.5
2016-01-07 12:00:00,0.0,109.43
2016-01-07 13:00:00,0.0,110.17
2016-01-07 14:00:00,0.0,109.63
2016-01-07 15:00:00,0.0,112.35
2016-01-07 16:00:00,0.0,107.89
2016-01-07 17:00:00,0.0,105.0
2016-01-07 18:00:00,0.0,97.27
2016-01-07 19:00:00,0.0,57.02
2016-01-07 20:00:00,0.0,56.2
2016-01-07 21:00:00,0.0,55.27
2016-01-07 22:00:00,0.0,43.03
2016-01-07 23:00:00,0.0,38.59
2016-01-08 00:00:00,0.0,40.63
2016-01-08 01:00:00,0.0,40.68
2016-01-08 02:00:00,0.0,41.6
2016-01-08 03:00:00,0.0,42.57
2016-01-08 04:00:00,0.0,42.81
2016-01-08 05:00:00,0.0,51.19
2016-01-08 06:00:00,0.0,57.16
2016-01-08 07:00:00,0.0,89.25
2016-01-08 08:00:00,0.0,104.67
2016-01-08 09:00:00,0.0,105.68
2016-01-08 10:00:00,0.0,107.47
2016-01-08 11:00:00,0.0,108.72
2016-01-08 12:00:00,0.0,107.28
2016-01-08 13:00:00,0.0,106.37
2016-01-08 14:00:00,0.0,108.88
2016-01-08 15:00:00,0.0,109.35
2016-01-08 16:00:00,0.0,105.91
2016-01-08 17:00:00,0.0,104.22
2016-01-08 18:00:00,0.0,99.95
2016-01-08 19:00:00,0.0,91.38
2016-01-08 20:00:00,0.0,50.34
2016-01-08 21:00:00,0.0,42.83
2016-01-08 22:00:00,0.0,42.3
2016-01-08 23:00:00,0.0,42.02
2016-01-09 00:00:00,0.0,42.56
2016-01-09 01:00:00,0.0,42.73
2016-01-09 02:00:00,0.0,44.25
2016-01-09 03:00:00,0.0,42.93
2016-01-09 04:00:00,0.0,42.95
2016-01-09 05:00:00,0.0,42.87
2016-01-09 06:00:00,0.0,43.29
2016-01-09 07:00:00,0.0,51.35
2016-01-09 08:00:00,0.0,78.67
2016-01-09 09:00:00,0.0,88.87
2016-01-09 10:00:00,0.0,99.61
2016-01-09 11:00:00,0.0,100.96
2016-01-09 12:00:00,0.0,105.93
2016-01-09 13:00:00,0.0,107.76
2016-01-09 14:00:00,0.0,105.46
2016-01-09 15:00:00,0.0,103.83
2016-01-09 16:00:00,0.0,101.54
2016-01-09 17:00:00,0.0,101.22
2016-01-09 18:00:00,0.0,97.75
2016-01-09 19:00:00,0.0,81.57
2016-01-09 20:00:00,0.0,49.27
2016-01-09 21:00:00,0.0,40.65
2016-01-09 22:00:00,0.0,40.85
2016-01-09 23:00:00,0.0,40.48
2016-01-10 00:00:00,0.0,40.55
2016-01-10 01:00:00,0.0,42.8
2016-01-10 02:00:00,0.0,41.73
2016-01-10 03:00:00,0.0,41.03
2016-01-10 04:00:00,0.0,42.39
2016-01-10 05:00:00,0.0,41.28
2016-01-10 06:00:00,0.0,41.61
2016-01-10 07:00:00,0.0,58.04
2016-01-10 08:00:00,0.0,90.08
2016-01-10 09:00:00,0.0,93.68
2016-01-10 10:00:00,0.0,97.52
2016-01-10 11:00:00,0.0,100.0
2016-01-10 12:00:00,0.0,103.33
2016-01-10 13:00:00,0.0,104.97
2016-01-10 14:00:00,0.0,103.27
2016-01-10 15:00:00,0.0,104.23
2016-01-10 16:00:00,0.0,103.64
2016-01-10 17:00:00,0.0,102.54
2016-01-10 18:00:00,0.0,76.06
2016-01-10 19:00:00,0.0,50.92
2016-01-10 20:00:00,0.0,40.6
2016-01-10 21:00:00,0.0,41.35
2016-01-10 22:00:00,0.0,40.37
2016-01-10 23:00:00,0.0,40.78
2016-01-11 00:00:00,0.0,42.58
2016-01-11 01:00:00,0.0,42.13
2016-01-11 02:00:00,0.0,41.8
2016-01-11 03:00:00,0.0,43.47
2016-01-11 04:00:00,0.0,41.08
2016-01-11 05:00:00,0.0,51.26
2016-01-11 06:00:00,0.0,88.42
2016-01-11 07:00:00,0.0,103.3
2016-01-11 08:00:00,0.0,106.4
2016-01-11 09:00:00,0.0,108.62
2016-01-11 10:00:00,0.0,107.78
2016-01-11 11:00:00,0.0,111.55
2016-01-11 12:00:00,0.0,110.46
2016-01-11 13:00:00,0.0,112.78
2016-01-11 14:00:00,0.0,111.48
2016-01-11 15:00:00,0.0,110.18
2016-01-11 16:00:00,0.0,110.91
2016-01-11 17:00:00,0.0,111.82
2016-01-11 18:00:00,0.0,107.45
2016-01-11 19:00:00,0.0,105.38
2016-01-11 20:00:00,0.0,102.03
2016-01-11 21:00:00,0.0,96.56
2016-01-11 22:00:00,0.0,77.6
2016-01-11 23:00:00,0.0,46.16
2016-01-12 00:00:00,0.0,43.1
2016-01-12 01:00:00,0.0,44.35
2016-01-12 02:00:00,0.0,44.47
2016-01-12 03:00:00,0.0,42.71
2016-01-12 04:00:00,0.0,43.28
2016-01-12 05:00:00,0.0,49.78
2016-01-12 06:00:00,0.0,77.1
2016-01-12 07:00:00,0.0,97.63
2016-01-12 08:00:00,0.0,104.98
2016-01-12 09:00:00,0.0,105.42
2016-01-12 10:00:00,0.0,109.73
2016-01-12 11:00:00,0.0,107.5
2016-01-12 12:00:00,0.0,108.01
2016-01-12 13:00:00,0.0,111.38
2016-01-12 14:00:00,0.0,110.0
2016-01-12 15:00:00,0.0,107.73
2016-01-12 16:00:00,0.0,108.68
2016-01-12 17:00:00,0.0,109.18
2016-01-12 18:00:00,0.0,107.9
2016-01-12 19:00:00,0.0,103.18
2016-01-12 20:00:00,0.0,100.93
2016-01-12 21:00:00,0.0,87.94
2016-01-12 22:00:00,0.0,69.9
2016-01-12 23:00:00,0.0,47.23
2016-01-13 00:00:00,0.0,43.68
2016-01-13 01:00:00,0.0,43.41
2016-01-13 02:00:00,0.0,43.64
2016-01-13 03:00:00,0.0,42.39
2016-01-13 04:00:00,0.0,43.34
2016-01-13 05:00:00,0.0,49.83
2016-01-13 06:00:00,0.0,64.34
2016-01-13 07:00:00,0.0,97.38
2016-01-13 08:00:00,0.0,101.48
2016-01-13 09:00:00,0.0,102.44
2016-01-13 10:00:00,0.0,108.56
2016-01-13 11:00:00,0.0,108.98
2016-01-13 12:00:00,0.0,109.79
2016-01-13 13:00:00,0.0,109.69
2016-01-13 14:00:00,0.0,110.6
2016-01-13 15:00:00,0.0,110.53
2016-01-13 16:00:00,0.0,109.04
2016-01-13 17:00:00,0.0,108.83
2016-01-13 18:00:00,0.0,105.45
2016-01-13 19:00:00,0.0,101.18
2016-01-13 20:00:00,0.0,98.08
2016-01-13 21:00:00,0.0,91.47
2016-01-13 22:00:00,0.0,83.23
2016-01-13 23:00:00,0.0,61.47
2016-01-14 00:00:00,0.0,46.92
2016-01-14 01:00:00,0.0,45.93
2016-01-14 02:00:00,0.0,44.47
2016-01-14 03:00:00,0.0,46.74
2016-01-14 04:00:00,0.0,45.55
2016-01-14 05:00:00,0.0,55.65
2016-01-14 06:00:00,0.0,60.01
2016-01-14 07:00:00,0.0,93.43
2016-01-14 08:00:00,0.0,102.36
2016-01-14 09:00:00,0.0,103.87
2016-01-14 10:00:00,0.0,109.69
2016-01-14 11:00:00,0.0,111.15
2016-01-14 12:00:00,0.0,110.14
2016-01-14 13:00:00,0.0,109.13
2016-01-14 14:00:00,0.0,110.58
2016-01-14 15:00:00,0.0,112.31
2016-01-14 16:00:00,0.0,107.32
2016-01-14 17:00:00,0.0,107.47
2016-01-14 18:00:00,0.0,105.93
2016-01-14 19:00:00,0.0,100.59
2016-01-14 20:00:00,0.0,98.97
2016-01-14 21:00:00,0.0,95.26
2016-01-14 22:00:00,0.0,73.8
2016-01-14 23:00:00,0.0,43.04
2016-01-15 00:00:00,0.0,44.63
2016-01-15 01:00:00,0.0,42.04
2016-01-15 02:00:00,0.0,42.7
2016-01-15 03:00:00,0.0,42.86
2016-01-15 04:00:00,0.0,42.39
2016-01-15 05:00:00,0.0,50.8
2016-01-15 06:00:00,0.0,54.45
2016-01-15 07:00:00,0.0,89.03
2016-01-15 08:00:00,0.0,105.11
2016-01-15 09:00:00,0.0,109.94
2016-01-15 10:00:00,0.0,108.49
2016-01-15 11:00:00,0.0,108.35
2016-01-15 12:00:00,0.0,112.58
2016-01-15 13:00:00,0.0,112.18
2016-01-15 14:00:00,0.0,114.09
2016-01-15 15:00:00,0.0,111.3
2016-01-15 16:00:00,0.0,108.8
2016-01-15 17:00:00,0.0,91.72
2016-01-15 18:00:00,0.0,64.59
2016-01-15 19:00:00,0.0,60.25
2016-01-15 20:00:00,0.0,46.34
2016-01-15 21:00:00,0.0,40.35
2016-01-15 22:00:00,0.0,41.79
2016-01-15 23:00:00,0.0,40.94
2016-01-16 00:00:00,0.0,40.86
2016-01-16 01:00:00,0.0,42.07
2016-01-16 02:00:00,0.0,42.13
2016-01-16 03:00:00,0.0,40.82
2016-01-16 04:00:00,0.0,40.58
2016-01-16 05:00:00,0.0,40.11
2016-01-16 06:00:00,0.0,39.85
2016-01-16 07:00:00,0.0,49.59
2016-01-16 08:00:00,0.0,51.91
2016-01-16 09:00:00,0.0,52.09
2016-01-16 10:00:00,0.0,80.98
2016-01-16 11:00:00,0.0,99.76
2016-01-16 12:00:00,0.0,105.15
2016-01-16 13:00:00,0.0,105.03
2016-01-16 14:00:00,0.0,102.53
2016-01-16 15:00:00,0.0,99.98
2016-01-16 16:00:00,0.0,100.69
2016-01-16 17:00:00,0.0,90.44
2016-01-16 18:00:00,0.0,57.75
2016-01-16 19:00:00,0.0,44.82
2016-01-16 20:00:00,0.0,40.3
2016-01-16 21:00:00,0.0,40.07
2016-01-16 22:00:00,0.0,41.11
2016-01-16 23:00:00,0.0,41.51
2016-01-17 00:00:00,0.0,40.59
2016-01-17 01:00:00,0.0,41.08
2016-01-17 02:00:00,0.0,40.09
2016-01-17 03:00:00,0.0,39.75
2016-01-17 04:00:00,0.0,40.0
2016-01-17 05:00:00,0.0,39.28
2016-01-17 06:00:00,0.0,40.63
2016-01-17 07:00:00,0.0,48.85
2016-01-17 08:00:00,0.0,51.54
2016-01-17 09:00:00,0.0,53.16
2016-01-17 10:00:00,0.0,71.48
2016-01-17 11:00:00,0.0,98.45
2016-01-17 12:00:00,0.0,98.28
2016-01-17 13:00:00,0.0,98.59
2016-01-17 14:00:00,0.0,99.71
2016-01-17 15:00:00,0.0,100.88
2016-01-17 16:00:00,0.0,100.06
2016-01-17 17:00:00,0.0,86.21
2016-01-17 18:00:00,0.0,58.44
2016-01-17 19:00:00,0.0,44.85
2016-01-17 20:00:00,0.0,39.4
2016-01-17 21:00:00,0.0,39.19
2016-01-17 22:00:00,0.0,40.4
2016-01-17 23:00:00,0.0,40.76
2016-01-18 00:00:00,0.0,39.54
2016-01-18 01:00:00,0.0,40.41
2016-01-18 02:00:00,0.0,40.6
2016-01-18 03:00:00,0.0,40.56
2016-01-18 04:00:00,0.0,40.26
2016-01-18 05:00:00,0.0,49.98
2016-01-18 06:00:00,0.0,53.18
2016-01-18 07:00:00,0.0,57.74
2016-01-18 08:00:00,0.0,93.89
2016-01-18 09:00:00,0.0,99.63
2016-01-18 10:00:00,0.0,102.84
2016-01-18 11:00:00,0.0,104.47
2016-01-18 12:00:00,0.0,103.91
2016-01-18 13:00:00,0.0,104.41
2016-01-18 14:00:00,0.0,107.2
2016-01-18 15:00:00,0.0,105.18
2016-01-18 16:00:00,0.0,103.72
2016-01-18 17:00:00,0.0,91.97
2016-01-18 18:00:00,0.0,61.51
2016-01-18 19:00:00,0.0,59.36
2016-01-18 20:00:00,0.0,58.57
2016-01-18 21:00:00,0.0,59.48
2016-01-18 22:00:00,0.0,48.91
2016-01-18 23:00:00,0.0,42.37
2016-01-19 00:00:00,0.0,42.4
2016-01-19 01:00:00,0.0,41.77
2016-01-19 02:00:00,0.0,42.73
2016-01-19 03:00:00,0.0,43.3
2016-01-19 04:00:00,0.0,42.15
2016-01-19 05:00:00,0.0,53.14
2016-01-19 06:00:00,0.0,55.1
2016-01-19 07:00:00,0.0,73.73
2016-01-19 08:00:00,0.0,104.74
2016-01-19 09:00:00,0.0,106.92
2016-01-19 10:00:00,0.0,112.04
2016-01-19 11:00:00,0.0,116.86
2016-01-19 12:00:00,0.0,114.36
2016-01-19 13:00:00,0.0,116.85
2016-01-19 14:00:00,0.0,113.74
2016-01-19 15:00:00,0.0,112.51
2016-01-19 16:00:00,0.0,113.08
2016-01-19 17:00:00,0.0,109.42
2016-01-19 18:00:00,0.0,107.69
2016-01-19 19:00:00,0.0,85.38
2016-01-19 20:00:00,0.0,59.54
2016-01-19 21:00:00,0.0,58.26
2016-01-19 22:00:00,0.0,46.23
2016-01-19 23:00:00,0.0,41.48
2016-01-20 00:00:00,0.0,41.74
2016-01-20 01:00:00,0.0,40.8
2016-01-20 02:00:00,0.0,41.19
2016-01-20 03:00:00,0.0,41.78
2016-01-20 04:00:00,0.0,40.77
2016-01-20 05:00:00,0.0,51.99
2016-01-20 06:00:00,0.0,54.68
2016-01-20 07:00:00,0.0,73.44
2016-01-20 08:00:00,0.0,101.93
2016-01-20 09:00:00,0.0,106.58
2016-01-20 10:00:00,0.0,109.8
2016-01-20 11:00:00,0.0,110.2
2016-01-20 12:00:00,0.0,110.92
2016-01-20 13:00:00,0.0,110.12
2016-01-20 14:00:00,0.0,113.87
2016-01-20 15:00:00,0.0,112.88
2016-01-20 16:00:00,0.0,112.86
2016-01-20 17:00:00,0.0,107.93
2016-01-20 18:00:00,0.0,105.4
2016-01-20 19:00:00,0.0,88.3
2016-01-20 20:00:00,0.0,60.34
2016-01-20 21:00:00,0.0,59.16
2016-01-20 22:00:00,0.0,48.96
2016-01-20 23:00:00,0.0,43.19
2016-01-21 00:00:00,0.0,45.06
2016-01-21 01:00:00,0.0,43.63
2016-01-21 02:00:00,0.0,42.63
2016-01-21 03:00:00,0.0,42.91
2016-01-21 04:00:00,0.0,43.5
2016-01-21 05:00:00,0.0,53.68
2016-01-21 06:00:00,0.0,61.27
2016-01-21 07:00:00,0.0,82.14
2016-01-21 08:00:00,0.0,105.28
2016-01-21 09:00:00,0.0,108.37
2016-01-21 10:00:00,0.0,112.41
2016-01-21 11:00:00,0.0,107.55
2016-01-21 12:00:00,0.0,110.18
2016-01-21 13:00:00,0.0,111.23
2016-01-21 14:00:00,0.0,109.28
2016-01-21 15:00:00,0.0,108.69
2016-01-21 16:00:00,0.0,111.64
2016-01-21 17:00:00,0.0,107.79
2016-01-21 18:00:00,0.0,105.82
2016-01-21 19:00:00,0.0,67.25
2016-01-21 20:00:00,0.0,58.38
2016-01-21 21:00:00,0.0,58.76
2016-01-21 22:00:00,0.0,48.21
2016-01-21 23:00:00,0.0,40.93
2016-01-22 00:00:00,0.0,42.54
2016-01-22 01:00:00,0.0,41.74
2016-01-22 02:00:00,0.0,42.29
2016-01-22 03:00:00,0.0,42.18
2016-01-22 04:00:00,0.0,42.75
2016-01-22 05:00:00,0.0,53.22
2016-01-22 06:00:00,0.0,57.1
2016-01-22 07:00:00,0.0,80.29
2016-01-22 08:00:00,0.0,103.12
2016-01-22 09:00:00,0.0,104.84
2016-01-22 10:00:00,0.0,111.33
2016-01-22 11:00:00,0.0,109.65
2016-01-22 12:00:00,0.0,109.33
2016-01-22 13:00:00,0.0,108.47
2016-01-22 14:00:00,0.0,111.3
2016-01-22 15:00:00,0.0,104.93
2016-01-22 16:00:00,0.0,101.53
2016-01-22 17:00:00,0.0,91.17
2016-01-22 18:00:00,0.0,66.25
2016-01-22 19:00:00,0.0,57.08
2016-01-22 20:00:00,0.0,46.16
2016-01-22 21:00:00,0.0,40.43
2016-01-22 22:00:00,0.0,40.39
2016-01-22 23:00:00,0.0,40.37
2016-01-23 00:00:00,0.0,39.14
2016-01-23 01:00:00,0.0,39.22
2016-01-23 02:00:00,0.0,40.5
2016-01-23 03:00:00,0.0,40.53
2016-01-23 04:00:00,0.0,40.91
2016-01-23 05:00:00,0.0,40.2
2016-01-23 06:00:00,0.0,40.5
2016-01-23 07:00:00,0.0,50.23
2016-01-23 08:00:00,0.0,53.96
2016-01-23 09:00:00,0.0,53.13
2016-01-23 10:00:00,0.0,77.08
2016-01-23 11:00:00,0.0,96.16
2016-01-23 12:00:00,0.0,100.88
2016-01-23 13:00:00,0.0,100.98
2016-01-23 14:00:00,0.0,101.23
2016-01-23 15:00:00,0.0,100.62
2016-01-23 16:00:00,0.0,95.88
2016-01-23 17:00:00,0.0,72.59
2016-01-23 18:00:00,0.0,58.78
2016-01-23 19:00:00,0.0,47.81
2016-01-23 20:00:00,0.0,43.75
2016-01-23 21:00:00,0.0,43.2
2016-01-23 22:00:00,0.0,43.1
2016-01-23 23:00:00,0.0,43.46
2016-01-24 00:00:00,0.0,43.78
2016-01-24 01:00:00,0.0,42.73
2016-01-24 02:00:00,0.0,42.53
2016-01-24 03:00:00,0.0,42.55
2016-01-24 04:00:00,0.0,42.68
2016-01-24 05:00:00,0.0,42.89
2016-01-24 06:00:00,0.0,43.43
2016-01-24 07:00:00,0.0,53.19
2016-01-24 08:00:00,0.0,53.94
2016-01-24 09:00:00,0.0,54.73
2016-01-24 10:00:00,0.0,58.66
2016-01-24 11:00:00,0.0,96.87
2016-01-24 12:00:00,0.0,98.36
2016-01-24 13:00:00,0.0,98.41
2016-01-24 14:00:00,0.0,100.28
2016-01-24 15:00:00,0.0,99.63
2016-01-24 16:00:00,0.0,88.81
2016-01-24 17:00:00,0.0,57.52
2016-01-24 18:00:00,0.0,57.48
2016-01-24 19:00:00,0.0,49.8
2016-01-24 20:00:00,0.0,40.88
2016-01-24 21:00:00,0.0,39.96
2016-01-24 22:00:00,0.0,41.31
2016-01-24 23:00:00,0.0,40.27
2016-01-25 00:00:00,0.0,39.9
2016-01-25 01:00:00,0.0,40.79
2016-01-25 02:00:00,0.0,40.54
2016-01-25 03:00:00,0.0,40.67
2016-01-25 04:00:00,0.0,40.4
2016-01-25 05:00:00,0.0,49.74
2016-01-25 06:00:00,0.0,54.28
2016-01-25 07:00:00,0.0,71.8
2016-01-25 08:00:00,0.0,98.78
2016-01-25 09:00:00,0.0,106.64
2016-01-25 10:00:00,0.0,108.33
2016-01-25 11:00:00,0.0,109.58
2016-01-25 12:00:00,0.0,111.38
2016-01-25 13:00:00,0.0,112.96
2016-01-25 14:00:00,0.0,110.08
2016-01-25 15:00:00,0.0,110.28
2016-01-25 16:00:00,0.0,108.94
2016-01-25 17:00:00,0.0,107.58
2016-01-25 18:00:00,0.0,108.28
2016-01-25 19:00:00,0.0,71.22
2016-01-25 20:00:00,0.0,60.01
2016-01-25 21:00:00,0.0,58.55
2016-01-25 22:00:00,0.0,46.93
2016-01-25 23:00:00,0.0,42.15
2016-01-26 00:00:00,0.0,41.8
2016-01-26 01:00:00,0.0,43.15
2016-01-26 02:00:00,0.0,43.11
2016-01-26 03:00:00,0.0,42.07
2016-01-26 04:00:00,0.0,43.48
2016-01-26 05:00:00,0.0,52.62
2016-01-26 06:00:00,0.0,57.48
2016-01-26 07:00:00,0.0,69.02
2016-01-26 08:00:00,0.0,103.06
2016-01-26 09:00:00,0.0,106.33
2016-01-26 10:00:00,0.0,106.57
2016-01-26 11:00:00,0.0,109.68
2016-01-26 12:00:00,0.0,111.73
2016-01-26 13:00:00,0.0,111.12
2016-01-26 14:00:00,0.0,109.87
2016-01-26 15:00:00,0.0,110.38
2016-01-26 16:00:00,0.0,108.14
2016-01-26 17:00:00,0.0,108.52
2016-01-26 18:00:00,0.0,104.28
2016-01-26 19:00:00,0.0,60.45
2016-01-26 20:00:00,0.0,55.38
2016-01-26 21:00:00,0.0,55.51
2016-01-26 22:00:00,0.0,47.22
2016-01-26 23:00:00,0.0,41.0
2016-01-27 00:00:00,0.0,39.8
2016-01-27 01:00:00,0.0,42.16
2016-01-27 02:00:00,0.0,40.2
2016-01-27 03:00:00,0.0,38.77
2016-01-27 04:00:00,0.0,38.59
2016-01-27 05:00:00,0.0,49.64
2016-01-27 06:00:00,0.0,53.16
2016-01-27 07:00:00,0.0,73.53
2016-01-27 08:00:00,0.0,101.54
2016-01-27 09:00:00,0.0,107.67
2016-01-27 10:00:00,0.0,109.48
2016-01-27 11:00:00,0.0,106.16
2016-01-27 12:00:00,0.0,106.39
2016-01-27 13:00:00,0.0,109.39
2016-01-27 14:00:00,0.0,106.93
2016-01-27 15:00:00,0.0,106.92
2016-01-27 16:00:00,0.0,107.01
2016-01-27 17:00:00,0.0,104.78
2016-01-27 18:00:00,0.0,100.8
2016-01-27 19:00:00,0.0,76.8
2016-01-27 20:00:00,0.0,59.23
2016-01-27 21:00:00,0.0,59.59
2016-01-27 22:00:00,0.0,49.08
2016-01-27 23:00:00,0.0,46.88
2016-01-28 00:00:00,0.0,45.36
2016-01-28 01:00:00,0.0,44.55
2016-01-28 02:00:00,0.0,44.01
2016-01-28 03:00:00,0.0,45.5
2016-01-28 04:00:00,0.0,44.14
2016-01-28 05:00:00,0.0,54.43
2016-01-28 06:00:00,0.0,56.53
2016-01-28 07:00:00,0.0,77.85
2016-01-28 08:00:00,0.0,103.76
2016-01-28 09:00:00,0.0,105.53
2016-01-28 10:00:00,0.0,107.02
2016-01-28 11:00:00,0.0,106.23
2016-01-28 12:00:00,0.0,108.61
2016-01-28 13:00:00,0.0,110.48
2016-01-28 14:00:00,0.0,107.18
2016-01-28 15:00:00,0.0,106.87
