timestamp,Fox_public_Bart,Bear_public_Valorie,Cockatoo_public_Shad
2016-01-03 04:00:00,71.1,73.75,82.725
2016-01-03 05:00:00,70.85,73.25,80.9
2016-01-03 06:00:00,70.84,73.5,82.7
2016-01-03 07:00:00,70.18,73.0,81.95
2016-01-03 08:00:00,67.74,73.5,80.4
2016-01-03 09:00:00,68.35,84.5,77.575
2016-01-03 10:00:00,68.58,175.25,80.175
2016-01-03 11:00:00,71.41,173.0,79.85
2016-01-03 12:00:00,75.58,174.5,86.325
2016-01-03 13:00:00,78.02,173.75,94.125
2016-01-03 14:00:00,72.39,174.25,95.6
2016-01-03 15:00:00,69.62,175.25,94.175
2016-01-03 16:00:00,67.51,176.25,96.375
2016-01-03 17:00:00,68.05,175.0,96.1
2016-01-03 18:00:00,66.25,175.75,104.4
2016-01-03 19:00:00,67.35,175.75,103.875
2016-01-03 20:00:00,70.2,176.75,106.8
2016-01-03 21:00:00,68.06,175.75,106.6
2016-01-03 22:00:00,66.67,177.25,106.125
2016-01-03 23:00:00,67.86,178.25,112.675
2016-01-04 00:00:00,69.15,178.0,96.15
2016-01-04 01:00:00,69.59,181.0,89.8
2016-01-04 02:00:00,66.81,180.0,90.825
2016-01-04 03:00:00,68.81,180.5,100.55
2016-01-04 04:00:00,70.24,180.75,110.625
2016-01-04 05:00:00,68.6,179.0,159.125
2016-01-04 06:00:00,129.29,178.0,169.075
2016-01-04 07:00:00,137.69,187.0,185.5
2016-01-04 08:00:00,139.19,206.25,218.35
2016-01-04 09:00:00,146.26,267.5,239.0
2016-01-04 10:00:00,149.29,255.25,234.7
2016-01-04 11:00:00,148.32,246.0,208.65
2016-01-04 12:00:00,146.47,246.0,206.075
2016-01-04 13:00:00,143.96,243.75,205.9
2016-01-04 14:00:00,145.93,240.4335,209.175
2016-01-04 15:00:00,145.2,239.8308,209.325
2016-01-04 16:00:00,144.51,239.75,209.35
2016-01-04 17:00:00,141.9,132.25,147.825
2016-01-04 18:00:00,141.31,117.75,152.2
2016-01-04 19:00:00,94.43,118.25,163.275
2016-01-04 20:00:00,73.98,117.5,166.05
2016-01-04 21:00:00,74.96,118.25,164.9
2016-01-04 22:00:00,75.16,118.5,162.25
2016-01-04 23:00:00,76.59,120.0,167.425
2016-01-05 00:00:00,75.59,124.5,146.1
2016-01-05 01:00:00,135.76,121.0,139.9
2016-01-05 02:00:00,142.21,119.75,145.575
2016-01-05 03:00:00,140.23,125.75,145.325
2016-01-05 04:00:00,116.08,126.75,149.4
2016-01-05 05:00:00,116.57,126.5,153.975
2016-01-05 06:00:00,118.73,145.5,157.35
2016-01-05 07:00:00,127.35,152.25,164.9
2016-01-05 08:00:00,137.88,176.25,179.2
2016-01-05 09:00:00,143.57,243.5,195.725
2016-01-05 10:00:00,143.63,244.75,208.625
2016-01-05 11:00:00,145.21,244.75,208.4
2016-01-05 12:00:00,144.38,247.25,206.425
2016-01-05 13:00:00,142.46,247.0,207.875
2016-01-05 14:00:00,143.58,249.25,206.15
2016-01-05 15:00:00,143.01,245.0,204.075
2016-01-05 16:00:00,142.75,245.25,205.525
2016-01-05 17:00:00,138.3,136.5,148.25
2016-01-05 18:00:00,139.86,124.75,156.9
2016-01-05 19:00:00,95.95,125.0,159.6
2016-01-05 20:00:00,135.24,125.0,171.4
2016-01-05 21:00:00,139.7,125.0,166.325
2016-01-05 22:00:00,131.6,124.5,166.975
2016-01-05 23:00:00,132.01,127.75,164.55
2016-01-06 00:00:00,130.45,124.5,143.35
2016-01-06 01:00:00,132.85,125.25,136.05
2016-01-06 02:00:00,141.42,55.75,138.95
2016-01-06 03:00:00,138.74,48.0,146.65
2016-01-06 04:00:00,92.0,57.0,148.25
2016-01-06 05:00:00,78.66,69.0,151.175
2016-01-06 06:00:00,121.18,132.75,153.975
2016-01-06 07:00:00,127.1,138.0,164.5
2016-01-06 08:00:00,141.67,160.5,181.8
2016-01-06 09:00:00,144.87,141.5,201.275
2016-01-06 10:00:00,145.6,226.5,212.875
2016-01-06 11:00:00,150.26,229.75,217.2
2016-01-06 12:00:00,148.78,228.25,215.95
2016-01-06 13:00:00,149.48,230.0,218.625
2016-01-06 14:00:00,147.75,230.75,217.125
2016-01-06 15:00:00,148.95,228.5,215.65
2016-01-06 16:00:00,147.95,231.5,209.3
2016-01-06 17:00:00,145.73,116.5,146.55
2016-01-06 18:00:00,147.61,110.25,143.8
2016-01-06 19:00:00,96.31,109.25,157.725
2016-01-06 20:00:00,77.69,108.75,162.575
2016-01-06 21:00:00,77.76,110.75,162.2
2016-01-06 22:00:00,77.13,123.75,164.6
2016-01-06 23:00:00,77.32,127.25,162.825
2016-01-07 00:00:00,76.93,128.75,156.225
2016-01-07 01:00:00,98.77,130.0,148.125
2016-01-07 02:00:00,140.02,59.25,143.675
2016-01-07 03:00:00,146.44,50.25,142.625
2016-01-07 04:00:00,80.15,62.25,147.725
2016-01-07 05:00:00,76.83,74.0,158.525
2016-01-07 06:00:00,106.89,161.0,161.95
2016-01-07 07:00:00,113.08,161.5,170.4
2016-01-07 08:00:00,112.89,188.25,201.875
2016-01-07 09:00:00,149.15,244.25,224.175
2016-01-07 10:00:00,148.61,240.25,213.725
2016-01-07 11:00:00,148.5,239.75,212.075
2016-01-07 12:00:00,146.17,225.75,216.075
2016-01-07 13:00:00,147.15,227.25,207.0
2016-01-07 14:00:00,145.3,226.5,205.925
2016-01-07 15:00:00,148.61,225.25,201.775
2016-01-07 16:00:00,147.29,223.75,195.85
2016-01-07 17:00:00,146.86,105.75,136.575
2016-01-07 18:00:00,146.72,98.75,142.175
2016-01-07 19:00:00,95.18,97.0,143.45
2016-01-07 20:00:00,77.12,97.0,139.525
2016-01-07 21:00:00,76.02,96.0,142.25
2016-01-07 22:00:00,77.22,97.75,141.25
2016-01-07 23:00:00,77.72,111.25,144.625
2016-01-08 00:00:00,75.72,127.25,138.025
2016-01-08 01:00:00,91.53,127.75,136.5
2016-01-08 02:00:00,138.81,81.5,136.025
2016-01-08 03:00:00,141.56,76.75,136.6
2016-01-08 04:00:00,106.15,86.25,152.3
2016-01-08 05:00:00,77.32,94.25,156.575
2016-01-08 06:00:00,128.49,141.25,158.35
2016-01-08 07:00:00,136.35,146.25,165.05
2016-01-08 08:00:00,140.84,166.5,199.3
2016-01-08 09:00:00,142.51,218.75,210.55
2016-01-08 10:00:00,148.17,217.0,219.8
2016-01-08 11:00:00,147.51,214.75,216.725
2016-01-08 12:00:00,149.06,215.25,213.8
2016-01-08 13:00:00,147.03,217.25,213.575
2016-01-08 14:00:00,147.12,216.4,209.75
2016-01-08 15:00:00,146.07,221.75,202.2
2016-01-08 16:00:00,147.17,218.75,197.775
2016-01-08 17:00:00,96.37,101.25,141.925
2016-01-08 18:00:00,79.11,97.5,120.875
2016-01-08 19:00:00,79.23,96.5,121.975
2016-01-08 20:00:00,79.04,97.5,130.2
2016-01-08 21:00:00,77.29,95.75,124.275
2016-01-08 22:00:00,77.34,47.5,132.7
2016-01-08 23:00:00,78.26,44.5,135.275
2016-01-09 00:00:00,84.81,45.5,141.975
2016-01-09 01:00:00,139.12,45.25,115.975
2016-01-09 02:00:00,136.9,46.5,97.4
2016-01-09 03:00:00,137.04,45.0,97.9
2016-01-09 04:00:00,78.1,50.5,97.825
2016-01-09 05:00:00,77.71,65.0,97.175
2016-01-09 06:00:00,77.53,100.0,96.65
2016-01-09 07:00:00,76.71,97.5,96.4
2016-01-09 08:00:00,75.61,98.0,96.35
2016-01-09 09:00:00,77.18,97.25,85.075
2016-01-09 10:00:00,74.97,97.5,94.275
2016-01-09 11:00:00,76.55,96.6,105.075
2016-01-09 12:00:00,79.03,96.25,127.05
2016-01-09 13:00:00,80.71,96.75,125.575
2016-01-09 14:00:00,76.14,96.25,117.775
2016-01-09 15:00:00,74.18,97.25,117.75
2016-01-09 16:00:00,74.93,96.5,118.85
2016-01-09 17:00:00,75.64,96.5,102.6
2016-01-09 18:00:00,78.44,96.25,92.05
2016-01-09 19:00:00,78.27,96.75,79.75
2016-01-09 20:00:00,77.73,96.5,73.875
2016-01-09 21:00:00,78.07,96.5,76.15
2016-01-09 22:00:00,77.75,59.25,74.225
2016-01-09 23:00:00,78.33,44.75,73.1
2016-01-10 00:00:00,80.33,45.75,75.15
2016-01-10 01:00:00,79.21,45.5,75.275
2016-01-10 02:00:00,78.19,46.0,73.575
2016-01-10 03:00:00,80.85,45.25,74.2
2016-01-10 04:00:00,78.16,50.75,74.825
2016-01-10 05:00:00,79.95,65.25,74.075
2016-01-10 06:00:00,80.84,66.25,74.625
2016-01-10 07:00:00,78.6,65.0,76.325
2016-01-10 08:00:00,75.59,65.0,72.1
2016-01-10 09:00:00,77.48,64.0,69.7
2016-01-10 10:00:00,78.52,64.0,79.4
2016-01-10 11:00:00,76.1,62.25,89.875
2016-01-10 12:00:00,75.32,95.25,115.675
2016-01-10 13:00:00,77.87,95.5,116.975
2016-01-10 14:00:00,74.55,95.5,116.9
2016-01-10 15:00:00,75.77,97.25,116.625
2016-01-10 16:00:00,77.15,97.0,116.525
2016-01-10 17:00:00,75.34,96.75,96.05
2016-01-10 18:00:00,78.72,96.0,89.15
2016-01-10 19:00:00,79.62,96.75,88.95
2016-01-10 20:00:00,77.49,96.0,92.9
2016-01-10 21:00:00,79.44,97.75,92.875
2016-01-10 22:00:00,79.8,96.5,97.525
2016-01-10 23:00:00,77.59,114.5,101.475
2016-01-11 00:00:00,80.37,131.25,89.525
2016-01-11 01:00:00,80.96,135.25,84.8
2016-01-11 02:00:00,80.76,94.5,85.5
2016-01-11 03:00:00,80.79,78.25,86.725
2016-01-11 04:00:00,80.53,85.5,113.475
2016-01-11 05:00:00,80.36,101.0,140.425
2016-01-11 06:00:00,132.66,134.5,145.2
2016-01-11 07:00:00,145.14,137.25,156.1
2016-01-11 08:00:00,151.63,148.75,185.825
2016-01-11 09:00:00,158.42,216.0,195.475
2016-01-11 10:00:00,159.67,218.0,203.425
2016-01-11 11:00:00,157.41,220.0,196.1
2016-01-11 12:00:00,157.82,218.5,199.325
2016-01-11 13:00:00,159.13,229.75,196.525
2016-01-11 14:00:00,159.74,245.0,196.9
2016-01-11 15:00:00,157.82,242.75,194.7
2016-01-11 16:00:00,155.77,242.25,192.975
2016-01-11 17:00:00,153.86,146.0,152.25
2016-01-11 18:00:00,154.32,109.0,144.375
2016-01-11 19:00:00,151.59,97.5,152.425
2016-01-11 20:00:00,147.58,97.75,155.65
2016-01-11 21:00:00,145.65,96.5,156.675
2016-01-11 22:00:00,140.46,97.75,156.65
2016-01-11 23:00:00,144.81,102.75,155.475
2016-01-12 00:00:00,119.93,122.0,141.75
2016-01-12 01:00:00,141.88,123.5,136.95
2016-01-12 02:00:00,142.89,83.75,144.15
2016-01-12 03:00:00,142.49,71.0,145.45
2016-01-12 04:00:00,89.13,77.75,149.475
2016-01-12 05:00:00,76.83,94.25,153.375
2016-01-12 06:00:00,131.97,128.5,159.875
2016-01-12 07:00:00,144.52,139.0,170.85
2016-01-12 08:00:00,149.58,151.0,194.8
2016-01-12 09:00:00,156.07,215.75,209.975
2016-01-12 10:00:00,160.84,217.25,211.725
2016-01-12 11:00:00,159.67,231.75,214.275
2016-01-12 12:00:00,159.28,236.0,211.8
2016-01-12 13:00:00,159.89,229.0,219.275
2016-01-12 14:00:00,159.49,233.5,214.875
2016-01-12 15:00:00,157.6,239.75,207.15
2016-01-12 16:00:00,157.15,228.0,205.4
2016-01-12 17:00:00,156.1,138.0,153.7
2016-01-12 18:00:00,156.33,102.0,162.15
2016-01-12 19:00:00,153.03,101.0,164.475
2016-01-12 20:00:00,152.06,99.2,157.4
2016-01-12 21:00:00,149.83,97.75,155.225
2016-01-12 22:00:00,145.19,96.25,155.35
2016-01-12 23:00:00,145.69,101.0,156.025
2016-01-13 00:00:00,135.59,116.3254,136.75
2016-01-13 01:00:00,137.59,125.0663,131.225
2016-01-13 02:00:00,140.6,78.5,116.55
2016-01-13 03:00:00,136.28,66.5,117.7
2016-01-13 04:00:00,136.08,73.25,133.9
2016-01-13 05:00:00,135.59,86.25,157.075
2016-01-13 06:00:00,134.7,128.75,159.3
2016-01-13 07:00:00,141.12,144.5,169.325
2016-01-13 08:00:00,146.91,151.25,204.85
2016-01-13 09:00:00,150.57,218.25,219.35
2016-01-13 10:00:00,150.88,235.25,220.75
2016-01-13 11:00:00,153.62,243.0,219.4
2016-01-13 12:00:00,156.12,244.25,223.825
2016-01-13 13:00:00,156.35,245.75,219.275
2016-01-13 14:00:00,156.23,242.75,218.55
2016-01-13 15:00:00,159.19,236.0,217.5
2016-01-13 16:00:00,157.7,230.25,215.975
2016-01-13 17:00:00,155.71,130.25,149.3
2016-01-13 18:00:00,154.64,100.5,161.75
2016-01-13 19:00:00,150.16,99.0,162.2
2016-01-13 20:00:00,148.53,98.75,168.325
2016-01-13 21:00:00,145.49,98.5,163.475
2016-01-13 22:00:00,142.14,97.5,162.475
2016-01-13 23:00:00,140.89,99.75,161.0
2016-01-14 00:00:00,100.47,98.5,141.675
2016-01-14 01:00:00,82.91,99.25,129.675
2016-01-14 02:00:00,92.11,69.0,120.0
2016-01-14 03:00:00,139.89,58.75,125.35
2016-01-14 04:00:00,133.67,66.75,130.975
2016-01-14 05:00:00,128.14,80.5,135.7
2016-01-14 06:00:00,134.64,118.25,161.1
2016-01-14 07:00:00,139.47,127.5,171.675
2016-01-14 08:00:00,139.51,142.75,198.55
2016-01-14 09:00:00,146.43,219.0,219.55
2016-01-14 10:00:00,149.02,223.75,219.55
2016-01-14 11:00:00,154.3,225.75,226.275
2016-01-14 12:00:00,153.47,230.75,233.15
2016-01-14 13:00:00,150.76,233.5,232.25
2016-01-14 14:00:00,151.04,231.75,228.975
2016-01-14 15:00:00,146.44,234.0,225.325
2016-01-14 16:00:00,146.66,225.5,221.775
2016-01-14 17:00:00,145.47,123.25,151.625
2016-01-14 18:00:00,145.73,98.75,155.275
2016-01-14 19:00:00,141.49,98.0,159.125
2016-01-14 20:00:00,138.49,97.75,156.0
2016-01-14 21:00:00,136.39,98.75,151.8
2016-01-14 22:00:00,131.57,98.25,150.225
2016-01-14 23:00:00,129.73,102.5,150.075
2016-01-15 00:00:00,88.14,117.75,133.4
2016-01-15 01:00:00,124.61,128.75,122.875
2016-01-15 02:00:00,130.82,84.5,110.025
2016-01-15 03:00:00,130.34,70.25,106.2
2016-01-15 04:00:00,123.71,78.25,109.125
2016-01-15 05:00:00,120.48,89.75,132.2
2016-01-15 06:00:00,120.37,128.75,146.125
2016-01-15 07:00:00,125.14,141.25,156.9
2016-01-15 08:00:00,132.57,151.75,185.725
2016-01-15 09:00:00,137.86,215.25,198.425
2016-01-15 10:00:00,140.66,229.0,204.975
2016-01-15 11:00:00,143.39,241.0,200.85
2016-01-15 12:00:00,145.77,240.5,196.325
2016-01-15 13:00:00,146.51,243.75,193.05
2016-01-15 14:00:00,143.98,244.0,186.425
2016-01-15 15:00:00,144.8,244.0,181.525
2016-01-15 16:00:00,142.12,242.0,179.075
2016-01-15 17:00:00,141.4,138.5,128.45
2016-01-15 18:00:00,140.35,104.25,126.325
2016-01-15 19:00:00,137.78,100.0,127.025
2016-01-15 20:00:00,138.83,99.75,122.0
2016-01-15 21:00:00,106.98,98.75,115.625
2016-01-15 22:00:00,73.6,54.0,120.575
2016-01-15 23:00:00,74.11,45.0,126.1
2016-01-16 00:00:00,72.46,45.75,127.85
2016-01-16 01:00:00,130.15,45.25,116.625
2016-01-16 02:00:00,130.41,46.0,117.625
2016-01-16 03:00:00,126.52,45.5,116.8
2016-01-16 04:00:00,79.65,52.75,117.4
2016-01-16 05:00:00,72.56,69.0,117.5
2016-01-16 06:00:00,72.04,99.25,119.65
2016-01-16 07:00:00,70.33,98.75,118.55
2016-01-16 08:00:00,67.4,99.25,116.725
2016-01-16 09:00:00,126.83,98.25,111.475
2016-01-16 10:00:00,130.8,99.25,112.525
2016-01-16 11:00:00,131.35,98.0,113.8
2016-01-16 12:00:00,133.46,99.0,113.775
2016-01-16 13:00:00,136.76,98.5,115.15
2016-01-16 14:00:00,135.71,101.25,114.85
2016-01-16 15:00:00,137.93,114.75,114.125
2016-01-16 16:00:00,137.76,116.5,115.875
2016-01-16 17:00:00,136.65,116.5,115.75
2016-01-16 18:00:00,140.45,111.25,116.425
2016-01-16 19:00:00,137.96,98.5,102.625
2016-01-16 20:00:00,136.02,100.25,98.675
2016-01-16 21:00:00,104.5,101.25,102.85
2016-01-16 22:00:00,71.97,53.25,104.275
2016-01-16 23:00:00,71.31,45.0,107.625
2016-01-17 00:00:00,70.11,45.75,103.2
2016-01-17 01:00:00,72.91,45.25,106.3
2016-01-17 02:00:00,72.02,46.0,105.775
2016-01-17 03:00:00,72.01,45.75,103.575
2016-01-17 04:00:00,71.32,53.5,99.875
2016-01-17 05:00:00,71.77,66.25,104.1
2016-01-17 06:00:00,72.43,66.5,101.4
2016-01-17 07:00:00,70.33,65.5,107.8
2016-01-17 08:00:00,67.63,66.0,110.25
2016-01-17 09:00:00,68.4,65.5,102.2
2016-01-17 10:00:00,119.51,64.75,104.575
2016-01-17 11:00:00,130.07,63.5,103.625
2016-01-17 12:00:00,132.09,98.0,112.925
2016-01-17 13:00:00,133.91,112.75,116.675
2016-01-17 14:00:00,134.93,115.75,113.575
2016-01-17 15:00:00,138.05,115.75,113.525
2016-01-17 16:00:00,136.7,116.25,111.95
2016-01-17 17:00:00,137.88,101.5,119.725
2016-01-17 18:00:00,139.46,100.75,122.525
2016-01-17 19:00:00,139.06,99.25,121.225
2016-01-17 20:00:00,139.71,100.75,122.175
2016-01-17 21:00:00,136.08,99.25,122.425
2016-01-17 22:00:00,133.17,100.75,128.0
2016-01-17 23:00:00,131.64,101.5,128.15
2016-01-18 00:00:00,66.57,129.75,104.2
2016-01-18 01:00:00,45.06,145.25,98.725
2016-01-18 02:00:00,45.33,79.6586,101.95
2016-01-18 03:00:00,44.29,72.3514,107.525
2016-01-18 04:00:00,44.17,78.5,120.175
2016-01-18 05:00:00,44.28,93.25,137.775
2016-01-18 06:00:00,57.79,133.5,143.0
2016-01-18 07:00:00,80.84,133.5,142.1
2016-01-18 08:00:00,78.47,124.25,168.0
2016-01-18 09:00:00,78.53,124.75,172.875
2016-01-18 10:00:00,79.96,126.25,178.55
2016-01-18 11:00:00,84.02,140.25,176.475
2016-01-18 12:00:00,98.18,143.25,194.225
2016-01-18 13:00:00,107.01,144.25,205.85
2016-01-18 14:00:00,109.75,146.0,199.8
2016-01-18 15:00:00,110.13,145.0,198.375
2016-01-18 16:00:00,109.49,129.25,198.475
2016-01-18 17:00:00,109.45,125.5,136.4
2016-01-18 18:00:00,111.91,127.5,121.225
2016-01-18 19:00:00,109.99,126.25,119.425
2016-01-18 20:00:00,62.73,126.75,119.4
2016-01-18 21:00:00,43.03,125.75,119.225
2016-01-18 22:00:00,42.5,126.0,115.7
2016-01-18 23:00:00,42.88,125.5,122.55
2016-01-19 00:00:00,61.08,140.5,107.075
2016-01-19 01:00:00,70.08,138.5,105.7
2016-01-19 02:00:00,68.5,143.25,109.125
2016-01-19 03:00:00,69.83,135.75,109.15
2016-01-19 04:00:00,69.27,137.75,128.15
2016-01-19 05:00:00,71.71,140.75,159.05
2016-01-19 06:00:00,116.02,137.25,159.9
2016-01-19 07:00:00,126.08,146.75,171.0
2016-01-19 08:00:00,130.88,173.75,196.325
2016-01-19 09:00:00,140.96,245.75,221.0
2016-01-19 10:00:00,145.21,249.5,228.175
2016-01-19 11:00:00,148.43,248.25,230.425
2016-01-19 12:00:00,149.71,249.25,236.775
2016-01-19 13:00:00,147.67,254.5,231.625
2016-01-19 14:00:00,148.6,251.25,231.35
2016-01-19 15:00:00,149.01,257.0,231.1
2016-01-19 16:00:00,149.06,255.75,228.5
2016-01-19 17:00:00,152.43,253.75,173.525
2016-01-19 18:00:00,151.27,246.25,171.275
2016-01-19 19:00:00,146.53,233.75,170.625
2016-01-19 20:00:00,142.98,229.0,166.325
2016-01-19 21:00:00,140.49,221.0,165.95
2016-01-19 22:00:00,137.1,218.25,164.025
2016-01-19 23:00:00,134.98,218.5,163.225
2016-01-20 00:00:00,89.54,216.75,141.95
2016-01-20 01:00:00,79.25,215.5,124.625
2016-01-20 02:00:00,133.73,58.5,115.775
2016-01-20 03:00:00,129.01,47.75,114.55
2016-01-20 04:00:00,126.61,57.25,125.25
2016-01-20 05:00:00,121.46,72.75,143.075
2016-01-20 06:00:00,122.64,137.0,161.125
2016-01-20 07:00:00,125.06,139.75,147.675
2016-01-20 08:00:00,136.17,162.25,196.825
2016-01-20 09:00:00,141.33,226.75,215.45
2016-01-20 10:00:00,145.24,238.0,218.325
2016-01-20 11:00:00,150.36,241.0,218.65
2016-01-20 12:00:00,151.48,246.75,219.725
2016-01-20 13:00:00,155.11,251.75,215.175
2016-01-20 14:00:00,156.13,254.5,215.225
2016-01-20 15:00:00,156.41,252.0,214.95
2016-01-20 16:00:00,156.77,252.25,209.475
2016-01-20 17:00:00,150.45,248.5,153.825
2016-01-20 18:00:00,152.08,242.0,146.775
2016-01-20 19:00:00,150.3,238.5,164.725
2016-01-20 20:00:00,147.31,235.25,168.275
2016-01-20 21:00:00,144.1,229.0,163.975
2016-01-20 22:00:00,139.68,218.0,162.025
2016-01-20 23:00:00,138.4,214.0,162.925
2016-01-21 00:00:00,92.34,217.25,140.75
2016-01-21 01:00:00,116.88,213.5,126.45
2016-01-21 02:00:00,130.07,57.25,111.475
2016-01-21 03:00:00,126.55,47.25,112.275
2016-01-21 04:00:00,120.52,57.5,122.2
2016-01-21 05:00:00,121.35,68.0,139.2
2016-01-21 06:00:00,119.41,137.0,152.85
2016-01-21 07:00:00,127.15,143.75,168.8
2016-01-21 08:00:00,136.99,170.25,206.95
2016-01-21 09:00:00,141.38,233.5,229.1
2016-01-21 10:00:00,144.76,243.75,225.5
2016-01-21 11:00:00,149.21,250.5,219.425
2016-01-21 12:00:00,151.32,251.25,208.175
2016-01-21 13:00:00,153.35,251.25,209.05
2016-01-21 14:00:00,153.54,255.75,204.775
2016-01-21 15:00:00,154.03,259.75,196.425
2016-01-21 16:00:00,151.84,254.25,188.125
2016-01-21 17:00:00,151.72,246.5,135.85
2016-01-21 18:00:00,152.38,243.0,144.925
2016-01-21 19:00:00,148.61,240.0,145.825
2016-01-21 20:00:00,143.28,237.5,152.05
2016-01-21 21:00:00,139.62,231.0,146.2
2016-01-21 22:00:00,138.69,227.5,150.6
2016-01-21 23:00:00,136.86,228.75,149.45
2016-01-22 00:00:00,90.08,228.25,136.625
2016-01-22 01:00:00,101.37,228.25,132.075
2016-01-22 02:00:00,121.65,57.75,133.65
2016-01-22 03:00:00,128.66,52.0,140.7
2016-01-22 04:00:00,127.07,60.25,165.325
2016-01-22 05:00:00,123.59,70.75,159.375
2016-01-22 06:00:00,126.05,138.5,157.275
2016-01-22 07:00:00,126.03,146.5,166.4
2016-01-22 08:00:00,137.61,171.75,199.675
2016-01-22 09:00:00,141.47,238.25,242.35
2016-01-22 10:00:00,143.47,250.5,245.725
2016-01-22 11:00:00,146.63,250.0,249.05
2016-01-22 12:00:00,153.69,250.75,246.05
2016-01-22 13:00:00,156.22,251.25,244.125
2016-01-22 14:00:00,154.6,253.0,242.15
2016-01-22 15:00:00,153.93,254.75,239.475
2016-01-22 16:00:00,151.67,257.0,236.1
2016-01-22 17:00:00,149.76,247.0,158.0
2016-01-22 18:00:00,146.4,246.25,145.725
2016-01-22 19:00:00,143.14,238.75,133.975
2016-01-22 20:00:00,141.05,238.25,132.95
2016-01-22 21:00:00,112.5,228.75,122.375
2016-01-22 22:00:00,78.93,97.0,132.425
2016-01-22 23:00:00,78.77,45.25,127.025
2016-01-23 00:00:00,76.86,45.75,115.475
2016-01-23 01:00:00,136.05,46.25,106.475
2016-01-23 02:00:00,132.68,46.0,106.325
2016-01-23 03:00:00,129.1,45.75,106.425
2016-01-23 04:00:00,73.95,51.25,106.125
2016-01-23 05:00:00,74.1,68.5,106.15
2016-01-23 06:00:00,77.28,94.75,107.55
2016-01-23 07:00:00,73.79,99.75,106.725
2016-01-23 08:00:00,66.85,111.0,104.125
2016-01-23 09:00:00,122.07,225.0,99.5
2016-01-23 10:00:00,136.87,240.0,103.8
2016-01-23 11:00:00,140.28,241.5,99.225
2016-01-23 12:00:00,146.71,241.5,98.8
2016-01-23 13:00:00,150.01,244.5,95.425
2016-01-23 14:00:00,148.95,248.75,95.9
2016-01-23 15:00:00,146.06,247.0,97.275
2016-01-23 16:00:00,148.93,248.75,98.175
2016-01-23 17:00:00,151.47,233.75,100.65
2016-01-23 18:00:00,150.02,231.75,100.75
2016-01-23 19:00:00,145.79,220.5,87.55
2016-01-23 20:00:00,141.55,214.75,84.85
2016-01-23 21:00:00,115.43,213.5,90.375
2016-01-23 22:00:00,77.75,89.25,91.25
2016-01-23 23:00:00,77.93,45.2,91.0
2016-01-24 00:00:00,76.79,45.25,91.975
2016-01-24 01:00:00,78.82,46.25,92.275
2016-01-24 02:00:00,79.11,46.0,92.925
2016-01-24 03:00:00,78.4,45.75,92.125
